MB_X,MB_Y,MF_X,MF_Y,SMF_X,SMF_Y,MFonMB_X,MFonMB_Y,Subj,Choice
-0.29035,-0.3588,0.201,0.16848,0.2816,0.19553,-0.19773,-0.27426,1,1
-0.29035,-0.3588,0.201,0.16848,0.2816,0.19553,-0.19773,-0.27426,1,0
-0.29035,-0.3588,0.201,0.16848,0.2816,0.19553,-0.19773,-0.27426,1,0
-0.29035,0.6412,0.201,1.1685,0.2816,1.1955,-0.19773,0.72574,1,0
-0.29035,-2.3588,0.201,-1.8315,0.2816,-1.8045,-0.19773,-2.2743,1,0
-2.2904,0.6412,0.201,0.16848,0.2816,0.19553,-2.1977,0.72574,1,0
0.70965,1.6412,0.201,2.1685,0.2816,2.1955,0.80227,1.7257,1,0
-0.29035,-0.3588,1.201,-1.8315,0.2816,0.19553,-0.19773,-0.27426,1,0
-2.2904,1.6412,0.201,-1.8315,1.2816,-1.8045,-2.1977,1.7257,1,0
1.7096,1.6412,-1.799,2.1685,-1.7184,2.1955,1.8023,1.7257,1,1
1.7096,1.6412,2.201,2.1685,2.2816,2.1955,1.8023,1.7257,1,0
-0.29035,-0.3588,3.201,-1.8315,0.2816,0.19553,-0.19773,-0.27426,1,1
2.7096,2.6412,-0.799,3.1685,-1.7184,3.1955,2.8023,2.7257,1,1
-0.29035,-1.3588,5.201,-0.83152,0.2816,-0.80447,-0.19773,-1.2743,1,1
-0.29035,-0.3588,4.201,5.1685,0.2816,0.19553,-0.19773,-0.27426,1,0
-2.2904,-0.3588,-1.799,-1.8315,-1.7184,-1.8045,-2.1977,-2.2743,1,0
-0.29035,-3.3588,-1.799,-1.8315,-1.7184,0.19553,-2.1977,-3.2743,1,1
1.7096,-0.3588,2.201,2.1685,2.2816,0.19553,1.8023,-0.27426,1,0
-0.29035,1.6412,-1.799,-2.8315,-1.7184,-2.8045,-2.1977,1.7257,1,0
-0.29035,1.6412,2.201,-2.8315,0.2816,-2.8045,-0.19773,1.7257,1,0
-2.2904,2.6412,5.201,3.1685,0.2816,3.1955,-2.1977,2.7257,1,1
4.7096,1.6412,-2.799,4.1685,-1.7184,2.1955,4.8023,1.7257,1,0
-0.29035,3.6412,0.201,2.1685,0.2816,-1.8045,-0.19773,3.7257,1,1
1.7096,3.6412,4.201,6.1685,2.2816,6.1955,1.8023,5.7257,1,1
-2.2904,1.6412,-1.799,0.16848,-1.7184,-2.8045,-2.1977,1.7257,1,1
5.7096,1.6412,5.201,-1.8315,5.2816,4.1955,-0.19773,1.7257,1,0
-2.2904,-2.3588,-1.799,5.1685,-1.7184,0.19553,-2.1977,-2.2743,1,1
-2.2904,-2.3588,2.201,-1.8315,2.2816,-1.8045,-2.1977,-2.2743,1,0
-0.29035,-2.3588,0.201,-1.8315,0.2816,-1.8045,-0.19773,-2.2743,1,1
3.7096,-0.3588,4.201,0.16848,4.2816,0.19553,3.8023,-0.27426,1,0
4.7096,4.6412,-1.799,-1.8315,5.2816,0.19553,4.8023,4.7257,1,1
1.7096,1.6412,5.201,-1.8315,2.2816,5.1955,1.8023,1.7257,1,1
0.70965,4.6412,5.201,5.1685,-1.7184,5.1955,0.80227,4.7257,1,1
-0.29035,0.6412,0.201,5.1685,0.2816,-1.8045,-0.19773,0.72574,1,0
4.7096,1.6412,2.201,1.1685,2.2816,2.1955,4.8023,1.7257,1,0
5.7096,0.6412,6.201,1.1685,6.2816,1.1955,5.8023,0.72574,1,0
1.7096,1.6412,5.201,2.1685,5.2816,2.1955,1.8023,1.7257,1,0
1.7096,3.6412,5.201,4.1685,2.2816,4.1955,1.8023,3.7257,1,1
0.70965,0.6412,1.201,1.1685,1.2816,1.1955,0.80227,0.72574,1,0
1.7096,1.6412,2.201,-0.83152,2.2816,2.1955,1.8023,1.7257,1,1
1.7096,1.6412,2.201,5.1685,2.2816,2.1955,1.8023,1.7257,1,1
1.7096,2.6412,2.201,3.1685,2.2816,3.1955,1.8023,2.7257,1,0
1.7096,2.6412,2.201,3.1685,2.2816,3.1955,1.8023,2.7257,1,1
4.7096,0.6412,-1.799,1.1685,5.2816,1.1955,4.8023,0.72574,1,0
-1.2904,-1.3588,4.201,2.1685,-0.7184,-1.8045,-1.1977,-1.2743,1,0
-0.29035,0.6412,2.201,1.1685,-1.7184,1.1955,-0.19773,0.72574,1,0
0.70965,3.6412,2.201,4.1685,-1.7184,4.1955,0.80227,3.7257,1,1
3.7096,1.6412,1.201,2.1685,4.2816,2.1955,3.8023,1.7257,1,0
1.7096,-2.3588,-1.799,4.1685,2.2816,-1.8045,1.8023,-2.2743,1,0
3.7096,-2.3588,4.201,0.16848,4.2816,0.19553,3.8023,-2.2743,1,0
4.7096,3.6412,5.201,4.1685,5.2816,4.1955,4.8023,3.7257,1,0
0.70965,-2.3588,2.201,4.1685,1.2816,-1.8045,0.80227,-2.2743,1,1
3.7096,1.6412,-2.799,2.1685,4.2816,2.1955,3.8023,1.7257,1,1
1.7096,-4.3588,0.201,3.1685,4.2816,-1.8045,-4.1977,-2.2743,1,0
1.7096,0.6412,1.201,2.1685,1.2816,2.1955,0.80227,3.7257,1,0
2.7096,0.6412,3.201,2.1685,3.2816,2.1955,2.8023,3.7257,1,1
-4.2904,2.6412,3.201,3.1685,-1.7184,3.1955,-2.1977,2.7257,1,0
