MFonMB_X,Subj,Choice
-0.58336,1,0
-1.5834,1,0
-4.5834,1,1
1.4166,1,0
-3.5834,1,1
-2.5834,1,0
2.4166,1,0
2.4166,1,0
-3.5834,2,0
2.4166,2,0
-2.5834,2,1
1.4166,2,0
-3.5834,2,0
2.4166,2,0
-4.5834,2,1
-1.5834,2,1
-3.5834,2,1
-3.5834,3,1
2.4166,3,1
-3.5834,3,0
-0.58336,3,1
-2.5834,3,1
-1.5834,3,0
4.4166,3,0
0.41664,3,0
0.41664,4,1
4.4166,4,0
2.4166,4,0
3.4166,4,0
-1.5834,4,1
-3.5834,4,1
-0.58336,4,0
-0.58336,4,0
-2.5834,4,0
-3.5834,4,0
-1.5834,5,1
0.41664,5,1
2.4166,5,1
-3.5834,5,0
-1.5834,5,0
-0.58336,5,0
0.41664,5,1
0.41664,5,0
-1.5834,6,0
-0.58336,6,0
-0.58336,6,1
0.41664,6,0
-1.5834,6,0
0.41664,6,1
2.4166,6,0
4.4166,6,1
0.41664,6,1
-1.5834,6,1
-2.5834,7,1
3.4166,7,0
0.41664,7,0
1.4166,7,0
-0.58336,7,0
0.41664,7,0
0.41664,7,0
-2.5834,7,0
3.4166,7,0
-3.5834,8,1
0.41664,8,0
-4.5834,8,1
0.41664,8,0
-0.58336,8,1
0.41664,8,1
0.41664,8,0
-1.5834,8,1
-1.5834,9,1
4.4166,9,1
3.4166,9,0
-1.5834,9,1
-2.5834,9,1
0.41664,9,1
3.4166,9,0
-2.5834,9,0
0.41664,9,0
1.4166,10,1
-2.5834,10,0
-1.5834,10,0
-2.5834,10,1
0.41664,10,1
0.41664,10,0
0.41664,10,0
-2.5834,10,0
-2.5834,11,1
0.41664,11,0
-1.5834,11,0
0.41664,11,0
-1.5834,11,1
1.4166,11,0
0.41664,11,0
1.4166,11,0
-1.5834,11,1
1.4166,12,1
0.41664,12,0
-3.5834,12,0
-3.5834,12,0
-2.5834,12,0
-1.5834,12,1
-0.58336,12,0
0.41664,12,0
1.4166,13,1
-3.5834,13,0
0.41664,13,0
1.4166,13,1
3.4166,13,0
-3.5834,13,0
-4.5834,13,0
2.4166,13,1
4.4166,13,1
3.4166,14,0
4.4166,14,0
3.4166,14,1
-3.5834,14,0
0.41664,14,1
-2.5834,14,0
2.4166,14,0
-0.58336,14,0
-1.5834,15,1
1.4166,15,0
3.4166,15,0
-1.5834,15,0
-1.5834,15,0
-4.5834,15,0
-0.58336,15,0
4.4166,15,0
-3.5834,16,0
-1.5834,16,1
-4.5834,16,0
1.4166,16,0
5.4166,16,1
5.4166,16,0
0.41664,16,1
0.41664,16,0
-2.5834,16,0
0.41664,16,1
2.4166,16,0
0.41664,17,1
1.4166,17,1
0.41664,17,1
4.4166,17,0
-3.5834,17,1
2.4166,17,0
3.4166,17,0
1.4166,17,0
-0.58336,17,0
0.41664,17,1
-2.5834,18,1
0.41664,18,0
-3.5834,18,0
-0.58336,18,1
-2.5834,18,0
0.41664,18,0
1.4166,18,0
0.41664,18,1
2.4166,19,1
1.4166,19,0
4.4166,19,0
-0.58336,19,0
-2.5834,19,0
-2.5834,19,0
-3.5834,19,1
3.4166,19,1
-3.5834,20,0
4.4166,20,0
2.4166,20,0
1.4166,20,0
-0.58336,20,1
-1.5834,20,1
2.4166,20,0
-3.5834,20,0
-3.5834,20,0
-0.58336,21,1
-4.5834,21,0
2.4166,21,1
0.41664,21,1
4.4166,21,0
2.4166,21,0
2.4166,21,0
-4.5834,21,0
4.4166,22,0
0.41664,22,1
-1.5834,22,0
1.4166,22,0
0.41664,22,0
-4.5834,22,0
-3.5834,22,0
-3.5834,22,0
-3.5834,22,0
0.41664,22,0
-3.5834,23,1
1.4166,23,1
5.4166,23,1
3.4166,23,0
-4.5834,23,1
0.41664,23,1
-1.5834,23,1
1.4166,23,0
-0.58336,24,1
2.4166,24,1
5.4166,24,1
-4.5834,24,1
-4.5834,24,1
-3.5834,24,1
-1.5834,24,1
-3.5834,24,1
1.4166,25,1
3.4166,25,1
3.4166,25,0
-3.5834,25,1
-0.58336,25,0
-2.5834,25,0
2.4166,25,0
0.41664,25,1
0.41664,25,1
-0.58336,25,1
5.4166,26,0
5.4166,26,1
3.4166,26,1
3.4166,26,0
0.41664,26,0
-2.5834,26,0
3.4166,26,1
-1.5834,26,0
-0.58336,26,0
0.41664,26,1
-1.5834,27,0
-0.58336,27,0
-3.5834,27,1
-1.5834,27,1
-1.5834,27,1
-3.5834,27,0
-0.58336,27,1
-3.5834,27,1
-3.5834,28,0
-2.5834,28,1
-0.58336,28,0
-2.5834,28,0
2.4166,28,1
1.4166,28,0
0.41664,28,0
4.4166,28,1
2.4166,29,0
4.4166,29,0
1.4166,29,0
4.4166,29,1
2.4166,29,0
-2.5834,29,1
4.4166,29,0
0.41664,29,0
2.4166,30,1
0.41664,30,1
1.4166,30,0
-0.58336,30,0
0.41664,30,0
1.4166,30,0
5.4166,30,0
-0.58336,30,0
-4.5834,30,0
2.4166,30,0
4.4166,31,1
1.4166,31,0
0.41664,31,0
-2.5834,31,1
-1.5834,31,0
-4.5834,31,1
4.4166,31,1
-3.5834,31,0
0.41664,31,0
3.4166,32,1
2.4166,32,1
3.4166,32,0
4.4166,32,0
-1.5834,32,1
-1.5834,32,1
4.4166,32,0
3.4166,32,0
0.41664,33,1
3.4166,33,0
0.41664,33,0
-1.5834,33,0
1.4166,33,0
-0.58336,33,0
-3.5834,33,0
-0.58336,33,0
-3.5834,33,1
0.41664,34,0
0.41664,34,1
-1.5834,34,1
3.4166,34,1
-2.5834,34,1
0.41664,34,1
-2.5834,34,1
2.4166,34,1
-0.58336,34,1
1.4166,34,0
0.41664,35,0
-0.58336,35,0
-2.5834,35,1
0.41664,35,0
-0.58336,35,1
5.4166,35,1
-0.58336,35,0
2.4166,35,0
0.41664,36,0
-3.5834,36,1
-0.58336,36,1
3.4166,36,1
1.4166,36,0
0.41664,36,0
1.4166,36,0
0.41664,36,0
-2.5834,36,0
0.41664,36,1
-3.5834,36,1
-3.5834,37,1
2.4166,37,0
2.4166,37,1
4.4166,37,0
-4.5834,37,1
0.41664,37,1
-3.5834,37,1
1.4166,37,1
-3.5834,38,1
3.4166,38,0
-3.5834,38,1
-2.5834,38,0
0.41664,38,1
-3.5834,38,1
-0.58336,38,0
-0.58336,38,1
1.4166,38,1
-2.5834,39,1
4.4166,39,0
1.4166,39,0
5.4166,39,0
-1.5834,39,1
-3.5834,39,0
-1.5834,39,1
3.4166,39,0
-1.5834,39,1
-1.5834,40,0
-1.5834,40,1
-2.5834,40,1
3.4166,40,1
0.41664,40,0
2.4166,40,1
0.41664,40,0
0.41664,40,1
-1.5834,41,0
-1.5834,41,0
-1.5834,41,1
0.41664,41,0
0.41664,41,0
1.4166,41,1
-2.5834,41,1
-3.5834,41,1
-2.5834,42,1
2.4166,42,0
3.4166,42,0
-3.5834,42,0
5.4166,42,0
-0.58336,42,1
2.4166,42,0
1.4166,42,0
2.4166,42,0
0.41664,42,0
0.41664,42,0
-0.58336,42,0
4.4166,43,0
0.41664,43,1
-2.5834,43,0
-0.58336,43,1
-1.5834,43,0
-2.5834,43,0
-1.5834,43,1
2.4166,43,0
2.4166,44,0
-0.58336,44,1
-0.58336,44,0
-4.5834,44,1
0.41664,44,1
2.4166,44,0
0.41664,44,1
-0.58336,44,1
-3.5834,44,0
-3.5834,45,1
-3.5834,45,0
-3.5834,45,0
1.4166,45,0
4.4166,45,0
-2.5834,45,1
2.4166,45,1
-1.5834,45,0
4.4166,45,0
5.4166,45,0
-0.58336,46,0
-1.5834,46,0
1.4166,46,1
0.41664,46,1
4.4166,46,0
-4.5834,46,0
-2.5834,46,1
4.4166,46,1
-2.5834,46,0
0.41664,47,0
-1.5834,47,1
-1.5834,47,1
2.4166,47,1
-3.5834,47,0
3.4166,47,0
-0.58336,47,1
-0.58336,47,0
-1.5834,47,1
1.4166,48,0
0.41664,48,0
-1.5834,48,0
