MFonMB_X,Subj,Choice
2.4166,1,0
1.4166,1,0
-3.5834,1,0
-1.5834,1,1
0.41664,1,1
2.4166,1,1
-4.5834,1,0
-1.5834,1,1
-2.5834,1,1
-3.5834,1,1
-3.5834,1,0
-4.5834,1,0
-1.5834,1,0
-3.5834,1,0
-2.5834,1,0
-2.5834,1,1
-3.5834,1,0
0.41664,1,0
2.4166,1,1
3.4166,1,1
1.4166,1,0
2.4166,1,0
1.4166,2,1
-3.5834,2,1
2.4166,2,0
-3.5834,2,1
0.41664,2,1
4.4166,2,0
-3.5834,2,1
3.4166,2,0
-0.58336,2,0
-1.5834,2,1
0.41664,2,1
0.41664,2,0
2.4166,2,1
-2.5834,2,0
-1.5834,2,1
3.4166,2,0
-3.5834,2,1
-3.5834,2,1
3.4166,2,1
4.4166,2,1
-1.5834,2,0
-2.5834,2,1
3.4166,3,0
-3.5834,3,1
-3.5834,3,1
-1.5834,3,1
0.41664,3,1
-4.5834,3,0
0.41664,3,0
-0.58336,3,1
2.4166,3,0
0.41664,3,1
-0.58336,3,1
2.4166,3,1
-0.58336,3,0
0.41664,3,0
-1.5834,3,1
0.41664,3,0
-3.5834,3,1
-1.5834,3,1
3.4166,3,0
0.41664,3,1
3.4166,3,1
-4.5834,4,0
-0.58336,4,1
-2.5834,4,1
0.41664,4,1
-3.5834,4,1
5.4166,4,0
0.41664,4,0
-1.5834,4,1
-3.5834,4,1
-4.5834,4,1
2.4166,4,1
4.4166,4,0
-1.5834,4,1
-0.58336,4,0
-2.5834,4,1
-2.5834,4,0
-4.5834,4,0
0.41664,4,0
0.41664,4,0
-0.58336,4,0
0.41664,4,0
-3.5834,4,0
3.4166,5,0
-2.5834,5,0
0.41664,5,1
-0.58336,5,1
3.4166,5,1
-2.5834,5,1
2.4166,5,1
-2.5834,5,0
-3.5834,5,0
5.4166,5,0
1.4166,5,1
3.4166,5,1
4.4166,5,0
-1.5834,5,1
-1.5834,5,0
-2.5834,5,1
0.41664,5,1
-3.5834,5,1
-4.5834,5,0
0.41664,5,0
-0.58336,5,0
0.41664,6,0
-1.5834,6,0
-0.58336,6,1
-3.5834,6,0
-0.58336,6,0
-0.58336,6,0
-1.5834,6,0
-3.5834,6,0
-2.5834,6,0
-0.58336,6,1
4.4166,6,1
-4.5834,6,1
-4.5834,6,1
-0.58336,6,1
1.4166,6,1
-1.5834,6,0
2.4166,6,1
3.4166,6,0
5.4166,6,1
1.4166,6,1
-3.5834,6,1
3.4166,6,1
2.4166,7,1
-3.5834,7,1
0.41664,7,0
-2.5834,7,1
2.4166,7,1
1.4166,7,0
0.41664,7,0
-2.5834,7,0
-0.58336,7,1
-3.5834,7,1
-0.58336,7,0
0.41664,7,1
4.4166,7,1
-0.58336,7,1
-3.5834,7,1
4.4166,7,0
4.4166,7,0
-1.5834,7,0
-2.5834,7,0
-2.5834,7,0
0.41664,7,0
4.4166,7,0
2.4166,7,0
-3.5834,8,0
1.4166,8,0
3.4166,8,1
0.41664,8,0
0.41664,8,0
1.4166,8,0
0.41664,8,1
-0.58336,8,0
1.4166,8,0
-1.5834,8,0
3.4166,8,1
-3.5834,8,0
-0.58336,8,1
-4.5834,8,0
-4.5834,8,1
1.4166,8,1
0.41664,8,0
-3.5834,8,0
-3.5834,8,0
-3.5834,8,0
-0.58336,8,1
2.4166,8,1
-1.5834,8,0
2.4166,9,0
4.4166,9,1
3.4166,9,0
0.41664,9,0
-4.5834,9,1
-1.5834,9,1
-0.58336,9,0
-1.5834,9,0
-2.5834,9,1
3.4166,9,0
1.4166,9,0
2.4166,9,0
4.4166,9,1
3.4166,9,1
2.4166,9,1
-1.5834,9,1
-3.5834,9,0
2.4166,9,0
-0.58336,9,0
3.4166,9,0
4.4166,10,1
3.4166,10,0
-0.58336,10,0
0.41664,10,0
2.4166,10,1
3.4166,10,0
-0.58336,10,1
-0.58336,10,1
-1.5834,10,1
-0.58336,10,0
-4.5834,10,1
-3.5834,10,1
2.4166,10,0
0.41664,10,1
5.4166,10,0
2.4166,10,1
2.4166,10,1
0.41664,10,1
1.4166,10,0
-1.5834,10,0
5.4166,10,1
0.41664,10,0
4.4166,10,1
0.41664,11,0
-2.5834,11,1
-2.5834,11,1
-0.58336,11,1
2.4166,11,0
-2.5834,11,0
1.4166,11,1
0.41664,11,0
0.41664,11,0
4.4166,11,1
2.4166,11,1
-0.58336,11,1
4.4166,11,1
0.41664,11,1
-3.5834,11,1
-1.5834,11,0
2.4166,11,1
0.41664,11,1
4.4166,11,0
0.41664,11,1
1.4166,11,1
-1.5834,11,0
5.4166,12,1
-1.5834,12,0
1.4166,12,1
-3.5834,12,0
-1.5834,12,0
-0.58336,12,0
5.4166,12,1
-1.5834,12,0
0.41664,12,1
-0.58336,12,1
-0.58336,12,1
-3.5834,12,1
-3.5834,12,1
-1.5834,12,0
-0.58336,12,0
4.4166,12,1
-3.5834,12,0
-1.5834,12,0
-1.5834,12,0
-1.5834,12,0
-0.58336,12,0
-0.58336,12,0
5.4166,13,1
-2.5834,13,1
1.4166,13,0
0.41664,13,0
-0.58336,13,1
-2.5834,13,1
0.41664,13,1
-4.5834,13,0
0.41664,13,1
-1.5834,13,0
1.4166,13,1
-3.5834,13,1
4.4166,13,0
3.4166,13,1
2.4166,13,1
5.4166,13,0
3.4166,13,1
-0.58336,13,0
2.4166,13,0
-2.5834,13,1
-3.5834,13,1
-1.5834,13,1
0.41664,13,0
4.4166,13,0
-0.58336,13,1
0.41664,14,0
4.4166,14,1
0.41664,14,0
-3.5834,14,0
-3.5834,14,0
-3.5834,14,1
1.4166,14,1
1.4166,14,0
-4.5834,14,0
0.41664,14,1
4.4166,14,0
0.41664,14,1
-2.5834,14,1
1.4166,14,1
-3.5834,14,1
-1.5834,14,0
5.4166,14,0
0.41664,14,0
-2.5834,14,0
-3.5834,14,1
1.4166,14,0
4.4166,14,0
-2.5834,15,0
4.4166,15,0
2.4166,15,0
5.4166,15,0
0.41664,15,0
2.4166,15,0
-0.58336,15,1
0.41664,15,1
-1.5834,15,1
-3.5834,15,1
-4.5834,15,1
-3.5834,15,1
1.4166,15,1
-2.5834,15,1
-0.58336,15,1
2.4166,15,1
-1.5834,15,0
4.4166,15,0
-1.5834,15,0
0.41664,15,0
1.4166,15,1
0.41664,15,0
-2.5834,15,0
-1.5834,15,0
-0.58336,16,0
1.4166,16,0
2.4166,16,1
1.4166,16,1
1.4166,16,1
3.4166,16,1
-4.5834,16,1
1.4166,16,0
-1.5834,16,0
-0.58336,16,1
-0.58336,16,1
-1.5834,16,1
0.41664,16,1
-1.5834,16,0
-2.5834,16,1
0.41664,16,1
1.4166,16,1
1.4166,16,1
0.41664,16,1
3.4166,16,1
-1.5834,16,1
1.4166,17,1
-2.5834,17,1
-1.5834,17,1
1.4166,17,1
4.4166,17,1
-0.58336,17,0
-2.5834,17,0
0.41664,17,0
1.4166,17,0
4.4166,17,0
-0.58336,17,0
4.4166,17,0
-2.5834,17,1
-3.5834,17,0
-4.5834,17,0
4.4166,17,1
0.41664,17,1
-0.58336,17,0
4.4166,17,0
-1.5834,17,0
-2.5834,17,0
1.4166,17,0
0.41664,18,1
3.4166,18,1
4.4166,18,1
-1.5834,18,1
2.4166,18,0
5.4166,18,0
-0.58336,18,1
-2.5834,18,0
-4.5834,18,0
2.4166,18,1
-3.5834,18,0
4.4166,18,0
3.4166,18,0
3.4166,18,0
-0.58336,18,1
-0.58336,18,0
-0.58336,18,1
-1.5834,18,0
3.4166,18,1
4.4166,18,1
2.4166,18,0
-0.58336,18,0
0.41664,18,0
-2.5834,18,1
4.4166,19,0
2.4166,19,0
1.4166,19,0
5.4166,19,0
-1.5834,19,0
-3.5834,19,0
4.4166,19,0
-3.5834,19,1
-1.5834,19,0
-2.5834,19,1
3.4166,19,0
0.41664,19,0
-0.58336,19,1
-2.5834,19,1
-0.58336,19,0
0.41664,19,1
-3.5834,19,1
-0.58336,19,0
-4.5834,19,1
4.4166,19,0
4.4166,19,1
2.4166,20,1
-1.5834,20,1
5.4166,20,0
-0.58336,20,1
4.4166,20,0
4.4166,20,1
4.4166,20,0
-4.5834,20,0
-3.5834,20,1
0.41664,20,0
-3.5834,20,0
3.4166,20,0
3.4166,20,0
0.41664,20,0
3.4166,20,0
1.4166,20,1
-0.58336,20,1
-2.5834,20,1
0.41664,20,0
0.41664,20,0
0.41664,21,0
-3.5834,21,0
-1.5834,21,0
-3.5834,21,0
0.41664,21,0
0.41664,21,1
