MB_X,MB_Y,MF_X,MF_Y,MFonMB_X,MFonMB_Y,Subj,Choice
0.82394,-0.28169,2.493,8.4155,-0.4507,0.16901,24,0
0.82394,-0.28169,2.493,8.4155,-0.4507,0.16901,24,0
0.82394,-5.2817,5.493,-5.5845,0.5493,0.16901,24,0
0.82394,-5.2817,6.493,-5.5845,0.5493,0.16901,23,0
0.82394,-1.2817,4.493,5.4155,-1.4507,0.16901,25,1
0.82394,-0.28169,-3.507,-2.5845,-0.4507,0.16901,25,0
0.82394,-0.28169,2.493,-2.5845,-0.4507,0.16901,25,0
0.82394,-6.2817,-2.507,-6.5845,0.5493,0.16901,25,0
0.82394,-3.2817,-1.507,-3.5845,-1.4507,0.16901,26,0
0.82394,5.7183,-3.507,-2.5845,-0.4507,0.16901,26,0
0.82394,5.7183,2.493,-2.5845,-0.4507,0.16901,26,0
0.82394,-6.2817,-3.507,-6.5845,0.5493,0.16901,26,0
0.82394,0.71831,3.493,4.4155,-1.4507,0.16901,32,0
0.82394,1.7183,-3.507,-2.5845,-0.4507,0.16901,32,0
0.82394,1.7183,2.493,-2.5845,-0.4507,0.16901,32,0
0.82394,-6.2817,5.493,-6.5845,0.5493,0.16901,32,0
-5.1761,-3.2817,-3.507,2.4155,3.5493,0.16901,32,0
-7.1761,-5.2817,-5.507,4.4155,5.5493,0.16901,33,0
0.82394,-6.2817,-2.507,-6.5845,0.5493,0.16901,33,0
2.8239,3.7183,-0.50704,3.4155,-1.4507,0.16901,35,1
0.82394,-5.2817,-2.507,-5.5845,0.5493,0.16901,35,0
0.82394,3.7183,2.493,8.4155,-0.4507,0.16901,34,1
0.82394,3.7183,2.493,-1.5845,-0.4507,0.16901,34,0
-7.1761,-5.2817,-5.507,4.4155,1.5493,-5.831,34,1
2.8239,-3.2817,3.493,-3.5845,1.5493,-5.831,34,1
2.8239,-6.2817,7.493,-6.5845,0.5493,0.16901,34,0
0.82394,5.7183,-4.507,8.4155,-0.4507,0.16901,36,1
0.82394,5.7183,-4.507,-1.5845,-0.4507,0.16901,36,0
0.82394,-5.2817,5.493,-5.5845,0.5493,0.16901,36,0
0.82394,-0.28169,-3.507,2.4155,-1.4507,0.16901,37,1
0.82394,5.7183,-3.507,-2.5845,-0.4507,0.16901,37,1
0.82394,5.7183,-3.507,-1.5845,-0.4507,0.16901,37,1
0.82394,-6.2817,-2.507,-6.5845,0.5493,0.16901,37,0
1.8239,3.7183,3.493,5.4155,-1.4507,0.16901,38,0
0.82394,1.7183,-3.507,0.41549,-0.4507,0.16901,38,0
0.82394,1.7183,2.493,0.41549,-0.4507,0.16901,38,0
0.82394,-6.2817,5.493,-6.5845,0.5493,0.16901,38,0
0.82394,-4.2817,0.49296,-2.5845,-1.4507,0.16901,39,0
0.82394,5.7183,-4.507,-2.5845,-0.4507,0.16901,39,0
0.82394,5.7183,2.493,-2.5845,-0.4507,0.16901,39,1
0.82394,-6.2817,-2.507,-6.5845,0.5493,0.16901,39,0
0.82394,5.7183,-4.507,8.4155,-0.4507,0.16901,41,1
0.82394,5.7183,-4.507,-1.5845,-0.4507,0.16901,41,1
0.82394,-6.2817,5.493,-6.5845,0.5493,0.16901,41,0
0.82394,-3.2817,-4.507,8.4155,-0.4507,0.16901,43,0
0.82394,-3.2817,2.493,8.4155,-0.4507,0.16901,43,0
0.82394,-6.2817,5.493,-6.5845,0.5493,0.16901,43,0
1.8239,3.7183,3.493,5.4155,-1.4507,0.16901,44,1
-6.1761,-4.2817,3.493,4.4155,5.5493,0.16901,44,1
-5.1761,-3.2817,-3.507,2.4155,3.5493,0.16901,44,0
0.82394,5.7183,-4.507,-2.5845,-0.4507,0.16901,47,1
0.82394,5.7183,-4.507,-1.5845,-0.4507,0.16901,47,0
-4.1761,3.7183,-0.50704,3.4155,-1.4507,0.16901,46,1
0.82394,5.7183,2.493,8.4155,-0.4507,0.16901,46,0
0.82394,5.7183,2.493,8.4155,-0.4507,0.16901,46,0
0.82394,-6.2817,5.493,-6.5845,0.5493,0.16901,46,0
-6.1761,-4.2817,-4.507,2.4155,3.5493,0.16901,46,0
-3.1761,3.7183,-1.507,5.4155,-1.4507,0.16901,48,1
-7.1761,-5.2817,-5.507,4.4155,5.5493,0.16901,48,1
0.82394,-5.2817,-2.507,-5.5845,0.5493,0.16901,48,0
-6.1761,-4.2817,-4.507,2.4155,3.5493,0.16901,48,1
0.82394,3.7183,-4.507,8.4155,-0.4507,0.16901,49,0
0.82394,3.7183,2.493,8.4155,-0.4507,0.16901,49,0
0.82394,-6.2817,5.493,-6.5845,0.5493,0.16901,49,0
-1.1761,3.7183,-0.50704,3.4155,-1.4507,0.16901,53,0
0.82394,-0.28169,-3.507,-2.5845,-0.4507,0.16901,59,0
0.82394,-0.28169,2.493,-2.5845,-0.4507,0.16901,59,0
0.82394,-6.2817,-2.507,-6.5845,0.5493,0.16901,59,0
-6.1761,-4.2817,-4.507,2.4155,3.5493,0.16901,59,0
0.82394,-3.2817,1.493,-3.5845,-1.4507,0.16901,60,1
0.82394,-5.2817,5.493,-5.5845,0.5493,0.16901,60,0
-2.1761,3.7183,-0.50704,3.4155,-1.4507,0.16901,62,0
0.82394,5.7183,-4.507,-2.5845,-0.4507,0.16901,62,0
0.82394,5.7183,2.493,-2.5845,-0.4507,0.16901,62,1
0.82394,-6.2817,-2.507,-6.5845,0.5493,0.16901,62,0
2.8239,3.7183,3.493,3.4155,-1.4507,0.16901,63,0
0.82394,-2.2817,-4.507,-2.5845,-0.4507,0.16901,63,1
0.82394,-2.2817,-4.507,-1.5845,-0.4507,0.16901,63,1
0.82394,-5.2817,5.493,-5.5845,0.5493,0.16901,63,0
-6.1761,-4.2817,-4.507,2.4155,3.5493,0.16901,63,0
-0.17606,3.7183,-3.507,5.4155,-1.4507,0.16901,64,1
0.82394,5.7183,2.493,8.4155,-0.4507,0.16901,64,0
0.82394,5.7183,2.493,8.4155,-0.4507,0.16901,64,0
0.82394,-5.2817,5.493,-5.5845,0.5493,0.16901,64,0
0.82394,-6.2817,5.493,-6.5845,0.5493,0.16901,66,0
0.82394,0.71831,0.49296,-1.5845,-1.4507,0.16901,67,0
0.82394,5.7183,-4.507,8.4155,-0.4507,0.16901,67,1
0.82394,5.7183,-4.507,-1.5845,-0.4507,0.16901,67,0
0.82394,0.71831,5.493,5.4155,-1.4507,0.16901,70,0
0.82394,-6.2817,5.493,-6.5845,0.5493,0.16901,70,0
-3.1761,3.7183,-1.507,5.4155,-1.4507,0.16901,71,0
0.82394,5.7183,-4.507,8.4155,-0.4507,0.16901,71,0
0.82394,5.7183,2.493,8.4155,-0.4507,0.16901,71,0
-3.1761,3.7183,-1.507,3.4155,-1.4507,0.16901,74,1
0.82394,5.7183,2.493,8.4155,-0.4507,0.16901,74,0
0.82394,5.7183,2.493,8.4155,-0.4507,0.16901,74,1
0.82394,-6.2817,5.493,-6.5845,0.5493,0.16901,74,0
0.82394,3.7183,0.49296,3.4155,-1.4507,0.16901,77,1
0.82394,-0.28169,-6.507,8.4155,-0.4507,0.16901,77,0
0.82394,-0.28169,2.493,8.4155,-0.4507,0.16901,77,0
-6.1761,-4.2817,-5.507,-4.5845,1.5493,-5.831,77,1
2.8239,-3.2817,4.493,-3.5845,1.5493,-5.831,77,0
0.82394,-6.2817,-2.507,-6.5845,0.5493,0.16901,77,0
0.82394,5.7183,4.493,-2.5845,-1.4507,0.16901,80,0
0.82394,5.7183,-3.507,8.4155,-0.4507,0.16901,80,0
0.82394,5.7183,2.493,8.4155,-0.4507,0.16901,80,0
0.82394,-2.2817,-2.507,-4.5845,0.5493,0.16901,80,0
-2.1761,3.7183,0.49296,3.4155,-1.4507,0.16901,81,1
0.82394,5.7183,-4.507,0.41549,-0.4507,0.16901,81,0
0.82394,5.7183,2.493,0.41549,-0.4507,0.16901,81,1
0.82394,-6.2817,-2.507,-6.5845,0.5493,0.16901,81,0
0.82394,-2.2817,-3.507,-2.5845,-1.4507,0.16901,82,0
0.82394,-2.2817,-3.507,-2.5845,-0.4507,0.16901,82,0
0.82394,-2.2817,2.493,-2.5845,-0.4507,0.16901,82,0
0.82394,-6.2817,5.493,-6.5845,0.5493,0.16901,82,0
