MB_X,MB_Y,MF_X,MF_Y,MFonMB_X,MFonMB_Y,Subj,Choice
0.50505,0.30303,-3.5051,1.1414,-0.12121,0.12121,6,0
0.50505,-5.697,5.4949,-5.8586,0.87879,0.12121,6,0
2.5051,4.303,4.4949,4.1414,-1.1212,0.12121,8,1
0.50505,4.303,-3.5051,-1.8586,-0.12121,0.12121,8,1
0.50505,-5.697,5.4949,-5.8586,0.87879,0.12121,8,0
-1.4949,4.303,-1.5051,6.1414,-1.1212,0.12121,7,1
0.50505,6.303,-3.5051,-1.8586,-0.12121,0.12121,7,0
0.50505,3.303,2.4949,-1.8586,-1.1212,0.12121,13,0
0.50505,6.303,-3.5051,-1.8586,-0.12121,0.12121,13,0
0.50505,-4.697,-2.5051,-4.8586,0.87879,0.12121,13,0
0.50505,6.303,-4.5051,9.1414,-0.12121,0.12121,15,0
0.50505,-5.697,5.4949,-5.8586,0.87879,0.12121,15,0
0.50505,-5.697,-2.5051,-5.8586,0.87879,0.12121,16,0
-8.4949,3.303,-4.5051,5.1414,-1.1212,0.12121,17,0
0.50505,-5.697,5.4949,-5.8586,0.87879,0.12121,17,0
0.50505,6.303,-3.5051,-1.8586,-0.12121,0.12121,21,0
0.50505,-4.697,5.4949,-4.8586,0.87879,0.12121,21,0
-0.49495,4.303,-0.50505,6.1414,-1.1212,0.12121,22,1
0.50505,-5.697,5.4949,-5.8586,0.87879,0.12121,22,0
-6.4949,4.303,-2.5051,6.1414,-1.1212,0.12121,24,1
0.50505,0.30303,2.4949,9.1414,-0.12121,0.12121,24,0
0.50505,-4.697,5.4949,-4.8586,0.87879,0.12121,24,0
0.50505,-4.697,6.4949,-4.8586,0.87879,0.12121,23,0
0.50505,-0.69697,4.4949,6.1414,-1.1212,0.12121,25,1
0.50505,0.30303,-3.5051,-1.8586,-0.12121,0.12121,25,0
0.50505,-5.697,-2.5051,-5.8586,0.87879,0.12121,25,0
0.50505,-2.697,-1.5051,-2.8586,-1.1212,0.12121,26,0
0.50505,6.303,-3.5051,-1.8586,-0.12121,0.12121,26,0
0.50505,-5.697,-3.5051,-5.8586,0.87879,0.12121,26,0
0.50505,1.303,3.4949,5.1414,-1.1212,0.12121,32,0
0.50505,2.303,-3.5051,-1.8586,-0.12121,0.12121,32,0
0.50505,-5.697,5.4949,-5.8586,0.87879,0.12121,32,0
0.50505,-5.697,-2.5051,-5.8586,0.87879,0.12121,33,0
2.5051,4.303,-0.50505,4.1414,-1.1212,0.12121,35,1
0.50505,-4.697,-2.5051,-4.8586,0.87879,0.12121,35,0
0.50505,4.303,2.4949,9.1414,-0.12121,0.12121,34,1
-7.4949,-4.697,-5.5051,5.1414,1.8788,-5.8788,34,1
2.5051,-5.697,7.4949,-5.8586,0.87879,0.12121,34,0
0.50505,6.303,-4.5051,9.1414,-0.12121,0.12121,36,1
0.50505,-4.697,5.4949,-4.8586,0.87879,0.12121,36,0
0.50505,0.30303,-3.5051,3.1414,-1.1212,0.12121,37,1
0.50505,6.303,-3.5051,-1.8586,-0.12121,0.12121,37,1
0.50505,-5.697,-2.5051,-5.8586,0.87879,0.12121,37,0
1.5051,4.303,3.4949,6.1414,-1.1212,0.12121,38,0
0.50505,2.303,-3.5051,1.1414,-0.12121,0.12121,38,0
0.50505,-5.697,5.4949,-5.8586,0.87879,0.12121,38,0
0.50505,-3.697,0.49495,-1.8586,-1.1212,0.12121,39,0
0.50505,6.303,-4.5051,-1.8586,-0.12121,0.12121,39,0
0.50505,-5.697,-2.5051,-5.8586,0.87879,0.12121,39,0
0.50505,6.303,-4.5051,9.1414,-0.12121,0.12121,41,1
0.50505,-5.697,5.4949,-5.8586,0.87879,0.12121,41,0
0.50505,-2.697,-4.5051,9.1414,-0.12121,0.12121,43,0
0.50505,-5.697,5.4949,-5.8586,0.87879,0.12121,43,0
1.5051,4.303,3.4949,6.1414,-1.1212,0.12121,44,1
0.50505,6.303,-4.5051,-1.8586,-0.12121,0.12121,47,1
-4.4949,4.303,-0.50505,4.1414,-1.1212,0.12121,46,1
0.50505,6.303,2.4949,9.1414,-0.12121,0.12121,46,0
0.50505,-5.697,5.4949,-5.8586,0.87879,0.12121,46,0
-3.4949,4.303,-1.5051,6.1414,-1.1212,0.12121,48,1
0.50505,-4.697,-2.5051,-4.8586,0.87879,0.12121,48,0
0.50505,4.303,-4.5051,9.1414,-0.12121,0.12121,49,0
0.50505,-5.697,5.4949,-5.8586,0.87879,0.12121,49,0
-1.4949,4.303,-0.50505,4.1414,-1.1212,0.12121,53,0
0.50505,0.30303,-3.5051,-1.8586,-0.12121,0.12121,59,0
0.50505,-5.697,-2.5051,-5.8586,0.87879,0.12121,59,0
0.50505,-2.697,1.4949,-2.8586,-1.1212,0.12121,60,1
0.50505,-4.697,5.4949,-4.8586,0.87879,0.12121,60,0
-2.4949,4.303,-0.50505,4.1414,-1.1212,0.12121,62,0
0.50505,6.303,-4.5051,-1.8586,-0.12121,0.12121,62,0
0.50505,-5.697,-2.5051,-5.8586,0.87879,0.12121,62,0
2.5051,4.303,3.4949,4.1414,-1.1212,0.12121,63,0
0.50505,-1.697,-4.5051,-1.8586,-0.12121,0.12121,63,1
0.50505,-4.697,5.4949,-4.8586,0.87879,0.12121,63,0
