-4.3673,0,1
3.6327,1,1
-4.3673,0,1
-3.3673,0,2
-4.3673,0,2
-3.3673,0,2
-3.3673,0,3
4.6327,0,3
-4.3673,0,3
4.6327,1,3
3.6327,0,3
4.6327,1,3
4.6327,1,3
4.6327,1,3
3.6327,1,3
-4.3673,0,5
-3.3673,1,5
-3.3673,0,5
4.6327,0,5
-3.3673,1,5
-4.3673,1,6
-4.3673,1,7
4.6327,1,8
-3.3673,1,8
-3.3673,0,8
-4.3673,1,8
-4.3673,0,8
-4.3673,0,8
-3.3673,0,10
-3.3673,1,10
-4.3673,0,10
-3.3673,0,10
-3.3673,0,11
3.6327,1,11
-4.3673,1,11
-3.3673,0,11
-3.3673,0,11
3.6327,1,11
4.6327,1,11
-3.3673,1,12
-3.3673,0,12
-3.3673,1,12
3.6327,0,12
-3.3673,0,12
-4.3673,1,12
-3.3673,1,12
-3.3673,1,13
4.6327,0,13
4.6327,1,13
-3.3673,0,13
3.6327,0,14
-3.3673,1,14
-3.3673,0,15
3.6327,0,15
3.6327,0,15
4.6327,1,15
4.6327,1,15
3.6327,0,15
-4.3673,1,15
-3.3673,1,15
-3.3673,1,16
-3.3673,1,16
-4.3673,1,16
4.6327,0,16
-3.3673,1,16
-4.3673,1,16
-3.3673,0,16
-4.3673,1,17
4.6327,1,17
4.6327,1,17
-4.3673,1,17
-3.3673,1,17
4.6327,1,17
4.6327,0,17
-4.3673,1,17
-4.3673,0,17
-4.3673,0,17
3.6327,0,18
4.6327,0,18
3.6327,0,18
-3.3673,1,18
-4.3673,1,18
4.6327,0,18
3.6327,0,18
-3.3673,0,19
3.6327,1,19
-4.3673,0,19
3.6327,1,20
-3.3673,0,20
4.6327,0,20
4.6327,1,20
4.6327,0,20
-4.3673,1,20
3.6327,0,21
-3.3673,0,21
-3.3673,0,21
4.6327,0,22
4.6327,1,22
4.6327,1,22
3.6327,0,22
4.6327,1,22
3.6327,0,23
3.6327,0,23
-4.3673,0,23
-4.3673,1,24
4.6327,1,24
3.6327,1,24
3.6327,0,24
-3.3673,1,24
4.6327,1,25
-3.3673,1,25
-3.3673,1,25
-4.3673,0,26
4.6327,1,26
-4.3673,1,27
3.6327,0,27
-4.3673,0,27
-3.3673,1,27
-3.3673,0,27
-4.3673,0,28
4.6327,0,29
-4.3673,0,29
-3.3673,0,29
-4.3673,1,30
-4.3673,0,30
-3.3673,1,31
-4.3673,0,31
-3.3673,1,31
-4.3673,0,31
-3.3673,0,31
-4.3673,1,31
4.6327,0,33
3.6327,0,33
4.6327,0,33
3.6327,1,33
-3.3673,0,33
-3.3673,1,33
4.6327,0,33
-4.3673,0,34
3.6327,0,34
4.6327,0,34
-4.3673,1,34
-3.3673,0,34
4.6327,1,36
-3.3673,1,36
-4.3673,1,36
-3.3673,1,36
4.6327,0,36
-4.3673,0,37
-3.3673,0,38
-4.3673,0,39
-3.3673,0,39
-4.3673,0,39
3.6327,1,39
3.6327,0,39
4.6327,0,39
-4.3673,0,39
3.6327,0,39
-3.3673,1,39
4.6327,0,39
4.6327,0,39
3.6327,1,39
-3.3673,0,39
-3.3673,1,40
-3.3673,0,40
3.6327,0,40
-3.3673,0,41
3.6327,1,41
4.6327,0,41
-3.3673,0,41
3.6327,0,41
3.6327,1,41
4.6327,0,41
-3.3673,1,41
-3.3673,1,41
-3.3673,1,41
4.6327,0,41
3.6327,0,41
-3.3673,0,41
4.6327,1,41
4.6327,0,42
4.6327,0,42
4.6327,0,42
-3.3673,1,43
3.6327,0,43
3.6327,0,43
4.6327,0,43
4.6327,1,43
-3.3673,0,45
-4.3673,0,45
-3.3673,0,46
3.6327,0,47
4.6327,1,47
-4.3673,1,47
-3.3673,1,47
-3.3673,0,47
-3.3673,1,47
-4.3673,1,48
-4.3673,1,48
-4.3673,0,50
-3.3673,0,50
3.6327,1,50
-4.3673,1,50
3.6327,1,51
-3.3673,0,51
-4.3673,0,51
-4.3673,1,51
-3.3673,1,51
4.6327,0,51
4.6327,0,52
-4.3673,1,53
4.6327,0,53
3.6327,0,53
4.6327,1,53
4.6327,0,53
