MB_X,MB_Y,MF_X,MF_Y,SMF_X,SMF_Y,MFonMB_X,MFonMB_Y,Subj,Choice
-3.0148,-1.2557,-3.154,0.78481,-3.0551,-4.0175,-2.965,-1.0032,1,0
3.9852,3.7443,3.846,-0.21519,3.9449,-5.0175,4.035,3.9968,1,1
0.98515,-0.2557,0.84602,-4.2152,0.94493,3.9825,0.034958,3.9968,1,1
2.9852,-4.2557,3.846,2.7848,3.9449,-4.0175,3.035,-4.0032,1,0
2.9852,0.7443,1.846,2.7848,2.9449,-0.017479,0.034958,-0.0032152,1,0
2.9852,2.7443,-0.15398,2.7848,-0.055068,2.9825,-2.965,2.9968,1,1
-1.0148,1.7443,-0.15398,2.7848,-1.0551,2.9825,-0.96504,1.9968,1,0
2.9852,-3.2557,-3.154,0.78481,-3.0551,0.98252,-2.965,-0.0032152,1,1
2.9852,2.7443,-3.154,2.7848,-3.0551,2.9825,-2.965,2.9968,1,1
2.9852,2.7443,3.846,-3.2152,-0.055068,-3.0175,-2.965,-3.0032,1,1
3.9852,-4.2557,3.846,3.7848,3.9449,-4.0175,4.035,-4.0032,1,0
-2.0148,-3.2557,-2.154,-3.2152,-2.0551,-3.0175,-1.965,-3.0032,1,1
4.9852,-4.2557,-2.154,3.7848,-4.0551,-4.0175,5.035,-4.0032,1,1
1.9852,4.7443,-2.154,-2.2152,1.9449,-4.0175,2.035,4.9968,1,0
0.98515,5.7443,2.846,5.7848,2.9449,5.9825,1.035,5.9968,1,1
0.98515,4.7443,0.84602,-2.2152,0.94493,-4.0175,1.035,4.9968,1,0
4.9852,-0.2557,4.846,2.7848,4.9449,2.9825,5.035,-0.0032152,1,0
-2.0148,-2.2557,-0.15398,-2.2152,-2.0551,-2.0175,-1.965,-2.0032,1,0
-2.0148,3.7443,-2.154,4.7848,-2.0551,3.9825,-1.965,3.9968,1,1
-1.0148,-2.2557,5.846,-2.2152,-0.055068,-2.0175,-0.96504,-2.0032,1,1
-1.0148,3.7443,5.846,-1.2152,-0.055068,-1.0175,-0.96504,-1.0032,1,1
-1.0148,-0.2557,5.846,-0.21519,-0.055068,-0.017479,-0.96504,-0.0032152,1,0
-2.0148,-2.2557,-2.154,-1.2152,-2.0551,-1.0175,-1.965,-2.0032,1,1
-3.0148,-0.2557,-3.154,-0.21519,-3.0551,-0.017479,-2.965,-0.0032152,1,1
-3.0148,-1.2557,-2.154,2.7848,-2.0551,-0.017479,-2.965,-1.0032,1,0
-0.014849,5.7443,2.846,-3.2152,2.9449,4.9825,0.034958,4.9968,1,1
6.9852,6.7443,-2.154,-1.2152,5.9449,-4.0175,6.035,5.9968,1,0
-0.014849,5.7443,2.846,6.7848,2.9449,6.9825,0.034958,6.9968,1,1
5.9852,-0.2557,5.846,2.7848,5.9449,2.9825,6.035,-0.0032152,1,0
-2.0148,-3.2557,6.846,5.7848,-2.0551,-3.0175,-1.965,-3.0032,1,1
-2.0148,-2.2557,6.846,-3.2152,-2.0551,-3.0175,-1.965,-2.0032,1,0
6.9852,-0.2557,1.846,2.7848,6.9449,2.9825,7.035,-0.0032152,1,0
-0.014849,5.7443,2.846,-4.2152,2.9449,5.9825,0.034958,5.9968,1,0
5.9852,-4.2557,5.846,-3.2152,5.9449,-0.017479,6.035,-4.0032,1,0
-2.0148,-4.2557,4.846,-4.2152,1.9449,-4.0175,2.035,-4.0032,1,0
