MFonMB_X,Subj,Choice
1.7634,1,0
-2.6998,1,0
-0.051574,1,0
-2.7642,1,0
5.8455,1,0
-3.8187,1,1
13.115,1,1
-10.227,1,0
1.451,1,0
-3.8936,1,0
-5.2812,1,0
-2.5416,1,1
-0.11508,1,1
-2.5006,1,1
-6.9565,1,1
-1.967,2,0
1.451,2,1
1.5152,2,0
-0.74689,2,0
-7.9115,2,0
-11.614,2,0
-10.124,2,0
-7.5022,2,0
-9.4101,2,1
-9.2967,2,0
-0.10338,2,1
-0.37828,2,0
6.3309,2,0
5.9144,2,0
1.6894,2,1
5.4404,2,1
-3.0913,3,0
1.4694,3,1
-0.70983,3,1
-5.5247,3,1
0.00075151,3,0
-1.8243,3,0
-0.89032,3,0
2.2904,3,0
1.6804,3,1
-1.7812,3,1
-2.2517,3,0
-4.7816,3,0
-7.6332,3,1
-6.9786,3,0
-2.9905,3,0
-1.076,3,0
2.007,3,0
-13.311,4,0
-14.106,4,1
-13.886,4,1
0.32939,4,1
0.74546,4,0
-7.2229,4,1
1.8297,4,1
1.2299,4,1
0.032422,4,1
-1.1803,4,0
5.7498,4,0
4.9455,4,0
2.8638,4,0
6.8343,4,0
-3.757,4,0
1.519,5,0
-2.1141,5,0
-8.8956,5,1
3.5252,5,0
-0.8717,5,0
-1.7176,5,0
0.83171,5,0
-2.6764,5,0
-4.9825,5,0
0.28373,5,0
0.53624,5,1
0.40299,5,1
-8.9688,5,1
-7.0963,5,1
3.3168,5,1
-2.9485,6,0
-1.5303,6,0
1.3536,6,1
-1.2254,6,1
-3.3508,6,0
0.20864,6,0
0.0021602,6,0
-3.9174,6,1
3.2722,6,0
6.2817,6,0
10.635,6,0
10.639,6,0
-2.9243,6,0
1.9588,6,1
-2.3703,6,0
5.262,6,0
1.451,6,0
-7.9774,6,0
1.451,7,1
5.8228,7,0
4.7938,7,0
7.9442,7,0
1.9843,7,0
-5.5702,7,0
-0.42266,7,0
9.1676,7,0
8.8735,7,0
3.387,7,0
-3.0952,7,0
0.2308,7,0
1.3338,7,0
5.6544,7,0
-4.3547,7,0
-5.4659,7,0
19.215,8,1
1.451,8,0
4.9664,8,1
1.2416,8,0
10.227,8,0
8.8079,8,0
-2.5417,8,0
4.6512,8,0
1.451,8,0
2.5131,8,0
-4.6484,8,0
-1.5362,8,0
6.0293,8,1
-0.23733,8,0
3.6199,8,0
1.3624,9,1
8.9568,9,1
2.2783,9,1
-6.378,9,1
-12.168,9,1
1.7183,9,0
2.0512,9,0
-0.86002,9,1
-9.7457,9,0
4.6994,9,1
-1.8678,9,0
-3.2817,9,0
-5.6181,9,0
0.46933,9,1
1.7027,9,0
-2.6292,9,1
-2.3,10,1
3.2866,10,1
2.4209,10,1
-12.216,10,1
7.1146,10,1
3.1343,10,0
4.2616,10,0
9.2665,10,1
1.8763,10,0
2.5947,10,1
9.1998,10,1
2.0997,10,1
2.5377,10,1
-5.5149,10,0
-1.2753,10,0
-8.7323,11,1
1.451,11,0
0.59607,11,1
-3.8039,11,0
-1.7383,11,1
0.76563,11,1
-1.1711,11,1
1.451,11,1
-0.75906,11,0
-6.7861,11,0
-2.3606,11,1
-2.6459,11,1
2.1592,11,1
0.13083,11,1
-3.7337,11,1
-8.3622,11,1
-2.0794,12,0
-8.3637,12,0
6.2677,12,0
4.6111,12,0
-8.0028,12,0
9.2243,12,0
-4.9959,12,1
18.617,12,0
2.2573,12,0
17.86,12,0
