MB,MF,MFonMB,Crits,Choice,Subj
0.77188,1.0483,-4.7321,1,1,223
-6.2281,-2.9517,2.2679,0,0,223
-0.22812,4.0483,-2.7321,1,1,223
-7.2281,3.0483,2.2679,0,0,223
-2.2281,-1.9517,2.2679,0,0,223
-2.2281,-6.9517,3.2679,1,1,223
-0.22812,-1.9517,4.2679,1,1,223
-1.2281,2.0483,4.2679,1,1,223
2.7719,0.048341,4.2679,0,1,223
2.7719,0.048341,4.2679,1,1,223
-3.2281,2.0483,2.2679,0,0,223
-6.2281,1.0483,-3.7321,1,1,224
-1.2281,2.0483,-3.7321,0,0,224
-4.2281,2.0483,4.2679,0,0,224
-6.2281,6.0483,-2.7321,0,0,224
-0.22812,2.0483,4.2679,1,1,224
0.77188,5.0483,-4.7321,1,1,224
4.7719,1.0483,-4.7321,1,1,224
-2.2281,-1.9517,-4.7321,1,1,224
2.7719,4.0483,-4.7321,1,1,224
-2.2281,-8.9517,4.2679,1,1,224
-7.2281,-6.9517,4.2679,0,0,224
-3.2281,1.0483,4.2679,0,0,224
-3.2281,6.0483,3.2679,1,1,224
2.7719,0.048341,4.2679,1,1,224
0.77188,-0.95166,-4.7321,1,1,224
-0.22812,-1.9517,-4.7321,0,0,224
-3.2281,-0.95166,-4.7321,1,1,224
-6.2281,-3.9517,3.2679,0,0,224
-1.2281,3.0483,2.2679,0,0,224
-1.2281,-1.9517,-4.7321,1,1,224
3.7719,5.0483,-4.7321,0,1,224
5.7719,0.048341,-3.7321,1,1,224
5.7719,-1.9517,-3.7321,1,1,224
-8.2281,-1.9517,4.2679,0,0,225
-5.2281,-2.9517,4.2679,1,1,225
-0.22812,2.0483,3.2679,1,1,225
1.7719,2.0483,-4.7321,1,1,225
5.7719,0.048341,3.2679,1,1,225
5.7719,0.048341,-3.7321,1,0,225
3.7719,8.0483,2.2679,0,1,225
0.77188,2.0483,-4.7321,1,1,225
0.77188,2.0483,-4.7321,0,0,225
1.7719,-1.9517,3.2679,1,1,225
-3.2281,3.0483,-4.7321,0,1,225
3.7719,0.048341,2.2679,1,1,225
2.7719,-1.9517,-4.7321,1,1,225
-0.22812,-4.9517,-3.7321,1,1,225
-8.2281,6.0483,4.2679,0,0,225
-0.22812,6.0483,-4.7321,1,1,225
-0.22812,7.0483,-2.7321,0,1,225
1.7719,2.0483,-2.7321,1,1,225
1.7719,3.0483,-4.7321,1,1,225
2.7719,-0.95166,-4.7321,1,1,226
-5.2281,-0.95166,4.2679,0,0,226
-2.2281,-0.95166,4.2679,0,0,226
5.7719,1.0483,4.2679,1,1,226
5.7719,2.0483,-3.7321,1,1,226
-6.2281,-4.9517,4.2679,1,0,226
-10.228,3.0483,4.2679,0,0,226
5.7719,3.0483,-2.7321,1,1,226
4.7719,-2.9517,-3.7321,0,1,226
2.7719,0.048341,2.2679,0,1,226
-0.22812,0.048341,4.2679,1,1,226
0.77188,0.048341,-4.7321,1,1,226
-6.2281,1.0483,4.2679,1,0,226
5.7719,-2.9517,-2.7321,1,1,226
5.7719,5.0483,3.2679,1,1,226
-7.2281,0.048341,2.2679,0,1,226
-7.2281,0.048341,4.2679,1,1,226
1.7719,-5.9517,-2.7321,1,1,226
5.7719,0.048341,2.2679,1,1,226
-0.22812,-5.9517,4.2679,1,1,226
1.7719,2.0483,-2.7321,1,1,228
-2.2281,-0.95166,-2.7321,0,0,228
-5.2281,3.0483,-4.7321,0,0,228
-5.2281,0.048341,-4.7321,0,0,228
-2.2281,-0.95166,-3.7321,1,1,228
-1.2281,-2.9517,4.2679,1,1,228
-0.22812,4.0483,4.2679,1,0,228
0.77188,4.0483,4.2679,0,0,228
7.7719,8.0483,4.2679,1,1,228
-1.2281,0.048341,4.2679,0,1,228
0.77188,1.0483,-4.7321,1,1,228
-3.2281,2.0483,4.2679,0,1,228
-0.22812,3.0483,4.2679,1,1,228
-2.2281,-7.9517,4.2679,0,0,228
0.77188,0.048341,4.2679,0,0,228
-3.2281,-1.9517,2.2679,1,1,228
-1.2281,6.0483,-3.7321,1,1,228
-1.2281,2.0483,4.2679,0,1,228
-3.2281,1.0483,3.2679,1,1,228
-2.2281,-3.9517,2.2679,0,1,228
2.7719,2.0483,4.2679,1,1,228
2.7719,6.0483,3.2679,1,1,228
2.7719,3.0483,4.2679,1,1,228
-4.2281,-2.9517,-4.7321,0,1,229
1.7719,3.0483,-4.7321,1,0,229
-8.2281,4.0483,4.2679,0,0,229
-1.2281,-4.9517,-2.7321,1,0,229
-5.2281,0.048341,-3.7321,1,1,229
-4.2281,-0.95166,-4.7321,1,0,229
-0.22812,-2.9517,-0.73207,1,1,229
-0.22812,1.0483,4.2679,1,0,229
-2.2281,-3.9517,-2.7321,1,1,229
1.7719,2.0483,2.2679,0,0,229
0.77188,0.048341,4.2679,1,1,229
-5.2281,-6.9517,4.2679,0,1,229
-6.2281,-4.9517,3.2679,1,1,229
-3.2281,-8.9517,-4.7321,0,1,229
-1.2281,1.0483,4.2679,1,1,229
-0.22812,1.0483,-4.7321,1,1,229
-6.2281,-7.9517,2.2679,0,0,229
-2.2281,2.0483,-3.7321,1,0,229
-3.2281,-7.9517,4.2679,0,1,229
-2.2281,-1.9517,-2.7321,1,1,229
-4.2281,-8.9517,4.2679,0,1,229
-3.2281,-2.9517,2.2679,1,0,229
1.7719,0.048341,-4.7321,1,1,229
-1.2281,-0.95166,1.2679,1,1,231
1.7719,2.0483,-4.7321,1,1,231
3.7719,-2.9517,-2.7321,1,1,231
3.7719,4.0483,3.2679,1,1,231
5.7719,2.0483,-2.7321,1,1,231
-3.2281,-5.9517,-4.7321,1,0,231
3.7719,7.0483,-3.7321,0,0,231
2.7719,3.0483,-4.7321,1,0,231
-4.2281,-0.95166,3.2679,1,1,231
-0.22812,-1.9517,4.2679,0,0,231
-3.2281,2.0483,-3.7321,1,1,231
-2.2281,0.048341,4.2679,1,1,231
-7.2281,6.0483,-3.7321,1,1,231
-7.2281,-3.9517,4.2679,0,0,231
-1.2281,7.0483,2.2679,1,0,231
5.7719,6.0483,-2.7321,1,1,231
3.7719,3.0483,4.2679,1,0,231
-0.22812,4.0483,4.2679,1,1,231
1.7719,-2.9517,-2.7321,1,1,233
0.77188,-0.95166,-4.7321,0,0,233
0.77188,-4.9517,4.2679,0,0,233
-0.22812,6.0483,-0.73207,0,1,233
-0.22812,-2.9517,-2.7321,1,1,233
2.7719,-2.9517,-2.7321,1,1,233
-0.22812,-3.9517,-2.7321,1,0,233
-0.22812,0.048341,4.2679,1,0,233
0.77188,3.0483,4.2679,0,1,233
-1.2281,-0.95166,3.2679,1,1,233
-1.2281,3.0483,-2.7321,1,1,233
2.7719,1.0483,3.2679,1,0,233
4.7719,7.0483,-0.73207,1,1,233
0.77188,-3.9517,2.2679,1,1,233
-1.2281,-0.95166,4.2679,1,1,233
-4.2281,-3.9517,3.2679,0,0,233
2.7719,2.0483,-2.7321,1,1,233
-5.2281,0.048341,2.2679,0,1,233
-8.2281,1.0483,3.2679,0,0,233
5.7719,6.0483,-4.7321,1,1,233
-1.2281,-0.95166,-4.7321,1,1,233
1.7719,-0.95166,3.2679,1,1,233
6.7719,1.0483,4.2679,0,1,234
0.77188,-1.9517,1.2679,0,0,234
-9.2281,5.0483,4.2679,0,0,234
6.7719,4.0483,4.2679,1,1,234
-4.2281,4.0483,4.2679,0,0,234
-3.2281,-2.9517,2.2679,1,1,234
1.7719,0.048341,-4.7321,1,1,234
-0.22812,-2.9517,-4.7321,1,1,234
2.7719,0.048341,-2.7321,1,1,234
-3.2281,-0.95166,-3.7321,0,1,234
-4.2281,0.048341,-3.7321,1,1,234
-2.2281,-0.95166,-2.7321,0,1,234
-3.2281,1.0483,-4.7321,0,0,234
4.7719,2.0483,-3.7321,1,1,234
-5.2281,-0.95166,-4.7321,1,0,234
-2.2281,-1.9517,-3.7321,0,0,234
1.7719,3.0483,-3.7321,1,1,234
3.7719,5.0483,4.2679,1,1,234
5.7719,-4.9517,4.2679,0,1,234
3.7719,-0.95166,4.2679,1,1,234
-6.2281,0.048341,4.2679,0,1,234
6.7719,3.0483,4.2679,1,1,234
-1.2281,3.0483,2.2679,1,1,234
-2.2281,5.0483,1.2679,0,1,234
6.7719,0.048341,3.2679,1,1,234
-0.22812,4.0483,3.2679,1,1,237
0.77188,-1.9517,2.2679,1,1,237
-0.22812,-0.95166,-3.7321,1,0,237
2.7719,0.048341,3.2679,1,1,237
4.7719,2.0483,3.2679,1,1,237
-4.2281,-0.95166,-4.7321,0,0,237
-2.2281,3.0483,-2.7321,0,0,237
-5.2281,-5.9517,4.2679,1,1,237
-1.2281,-0.95166,3.2679,1,1,237
-0.22812,5.0483,-2.7321,0,0,237
6.7719,2.0483,4.2679,0,1,237
-0.22812,0.048341,4.2679,1,1,237
0.77188,-0.95166,-3.7321,1,0,237
-0.22812,-0.95166,4.2679,1,1,237
1.7719,1.0483,-4.7321,0,1,237
3.7719,4.0483,4.2679,1,1,237
1.7719,2.0483,4.2679,0,1,237
2.7719,3.0483,4.2679,1,1,237
1.7719,5.0483,3.2679,0,1,237
-5.2281,-8.9517,2.2679,0,0,237
0.77188,-3.9517,4.2679,1,1,237
5.7719,-0.95166,3.2679,0,1,238
1.7719,-3.9517,4.2679,1,1,238
2.7719,-4.9517,4.2679,0,1,238
2.7719,-1.9517,-2.7321,0,1,238
0.77188,3.0483,-4.7321,1,1,238
-2.2281,-2.9517,3.2679,1,0,238
1.7719,4.0483,3.2679,1,0,238
-6.2281,-0.95166,4.2679,0,0,238
4.7719,-2.9517,-4.7321,1,1,238
-1.2281,2.0483,3.2679,0,1,238
-2.2281,-1.9517,3.2679,0,0,238
1.7719,0.048341,2.2679,1,0,238
1.7719,1.0483,4.2679,1,1,238
-2.2281,0.048341,4.2679,1,1,238
-4.2281,4.0483,4.2679,0,0,238
5.7719,1.0483,4.2679,0,1,238
0.77188,3.0483,2.2679,0,1,238
0.77188,1.0483,3.2679,1,1,238
4.7719,5.0483,-4.7321,1,1,238
3.7719,3.0483,-4.7321,1,1,238
3.7719,2.0483,2.2679,0,1,238
1.7719,-0.95166,4.2679,1,1,238
-0.22812,1.0483,4.2679,0,0,238
3.7719,-0.95166,4.2679,1,1,238
2.7719,4.0483,-2.7321,0,1,238
-1.2281,1.0483,-2.7321,1,1,238
-2.2281,0.048341,-3.7321,0,0,240
-3.2281,0.048341,-2.7321,1,1,240
4.7719,1.0483,-4.7321,0,1,240
-0.22812,6.0483,-4.7321,1,1,240
-1.2281,-5.9517,-4.7321,1,0,240
-0.22812,3.0483,-4.7321,1,1,240
-1.2281,-2.9517,-4.7321,0,1,240
2.7719,-2.9517,2.2679,1,0,240
-2.2281,3.0483,-4.7321,1,1,240
3.7719,4.0483,4.2679,0,1,240
-5.2281,-1.9517,3.2679,1,0,240
-3.2281,-2.9517,-4.7321,1,0,240
0.77188,-2.9517,4.2679,1,1,240
1.7719,2.0483,2.2679,1,1,240
1.7719,-6.9517,-4.7321,1,0,240
-1.2281,-0.95166,-4.7321,0,1,240
1.7719,2.0483,2.2679,1,1,240
-2.2281,-3.9517,3.2679,1,1,240
1.7719,1.0483,-4.7321,1,1,241
-1.2281,6.0483,-4.7321,0,1,241
3.7719,4.0483,-3.7321,0,1,241
2.7719,0.048341,2.2679,1,1,241
1.7719,1.0483,-4.7321,1,1,241
3.7719,-0.95166,3.2679,1,1,241
-0.22812,4.0483,3.2679,0,0,241
0.77188,2.0483,4.2679,1,0,241
-5.2281,1.0483,-4.7321,0,0,241
1.7719,1.0483,2.2679,1,1,241
-4.2281,3.0483,2.2679,0,1,241
2.7719,4.0483,3.2679,1,1,241
1.7719,-5.9517,-4.7321,1,1,241
-2.2281,-2.9517,-3.7321,1,1,241
-4.2281,-0.95166,-2.7321,0,0,241
0.77188,4.0483,3.2679,1,1,241
4.7719,-8.9517,-3.7321,1,1,241
-3.2281,2.0483,-3.7321,1,0,241
-3.2281,-4.9517,-4.7321,1,1,241
-8.2281,1.0483,4.2679,0,1,242
-1.2281,-0.95166,4.2679,1,1,242
-0.22812,1.0483,4.2679,0,0,242
-0.22812,3.0483,-4.7321,1,1,242
-2.2281,-1.9517,-4.7321,1,1,242
3.7719,3.0483,-2.7321,1,0,242
1.7719,2.0483,-2.7321,1,1,242
-4.2281,-5.9517,-2.7321,1,1,242
-1.2281,2.0483,-4.7321,0,1,242
-1.2281,4.0483,-4.7321,1,1,242
-2.2281,-2.9517,4.2679,0,1,242
2.7719,-3.9517,4.2679,0,1,242
1.7719,0.048341,2.2679,1,0,242
-1.2281,-3.9517,4.2679,1,1,242
2.7719,1.0483,2.2679,1,1,242
-0.22812,-2.9517,-3.7321,0,1,242
-0.22812,-2.9517,-4.7321,1,1,242
1.7719,5.0483,2.2679,1,1,242
0.77188,4.0483,-4.7321,1,1,242
3.7719,4.0483,2.2679,1,1,242
4.7719,2.0483,-2.7321,1,1,244
4.7719,-1.9517,0.26793,1,1,244
1.7719,-3.9517,3.2679,0,1,244
-0.22812,-0.95166,2.2679,0,0,244
3.7719,6.0483,-2.7321,1,1,244
0.77188,3.0483,-4.7321,1,1,244
0.77188,0.048341,-3.7321,1,0,244
-1.2281,5.0483,-4.7321,1,1,244
-6.2281,-0.95166,-4.7321,0,0,244
-0.22812,1.0483,4.2679,1,1,244
-2.2281,-0.95166,4.2679,1,1,244
-7.2281,-1.9517,-2.7321,0,0,244
4.7719,3.0483,-4.7321,0,1,244
4.7719,-0.95166,-4.7321,1,1,244
0.77188,3.0483,4.2679,1,1,244
-9.2281,-2.9517,4.2679,0,0,244
-0.22812,8.0483,-2.7321,1,0,244
2.7719,4.0483,-2.7321,1,1,244
1.7719,1.0483,-3.7321,0,1,244
1.7719,6.0483,4.2679,1,1,244
2.7719,3.0483,4.2679,1,1,244
4.7719,5.0483,4.2679,1,0,245
-6.2281,3.0483,2.2679,0,0,245
1.7719,2.0483,4.2679,0,0,245
-3.2281,0.048341,4.2679,1,1,245
-5.2281,5.0483,4.2679,1,1,245
-0.22812,6.0483,-3.7321,1,1,245
7.7719,1.0483,4.2679,0,1,245
6.7719,-0.95166,2.2679,1,1,245
0.77188,-5.9517,-2.7321,0,1,245
0.77188,-6.9517,2.2679,1,1,245
2.7719,-2.9517,-4.7321,1,0,245
2.7719,4.0483,3.2679,0,0,245
-5.2281,-3.9517,-3.7321,0,1,245
0.77188,-1.9517,3.2679,1,1,245
2.7719,-0.95166,-2.7321,1,1,245
-1.2281,1.0483,4.2679,0,1,245
1.7719,-5.9517,4.2679,1,1,245
1.7719,-2.9517,-2.7321,1,1,245
2.7719,5.0483,4.2679,1,1,245
3.7719,2.0483,-4.7321,1,1,245
5.7719,6.0483,-4.7321,0,1,246
5.7719,-1.9517,-4.7321,1,1,246
5.7719,-3.9517,2.2679,0,1,246
5.7719,1.0483,2.2679,0,1,246
2.7719,3.0483,2.2679,1,1,246
-2.2281,-2.9517,4.2679,1,1,246
-4.2281,0.048341,-3.7321,1,1,246
-3.2281,0.048341,-4.7321,0,1,246
0.77188,5.0483,4.2679,1,1,246
-1.2281,1.0483,2.2679,0,0,246
2.7719,-6.9517,2.2679,1,1,246
-1.2281,2.0483,-4.7321,0,0,246
-3.2281,-2.9517,-4.7321,1,1,246
2.7719,3.0483,2.2679,0,1,246
-4.2281,4.0483,0.26793,1,1,246
-4.2281,-2.9517,4.2679,1,1,246
3.7719,-0.95166,-4.7321,1,1,246
5.7719,2.0483,-4.7321,1,1,246
-3.2281,-5.9517,-3.7321,1,1,246
2.7719,5.0483,-3.7321,1,1,246
2.7719,4.0483,4.2679,1,1,246
0.77188,-0.95166,3.2679,1,1,248
-4.2281,-1.9517,3.2679,0,0,248
-0.22812,1.0483,-2.7321,1,1,248
4.7719,-0.95166,-3.7321,0,1,248
0.77188,5.0483,-4.7321,1,1,248
-3.2281,-2.9517,-3.7321,1,0,248
-1.2281,-4.9517,-4.7321,1,1,248
1.7719,-1.9517,-4.7321,0,1,248
0.77188,-2.9517,-3.7321,1,1,248
0.77188,-6.9517,-3.7321,1,1,248
-3.2281,-6.9517,-2.7321,0,1,248
-2.2281,-0.95166,3.2679,1,1,248
0.77188,1.0483,4.2679,0,0,248
-4.2281,-3.9517,-4.7321,1,0,248
-5.2281,-3.9517,-3.7321,1,0,248
2.7719,0.048341,3.2679,1,0,248
-8.2281,-7.9517,-2.7321,0,0,248
-5.2281,-6.9517,-1.7321,0,1,248
-5.2281,-0.95166,2.2679,1,0,248
-1.2281,-4.9517,2.2679,0,1,248
-2.2281,-0.95166,3.2679,1,1,248
4.7719,0.048341,4.2679,1,0,248
-3.2281,-2.9517,3.2679,1,1,248
1.7719,-3.9517,3.2679,1,1,250
3.7719,2.0483,-2.7321,0,1,250
-1.2281,2.0483,-2.7321,0,0,250
2.7719,3.0483,-2.7321,1,1,250
1.7719,2.0483,-2.7321,1,1,250
2.7719,6.0483,-3.7321,1,1,250
-5.2281,-2.9517,-2.7321,0,0,250
3.7719,5.0483,-3.7321,1,1,250
0.77188,2.0483,-4.7321,0,1,250
4.7719,0.048341,3.2679,1,1,250
2.7719,-0.95166,-4.7321,1,1,250
-0.22812,-0.95166,2.2679,1,1,250
-5.2281,-2.9517,-1.7321,1,0,250
0.77188,-0.95166,-2.7321,1,1,250
-6.2281,-5.9517,-4.7321,0,0,250
3.7719,-4.9517,-2.7321,1,1,250
0.77188,-0.95166,-3.7321,0,1,250
-1.2281,2.0483,3.2679,1,1,250
0.77188,1.0483,-4.7321,0,0,250
-5.2281,2.0483,3.2679,1,1,250
-8.2281,-1.9517,3.2679,1,0,250
0.77188,-2.9517,4.2679,0,0,251
-3.2281,-0.95166,-4.7321,1,0,251
-4.2281,-3.9517,-4.7321,0,0,251
-2.2281,-1.9517,-2.7321,0,1,251
2.7719,3.0483,-3.7321,0,1,251
4.7719,3.0483,-4.7321,1,1,251
2.7719,4.0483,2.2679,1,0,251
-4.2281,-2.9517,4.2679,1,1,251
3.7719,6.0483,2.2679,1,0,251
-3.2281,-1.9517,4.2679,1,0,251
0.77188,1.0483,-4.7321,0,0,251
-2.2281,6.0483,-0.73207,1,0,251
-1.2281,-1.9517,-4.7321,1,0,251
1.7719,-1.9517,4.2679,1,0,251
-1.2281,-2.9517,4.2679,1,0,251
-6.2281,-8.9517,-3.7321,0,1,251
-4.2281,3.0483,2.2679,1,0,251
-1.2281,6.0483,4.2679,1,1,251
-0.22812,0.048341,-4.7321,0,0,251
-3.2281,-0.95166,-2.7321,1,0,251
-3.2281,-3.9517,-4.7321,1,1,251
0.77188,-4.9517,2.2679,1,0,253
-8.2281,4.0483,-2.7321,0,0,253
-2.2281,1.0483,-4.7321,0,0,253
1.7719,0.048341,-4.7321,1,1,253
1.7719,5.0483,3.2679,1,1,253
0.77188,4.0483,4.2679,1,1,253
1.7719,6.0483,-3.7321,1,1,253
-4.2281,2.0483,4.2679,0,0,253
2.7719,4.0483,-4.7321,1,1,253
-1.2281,2.0483,-4.7321,1,1,253
1.7719,-1.9517,-2.7321,0,0,253
0.77188,0.048341,4.2679,1,1,253
-1.2281,-9.9517,4.2679,1,0,253
0.77188,0.048341,2.2679,0,1,253
3.7719,1.0483,4.2679,1,1,253
-7.2281,-0.95166,-0.73207,0,0,253
1.7719,3.0483,4.2679,0,1,253
-1.2281,1.0483,-2.7321,1,1,253
-1.2281,4.0483,2.2679,0,1,253
3.7719,-2.9517,-3.7321,1,1,253
3.7719,8.0483,4.2679,1,1,253
-1.2281,0.048341,4.2679,1,1,253
-7.2281,-2.9517,-2.7321,0,1,254
4.7719,5.0483,4.2679,1,1,254
-5.2281,-7.9517,-4.7321,0,0,254
1.7719,5.0483,-4.7321,0,1,254
2.7719,7.0483,-2.7321,1,0,254
-8.2281,-7.9517,3.2679,1,1,254
0.77188,-2.9517,4.2679,1,1,254
4.7719,6.0483,-2.7321,1,1,254
-9.2281,-0.95166,3.2679,0,1,254
3.7719,4.0483,-3.7321,1,0,254
-2.2281,1.0483,-3.7321,1,1,254
-2.2281,-1.9517,-2.7321,1,0,254
-0.22812,2.0483,4.2679,0,1,254
-0.22812,-1.9517,-2.7321,0,1,254
3.7719,0.048341,-4.7321,1,1,254
-1.2281,3.0483,2.2679,1,1,254
-2.2281,-1.9517,-4.7321,0,1,254
0.77188,-2.9517,3.2679,1,1,254
0.77188,-4.9517,3.2679,0,1,254
-1.2281,4.0483,-4.7321,1,1,254
3.7719,0.048341,-4.7321,0,1,254
-8.2281,-8.9517,-2.7321,1,0,254
3.7719,1.0483,-2.7321,1,1,254
0.77188,0.048341,4.2679,0,1,255
-5.2281,-3.9517,4.2679,1,1,255
5.7719,0.048341,4.2679,0,1,255
2.7719,-4.9517,-2.7321,1,1,255
-3.2281,7.0483,-4.7321,1,1,255
0.77188,2.0483,-2.7321,1,1,255
-7.2281,2.0483,4.2679,0,1,255
1.7719,4.0483,-4.7321,1,0,255
-2.2281,3.0483,4.2679,1,0,255
-4.2281,-3.9517,-2.7321,1,1,255
-2.2281,1.0483,-4.7321,1,0,255
0.77188,-1.9517,-4.7321,1,0,255
1.7719,-3.9517,-4.7321,1,1,255
-6.2281,-2.9517,-4.7321,1,0,255
-1.2281,1.0483,4.2679,0,1,255
-5.2281,-4.9517,4.2679,1,1,255
-1.2281,3.0483,3.2679,1,1,255
-1.2281,3.0483,-0.73207,1,0,255
1.7719,4.0483,-0.73207,1,0,256
-4.2281,-3.9517,3.2679,1,0,256
-4.2281,1.0483,3.2679,0,0,256
-4.2281,5.0483,-4.7321,0,0,256
0.77188,1.0483,4.2679,1,1,256
3.7719,4.0483,-4.7321,1,1,256
1.7719,2.0483,2.2679,1,1,256
-0.22812,5.0483,2.2679,0,1,256
-0.22812,-4.9517,-4.7321,1,1,256
1.7719,-0.95166,-2.7321,0,1,256
4.7719,7.0483,4.2679,1,1,256
-1.2281,0.048341,2.2679,0,0,256
-3.2281,1.0483,4.2679,1,0,256
0.77188,-2.9517,4.2679,1,1,256
4.7719,6.0483,-2.7321,1,1,256
2.7719,3.0483,-4.7321,1,0,256
-8.2281,-5.9517,-2.7321,1,0,256
2.7719,-2.9517,-3.7321,1,1,256
3.7719,-8.9517,0.26793,1,0,256
-7.2281,-1.9517,-4.7321,1,0,256
-2.2281,-2.9517,-3.7321,0,0,257
-1.2281,-4.9517,2.2679,0,0,257
-1.2281,-5.9517,4.2679,1,0,257
-5.2281,-4.9517,-4.7321,0,0,257
1.7719,4.0483,-3.7321,1,0,257
4.7719,0.048341,-4.7321,1,1,257
4.7719,-4.9517,-2.7321,1,1,257
1.7719,-4.9517,4.2679,1,1,257
7.7719,0.048341,1.2679,1,1,257
-1.2281,4.0483,4.2679,1,1,257
5.7719,6.0483,2.2679,0,1,257
5.7719,5.0483,-4.7321,1,1,257
6.7719,5.0483,-4.7321,1,1,257
-2.2281,-0.95166,2.2679,1,1,257
-9.2281,-6.9517,3.2679,0,0,257
-1.2281,4.0483,-4.7321,0,1,257
1.7719,-0.95166,-4.7321,1,1,257
2.7719,5.0483,-2.7321,1,0,257
-0.22812,5.0483,4.2679,0,1,257
-2.2281,0.048341,-4.7321,1,1,257
0.77188,1.0483,-4.7321,1,0,257
-1.2281,7.0483,-3.7321,1,1,257
-1.2281,-1.9517,4.2679,1,1,257
3.7719,0.048341,-2.7321,1,1,258
3.7719,2.0483,4.2679,1,1,258
-0.22812,5.0483,2.2679,0,1,258
-0.22812,-5.9517,4.2679,1,0,258
3.7719,3.0483,-3.7321,1,1,258
-5.2281,0.048341,4.2679,0,1,258
7.7719,-0.95166,4.2679,1,1,258
1.7719,1.0483,4.2679,0,1,258
1.7719,-2.9517,-2.7321,1,1,258
-7.2281,0.048341,4.2679,0,0,258
3.7719,0.048341,3.2679,1,1,258
-8.2281,-3.9517,-4.7321,0,0,258
6.7719,3.0483,-2.7321,1,1,258
-1.2281,-2.9517,4.2679,1,1,258
2.7719,-0.95166,4.2679,0,1,258
0.77188,2.0483,4.2679,1,1,258
2.7719,1.0483,4.2679,1,1,258
6.7719,-3.9517,-2.7321,1,0,258
5.7719,-1.9517,-2.7321,1,1,258
-5.2281,-2.9517,1.2679,0,0,259
-2.2281,-0.95166,3.2679,0,1,259
1.7719,-1.9517,4.2679,1,1,259
-1.2281,1.0483,2.2679,0,0,259
1.7719,-6.9517,4.2679,0,1,259
-2.2281,3.0483,-2.7321,0,1,259
-1.2281,-1.9517,4.2679,1,1,259
0.77188,-3.9517,4.2679,1,1,259
-2.2281,4.0483,4.2679,1,1,259
3.7719,4.0483,4.2679,1,1,259
-7.2281,-1.9517,4.2679,0,0,259
5.7719,-3.9517,4.2679,1,1,259
-1.2281,3.0483,4.2679,1,1,259
-3.2281,6.0483,2.2679,0,1,259
-4.2281,3.0483,-3.7321,0,0,259
5.7719,-1.9517,-4.7321,1,1,259
3.7719,-0.95166,-3.7321,1,1,259
-6.2281,6.0483,2.2679,0,0,259
4.7719,4.0483,2.2679,1,1,259
4.7719,-0.95166,-4.7321,1,1,259
3.7719,2.0483,2.2679,1,1,259
5.7719,6.0483,-4.7321,1,1,259
-0.22812,5.0483,4.2679,1,0,260
3.7719,8.0483,4.2679,0,1,260
1.7719,-1.9517,3.2679,1,0,260
-2.2281,2.0483,-3.7321,0,1,260
-3.2281,-5.9517,-2.7321,1,1,260
0.77188,-0.95166,2.2679,1,1,260
-3.2281,-0.95166,-2.7321,1,0,260
-3.2281,-2.9517,-3.7321,0,1,260
-3.2281,-2.9517,4.2679,0,1,260
0.77188,-1.9517,2.2679,1,1,260
0.77188,0.048341,2.2679,1,1,260
-0.22812,-6.9517,-2.7321,0,0,260
-1.2281,2.0483,4.2679,0,1,260
-1.2281,-3.9517,1.2679,1,0,260
0.77188,3.0483,4.2679,1,0,260
-8.2281,-1.9517,4.2679,1,0,260
-5.2281,-4.9517,4.2679,1,1,260
2.7719,6.0483,4.2679,1,0,260
-5.2281,6.0483,-4.7321,0,1,260
4.7719,4.0483,-2.7321,1,1,260
-3.2281,1.0483,3.2679,1,0,260
-0.22812,-6.9517,-4.7321,0,0,261
2.7719,-1.9517,-4.7321,1,1,261
-5.2281,-3.9517,-4.7321,0,1,261
-6.2281,-5.9517,2.2679,1,1,261
3.7719,0.048341,-4.7321,1,0,261
-4.2281,-1.9517,-4.7321,1,1,261
-1.2281,-1.9517,-3.7321,0,1,261
-6.2281,-5.9517,-2.7321,1,0,261
-1.2281,-2.9517,-4.7321,0,1,261
-1.2281,6.0483,-4.7321,0,0,261
7.7719,-3.9517,2.2679,1,0,261
-1.2281,-3.9517,-2.7321,1,0,261
-1.2281,0.048341,-2.7321,1,1,261
-9.2281,-7.9517,4.2679,0,0,261
-4.2281,3.0483,4.2679,1,0,261
-1.2281,2.0483,3.2679,1,1,261
2.7719,-2.9517,3.2679,0,1,261
3.7719,4.0483,3.2679,1,0,261
-0.22812,-4.9517,-4.7321,0,1,261
-5.2281,-0.95166,-4.7321,1,1,261
1.7719,6.0483,4.2679,1,0,261
-3.2281,-0.95166,4.2679,1,0,261
5.7719,1.0483,0.26793,1,1,262
0.77188,1.0483,-0.73207,0,1,262
4.7719,1.0483,-3.7321,1,1,262
-3.2281,0.048341,-2.7321,0,1,262
-4.2281,-0.95166,-4.7321,0,0,262
1.7719,-2.9517,-2.7321,1,1,262
4.7719,1.0483,2.2679,1,1,262
2.7719,0.048341,-4.7321,1,1,262
3.7719,7.0483,-2.7321,1,1,262
-6.2281,-8.9517,-4.7321,0,0,262
-2.2281,-1.9517,3.2679,0,0,262
-1.2281,-1.9517,4.2679,1,1,262
-1.2281,-3.9517,-3.7321,0,0,262
1.7719,-0.95166,-3.7321,1,1,262
-5.2281,-4.9517,-2.7321,0,0,262
-4.2281,1.0483,4.2679,0,0,262
1.7719,4.0483,-2.7321,1,1,262
