MB,MF,MFonMB,Crits,Choice,Subj
2.7719,-3.9517,-4.7321,1,1,112
2.7719,7.0483,-4.7321,1,1,112
-3.2281,1.0483,2.2679,1,1,112
-1.2281,-0.95166,-4.7321,1,1,112
-3.2281,2.0483,-3.7321,0,1,112
2.7719,1.0483,-2.7321,1,1,112
-5.2281,-0.95166,4.2679,0,0,112
1.7719,2.0483,-4.7321,1,1,112
-2.2281,7.0483,-3.7321,0,1,112
-0.22812,6.0483,-2.7321,0,1,112
3.7719,-1.9517,4.2679,1,1,112
3.7719,4.0483,-4.7321,0,1,112
-3.2281,3.0483,-4.7321,1,1,112
2.7719,3.0483,2.2679,1,1,112
3.7719,3.0483,4.2679,1,1,112
1.7719,2.0483,-3.7321,1,1,112
-4.2281,0.048341,-3.7321,1,0,112
5.7719,2.0483,-1.7321,1,1,113
-1.2281,5.0483,-4.7321,1,1,113
3.7719,5.0483,4.2679,0,1,113
2.7719,-5.9517,4.2679,1,1,113
1.7719,-2.9517,-2.7321,1,1,113
2.7719,0.048341,2.2679,1,1,113
4.7719,6.0483,-4.7321,0,0,113
-2.2281,4.0483,-4.7321,1,1,113
-3.2281,1.0483,-2.7321,0,1,113
-2.2281,-2.9517,-4.7321,1,1,113
-2.2281,-2.9517,4.2679,0,0,113
3.7719,4.0483,4.2679,1,1,113
4.7719,-6.9517,4.2679,0,1,113
1.7719,-4.9517,-4.7321,1,1,113
3.7719,-3.9517,3.2679,1,1,113
1.7719,-6.9517,3.2679,1,1,113
-3.2281,-3.9517,3.2679,1,1,113
-2.2281,-7.9517,3.2679,0,1,113
2.7719,-7.9517,-2.7321,1,1,113
4.7719,-2.9517,2.2679,1,1,113
-0.22812,1.0483,-4.7321,0,0,114
2.7719,-0.95166,-4.7321,1,1,114
-3.2281,4.0483,2.2679,0,0,114
0.77188,2.0483,2.2679,0,0,114
3.7719,-1.9517,4.2679,1,1,114
0.77188,-2.9517,-2.7321,1,1,114
0.77188,3.0483,-4.7321,1,1,114
0.77188,-2.9517,-2.7321,1,1,114
5.7719,-1.9517,4.2679,0,1,114
4.7719,-3.9517,-3.7321,1,1,114
-8.2281,0.048341,4.2679,0,0,114
-3.2281,3.0483,-4.7321,0,0,114
0.77188,-2.9517,3.2679,1,1,114
1.7719,-1.9517,-2.7321,1,1,114
-4.2281,-4.9517,-3.7321,0,0,114
3.7719,-1.9517,-4.7321,1,1,114
3.7719,4.0483,-4.7321,1,1,114
2.7719,3.0483,4.2679,1,1,114
-6.2281,-6.9517,-3.7321,0,0,114
-0.22812,3.0483,4.2679,1,1,114
4.7719,5.0483,2.2679,0,1,114
2.7719,-1.9517,-4.7321,1,1,114
4.7719,0.048341,-3.7321,1,0,114
1.7719,3.0483,2.2679,1,1,115
2.7719,5.0483,-2.7321,0,1,115
-9.2281,-0.95166,3.2679,0,0,115
-0.22812,0.048341,4.2679,1,1,115
3.7719,-2.9517,2.2679,1,1,115
0.77188,5.0483,-2.7321,1,1,115
5.7719,0.048341,4.2679,1,1,115
-7.2281,-0.95166,4.2679,0,0,115
1.7719,0.048341,-4.7321,1,1,115
-0.22812,1.0483,4.2679,0,1,115
1.7719,-3.9517,-4.7321,0,0,115
2.7719,4.0483,3.2679,1,1,115
5.7719,-1.9517,3.2679,1,1,115
-4.2281,1.0483,4.2679,1,1,115
-0.22812,-5.9517,4.2679,0,1,115
-0.22812,-0.95166,4.2679,1,1,115
-0.22812,-2.9517,-3.7321,1,1,115
3.7719,2.0483,4.2679,0,1,115
2.7719,1.0483,4.2679,1,1,115
-2.2281,0.048341,-2.7321,0,0,115
2.7719,-0.95166,-3.7321,1,1,115
-3.2281,3.0483,4.2679,1,1,117
2.7719,3.0483,-3.7321,0,1,117
2.7719,2.0483,-4.7321,1,1,117
-1.2281,-1.9517,-4.7321,1,1,117
1.7719,3.0483,4.2679,1,1,117
1.7719,0.048341,-3.7321,0,1,117
1.7719,-0.95166,-2.7321,1,1,117
0.77188,2.0483,-4.7321,1,1,117
-0.22812,-2.9517,-2.7321,0,0,117
-0.22812,1.0483,-4.7321,1,1,117
2.7719,-5.9517,-2.7321,1,1,117
2.7719,-0.95166,-4.7321,1,1,117
1.7719,5.0483,-4.7321,1,1,117
1.7719,-4.9517,-4.7321,1,1,117
-6.2281,-5.9517,3.2679,0,0,117
3.7719,0.048341,-4.7321,1,1,117
2.7719,-6.9517,-4.7321,1,1,117
2.7719,5.0483,-4.7321,1,1,117
1.7719,-5.9517,-0.73207,0,1,117
3.7719,0.048341,-4.7321,1,1,117
2.7719,0.048341,3.2679,1,1,117
-5.2281,2.0483,-4.7321,0,0,118
-1.2281,-3.9517,-3.7321,1,1,118
0.77188,-5.9517,4.2679,1,1,118
4.7719,4.0483,4.2679,0,0,118
4.7719,3.0483,4.2679,1,1,118
5.7719,7.0483,-3.7321,1,1,118
3.7719,6.0483,4.2679,1,1,118
4.7719,0.048341,-4.7321,1,1,118
-1.2281,-0.95166,2.2679,0,0,118
2.7719,0.048341,-2.7321,1,1,118
4.7719,4.0483,4.2679,1,1,118
-4.2281,-1.9517,-3.7321,0,1,118
1.7719,4.0483,4.2679,1,1,118
2.7719,-2.9517,4.2679,1,1,118
1.7719,-5.9517,3.2679,1,1,118
-1.2281,-5.9517,4.2679,1,1,118
0.77188,1.0483,3.2679,0,1,118
-1.2281,-3.9517,-0.73207,1,0,118
-2.2281,-1.9517,-4.7321,1,0,118
-3.2281,-4.9517,-4.7321,1,0,118
0.77188,-0.95166,-2.7321,0,0,119
0.77188,-0.95166,4.2679,1,1,119
-1.2281,5.0483,1.2679,0,0,119
-6.2281,-6.9517,-4.7321,0,0,119
0.77188,1.0483,4.2679,0,1,119
0.77188,1.0483,4.2679,1,1,119
-1.2281,-0.95166,-2.7321,1,0,119
-1.2281,-0.95166,3.2679,1,0,119
-0.22812,0.048341,4.2679,0,1,119
1.7719,7.0483,-3.7321,1,1,119
0.77188,-3.9517,4.2679,1,1,119
-6.2281,-9.9517,-0.73207,1,0,119
-2.2281,-1.9517,-3.7321,1,1,119
-5.2281,2.0483,4.2679,0,0,119
-6.2281,-1.9517,2.2679,0,0,119
-2.2281,3.0483,4.2679,1,1,119
2.7719,4.0483,4.2679,1,1,119
-2.2281,3.0483,-4.7321,1,1,119
-0.22812,0.048341,-3.7321,1,0,119
-7.2281,-7.9517,-3.7321,1,0,119
3.7719,0.048341,-3.7321,1,1,119
-0.22812,0.048341,1.2679,0,0,119
0.77188,-0.95166,4.2679,0,1,120
-4.2281,-1.9517,3.2679,1,0,120
-7.2281,-6.9517,4.2679,0,0,120
-1.2281,2.0483,3.2679,0,0,120
0.77188,-4.9517,-2.7321,1,1,120
-0.22812,-5.9517,2.2679,1,1,120
1.7719,5.0483,3.2679,1,1,120
4.7719,-1.9517,4.2679,1,1,120
5.7719,-1.9517,4.2679,1,1,120
-0.22812,-2.9517,-2.7321,1,1,120
1.7719,0.048341,3.2679,1,1,120
3.7719,-0.95166,-4.7321,1,1,120
-7.2281,-4.9517,-4.7321,1,1,120
2.7719,6.0483,2.2679,0,1,120
2.7719,1.0483,-4.7321,1,1,120
-0.22812,-1.9517,-2.7321,1,1,120
-0.22812,4.0483,-4.7321,1,1,120
3.7719,0.048341,0.26793,1,1,120
1.7719,-2.9517,-3.7321,1,1,120
0.77188,2.0483,-4.7321,1,1,122
0.77188,4.0483,3.2679,0,1,122
-6.2281,-0.95166,4.2679,0,0,122
-3.2281,1.0483,4.2679,0,0,122
5.7719,-0.95166,2.2679,1,1,122
0.77188,-0.95166,4.2679,1,1,122
-3.2281,3.0483,-2.7321,1,1,122
-1.2281,3.0483,4.2679,0,0,122
-0.22812,2.0483,4.2679,1,1,122
-0.22812,6.0483,-1.7321,1,1,122
5.7719,6.0483,4.2679,1,1,122
5.7719,4.0483,-4.7321,1,1,122
-10.228,-1.9517,4.2679,0,1,122
-0.22812,5.0483,4.2679,1,1,122
2.7719,2.0483,4.2679,1,1,122
3.7719,5.0483,4.2679,0,1,122
-3.2281,0.048341,4.2679,1,1,122
2.7719,3.0483,4.2679,1,1,122
-5.2281,4.0483,4.2679,0,0,122
3.7719,-1.9517,4.2679,1,1,122
5.7719,-3.9517,-3.7321,1,1,122
-1.2281,-0.95166,3.2679,0,0,123
-2.2281,-0.95166,4.2679,1,0,123
-0.22812,0.048341,4.2679,0,1,123
-0.22812,6.0483,-0.73207,1,0,123
-2.2281,-4.9517,-4.7321,1,0,123
-3.2281,-3.9517,2.2679,1,1,123
-3.2281,-0.95166,-2.7321,1,0,123
-1.2281,3.0483,3.2679,1,1,123
-2.2281,-4.9517,2.2679,0,1,123
-5.2281,3.0483,4.2679,1,1,123
-2.2281,-3.9517,4.2679,1,0,123
1.7719,-0.95166,4.2679,0,1,123
-9.2281,-3.9517,3.2679,1,0,123
-10.228,-9.9517,4.2679,1,0,123
-9.2281,-7.9517,-2.7321,1,1,123
-8.2281,-7.9517,2.2679,1,1,123
3.7719,-1.9517,-4.7321,1,0,123
-4.2281,-4.9517,-4.7321,1,0,123
-6.2281,-9.9517,3.2679,0,1,124
-4.2281,-0.95166,4.2679,1,0,124
-6.2281,-1.9517,2.2679,0,0,124
-2.2281,-1.9517,4.2679,0,1,124
-1.2281,1.0483,-4.7321,1,1,124
5.7719,7.0483,4.2679,1,1,124
3.7719,-3.9517,-4.7321,1,1,124
3.7719,5.0483,-3.7321,0,1,124
-0.22812,0.048341,4.2679,1,1,124
6.7719,5.0483,4.2679,0,1,124
-2.2281,-2.9517,-4.7321,1,1,124
-1.2281,3.0483,4.2679,0,1,124
6.7719,-0.95166,3.2679,1,1,124
2.7719,3.0483,2.2679,0,0,124
4.7719,-1.9517,3.2679,1,1,124
-0.22812,-1.9517,4.2679,1,1,124
3.7719,1.0483,-4.7321,1,1,124
-6.2281,4.0483,-4.7321,0,0,124
4.7719,-4.9517,-4.7321,1,0,124
-2.2281,-5.9517,-4.7321,1,1,124
1.7719,0.048341,-4.7321,0,0,124
-0.22812,2.0483,3.2679,1,1,124
0.77188,6.0483,2.2679,1,1,124
6.7719,-0.95166,-4.7321,1,0,125
-3.2281,6.0483,3.2679,0,1,125
6.7719,6.0483,4.2679,0,1,125
0.77188,6.0483,4.2679,1,1,125
1.7719,-1.9517,4.2679,1,1,125
6.7719,5.0483,4.2679,1,1,125
5.7719,-2.9517,-3.7321,1,1,125
5.7719,-0.95166,2.2679,1,1,125
5.7719,6.0483,4.2679,0,1,125
4.7719,-0.95166,-2.7321,1,1,125
1.7719,5.0483,-4.7321,0,1,125
-7.2281,-1.9517,-2.7321,0,0,125
3.7719,-1.9517,-3.7321,1,1,125
4.7719,5.0483,-3.7321,1,1,125
-0.22812,-0.95166,-2.7321,1,1,125
2.7719,5.0483,-2.7321,0,1,125
2.7719,6.0483,-4.7321,1,1,125
3.7719,-0.95166,-2.7321,1,1,125
-0.22812,1.0483,-4.7321,1,1,125
2.7719,5.0483,2.2679,0,1,125
-2.2281,4.0483,-4.7321,1,1,125
4.7719,3.0483,1.2679,0,1,126
3.7719,1.0483,3.2679,0,1,126
5.7719,2.0483,4.2679,1,1,126
4.7719,-9.9517,-4.7321,1,1,126
-3.2281,-6.9517,-4.7321,1,1,126
1.7719,-0.95166,-4.7321,1,1,126
1.7719,6.0483,4.2679,1,1,126
2.7719,-0.95166,3.2679,0,1,126
6.7719,-0.95166,2.2679,1,1,126
2.7719,3.0483,-4.7321,1,1,126
-1.2281,-8.9517,3.2679,1,1,126
-2.2281,3.0483,-3.7321,1,1,126
5.7719,6.0483,-4.7321,1,1,126
0.77188,5.0483,-4.7321,0,1,126
-0.22812,-7.9517,-2.7321,1,1,126
-4.2281,-2.9517,2.2679,0,0,126
1.7719,-2.9517,-3.7321,1,1,126
0.77188,4.0483,-4.7321,1,1,126
5.7719,3.0483,-4.7321,1,1,126
2.7719,3.0483,2.2679,1,1,127
-4.2281,0.048341,4.2679,0,0,127
1.7719,1.0483,-4.7321,0,1,127
0.77188,-4.9517,-2.7321,1,1,127
0.77188,0.048341,4.2679,1,1,127
1.7719,-4.9517,-4.7321,1,1,127
1.7719,6.0483,4.2679,0,1,127
0.77188,-1.9517,-3.7321,1,1,127
-2.2281,-1.9517,3.2679,1,1,127
0.77188,2.0483,-4.7321,0,1,127
2.7719,4.0483,2.2679,0,1,127
-1.2281,-3.9517,2.2679,1,1,127
2.7719,5.0483,3.2679,1,1,127
-5.2281,4.0483,3.2679,0,0,127
-3.2281,-2.9517,3.2679,1,1,127
2.7719,0.048341,-3.7321,1,1,127
-5.2281,-3.9517,-4.7321,0,0,127
4.7719,-1.9517,4.2679,1,1,127
5.7719,-3.9517,3.2679,1,1,127
0.77188,0.048341,3.2679,0,0,130
-6.2281,3.0483,1.2679,0,0,130
-2.2281,-3.9517,-4.7321,1,1,130
-1.2281,2.0483,-4.7321,0,1,130
0.77188,1.0483,-4.7321,0,0,130
-2.2281,1.0483,-4.7321,1,1,130
-2.2281,3.0483,4.2679,1,1,130
-2.2281,3.0483,4.2679,1,1,130
-3.2281,0.048341,-4.7321,1,0,130
-0.22812,-0.95166,-4.7321,0,0,130
0.77188,1.0483,-4.7321,1,1,130
-5.2281,-6.9517,-4.7321,0,1,130
-0.22812,2.0483,-4.7321,0,0,130
-2.2281,4.0483,-2.7321,1,1,130
-5.2281,-1.9517,4.2679,1,1,130
3.7719,4.0483,2.2679,0,1,130
2.7719,-0.95166,3.2679,1,1,130
1.7719,-0.95166,-2.7321,1,1,130
-6.2281,5.0483,-4.7321,0,0,130
0.77188,1.0483,-4.7321,1,0,130
-5.2281,-6.9517,3.2679,1,1,130
2.7719,3.0483,3.2679,0,0,130
3.7719,2.0483,-4.7321,1,0,130
-0.22812,4.0483,-3.7321,1,1,130
-4.2281,0.048341,-4.7321,0,1,131
-5.2281,2.0483,-4.7321,1,1,131
-2.2281,-5.9517,-4.7321,0,1,131
-1.2281,6.0483,-2.7321,0,0,131
6.7719,-1.9517,2.2679,1,1,131
6.7719,7.0483,4.2679,1,1,131
7.7719,3.0483,4.2679,1,0,131
-3.2281,-3.9517,2.2679,1,0,131
-1.2281,2.0483,-3.7321,1,1,131
-5.2281,-6.9517,-4.7321,1,0,131
2.7719,0.048341,-3.7321,0,1,131
-2.2281,0.048341,-4.7321,1,0,131
4.7719,-7.9517,-4.7321,0,1,131
1.7719,2.0483,3.2679,1,0,131
2.7719,3.0483,-4.7321,1,1,131
3.7719,-8.9517,4.2679,1,0,131
-8.2281,-8.9517,4.2679,0,0,131
-8.2281,-7.9517,-2.7321,1,0,131
-1.2281,-1.9517,-4.7321,1,0,131
-0.22812,-2.9517,-4.7321,1,0,131
0.77188,-3.9517,3.2679,0,1,132
-3.2281,-3.9517,4.2679,1,0,132
-7.2281,-0.95166,3.2679,0,0,132
-2.2281,5.0483,-0.73207,0,0,132
-0.22812,5.0483,-4.7321,1,0,132
-8.2281,-2.9517,4.2679,1,0,132
-7.2281,-3.9517,4.2679,1,1,132
-2.2281,-5.9517,-4.7321,1,0,132
-0.22812,-1.9517,-2.7321,0,1,132
-0.22812,-7.9517,3.2679,0,0,132
0.77188,-0.95166,4.2679,1,1,132
0.77188,6.0483,2.2679,1,1,132
0.77188,-6.9517,2.2679,0,1,132
-2.2281,-0.95166,4.2679,1,1,132
-0.22812,1.0483,-2.7321,0,0,132
0.77188,-6.9517,4.2679,1,1,132
-3.2281,2.0483,4.2679,1,0,132
-3.2281,1.0483,4.2679,0,1,132
-2.2281,0.048341,-4.7321,1,1,132
-2.2281,3.0483,2.2679,0,1,132
-2.2281,-0.95166,3.2679,1,0,132
2.7719,-2.9517,3.2679,0,0,132
-3.2281,0.048341,3.2679,1,1,132
-8.2281,-7.9517,4.2679,1,1,132
-8.2281,-7.9517,2.2679,1,1,132
-8.2281,-7.9517,3.2679,0,0,133
6.7719,2.0483,4.2679,1,1,133
-5.2281,2.0483,3.2679,0,0,133
1.7719,4.0483,4.2679,0,1,133
-1.2281,-1.9517,3.2679,1,1,133
3.7719,2.0483,2.2679,1,1,133
-0.22812,-4.9517,2.2679,1,1,133
0.77188,0.048341,4.2679,1,1,133
0.77188,-5.9517,-3.7321,1,0,133
2.7719,5.0483,3.2679,0,1,133
3.7719,-7.9517,2.2679,1,1,133
-2.2281,-1.9517,-2.7321,1,0,133
0.77188,1.0483,-4.7321,1,1,133
2.7719,2.0483,-3.7321,1,0,133
-8.2281,-8.9517,-3.7321,0,0,133
6.7719,2.0483,2.2679,1,1,133
3.7719,1.0483,4.2679,1,1,133
-3.2281,-0.95166,4.2679,0,1,133
1.7719,-4.9517,4.2679,1,1,133
3.7719,4.0483,3.2679,1,1,133
3.7719,-2.9517,2.2679,1,1,135
4.7719,5.0483,4.2679,0,0,135
-0.22812,-3.9517,4.2679,1,1,135
-5.2281,2.0483,2.2679,1,1,135
-4.2281,-3.9517,-4.7321,1,1,135
1.7719,4.0483,3.2679,0,0,135
-1.2281,2.0483,2.2679,1,1,135
2.7719,2.0483,4.2679,1,1,135
-1.2281,-1.9517,4.2679,1,1,135
-1.2281,0.048341,3.2679,1,1,135
-2.2281,-1.9517,-3.7321,0,1,135
0.77188,2.0483,-2.7321,0,1,135
-1.2281,-2.9517,-4.7321,1,1,135
2.7719,3.0483,-4.7321,1,1,135
4.7719,-2.9517,4.2679,1,1,135
5.7719,-0.95166,4.2679,1,1,135
-3.2281,7.0483,3.2679,0,0,135
-7.2281,-2.9517,4.2679,1,1,135
-0.22812,-1.9517,-4.7321,1,1,135
0.77188,-2.9517,-3.7321,1,1,135
1.7719,1.0483,-2.7321,1,1,135
5.7719,3.0483,0.26793,1,1,136
-0.22812,-0.95166,-4.7321,1,0,136
-1.2281,3.0483,2.2679,0,0,136
-3.2281,-2.9517,-3.7321,1,1,136
-2.2281,2.0483,-2.7321,1,1,136
-3.2281,-1.9517,4.2679,1,1,136
-1.2281,0.048341,-3.7321,1,1,136
2.7719,3.0483,-4.7321,0,0,136
-4.2281,2.0483,-2.7321,1,0,136
-2.2281,0.048341,4.2679,1,1,136
-4.2281,-4.9517,2.2679,1,1,136
-4.2281,-2.9517,-2.7321,0,1,136
-2.2281,5.0483,-3.7321,1,1,136
-1.2281,0.048341,0.26793,1,1,136
-1.2281,-2.9517,2.2679,1,1,136
-3.2281,-0.95166,-4.7321,0,1,136
-2.2281,-1.9517,-4.7321,1,1,136
-3.2281,-3.9517,-4.7321,0,1,136
-6.2281,-4.9517,-4.7321,1,1,136
-2.2281,1.0483,4.2679,1,1,136
-5.2281,-6.9517,-4.7321,1,0,136
1.7719,-2.9517,3.2679,1,1,139
0.77188,-0.95166,-4.7321,0,1,139
3.7719,0.048341,4.2679,0,1,139
1.7719,5.0483,-3.7321,1,1,139
2.7719,5.0483,-3.7321,1,1,139
1.7719,-1.9517,3.2679,1,0,139
-0.22812,-3.9517,-4.7321,1,1,139
-7.2281,0.048341,0.26793,0,0,139
-0.22812,-1.9517,4.2679,0,1,139
3.7719,3.0483,-3.7321,1,1,139
6.7719,5.0483,-4.7321,1,1,139
1.7719,4.0483,-3.7321,0,1,139
4.7719,1.0483,-4.7321,1,1,139
-1.2281,-2.9517,-4.7321,1,0,139
-0.22812,1.0483,-3.7321,0,0,139
4.7719,3.0483,-4.7321,1,1,139
1.7719,4.0483,2.2679,1,1,139
-8.2281,-2.9517,4.2679,0,0,139
5.7719,1.0483,4.2679,1,1,139
2.7719,-0.95166,4.2679,1,1,139
5.7719,-5.9517,4.2679,1,0,140
-5.2281,-6.9517,-4.7321,0,0,140
0.77188,5.0483,4.2679,1,1,140
-0.22812,-4.9517,4.2679,1,0,140
-1.2281,-3.9517,4.2679,1,0,140
0.77188,1.0483,0.26793,1,0,140
-0.22812,1.0483,-4.7321,1,0,140
-1.2281,-1.9517,4.2679,0,1,140
0.77188,6.0483,4.2679,0,0,140
-0.22812,5.0483,3.2679,1,1,140
-8.2281,-4.9517,-2.7321,0,0,140
4.7719,6.0483,4.2679,1,1,140
-8.2281,1.0483,4.2679,0,1,140
5.7719,1.0483,4.2679,1,1,140
-7.2281,0.048341,-2.7321,1,1,140
0.77188,3.0483,3.2679,0,1,140
5.7719,5.0483,4.2679,1,1,140
2.7719,-1.9517,-4.7321,1,1,140
-2.2281,3.0483,-4.7321,1,1,140
1.7719,4.0483,4.2679,1,1,140
2.7719,-3.9517,4.2679,0,0,143
-0.22812,-0.95166,4.2679,1,1,143
1.7719,-4.9517,2.2679,0,0,143
-7.2281,-4.9517,3.2679,0,0,143
3.7719,4.0483,3.2679,0,1,143
5.7719,6.0483,3.2679,1,1,143
0.77188,1.0483,4.2679,1,1,143
-9.2281,-0.95166,3.2679,1,1,143
1.7719,1.0483,4.2679,0,0,143
-0.22812,-2.9517,4.2679,1,0,143
3.7719,4.0483,3.2679,0,1,143
3.7719,-1.9517,4.2679,0,1,143
2.7719,-1.9517,4.2679,1,1,143
-1.2281,-5.9517,-4.7321,1,0,143
-2.2281,-1.9517,-4.7321,0,0,143
-0.22812,3.0483,2.2679,1,1,143
-2.2281,-4.9517,-3.7321,1,1,143
0.77188,3.0483,4.2679,1,1,143
-5.2281,-0.95166,4.2679,1,1,143
1.7719,-0.95166,2.2679,1,0,143
0.77188,3.0483,-0.73207,1,0,143
1.7719,2.0483,3.2679,1,0,143
6.7719,1.0483,4.2679,1,1,144
-7.2281,2.0483,4.2679,0,0,144
-8.2281,-3.9517,4.2679,0,0,144
2.7719,-0.95166,4.2679,1,1,144
4.7719,-2.9517,-4.7321,1,1,144
0.77188,-0.95166,-4.7321,1,1,144
-0.22812,-1.9517,4.2679,0,1,144
0.77188,4.0483,4.2679,1,1,144
0.77188,5.0483,2.2679,1,1,144
-0.22812,-3.9517,4.2679,1,1,144
-1.2281,3.0483,-4.7321,1,1,144
-2.2281,8.0483,2.2679,1,1,144
4.7719,0.048341,-4.7321,1,1,144
0.77188,3.0483,-4.7321,1,1,144
-4.2281,-5.9517,-4.7321,0,0,144
4.7719,5.0483,4.2679,1,1,144
2.7719,-0.95166,2.2679,1,1,144
4.7719,5.0483,-2.7321,1,1,144
0.77188,0.048341,3.2679,1,1,144
3.7719,-4.9517,4.2679,1,1,144
-2.2281,4.0483,3.2679,1,0,145
3.7719,4.0483,4.2679,1,1,145
0.77188,-3.9517,1.2679,1,1,145
-3.2281,-2.9517,2.2679,1,1,145
-0.22812,3.0483,4.2679,0,1,145
-1.2281,3.0483,4.2679,1,0,145
-0.22812,0.048341,4.2679,0,1,145
2.7719,-2.9517,4.2679,1,1,145
-6.2281,2.0483,4.2679,0,1,145
2.7719,3.0483,3.2679,0,1,145
0.77188,-1.9517,-4.7321,1,0,145
-1.2281,-0.95166,3.2679,0,1,145
0.77188,-6.9517,4.2679,1,1,145
-2.2281,-0.95166,4.2679,1,0,145
3.7719,5.0483,-2.7321,1,1,145
-3.2281,1.0483,-4.7321,1,1,145
0.77188,1.0483,3.2679,1,1,147
-1.2281,-0.95166,4.2679,0,1,147
-1.2281,-0.95166,3.2679,1,0,147
1.7719,8.0483,4.2679,1,1,147
0.77188,-1.9517,4.2679,1,1,147
-2.2281,-2.9517,3.2679,1,1,147
-4.2281,-4.9517,-3.7321,0,0,147
4.7719,2.0483,-4.7321,1,1,147
-4.2281,1.0483,-3.7321,0,1,147
1.7719,-8.9517,-4.7321,1,1,147
-0.22812,8.0483,-2.7321,0,1,147
-0.22812,7.0483,-2.7321,1,1,147
-5.2281,4.0483,-2.7321,0,0,147
2.7719,4.0483,4.2679,1,1,147
1.7719,-3.9517,2.2679,1,1,147
1.7719,1.0483,-4.7321,1,1,147
-1.2281,-2.9517,2.2679,1,1,147
2.7719,6.0483,4.2679,0,1,147
-1.2281,-0.95166,-3.7321,1,1,147
4.7719,-1.9517,3.2679,1,1,147
-5.2281,-4.9517,-2.7321,0,0,148
2.7719,2.0483,2.2679,1,1,148
-1.2281,-3.9517,4.2679,0,1,148
-3.2281,5.0483,4.2679,0,1,148
2.7719,7.0483,2.2679,1,1,148
-3.2281,-7.9517,-4.7321,1,1,148
3.7719,-1.9517,3.2679,1,1,148
4.7719,-1.9517,-2.7321,1,0,148
-0.22812,-6.9517,2.2679,0,0,148
-4.2281,1.0483,4.2679,1,1,148
3.7719,-3.9517,4.2679,0,0,148
6.7719,-4.9517,4.2679,1,1,148
4.7719,3.0483,-3.7321,0,1,148
5.7719,2.0483,-4.7321,1,1,148
4.7719,5.0483,3.2679,1,1,148
4.7719,-6.9517,3.2679,0,1,148
5.7719,-0.95166,3.2679,1,1,148
3.7719,-1.9517,-3.7321,0,1,148
0.77188,0.048341,2.2679,1,0,148
5.7719,1.0483,-4.7321,1,1,148
1.7719,4.0483,-3.7321,1,1,148
-4.2281,0.048341,-4.7321,1,1,148
-1.2281,2.0483,2.2679,0,1,149
-2.2281,2.0483,2.2679,1,1,149
-0.22812,1.0483,2.2679,0,1,149
3.7719,5.0483,2.2679,0,1,149
-7.2281,-0.95166,-4.7321,0,0,149
4.7719,3.0483,2.2679,1,1,149
2.7719,0.048341,-4.7321,1,1,149
4.7719,-2.9517,4.2679,1,1,149
-0.22812,-1.9517,-2.7321,1,1,149
-3.2281,1.0483,3.2679,0,1,149
-1.2281,-1.9517,-2.7321,1,1,149
-1.2281,8.0483,4.2679,0,0,149
5.7719,7.0483,4.2679,1,1,149
-0.22812,-6.9517,-4.7321,1,0,149
0.77188,1.0483,4.2679,1,1,149
3.7719,3.0483,4.2679,1,1,149
-7.2281,-1.9517,-4.7321,0,0,149
4.7719,7.0483,-3.7321,1,1,149
-7.2281,0.048341,4.2679,0,0,149
4.7719,-3.9517,3.2679,1,1,149
4.7719,1.0483,-4.7321,1,1,149
4.7719,5.0483,3.2679,1,1,151
-1.2281,4.0483,-3.7321,0,0,151
-0.22812,0.048341,-3.7321,1,1,151
-3.2281,0.048341,-4.7321,1,1,151
-0.22812,0.048341,-4.7321,1,1,151
2.7719,0.048341,-3.7321,1,1,151
0.77188,3.0483,4.2679,1,1,151
0.77188,-2.9517,4.2679,1,1,151
1.7719,-7.9517,-4.7321,1,1,151
-3.2281,-3.9517,4.2679,1,1,151
6.7719,-6.9517,-4.7321,1,1,151
-6.2281,-0.95166,4.2679,1,1,151
-3.2281,-3.9517,-3.7321,0,1,151
-4.2281,-3.9517,-2.7321,1,1,151
-2.2281,4.0483,2.2679,1,0,151
1.7719,4.0483,-4.7321,0,1,153
-3.2281,-2.9517,-4.7321,1,0,153
0.77188,-2.9517,-4.7321,0,0,153
1.7719,2.0483,3.2679,1,0,153
3.7719,6.0483,4.2679,1,1,153
2.7719,5.0483,-4.7321,1,1,153
-1.2281,1.0483,2.2679,0,0,153
-0.22812,-0.95166,2.2679,1,1,153
-0.22812,0.048341,-3.7321,0,0,153
0.77188,2.0483,-3.7321,1,0,153
4.7719,-1.9517,-4.7321,1,0,153
-8.2281,-4.9517,4.2679,0,0,153
-7.2281,-0.95166,2.2679,0,1,153
-10.228,0.048341,4.2679,1,1,153
4.7719,-1.9517,3.2679,1,0,153
2.7719,4.0483,2.2679,0,1,153
1.7719,2.0483,-3.7321,1,0,153
-2.2281,-0.95166,3.2679,0,1,153
2.7719,3.0483,-2.7321,1,1,153
-5.2281,7.0483,3.2679,0,1,153
6.7719,3.0483,-4.7321,1,0,153
3.7719,4.0483,-4.7321,1,1,153
-4.2281,3.0483,2.2679,0,0,154
-5.2281,-2.9517,4.2679,1,1,154
-3.2281,1.0483,-3.7321,0,1,154
-2.2281,-8.9517,-2.7321,1,0,154
-0.22812,4.0483,4.2679,1,0,154
-2.2281,-1.9517,4.2679,1,1,154
-0.22812,-7.9517,4.2679,1,1,154
-5.2281,-1.9517,-4.7321,1,0,154
-2.2281,-2.9517,2.2679,1,0,154
3.7719,2.0483,3.2679,1,0,154
-7.2281,-5.9517,4.2679,1,0,154
