MB,MF,MFonMB,Unlikely,Crits,Choice,Subj
-0.018126,0.059293,-0.38191,-0.13607,1,1,1
-0.48563,-0.40821,-0.38191,3.8639,-1,0,1
4.4869,2.1567,-3.3819,-0.13607,1,1,1
-0.48563,-0.40821,-0.38191,3.8639,-1,0,1
2.3002,2.3777,-3.3819,-0.13607,0,1,1
-1.8223,-1.7448,-4.3819,-0.13607,0,1,1
4.5209,-0.74821,3.6181,-0.13607,1,1,1
0.13522,0.2506,-4.3819,-0.13607,1,1,1
-0.45394,-3.3905,-4.3819,-0.13607,1,1,1
-0.48563,-0.40821,-0.38191,3.8639,-1,1,1
0.3682,0.34421,4.6181,-0.13607,1,1,1
-3.3916,-1.0797,4.6181,-0.13607,0,0,1
-0.48563,-0.40821,-0.38191,-2.1361,-1,0,1
2.5254,-0.68098,4.6181,-0.13607,1,1,1
-0.48563,-0.40821,-0.38191,3.8639,-1,0,1
1.551,0.69679,-2.3819,-0.13607,1,0,1
-3.1338,1.3666,-3.3819,-0.13607,0,1,1
1.2144,-0.40821,-4.3819,-0.13607,0,1,1
0.73075,3.7483,-4.3819,-0.13607,1,0,1
0.82635,4.8342,3.6181,-0.13607,0,1,1
-1.1442,1.3861,-4.3819,-0.13607,1,0,1
-0.26888,0.063543,-2.3819,-0.13607,0,0,1
0.85166,-2.2397,2.6181,-0.13607,1,1,1
-0.48563,-0.40821,-0.38191,3.8639,-1,0,1
2.7391,4.9383,4.6181,-0.13607,1,1,1
-1.2608,-0.80089,4.6181,-0.13607,0,0,1
0.63786,-0.28559,-3.3819,-0.13607,1,0,1
-0.48563,-0.40821,-0.38191,-0.13607,-1,1,1
0.20922,0.28664,-4.3819,-0.13607,1,0,1
-0.79065,-2.4865,-4.3819,-0.13607,0,0,2
-3.1104,1.8229,-3.3819,-0.13607,1,1,2
-0.48563,-0.40821,-0.38191,-4.1361,-1,0,2
-0.48563,-0.40821,-0.38191,3.8639,-1,1,2
-0.88661,0.99342,4.6181,-0.13607,0,0,2
-0.92933,-0.85191,4.6181,-0.13607,0,0,2
-0.52674,2.0345,4.6181,-0.13607,1,1,2
-0.48563,-0.40821,-0.38191,2.8639,-1,1,2
-0.48563,-2.6145,-4.3819,-0.13607,1,0,2
3.7644,5.1241,-4.3819,-0.13607,1,1,2
2.4044,2.5298,-2.3819,-0.13607,0,1,2
-1.9306,-3.1982,-4.3819,-0.13607,1,0,2
-0.48563,-0.40821,-0.38191,-3.1361,-1,1,2
-0.48563,-0.40821,-0.38191,-4.1361,-1,1,2
-2.1474,-2.4132,2.6181,-0.13607,1,1,2
2.6329,5.4078,4.6181,-0.13607,0,1,2
1.0543,3.0193,-4.3819,-0.13607,1,1,2
-2.8463,0.10544,-3.3819,-0.13607,0,0,2
-0.48563,-0.40821,-0.38191,-3.1361,-1,0,2
-2.7273,-0.31609,-4.3819,-0.13607,1,1,2
-2.2245,1.0043,-4.3819,-0.13607,1,0,2
-1.783,1.9116,-4.3819,-0.13607,0,0,2
0.50675,-0.20424,4.6181,-0.13607,1,1,2
-0.48563,-0.40821,-0.38191,-4.1361,-1,0,2
-0.26287,-1.6365,-2.3819,-0.13607,1,0,2
-0.48563,-0.40821,-0.38191,-2.1361,-1,0,2
0.67951,-0.99861,-2.3819,-0.13607,1,0,2
-0.018126,0.059293,4.6181,-0.13607,1,0,2
-1.2081,-1.1307,-0.38191,-0.13607,1,1,3
-0.48563,-0.40821,-0.38191,-4.1361,-1,0,3
1.7164,2.8004,4.6181,-0.13607,1,1,3
-0.48563,-0.40821,-0.38191,-2.1361,-1,1,3
-0.48563,-0.40821,-0.38191,1.8639,-1,0,3
-3.447,-0.64817,3.6181,-0.13607,0,0,3
-0.48563,-0.40821,-0.38191,2.8639,-1,0,3
-2.1856,-0.54219,4.6181,-0.13607,1,0,3
-0.48563,-0.40821,-0.38191,2.8639,-1,1,3
2.0644,1.5512,3.6181,-0.13607,1,1,3
-6.7756,-6.6982,4.6181,-0.13607,1,0,3
-0.48563,-0.40821,-0.38191,-4.1361,-1,0,3
1.4458,-1.9531,-2.3819,-0.13607,1,0,3
-0.48563,-0.40821,-0.38191,-3.1361,-1,0,3
-0.48563,-0.40821,-0.38191,-4.1361,-1,0,3
-1.6683,-1.9972,3.6181,-0.13607,1,1,3
-0.48563,-0.40821,-0.38191,-2.1361,-1,1,3
3.6709,0.40438,-2.3819,-0.13607,1,0,3
-0.48563,-0.40821,-0.38191,2.8639,-1,1,3
-0.48563,-0.40821,-0.38191,-4.1361,-1,1,3
-0.48563,-0.40821,-0.38191,-1.1361,-1,0,3
-1.3744,-0.88216,3.6181,-0.13607,1,1,3
2.5938,4.1232,-4.3819,-0.13607,1,0,3
-0.48563,-0.40821,-0.38191,3.8639,-1,0,3
-0.26888,1.8868,-2.3819,-0.13607,1,1,3
-0.48563,-0.40821,-0.38191,4.8639,-1,0,3
2.0272,1.6134,3.6181,-0.13607,1,1,3
-0.48563,-0.40821,-0.38191,-4.1361,-1,1,3
2.9338,0.91577,-4.3819,-0.13607,1,0,3
2.193,2.5298,4.6181,-0.13607,1,1,3
-5.9256,-3.9931,-4.3819,-0.13607,0,0,4
1.2144,2.8004,-3.3819,-0.13607,1,0,4
1.6819,0.92291,4.6181,-0.13607,0,1,4
-0.48563,-0.40821,-0.38191,4.8639,-1,1,4
-0.41081,1.7593,1.6181,-0.13607,1,1,4
-0.48563,-0.40821,-0.38191,3.8639,-1,1,4
0.1285,-0.64408,4.6181,-0.13607,1,1,4
-3.2357,-3.4788,-4.3819,-0.13607,1,0,4
0.8566,-0.77668,3.6181,-0.13607,1,1,4
-3.9481,-1.7075,3.6181,-0.13607,0,0,4
-3.8011,-5.0647,-4.3819,-0.13607,1,1,4
-4.4076,-5.583,4.6181,-0.13607,0,0,4
3.7644,3.8418,4.6181,-0.13607,0,1,4
3.0737,4.3242,-2.3819,-0.13607,1,0,4
-0.48563,-0.40821,-0.38191,-4.1361,-1,1,4
2.0838,1.1983,-2.3819,-0.13607,1,0,4
-0.48563,-0.40821,-0.38191,2.8639,-1,0,4
-1.0678,1.6719,4.6181,-0.13607,0,1,4
-0.27678,-0.19936,-2.3819,-0.13607,0,0,4
2.8173,0.22054,2.6181,-0.13607,1,1,4
1.6776,2.1567,-4.3819,-0.13607,1,1,4
-0.48563,-0.40821,-0.38191,-3.1361,-1,1,4
1.5536,0.63616,-4.3819,-0.13607,1,0,4
-0.48563,-0.40821,-0.38191,2.8639,-1,0,4
0.69237,0.76979,4.6181,-0.13607,1,1,4
-2.7615,-2.6841,-2.3819,-0.13607,0,1,4
-0.011675,-0.32873,-2.3819,-0.13607,1,0,4
-0.23063,-1.9758,-3.3819,-0.13607,1,0,4
-0.48563,-0.40821,-0.38191,4.8639,-1,0,6
3.9584,0.77327,4.6181,-0.13607,1,1,6
-0.48563,-0.40821,-0.38191,4.8639,-1,0,6
-0.48563,-0.40821,-0.38191,-4.1361,-1,1,6
0.32998,-1.8876,4.6181,-0.13607,0,1,6
-0.48563,1.0368,-4.3819,-0.13607,1,1,6
0.23687,-1.0668,-4.3819,-0.13607,1,1,6
1.6024,-2.9582,-4.3819,-0.13607,1,1,6
-0.48563,-0.40821,-0.38191,2.8639,-1,0,6
2.5276,2.203,4.6181,-0.13607,1,1,6
-4.3037,-4.2523,2.6181,-0.13607,0,0,6
-0.48563,-0.40821,-0.38191,-2.1361,-1,0,6
2.7815,-1.0494,-3.3819,-0.13607,1,1,6
-0.48563,-0.40821,-0.38191,4.8639,-1,0,6
-0.95313,1.2918,2.6181,-0.13607,1,0,6
-0.20927,4.3242,-4.3819,-0.13607,0,1,6
-0.48563,-0.40821,-0.38191,-4.1361,-1,0,6
1.8594,0.70697,-3.3819,-0.13607,1,1,6
2.5664,3.9166,3.6181,-0.13607,1,1,6
-0.48563,-0.40821,-0.38191,3.8639,-1,0,6
0.74262,-0.87996,-3.3819,-0.13607,1,1,6
2.7055,0.77753,3.6181,-0.13607,0,1,6
1.2012,1.5336,-3.3819,-0.13607,0,1,6
0.51288,-2.6658,4.6181,-0.13607,1,1,6
-1.9866,-0.010832,4.6181,-0.13607,0,0,6
1.7067,-0.078832,3.6181,-0.13607,1,1,6
0.57322,-1.0494,2.6181,-0.13607,1,1,6
4.1044,0.88071,-4.3819,-0.13607,0,1,7
0.35076,4.3093,2.6181,-0.13607,1,1,7
1.9944,5.2124,2.6181,-0.13607,0,1,7
-0.48563,-0.40821,-0.38191,2.8639,-1,0,7
-0.48563,-0.40821,-0.38191,3.8639,-1,0,7
-0.13802,3.2277,3.6181,-0.13607,1,0,7
3.5285,3.6059,4.6181,-0.13607,1,1,7
4.1426,4.5578,-4.3819,-0.13607,1,1,7
-1.4631,-1.3857,-2.3819,-0.13607,0,0,7
1.0677,2.1418,-4.3819,-0.13607,1,0,7
-0.48563,-0.40821,-0.38191,-4.1361,-1,0,7
-0.48563,-0.40821,-0.38191,4.8639,-1,0,7
0.78185,1.1643,4.6181,-0.13607,1,1,7
-4.3399,0.303,-4.3819,-0.13607,0,0,7
-0.058901,-1.0766,-2.3819,-0.13607,1,1,7
-0.12291,-2.4795,2.6181,-0.13607,1,1,7
-0.48563,-0.40821,-0.38191,4.8639,-1,0,7
1.1974,0.44179,3.6181,-0.13607,0,1,7
2.1761,2.721,4.6181,-0.13607,1,1,7
2.9531,2.9918,3.6181,-0.13607,1,1,7
-0.48563,-0.40821,-0.38191,3.8639,-1,1,7
0.57016,0.57616,2.6181,-0.13607,1,1,7
2.4482,2.9918,0.61809,-0.13607,1,1,7
-0.48563,-0.40821,-0.38191,4.8639,-1,1,7
-1.0985,-3.5723,4.6181,-0.13607,1,1,7
-0.48563,-0.40821,-0.38191,4.8639,-1,1,7
1.3567,3.1766,4.6181,-0.13607,1,1,7
2.1728,-2.58,2.6181,-0.13607,1,0,7
1.8094,1.8868,2.6181,-0.13607,0,1,9
0.74262,-1.0032,2.6181,-0.13607,1,0,9
-0.22162,2.6229,2.6181,-0.13607,0,1,9
0.36437,-0.51994,-4.3819,-0.13607,0,1,9
-4.2639,-1.1928,2.6181,-0.13607,0,0,9
2.995,2.0753,2.6181,-0.13607,1,1,9
0.28955,0.36697,-4.3819,-0.13607,1,1,9
1.1129,1.3666,4.6181,-0.13607,1,1,9
-0.48563,-0.40821,-0.38191,4.8639,-1,1,9
-0.48563,-0.40821,-0.38191,3.8639,-1,1,9
0.77067,0.063543,-2.3819,-0.13607,1,1,9
-0.48563,-0.40821,-0.38191,4.8639,-1,0,9
-1.3356,-2.7179,2.6181,-0.13607,0,1,9
-0.48563,-0.40821,-0.38191,3.8639,-1,1,9
-0.56045,-0.67443,-2.3819,-0.13607,1,1,9
-2.6213,-1.8269,4.6181,-0.13607,0,0,9
2.9144,4.5004,4.6181,-0.13607,1,1,9
0.03638,0.95055,-4.3819,-0.13607,0,1,9
-0.48563,-0.40821,-0.38191,-3.1361,-1,0,9
-1.8107,-3.1853,-4.3819,-0.13607,1,1,9
-1.3291,-1.2517,4.6181,-0.13607,1,0,9
2.0644,-3.6822,4.6181,-0.13607,0,1,9
0.95937,-2.1682,4.6181,-0.13607,1,1,9
-2.328,-0.05879,-4.3819,-0.13607,0,0,9
-3.7528,-0.24768,-3.3819,-0.13607,1,0,9
-0.48563,-0.40821,-0.38191,4.8639,-1,1,9
3.5094,2.6028,3.6181,-0.13607,1,1,9
4.2864,5.07,-4.3819,-0.13607,1,1,9
1.8138,6.7318,-3.3819,-0.13607,0,1,10
2.0756,4.0818,-4.3819,-0.13607,1,0,10
1.7455,3.0666,-4.3819,-0.13607,0,0,10
-0.48563,-0.40821,-0.38191,-3.1361,-1,0,10
-4.6016,-3.138,1.6181,-0.13607,1,1,10
-0.628,0.95711,-4.3819,-0.13607,0,0,10
-5.4581,0.21298,-4.3819,-0.13607,1,0,10
3.9067,2.1418,-4.3819,-0.13607,1,0,10
-0.48563,-0.40821,-0.38191,-1.1361,-1,1,10
0.955,-0.84052,-4.3819,-0.13607,1,1,10
-3.0356,-0.73696,-4.3819,-0.13607,0,0,10
-1.2506,0.18679,2.6181,-0.13607,1,0,10
-0.48563,-0.40821,-0.38191,4.8639,-1,1,10
-0.7563,4.5578,-2.3819,-0.13607,1,0,10
-0.48563,-0.40821,-0.38191,2.8639,-1,1,10
-0.44822,-1.7214,4.6181,-0.13607,1,1,10
1.2809,-0.21419,4.6181,-0.13607,0,1,10
-0.48563,-0.40821,-0.38191,-4.1361,-1,0,10
-4.0187,-0.010832,2.6181,-0.13607,1,0,10
-0.48563,-0.40821,-0.38191,1.8639,-1,1,10
0.26452,1.6058,-3.3819,-0.13607,1,0,10
0.35298,0.52304,4.6181,-0.13607,0,0,10
-2.5392,-4.5307,4.6181,-0.13607,1,1,10
-0.17207,1.9807,4.6181,-0.13607,0,0,10
2.4707,2.5481,4.6181,-0.13607,0,1,10
2.0272,2.4818,4.6181,-0.13607,1,1,10
-0.48563,-0.40821,-0.38191,4.8639,-1,0,10
-3.0505,-2.9731,-4.3819,-0.13607,1,1,10
-4.4806,-2.9046,3.6181,-0.13607,1,1,10
0.56925,0.24778,-4.3819,-0.13607,0,1,11
1.0592,1.0829,4.6181,-0.13607,1,1,11
-1.6332,3.1766,4.6181,-0.13607,0,0,11
2.1632,3.4729,-2.3819,-0.13607,0,1,11
-1.3127,-0.79497,4.6181,-0.13607,0,0,11
-0.55988,-0.85074,-3.3819,-0.13607,1,0,11
-4.3667,0.5559,-2.3819,-0.13607,1,0,11
2.8311,-1.3182,4.6181,-0.13607,1,1,11
0.99232,-0.39101,3.6181,-0.13607,0,1,11
-0.92347,-2.1907,0.61809,-0.13607,1,0,11
-0.11346,2.3543,2.6181,-0.13607,1,0,11
-0.48563,-0.40821,-0.38191,-4.1361,-1,1,11
-2.8805,0.059293,3.6181,-0.13607,0,1,11
-0.69494,0.13677,4.6181,-0.13607,1,0,11
-0.48563,-0.40821,-0.38191,2.8639,-1,1,11
-3.2504,1.6124,4.6181,-0.13607,1,1,11
1.4031,2.8792,2.6181,-0.13607,0,0,11
-0.48563,-0.40821,-0.38191,3.8639,-1,0,11
-0.48563,-0.40821,-0.38191,1.8639,-1,0,11
-1.9768,2.8116,3.6181,-0.13607,1,1,11
-0.48563,-0.40821,-0.38191,0.86393,-1,0,11
-3.8193,-1.7019,-4.3819,-0.13607,1,0,11
-2.039,-1.9616,4.6181,-0.13607,0,1,11
-0.8062,3.2918,2.6181,-0.13607,1,1,11
-0.48563,-0.40821,-0.38191,4.8639,-1,0,11
1.0804,-0.66758,-4.3819,-0.13607,1,0,11
-0.48563,-0.40821,-0.38191,-2.1361,-1,1,11
1.7902,0.58403,3.6181,-0.13607,1,1,11
-3.4419,-3.911,-3.3819,-0.13607,0,0,11
-2.2839,0.85948,-3.3819,-0.13607,1,0,11
3.9704,1.9059,-4.3819,-0.13607,0,1,12
-2.4172,-1.0642,-4.3819,-0.13607,1,1,12
-0.48563,-0.40821,-0.38191,-3.1361,-1,0,12
-0.48563,-0.40821,-0.38191,-4.1361,-1,0,12
-0.48563,-0.40821,-0.38191,3.8639,-1,1,12
