MB_X,MB_Y,Subj,Choice
4.9967,1.1155,2,1
-1.0033,-0.88447,2,0
-3.0033,5.1155,2,0
2.9967,-0.88447,2,0
4.9967,1.1155,2,0
2.9967,3.1155,2,0
-0.0033364,3.1155,2,1
-0.0033364,4.1155,2,1
-0.0033364,5.1155,2,1
-3.0033,-0.88447,2,1
-0.0033364,5.1155,2,0
-3.0033,1.1155,2,1
-3.0033,-0.88447,2,0
-0.0033364,4.1155,2,0
0.99666,4.1155,2,1
0.99666,5.1155,2,0
-0.0033364,-0.88447,2,1
4.9967,0.11553,2,0
-1.0033,-0.88447,2,1
2.9967,3.1155,2,1
2.9967,2.1155,2,1
3.9967,4.1155,2,0
2.9967,-0.88447,2,0
-1.0033,3.1155,2,1
3.9967,2.1155,2,1
3.9967,3.1155,2,0
3.9967,3.1155,2,1
3.9967,2.1155,2,0
-1.0033,4.1155,2,1
-1.0033,2.1155,2,1
3.9967,3.1155,2,1
3.9967,0.11553,2,1
3.9967,0.11553,2,1
-1.0033,2.1155,2,0
3.9967,3.1155,2,1
0.99666,-1.8845,2,0
3.9967,1.1155,2,1
0.99666,2.1155,2,1
4.9967,-1.8845,2,0
2.9967,1.1155,2,0
3.9967,1.1155,2,1
1.9967,-1.8845,2,1
4.9967,4.1155,2,1
4.9967,4.1155,2,1
1.9967,1.1155,2,1
1.9967,2.1155,2,1
3.9967,2.1155,2,0
2.9967,2.1155,2,0
4.9967,5.1155,2,1
2.9967,2.1155,2,0
0.99666,2.1155,2,0
0.99666,2.1155,2,0
0.99666,-4.8845,2,0
4.9967,-0.88447,2,0
-2.0033,1.1155,2,1
-2.0033,1.1155,2,1
-2.0033,-0.88447,2,0
0.99666,3.1155,2,1
-3.0033,-0.88447,2,0
2.9967,-4.8845,2,0
-4.0033,3.1155,2,1
-1.0033,-0.88447,2,1
-5.0033,-0.88447,2,0
-2.0033,-0.88447,2,1
-4.0033,-4.8845,2,1
-0.0033364,-0.88447,2,0
-1.0033,0.11553,2,0
-4.0033,1.1155,2,1
-0.0033364,0.11553,2,1
-1.0033,1.1155,2,0
-0.0033364,0.11553,2,0
-0.0033364,-0.88447,2,1
1.9967,1.1155,2,1
-0.0033364,-0.88447,2,1
1.9967,-4.8845,2,1
0.99666,-0.88447,2,0
3.9967,-0.88447,2,0
3.9967,-0.88447,2,0
2.9967,-0.88447,2,0
2.9967,-0.88447,2,0
3.9967,-0.88447,2,0
2.9967,-3.8845,2,0
1.9967,1.1155,2,0
4.9967,1.1155,2,0
-0.0033364,1.1155,2,0
2.9967,-3.8845,2,1
2.9967,-3.8845,2,0
-4.0033,4.1155,2,1
-0.0033364,1.1155,2,0
3.9967,3.1155,2,1
3.9967,-3.8845,2,0
-0.0033364,1.1155,2,0
0.99666,1.1155,2,1
-0.0033364,1.1155,2,0
-3.0033,1.1155,2,0
3.9967,4.1155,2,1
0.99666,4.1155,2,0
-0.0033364,3.1155,2,1
3.9967,1.1155,2,1
3.9967,0.11553,2,1
3.9967,-2.8845,2,0
0.99666,4.1155,2,0
3.9967,0.11553,2,1
-3.0033,3.1155,2,0
-0.0033364,3.1155,2,1
3.9967,-0.88447,2,0
2.9967,4.1155,2,0
-4.0033,4.1155,2,1
-0.0033364,-3.8845,2,0
-0.0033364,-3.8845,2,1
-0.0033364,-3.8845,2,0
-3.0033,-3.8845,2,1
-3.0033,-2.8845,2,0
-0.0033364,3.1155,2,1
-3.0033,1.1155,2,1
-3.0033,3.1155,2,0
-3.0033,-2.8845,2,1
-4.0033,1.1155,2,1
-3.0033,-2.8845,2,0
-4.0033,1.1155,2,1
4.9967,-2.8845,2,0
4.9967,3.1155,2,1
2.9967,1.1155,2,1
4.9967,3.1155,2,1
4.9967,3.1155,2,1
4.9967,2.1155,2,0
-4.0033,3.1155,2,1
-4.0033,-0.88447,2,0
1.9967,3.1155,2,1
1.9967,3.1155,2,1
-4.0033,1.1155,2,1
3.9967,2.1155,2,1
-4.0033,-0.88447,2,1
3.9967,1.1155,2,1
3.9967,4.1155,2,1
3.9967,3.1155,2,0
-2.0033,1.1155,2,1
-3.0033,2.1155,2,1
-3.0033,-1.8845,2,1
-3.0033,2.1155,2,1
3.9967,1.1155,2,1
-1.0033,4.1155,2,0
0.99666,4.1155,2,0
-2.0033,1.1155,2,0
0.99666,-1.8845,2,1
-3.0033,-2.8845,2,1
-4.0033,2.1155,2,1
-4.0033,1.1155,2,1
-4.0033,1.1155,2,0
0.99666,-1.8845,2,1
-3.0033,1.1155,2,1
-3.0033,-3.8845,2,1
-3.0033,2.1155,2,1
-2.0033,1.1155,2,1
2.9967,-1.8845,2,1
-3.0033,-1.8845,2,1
-2.0033,3.1155,2,1
2.9967,-0.88447,2,0
-3.0033,3.1155,2,1
-3.0033,-2.8845,2,1
-3.0033,0.11553,2,1
-4.0033,2.1155,3,0
0.99666,5.1155,3,1
0.99666,-1.8845,3,1
-4.0033,1.1155,3,0
0.99666,-0.88447,3,0
2.9967,1.1155,3,0
0.99666,0.11553,3,0
-0.0033364,-1.8845,3,0
2.9967,-1.8845,3,0
-2.0033,1.1155,3,0
2.9967,-1.8845,3,0
-4.0033,2.1155,3,0
-0.0033364,-1.8845,3,1
-4.0033,-0.88447,3,0
0.99666,0.11553,3,0
-4.0033,-0.88447,3,0
-0.0033364,2.1155,3,0
1.9967,4.1155,3,1
4.9967,-1.8845,3,0
-1.0033,1.1155,3,0
3.9967,-1.8845,3,0
-3.0033,-2.8845,3,0
0.99666,-1.8845,3,0
-3.0033,-0.88447,3,0
-1.0033,4.1155,3,1
0.99666,1.1155,3,1
0.99666,-0.88447,3,1
-1.0033,3.1155,3,0
0.99666,-2.8845,3,0
-3.0033,-1.8845,3,1
-3.0033,3.1155,3,0
-5.0033,-3.8845,3,1
0.99666,-2.8845,3,1
-5.0033,-1.8845,3,0
0.99666,-4.8845,3,1
-5.0033,-1.8845,3,1
0.99666,1.1155,3,1
0.99666,-4.8845,3,0
2.9967,-1.8845,3,1
2.9967,-1.8845,3,1
-4.0033,0.11553,3,1
0.99666,-3.8845,3,1
-2.0033,1.1155,3,0
2.9967,0.11553,3,1
2.9967,-0.88447,3,0
-3.0033,1.1155,3,1
4.9967,-0.88447,3,0
0.99666,-2.8845,3,0
-1.0033,0.11553,3,1
-3.0033,-0.88447,3,1
-2.0033,5.1155,3,0
4.9967,1.1155,3,0
-1.0033,-2.8845,3,1
-5.0033,-0.88447,3,0
-1.0033,-4.8845,3,1
-1.0033,-2.8845,3,1
-1.0033,0.11553,3,1
-1.0033,4.1155,3,1
-1.0033,5.1155,3,0
-1.0033,-0.88447,3,1
-1.0033,1.1155,3,0
-2.0033,4.1155,3,1
-1.0033,3.1155,3,0
1.9967,3.1155,3,1
1.9967,-0.88447,3,0
1.9967,4.1155,3,1
1.9967,-0.88447,3,1
1.9967,2.1155,3,0
-2.0033,-1.8845,3,0
-0.0033364,4.1155,3,0
-0.0033364,2.1155,3,0
-0.0033364,2.1155,3,0
1.9967,2.1155,3,0
-2.0033,0.11553,3,0
-1.0033,2.1155,3,0
-0.0033364,1.1155,3,1
-4.0033,5.1155,3,1
-0.0033364,5.1155,3,1
-0.0033364,-3.8845,3,0
-2.0033,2.1155,3,1
-4.0033,-1.8845,3,0
-3.0033,-1.8845,3,0
-1.0033,-1.8845,3,1
-3.0033,2.1155,3,1
-1.0033,4.1155,3,1
0.99666,-2.8845,3,0
-0.0033364,0.11553,3,0
-1.0033,3.1155,3,1
0.99666,3.1155,3,1
-1.0033,5.1155,3,1
0.99666,-4.8845,3,1
-3.0033,1.1155,3,1
-3.0033,4.1155,3,1
3.9967,-2.8845,3,1
2.9967,-2.8845,3,1
-4.0033,4.1155,3,1
2.9967,-3.8845,3,1
3.9967,-1.8845,3,0
2.9967,-1.8845,3,0
4.9967,-2.8845,3,1
2.9967,-2.8845,3,1
3.9967,-1.8845,3,0
4.9967,-4.8845,3,0
2.9967,-3.8845,3,0
-5.0033,4.1155,3,0
0.99666,-3.8845,3,1
3.9967,-3.8845,3,0
-2.0033,-4.8845,3,1
3.9967,-2.8845,3,0
4.9967,-2.8845,3,1
0.99666,-1.8845,3,1
0.99666,4.1155,3,0
4.9967,-4.8845,3,0
-1.0033,4.1155,3,1
0.99666,-0.88447,3,1
3.9967,2.1155,3,1
3.9967,2.1155,3,1
4.9967,-3.8845,3,0
4.9967,3.1155,3,1
4.9967,2.1155,3,1
3.9967,1.1155,3,1
3.9967,5.1155,3,0
-0.0033364,-0.88447,3,0
-0.0033364,-0.88447,3,0
-5.0033,-1.8845,3,0
-1.0033,-0.88447,3,0
4.9967,-4.8845,3,1
-0.0033364,-0.88447,3,1
-0.0033364,0.11553,3,1
4.9967,-1.8845,3,1
4.9967,-4.8845,3,1
-4.0033,-2.8845,3,0
-0.0033364,-0.88447,3,0
-4.0033,5.1155,3,0
0.99666,-2.8845,3,0
-3.0033,-0.88447,3,0
-1.0033,-3.8845,3,1
-3.0033,-0.88447,3,0
-4.0033,-2.8845,3,0
-4.0033,-3.8845,3,1
0.99666,1.1155,3,1
-1.0033,-0.88447,3,0
-4.0033,-0.88447,3,0
0.99666,4.1155,3,0
3.9967,0.11553,3,1
-0.0033364,-0.88447,3,1
0.99666,4.1155,3,0
-5.0033,0.11553,3,0
2.9967,4.1155,3,0
-0.0033364,-2.8845,3,1
-0.0033364,0.11553,3,0
3.9967,1.1155,3,0
0.99666,0.11553,3,1
-4.0033,4.1155,3,0
-3.0033,3.1155,3,1
1.9967,4.1155,3,0
0.99666,1.1155,3,1
1.9967,-2.8845,3,0
1.9967,-2.8845,3,1
-0.0033364,2.1155,3,1
0.99666,3.1155,3,0
0.99666,2.1155,3,1
4.9967,3.1155,4,0
0.99666,-2.8845,4,0
-2.0033,2.1155,4,1
4.9967,5.1155,4,0
-2.0033,5.1155,4,0
-2.0033,5.1155,4,1
-2.0033,-4.8845,4,1
3.9967,-1.8845,4,0
3.9967,-1.8845,4,0
-2.0033,-2.8845,4,1
-2.0033,-2.8845,4,1
-2.0033,2.1155,4,0
-2.0033,1.1155,4,1
-2.0033,-3.8845,4,1
-2.0033,-0.88447,4,1
1.9967,-1.8845,4,0
-2.0033,-2.8845,4,0
-3.0033,3.1155,4,1
-2.0033,-2.8845,4,1
-2.0033,3.1155,4,1
-2.0033,0.11553,4,0
-1.0033,0.11553,4,0
-5.0033,3.1155,4,1
-2.0033,-4.8845,4,1
-2.0033,-0.88447,4,0
-5.0033,-0.88447,4,0
1.9967,0.11553,4,0
-1.0033,4.1155,4,0
-1.0033,4.1155,4,1
-4.0033,4.1155,4,0
-3.0033,4.1155,4,1
-4.0033,4.1155,4,1
-1.0033,3.1155,4,1
-3.0033,4.1155,4,0
-1.0033,3.1155,4,0
-4.0033,-2.8845,4,0
-4.0033,3.1155,4,0
3.9967,4.1155,4,1
-4.0033,3.1155,4,0
3.9967,0.11553,4,0
3.9967,0.11553,4,0
4.9967,1.1155,4,0
2.9967,3.1155,4,0
4.9967,0.11553,4,1
-4.0033,3.1155,4,1
-0.0033364,-3.8845,4,0
-2.0033,-3.8845,4,0
-3.0033,5.1155,4,0
4.9967,0.11553,4,1
4.9967,3.1155,4,1
4.9967,1.1155,4,1
0.99666,5.1155,4,0
-3.0033,2.1155,4,1
4.9967,-4.8845,4,1
2.9967,-4.8845,4,0
-2.0033,5.1155,4,0
-1.0033,5.1155,4,0
-5.0033,3.1155,4,1
3.9967,-4.8845,4,1
4.9967,5.1155,4,0
3.9967,4.1155,4,0
2.9967,4.1155,4,1
-1.0033,5.1155,4,0
2.9967,-4.8845,4,1
3.9967,-4.8845,4,1
-2.0033,1.1155,4,1
3.9967,-1.8845,4,1
3.9967,-2.8845,4,1
4.9967,0.11553,4,0
-3.0033,2.1155,4,1
3.9967,-2.8845,4,0
-3.0033,2.1155,4,1
3.9967,-2.8845,4,1
-3.0033,1.1155,4,0
-5.0033,-0.88447,4,0
3.9967,-2.8845,4,1
3.9967,-0.88447,4,0
2.9967,0.11553,4,0
-0.0033364,-2.8845,4,0
-0.0033364,-2.8845,4,1
-3.0033,0.11553,4,0
-4.0033,3.1155,4,0
-4.0033,3.1155,4,1
2.9967,0.11553,4,0
-0.0033364,-2.8845,4,1
2.9967,0.11553,4,0
0.99666,-2.8845,4,0
-4.0033,4.1155,4,1
-4.0033,4.1155,4,1
2.9967,-2.8845,4,0
3.9967,-2.8845,4,1
-1.0033,2.1155,4,0
0.99666,0.11553,4,0
3.9967,-3.8845,4,0
-0.0033364,2.1155,4,1
3.9967,-0.88447,4,1
3.9967,-3.8845,4,0
2.9967,-3.8845,4,0
1.9967,0.11553,4,0
1.9967,0.11553,4,0
3.9967,-3.8845,4,0
0.99666,0.11553,4,1
3.9967,1.1155,4,1
3.9967,-2.8845,4,1
3.9967,0.11553,4,1
3.9967,-4.8845,4,0
-2.0033,1.1155,4,1
3.9967,-2.8845,4,1
3.9967,-1.8845,4,1
3.9967,-4.8845,4,1
-2.0033,-1.8845,4,0
3.9967,0.11553,4,0
3.9967,-2.8845,4,0
-3.0033,0.11553,4,0
2.9967,2.1155,4,1
-3.0033,3.1155,4,1
-2.0033,-2.8845,4,1
-3.0033,-2.8845,4,0
3.9967,4.1155,4,0
-3.0033,-2.8845,4,0
2.9967,-2.8845,4,1
3.9967,4.1155,4,1
2.9967,-2.8845,4,1
3.9967,5.1155,4,0
1.9967,5.1155,4,0
2.9967,-1.8845,4,1
2.9967,-2.8845,4,0
-3.0033,5.1155,4,1
1.9967,-2.8845,4,0
4.9967,-1.8845,4,1
-5.0033,5.1155,4,0
2.9967,5.1155,4,1
2.9967,3.1155,4,0
-1.0033,3.1155,4,0
-5.0033,5.1155,4,1
-4.0033,3.1155,4,1
-5.0033,-0.88447,4,0
-5.0033,3.1155,4,0
1.9967,1.1155,4,0
-4.0033,3.1155,4,1
0.99666,-0.88447,4,1
-4.0033,2.1155,4,1
-0.0033364,1.1155,4,0
-4.0033,0.11553,4,1
-2.0033,3.1155,4,0
-4.0033,0.11553,4,1
-2.0033,3.1155,4,1
-2.0033,-1.8845,4,1
-4.0033,-2.8845,4,1
-2.0033,-2.8845,4,1
-4.0033,-2.8845,4,0
3.9967,-2.8845,4,0
-2.0033,-0.88447,4,1
-2.0033,-4.8845,4,0
3.9967,1.1155,4,1
3.9967,3.1155,4,1
3.9967,2.1155,4,0
0.99666,-2.8845,4,0
0.99666,-1.8845,4,1
-0.0033364,-0.88447,4,0
-2.0033,1.1155,4,0
-2.0033,2.1155,5,1
-0.0033364,0.11553,5,1
-3.0033,-3.8845,5,1
-0.0033364,1.1155,5,1
1.9967,-2.8845,5,0
1.9967,2.1155,5,0
-0.0033364,4.1155,5,1
-3.0033,2.1155,5,1
2.9967,-2.8845,5,0
-0.0033364,2.1155,5,1
2.9967,-2.8845,5,0
-3.0033,5.1155,5,1
-0.0033364,5.1155,5,1
-0.0033364,5.1155,5,1
-0.0033364,2.1155,5,1
-2.0033,-0.88447,5,1
4.9967,-2.8845,5,0
-0.0033364,0.11553,5,0
-3.0033,0.11553,5,1
1.9967,-1.8845,5,0
-3.0033,2.1155,5,1
-3.0033,3.1155,5,1
-2.0033,-2.8845,5,1
4.9967,2.1155,5,0
3.9967,-1.8845,5,0
-4.0033,3.1155,5,1
-4.0033,0.11553,5,0
-4.0033,0.11553,5,1
-4.0033,2.1155,5,1
-2.0033,2.1155,5,1
2.9967,2.1155,5,1
4.9967,-1.8845,5,0
2.9967,5.1155,5,1
2.9967,-1.8845,5,0
-2.0033,2.1155,5,1
-2.0033,2.1155,5,1
3.9967,-1.8845,5,0
2.9967,-1.8845,5,0
2.9967,0.11553,5,0
2.9967,0.11553,5,1
2.9967,0.11553,5,1
2.9967,-4.8845,5,0
2.9967,0.11553,5,1
-0.0033364,-3.8845,5,1
2.9967,1.1155,5,1
2.9967,0.11553,5,0
2.9967,0.11553,5,0
2.9967,0.11553,5,1
2.9967,0.11553,5,0
2.9967,0.11553,5,0
3.9967,-3.8845,5,0
1.9967,-1.8845,5,0
2.9967,2.1155,5,1
-3.0033,-2.8845,5,0
-3.0033,-2.8845,5,1
-2.0033,-3.8845,5,1
-3.0033,-3.8845,5,1
-3.0033,0.11553,5,0
-3.0033,-3.8845,5,0
-2.0033,-2.8845,5,1
-3.0033,-0.88447,5,1
-0.0033364,-1.8845,5,0
-1.0033,-1.8845,5,0
-2.0033,-1.8845,5,1
-3.0033,2.1155,5,1
-5.0033,-1.8845,5,0
-5.0033,2.1155,5,1
-2.0033,3.1155,5,0
-5.0033,-1.8845,5,1
0.99666,3.1155,5,0
-1.0033,-3.8845,5,0
-4.0033,-2.8845,5,0
-5.0033,-1.8845,5,1
-2.0033,3.1155,5,1
-5.0033,1.1155,5,1
-2.0033,2.1155,5,1
-3.0033,1.1155,5,1
-3.0033,-1.8845,5,0
-3.0033,-1.8845,5,0
-2.0033,-1.8845,5,1
-2.0033,0.11553,5,1
-2.0033,-0.88447,5,0
-2.0033,5.1155,5,1
-4.0033,-1.8845,5,0
-2.0033,-3.8845,5,0
-2.0033,-2.8845,5,0
-4.0033,-2.8845,5,1
-4.0033,-1.8845,5,0
-2.0033,-2.8845,5,1
-2.0033,1.1155,5,1
-4.0033,-1.8845,5,0
-1.0033,-1.8845,5,0
-5.0033,3.1155,5,1
2.9967,-1.8845,5,0
1.9967,-1.8845,5,0
-5.0033,1.1155,5,1
-2.0033,-1.8845,5,1
3.9967,-1.8845,5,0
3.9967,1.1155,5,1
0.99666,-1.8845,5,0
-3.0033,4.1155,5,1
-3.0033,4.1155,5,1
3.9967,-0.88447,5,0
1.9967,3.1155,5,0
2.9967,4.1155,5,1
2.9967,1.1155,5,1
2.9967,2.1155,5,1
0.99666,-0.88447,5,0
2.9967,2.1155,5,0
3.9967,-0.88447,5,0
2.9967,-0.88447,5,1
-0.0033364,2.1155,5,1
-0.0033364,0.11553,5,1
-0.0033364,3.1155,5,1
4.9967,3.1155,5,0
4.9967,5.1155,5,0
4.9967,5.1155,5,0
-0.0033364,4.1155,5,1
1.9967,-1.8845,5,0
1.9967,-1.8845,5,0
1.9967,5.1155,5,0
1.9967,5.1155,5,0
1.9967,-1.8845,5,0
2.9967,2.1155,5,1
-4.0033,4.1155,5,1
2.9967,3.1155,5,0
2.9967,-1.8845,5,1
-0.0033364,-1.8845,5,0
4.9967,3.1155,5,0
-4.0033,-1.8845,5,0
4.9967,3.1155,5,0
-1.0033,3.1155,5,1
1.9967,-1.8845,5,0
-1.0033,4.1155,5,1
-2.0033,4.1155,5,1
-2.0033,1.1155,5,1
-3.0033,4.1155,5,1
-2.0033,-1.8845,5,1
-2.0033,4.1155,5,1
1.9967,-1.8845,5,0
0.99666,4.1155,5,1
0.99666,4.1155,5,1
1.9967,-1.8845,5,0
-2.0033,1.1155,5,0
-2.0033,4.1155,5,1
0.99666,4.1155,5,1
4.9967,-1.8845,5,1
0.99666,5.1155,5,0
0.99666,-1.8845,5,1
3.9967,0.11553,5,0
-2.0033,1.1155,5,0
-0.0033364,0.11553,5,0
0.99666,5.1155,5,1
0.99666,1.1155,5,1
0.99666,-0.88447,5,0
-2.0033,-0.88447,5,1
-1.0033,1.1155,5,1
-2.0033,1.1155,5,1
-2.0033,0.11553,5,0
0.99666,-2.8845,5,0
-1.0033,3.1155,5,1
0.99666,1.1155,5,1
-0.0033364,3.1155,6,1
0.99666,3.1155,6,1
-2.0033,-3.8845,6,0
2.9967,-3.8845,6,0
0.99666,4.1155,6,0
-4.0033,3.1155,6,0
-4.0033,-1.8845,6,0
-4.0033,-1.8845,6,1
0.99666,4.1155,6,0
0.99666,4.1155,6,0
-4.0033,3.1155,6,0
-4.0033,0.11553,6,1
-0.0033364,-3.8845,6,0
-0.0033364,4.1155,6,0
3.9967,-3.8845,6,1
-0.0033364,4.1155,6,0
3.9967,-2.8845,6,1
3.9967,4.1155,6,0
2.9967,-1.8845,6,0
3.9967,-1.8845,6,0
-0.0033364,3.1155,6,1
-0.0033364,1.1155,6,1
-3.0033,-2.8845,6,1
-3.0033,0.11553,6,0
-0.0033364,-2.8845,6,0
-1.0033,1.1155,6,0
1.9967,-3.8845,6,0
1.9967,-3.8845,6,0
-4.0033,3.1155,6,0
-1.0033,-1.8845,6,0
3.9967,-3.8845,6,1
-4.0033,1.1155,6,1
-4.0033,-2.8845,6,1
3.9967,-3.8845,6,0
-4.0033,2.1155,6,1
-4.0033,2.1155,6,1
-4.0033,-0.88447,6,0
-4.0033,-0.88447,6,0
-1.0033,-1.8845,6,0
-4.0033,0.11553,6,1
-4.0033,-2.8845,6,1
-4.0033,-0.88447,6,0
-2.0033,4.1155,6,1
-4.0033,4.1155,6,0
3.9967,-1.8845,6,0
-2.0033,-1.8845,6,1
3.9967,-1.8845,6,1
1.9967,-1.8845,6,0
2.9967,-1.8845,6,0
-2.0033,-1.8845,6,0
3.9967,-1.8845,6,0
-4.0033,1.1155,6,1
3.9967,-1.8845,6,0
-4.0033,-1.8845,6,0
4.9967,3.1155,6,0
2.9967,3.1155,6,0
2.9967,-1.8845,6,1
4.9967,-2.8845,6,0
3.9967,3.1155,6,0
2.9967,-3.8845,6,0
2.9967,4.1155,6,0
3.9967,-2.8845,6,0
0.99666,2.1155,6,1
3.9967,-2.8845,6,0
0.99666,4.1155,6,1
-2.0033,3.1155,6,0
1.9967,-2.8845,6,0
-3.0033,3.1155,6,1
1.9967,-2.8845,6,0
2.9967,-3.8845,6,0
1.9967,-2.8845,6,0
-3.0033,-3.8845,6,1
-3.0033,5.1155,6,1
3.9967,2.1155,6,0
1.9967,4.1155,6,1
-3.0033,-2.8845,6,0
4.9967,-2.8845,6,0
-2.0033,4.1155,6,1
3.9967,-2.8845,6,0
1.9967,-1.8845,6,0
-3.0033,3.1155,6,1
2.9967,-1.8845,6,0
3.9967,-2.8845,6,0
-4.0033,-0.88447,6,0
-1.0033,-1.8845,6,0
-3.0033,5.1155,6,0
-0.0033364,-2.8845,6,0
-2.0033,-1.8845,6,0
-4.0033,-1.8845,6,1
-0.0033364,-3.8845,6,0
-3.0033,5.1155,6,1
-3.0033,5.1155,6,1
-4.0033,0.11553,6,1
-3.0033,4.1155,6,1
-2.0033,3.1155,6,1
-2.0033,-3.8845,6,0
0.99666,-2.8845,6,1
-2.0033,2.1155,6,1
-2.0033,-0.88447,6,0
-1.0033,4.1155,6,1
0.99666,1.1155,6,1
-1.0033,0.11553,6,0
0.99666,1.1155,6,1
-3.0033,1.1155,6,0
-1.0033,-0.88447,6,0
-4.0033,0.11553,6,1
-3.0033,-0.88447,6,1
-4.0033,2.1155,6,0
0.99666,1.1155,6,1
-4.0033,-0.88447,6,1
1.9967,-3.8845,6,0
3.9967,-3.8845,6,0
3.9967,-3.8845,6,0
0.99666,4.1155,6,1
-4.0033,4.1155,6,1
0.99666,4.1155,6,1
2.9967,0.11553,6,0
0.99666,4.1155,6,1
-0.0033364,4.1155,6,1
