MB_X,MB_Y,Subj,Choice
-2.0033,-0.88447,24,1
-2.0033,-3.8845,24,0
-3.0033,-3.8845,24,0
-3.0033,-3.8845,24,0
-3.0033,-1.8845,24,1
-3.0033,0.11553,24,1
-3.0033,3.1155,24,1
1.9967,-2.8845,24,0
1.9967,-2.8845,24,0
-3.0033,-2.8845,24,1
-3.0033,3.1155,24,0
-1.0033,-1.8845,24,0
-5.0033,3.1155,24,0
-5.0033,0.11553,24,1
-5.0033,-3.8845,24,1
-3.0033,-2.8845,24,1
-4.0033,3.1155,24,0
-3.0033,-0.88447,24,1
-3.0033,3.1155,24,0
1.9967,-2.8845,24,1
-5.0033,-3.8845,24,1
-0.0033364,3.1155,24,1
1.9967,-0.88447,24,0
-5.0033,-0.88447,24,0
-5.0033,0.11553,24,0
2.9967,-0.88447,24,1
-0.0033364,-0.88447,24,1
-3.0033,0.11553,24,1
0.99666,-0.88447,24,0
-0.0033364,0.11553,24,1
1.9967,-0.88447,24,1
-3.0033,-4.8845,24,0
3.9967,-0.88447,24,0
-5.0033,0.11553,24,1
-1.0033,5.1155,24,1
-5.0033,0.11553,24,0
-3.0033,0.11553,24,1
-3.0033,-1.8845,24,1
-3.0033,-1.8845,24,0
-2.0033,-4.8845,24,0
2.9967,-0.88447,24,1
0.99666,-0.88447,24,0
1.9967,-0.88447,24,0
-5.0033,-2.8845,24,1
-2.0033,-4.8845,24,0
-5.0033,-4.8845,24,0
-1.0033,-1.8845,24,1
0.99666,-0.88447,24,0
0.99666,-0.88447,24,0
-5.0033,-3.8845,24,0
-1.0033,-3.8845,24,0
3.9967,0.11553,24,0
-0.0033364,3.1155,24,0
-5.0033,-3.8845,24,0
2.9967,2.1155,24,1
0.99666,3.1155,24,1
-4.0033,-4.8845,24,0
0.99666,3.1155,24,1
-5.0033,-3.8845,24,0
0.99666,-1.8845,25,1
0.99666,-3.8845,25,0
1.9967,-1.8845,25,1
1.9967,2.1155,25,0
2.9967,0.11553,25,0
1.9967,-3.8845,25,0
1.9967,2.1155,25,0
2.9967,2.1155,25,0
1.9967,-3.8845,25,1
1.9967,3.1155,25,0
2.9967,-0.88447,25,1
1.9967,2.1155,25,0
2.9967,-3.8845,25,1
-2.0033,3.1155,25,1
1.9967,-1.8845,25,0
-2.0033,-4.8845,25,0
2.9967,-1.8845,25,1
-0.0033364,0.11553,25,1
-1.0033,-4.8845,25,1
2.9967,-4.8845,25,0
-1.0033,-4.8845,25,0
-1.0033,1.1155,25,0
-5.0033,-0.88447,25,1
-1.0033,-2.8845,25,1
-1.0033,-4.8845,25,1
-0.0033364,-0.88447,25,1
-0.0033364,-2.8845,25,1
-1.0033,1.1155,25,1
-1.0033,-0.88447,25,1
-0.0033364,-3.8845,25,1
-0.0033364,-2.8845,25,0
-4.0033,-2.8845,25,1
-3.0033,-3.8845,25,0
-4.0033,-2.8845,25,0
1.9967,-0.88447,25,1
1.9967,3.1155,25,0
-0.0033364,3.1155,25,0
-1.0033,-2.8845,25,1
-1.0033,5.1155,25,1
-1.0033,3.1155,25,1
-1.0033,0.11553,25,1
-1.0033,-4.8845,25,0
-3.0033,-2.8845,25,1
2.9967,-2.8845,25,1
-0.0033364,-2.8845,25,1
2.9967,4.1155,25,1
-0.0033364,-2.8845,25,0
-0.0033364,-3.8845,25,0
2.9967,-0.88447,25,0
1.9967,4.1155,25,1
-4.0033,4.1155,25,0
-3.0033,4.1155,25,1
1.9967,-0.88447,25,1
-1.0033,0.11553,25,0
2.9967,-2.8845,25,0
0.99666,-0.88447,25,0
-3.0033,4.1155,25,1
0.99666,-1.8845,25,1
-0.0033364,1.1155,25,0
-1.0033,0.11553,25,1
-1.0033,-2.8845,25,1
-1.0033,-2.8845,25,1
-0.0033364,0.11553,25,1
-1.0033,4.1155,25,1
-1.0033,0.11553,25,0
-5.0033,0.11553,25,0
-4.0033,-4.8845,25,0
1.9967,-4.8845,25,1
0.99666,-0.88447,25,1
-4.0033,0.11553,25,1
-4.0033,2.1155,25,0
-1.0033,-0.88447,25,0
-1.0033,-0.88447,25,0
1.9967,-1.8845,25,0
-1.0033,-0.88447,25,1
-2.0033,3.1155,25,0
2.9967,-0.88447,25,0
4.9967,-0.88447,25,1
-1.0033,-0.88447,25,0
-2.0033,-0.88447,25,1
4.9967,-2.8845,25,1
-2.0033,-2.8845,25,1
-2.0033,-2.8845,25,0
4.9967,-2.8845,25,0
-4.0033,-2.8845,25,1
-0.0033364,-2.8845,25,0
-4.0033,3.1155,25,0
-4.0033,2.1155,25,1
-1.0033,3.1155,25,1
-0.0033364,-0.88447,25,0
-0.0033364,2.1155,25,0
-4.0033,-1.8845,25,1
-4.0033,0.11553,25,0
-5.0033,2.1155,25,0
-0.0033364,2.1155,25,1
-4.0033,-3.8845,25,0
-3.0033,3.1155,25,0
-4.0033,3.1155,25,0
-1.0033,0.11553,25,1
2.9967,3.1155,25,0
-1.0033,-1.8845,25,1
-1.0033,-3.8845,25,1
1.9967,3.1155,25,0
-1.0033,-0.88447,25,0
-0.0033364,-0.88447,25,0
-4.0033,0.11553,25,1
-1.0033,-0.88447,25,1
1.9967,3.1155,25,0
1.9967,-3.8845,25,0
-4.0033,3.1155,25,1
-2.0033,-0.88447,25,0
-5.0033,3.1155,25,0
1.9967,-3.8845,25,1
-5.0033,3.1155,25,1
-5.0033,-0.88447,25,0
-3.0033,2.1155,25,0
-5.0033,1.1155,25,1
1.9967,-4.8845,25,1
-5.0033,1.1155,25,1
-5.0033,-4.8845,25,1
-5.0033,-4.8845,25,0
-5.0033,3.1155,25,1
2.9967,3.1155,25,1
-2.0033,3.1155,25,1
-0.0033364,3.1155,25,1
-2.0033,-4.8845,25,1
-0.0033364,4.1155,25,1
-2.0033,-3.8845,25,0
1.9967,0.11553,25,0
-0.0033364,-3.8845,25,0
-1.0033,3.1155,25,1
-1.0033,-3.8845,25,1
1.9967,-0.88447,25,1
-1.0033,-0.88447,25,1
1.9967,-3.8845,25,0
-0.0033364,-3.8845,25,0
-2.0033,2.1155,25,1
-4.0033,-1.8845,25,0
-4.0033,-1.8845,25,0
-5.0033,-0.88447,25,0
-0.0033364,2.1155,25,0
-1.0033,-1.8845,25,0
-3.0033,-1.8845,25,0
-1.0033,2.1155,25,1
-1.0033,-1.8845,25,1
1.9967,2.1155,25,0
4.9967,2.1155,25,0
-0.0033364,2.1155,25,1
-0.0033364,2.1155,25,0
-1.0033,-0.88447,25,0
-0.0033364,5.1155,25,0
-1.0033,-3.8845,25,0
-0.0033364,5.1155,25,1
-4.0033,-0.88447,25,0
-0.0033364,0.11553,25,1
-1.0033,-4.8845,25,1
-0.0033364,0.11553,25,0
-1.0033,-2.8845,25,1
2.9967,-4.8845,25,0
-0.0033364,0.11553,25,1
3.9967,0.11553,25,1
2.9967,-1.8845,25,1
0.99666,1.1155,26,0
4.9967,5.1155,26,1
4.9967,3.1155,26,1
4.9967,1.1155,26,1
4.9967,-3.8845,26,1
0.99666,0.11553,26,0
-0.0033364,-3.8845,26,1
2.9967,4.1155,26,1
2.9967,4.1155,26,1
4.9967,3.1155,26,0
2.9967,3.1155,26,1
2.9967,3.1155,26,1
-0.0033364,3.1155,26,1
-0.0033364,0.11553,26,1
-2.0033,0.11553,26,0
-0.0033364,0.11553,26,0
2.9967,-3.8845,26,1
-4.0033,3.1155,26,1
-5.0033,0.11553,26,1
-5.0033,0.11553,26,1
-3.0033,3.1155,26,1
-3.0033,-0.88447,26,0
-5.0033,-0.88447,26,1
-5.0033,-0.88447,26,0
-3.0033,5.1155,26,1
-3.0033,0.11553,26,1
-3.0033,-0.88447,26,1
-3.0033,0.11553,26,0
-2.0033,0.11553,26,1
-3.0033,3.1155,26,1
0.99666,-2.8845,26,0
-4.0033,0.11553,26,0
-3.0033,-0.88447,26,1
-3.0033,1.1155,26,1
-3.0033,-0.88447,26,0
-1.0033,-0.88447,26,0
-0.0033364,1.1155,26,1
-3.0033,0.11553,26,1
-1.0033,1.1155,26,0
-2.0033,0.11553,26,0
3.9967,1.1155,26,0
0.99666,0.11553,26,1
2.9967,0.11553,26,1
-0.0033364,2.1155,26,1
2.9967,-1.8845,26,1
2.9967,2.1155,26,1
2.9967,-3.8845,26,0
-0.0033364,2.1155,26,1
-0.0033364,0.11553,26,0
2.9967,-1.8845,26,1
-0.0033364,0.11553,26,1
-0.0033364,2.1155,26,1
2.9967,-4.8845,26,0
-4.0033,-4.8845,26,0
0.99666,0.11553,26,1
0.99666,1.1155,26,0
2.9967,-4.8845,26,0
0.99666,-4.8845,26,1
0.99666,1.1155,26,0
-2.0033,-4.8845,26,1
0.99666,1.1155,26,0
3.9967,1.1155,26,0
0.99666,-1.8845,26,1
4.9967,1.1155,26,1
-2.0033,5.1155,26,0
-1.0033,2.1155,26,1
0.99666,-0.88447,26,1
-5.0033,-2.8845,26,1
0.99666,-2.8845,26,1
0.99666,-1.8845,26,0
0.99666,-2.8845,26,1
-1.0033,-4.8845,26,0
-1.0033,-4.8845,26,1
-4.0033,-1.8845,26,1
0.99666,1.1155,26,1
-1.0033,2.1155,26,1
-1.0033,-3.8845,26,0
-5.0033,1.1155,26,0
-5.0033,1.1155,26,1
-1.0033,-3.8845,26,0
0.99666,-4.8845,26,0
-2.0033,-3.8845,26,1
-5.0033,1.1155,26,1
0.99666,-4.8845,26,0
-5.0033,1.1155,26,1
-0.0033364,-3.8845,26,0
-5.0033,-4.8845,26,1
-5.0033,3.1155,26,1
-3.0033,4.1155,26,0
-0.0033364,-3.8845,26,0
-0.0033364,5.1155,26,1
-5.0033,1.1155,26,0
-3.0033,1.1155,26,1
4.9967,-1.8845,26,1
-0.0033364,5.1155,26,1
-3.0033,5.1155,26,1
-4.0033,5.1155,26,1
-4.0033,-3.8845,26,0
4.9967,-0.88447,26,1
4.9967,-1.8845,26,1
-3.0033,-1.8845,26,0
-3.0033,-3.8845,26,1
4.9967,-1.8845,26,0
-4.0033,4.1155,26,0
-3.0033,4.1155,26,1
-3.0033,-1.8845,26,0
1.9967,-2.8845,26,0
-4.0033,-1.8845,26,1
-4.0033,-3.8845,26,0
-4.0033,-1.8845,26,1
-4.0033,2.1155,26,0
-1.0033,3.1155,26,0
-3.0033,-4.8845,26,1
0.99666,3.1155,26,0
-3.0033,-2.8845,26,1
1.9967,1.1155,26,1
1.9967,-0.88447,26,0
0.99666,-2.8845,26,1
2.9967,3.1155,26,0
-1.0033,-1.8845,26,1
-1.0033,3.1155,26,0
-1.0033,-2.8845,26,0
-5.0033,1.1155,26,1
-5.0033,3.1155,26,1
-1.0033,-4.8845,26,0
-5.0033,0.11553,26,1
-5.0033,-0.88447,26,0
-1.0033,-4.8845,26,1
-1.0033,-4.8845,26,1
3.9967,-0.88447,26,0
-1.0033,-4.8845,26,1
-3.0033,3.1155,26,1
-1.0033,-3.8845,26,1
-3.0033,3.1155,26,1
2.9967,3.1155,26,0
-1.0033,-1.8845,26,0
-2.0033,5.1155,26,1
2.9967,-1.8845,26,1
2.9967,-3.8845,26,1
4.9967,3.1155,26,1
4.9967,2.1155,26,1
2.9967,1.1155,26,1
-0.0033364,5.1155,26,1
2.9967,4.1155,26,1
-0.0033364,-1.8845,26,0
-2.0033,4.1155,26,0
3.9967,0.11553,26,0
3.9967,3.1155,26,0
-0.0033364,2.1155,26,1
2.9967,4.1155,26,0
-2.0033,2.1155,26,1
2.9967,0.11553,26,1
-2.0033,3.1155,26,1
1.9967,3.1155,26,1
-2.0033,4.1155,26,1
1.9967,3.1155,26,1
1.9967,4.1155,26,1
-2.0033,4.1155,26,1
3.9967,4.1155,26,1
1.9967,-1.8845,26,1
0.99666,2.1155,26,0
3.9967,5.1155,26,1
-0.0033364,3.1155,27,1
3.9967,-3.8845,27,0
-3.0033,-4.8845,27,0
3.9967,2.1155,27,1
-2.0033,4.1155,27,1
0.99666,-4.8845,27,1
0.99666,-1.8845,27,1
2.9967,-2.8845,27,1
3.9967,-1.8845,27,0
-2.0033,-1.8845,27,0
2.9967,-4.8845,27,0
-3.0033,-1.8845,27,0
0.99666,-4.8845,27,0
-5.0033,-3.8845,27,0
-3.0033,-0.88447,27,1
-3.0033,-3.8845,27,0
0.99666,-2.8845,27,1
0.99666,-2.8845,27,1
-2.0033,-1.8845,27,0
0.99666,-2.8845,27,0
2.9967,-2.8845,27,0
2.9967,-2.8845,27,0
-2.0033,-3.8845,27,1
-2.0033,-1.8845,27,1
-5.0033,-1.8845,27,0
2.9967,0.11553,27,0
2.9967,0.11553,27,1
2.9967,-2.8845,27,0
1.9967,-1.8845,27,1
-2.0033,-3.8845,27,1
1.9967,-1.8845,27,1
1.9967,0.11553,27,0
-3.0033,-3.8845,27,1
-0.0033364,-2.8845,27,1
-5.0033,0.11553,27,0
-3.0033,0.11553,27,0
-0.0033364,2.1155,27,0
-2.0033,-3.8845,27,1
-3.0033,-1.8845,27,1
-1.0033,2.1155,27,1
-3.0033,-1.8845,27,0
-1.0033,-3.8845,27,0
-1.0033,3.1155,27,0
-2.0033,-1.8845,27,0
-2.0033,-1.8845,27,1
-0.0033364,-3.8845,27,0
2.9967,-1.8845,27,1
3.9967,-1.8845,27,1
-1.0033,-3.8845,27,1
-1.0033,-3.8845,27,1
-1.0033,-2.8845,27,1
3.9967,-3.8845,27,0
-1.0033,-2.8845,27,1
4.9967,-3.8845,27,0
1.9967,-2.8845,27,1
1.9967,-2.8845,27,1
1.9967,-4.8845,27,1
1.9967,-2.8845,27,0
-3.0033,-3.8845,27,0
-4.0033,2.1155,27,1
3.9967,-1.8845,27,1
-3.0033,-1.8845,27,1
-4.0033,-3.8845,27,0
3.9967,3.1155,27,1
3.9967,5.1155,27,0
3.9967,-3.8845,27,0
3.9967,4.1155,27,0
-3.0033,-3.8845,27,1
-3.0033,-0.88447,27,0
3.9967,-3.8845,27,1
-3.0033,-4.8845,27,1
-3.0033,-2.8845,27,1
-3.0033,-3.8845,27,0
-3.0033,-3.8845,27,1
3.9967,3.1155,27,1
-3.0033,4.1155,27,0
2.9967,4.1155,27,0
-2.0033,-1.8845,27,0
-5.0033,4.1155,27,0
-2.0033,4.1155,27,0
-2.0033,-2.8845,27,1
-2.0033,-2.8845,27,1
-3.0033,0.11553,27,0
-3.0033,0.11553,27,1
-3.0033,-2.8845,27,1
3.9967,-0.88447,27,1
-4.0033,-0.88447,27,1
3.9967,4.1155,27,0
0.99666,4.1155,27,1
-4.0033,-0.88447,27,1
-4.0033,-2.8845,27,1
-0.0033364,4.1155,27,0
-4.0033,4.1155,27,1
-4.0033,1.1155,27,0
1.9967,1.1155,27,0
3.9967,1.1155,27,0
4.9967,1.1155,27,1
1.9967,-3.8845,27,0
4.9967,1.1155,27,0
2.9967,1.1155,27,1
2.9967,5.1155,27,1
2.9967,-3.8845,27,1
2.9967,-1.8845,27,1
2.9967,1.1155,27,1
2.9967,3.1155,27,0
3.9967,5.1155,27,0
2.9967,0.11553,27,0
2.9967,1.1155,27,1
3.9967,3.1155,27,1
-0.0033364,1.1155,27,0
-0.0033364,0.11553,27,0
0.99666,0.11553,27,0
-0.0033364,0.11553,27,1
-0.0033364,0.11553,27,0
-1.0033,-3.8845,27,1
-1.0033,-3.8845,27,0
-4.0033,-3.8845,27,0
-3.0033,0.11553,27,1
3.9967,2.1155,27,0
-4.0033,-4.8845,27,1
3.9967,-2.8845,27,1
-4.0033,-0.88447,27,0
-4.0033,-1.8845,27,1
-2.0033,-0.88447,27,1
1.9967,-2.8845,27,0
-0.0033364,-0.88447,27,1
-4.0033,-1.8845,27,0
-4.0033,-1.8845,27,0
-0.0033364,-1.8845,27,0
-4.0033,-1.8845,27,0
-4.0033,0.11553,27,1
-4.0033,3.1155,27,0
-4.0033,3.1155,27,1
-4.0033,3.1155,27,0
-0.0033364,-2.8845,27,0
-0.0033364,3.1155,27,1
-3.0033,-1.8845,27,1
-3.0033,1.1155,27,1
-0.0033364,-2.8845,27,0
-0.0033364,-2.8845,27,1
-1.0033,3.1155,27,1
-0.0033364,-2.8845,27,0
-1.0033,-1.8845,27,1
-3.0033,-1.8845,27,1
-3.0033,2.1155,27,0
-0.0033364,2.1155,27,1
-0.0033364,4.1155,27,0
-3.0033,-1.8845,27,0
1.9967,3.1155,27,1
1.9967,4.1155,27,0
-3.0033,3.1155,27,0
-0.0033364,4.1155,27,0
1.9967,3.1155,27,1
0.99666,2.1155,27,1
0.99666,3.1155,27,0
2.9967,3.1155,27,0
1.9967,4.1155,27,1
3.9967,5.1155,27,0
2.9967,1.1155,27,1
2.9967,3.1155,27,0
4.9967,3.1155,27,0
-1.0033,4.1155,28,1
-1.0033,0.11553,28,0
-0.0033364,-1.8845,28,1
-0.0033364,3.1155,28,1
-0.0033364,5.1155,28,1
-1.0033,2.1155,28,1
3.9967,-0.88447,28,0
-3.0033,-0.88447,28,1
4.9967,0.11553,28,1
1.9967,5.1155,28,0
-3.0033,-1.8845,28,0
4.9967,5.1155,28,0
-2.0033,4.1155,28,1
4.9967,3.1155,28,1
-2.0033,-0.88447,28,1
4.9967,2.1155,28,0
-2.0033,-0.88447,28,1
-2.0033,-1.8845,28,0
2.9967,1.1155,28,0
1.9967,1.1155,28,0
1.9967,-2.8845,28,0
-0.0033364,2.1155,28,0
-0.0033364,1.1155,28,0
3.9967,3.1155,28,0
1.9967,3.1155,28,0
2.9967,0.11553,28,1
2.9967,1.1155,28,1
-1.0033,3.1155,28,0
1.9967,3.1155,28,0
2.9967,-2.8845,28,0
-2.0033,2.1155,28,0
-2.0033,-2.8845,28,1
1.9967,5.1155,28,0
1.9967,1.1155,28,0
1.9967,4.1155,28,0
-0.0033364,5.1155,28,0
-2.0033,4.1155,28,1
-2.0033,5.1155,28,0
-2.0033,1.1155,28,0
-5.0033,2.1155,28,1
-5.0033,0.11553,28,1
-2.0033,1.1155,28,1
-5.0033,0.11553,28,1
3.9967,-4.8845,28,0
-4.0033,-1.8845,28,1
-4.0033,1.1155,28,1
-5.0033,4.1155,28,1
-0.0033364,-1.8845,28,1
-4.0033,1.1155,28,1
-4.0033,0.11553,28,0
-0.0033364,4.1155,28,1
-2.0033,0.11553,28,1
-3.0033,0.11553,28,1
-1.0033,-1.8845,28,0
-0.0033364,-1.8845,28,0
-4.0033,0.11553,28,1
-2.0033,-2.8845,28,0
-4.0033,0.11553,28,1
-4.0033,1.1155,28,1
-3.0033,5.1155,28,1
-3.0033,3.1155,28,1
-3.0033,1.1155,28,0
-3.0033,1.1155,28,1
-3.0033,2.1155,28,1
-2.0033,-2.8845,28,1
-3.0033,5.1155,28,1
-3.0033,2.1155,28,1
-3.0033,-1.8845,28,0
-2.0033,-2.8845,28,1
-4.0033,4.1155,28,1
-1.0033,-2.8845,28,1
-4.0033,-1.8845,28,0
-2.0033,-1.8845,28,1
-1.0033,2.1155,28,1
-2.0033,4.1155,28,1
3.9967,2.1155,28,1
3.9967,4.1155,28,1
2.9967,4.1155,28,1
-4.0033,4.1155,28,1
-4.0033,4.1155,28,1
4.9967,3.1155,28,1
2.9967,3.1155,28,1
4.9967,4.1155,28,1
4.9967,-3.8845,28,1
2.9967,4.1155,28,1
2.9967,3.1155,28,1
3.9967,-0.88447,28,1
3.9967,4.1155,28,1
3.9967,4.1155,28,1
3.9967,3.1155,28,0
3.9967,4.1155,28,1
-3.0033,2.1155,28,1
3.9967,-2.8845,28,1
3.9967,-4.8845,28,1
3.9967,-4.8845,28,0
4.9967,4.1155,28,0
-5.0033,2.1155,28,1
4.9967,3.1155,28,0
-0.0033364,1.1155,28,1
-0.0033364,3.1155,28,0
0.99666,1.1155,28,1
2.9967,-4.8845,28,0
0.99666,4.1155,28,1
0.99666,3.1155,28,1
0.99666,1.1155,28,1
2.9967,-3.8845,28,0
2.9967,-3.8845,28,1
0.99666,1.1155,28,1
-0.0033364,1.1155,28,1
1.9967,2.1155,28,1
-0.0033364,0.11553,28,1
1.9967,-3.8845,28,0
4.9967,-3.8845,28,0
2.9967,2.1155,28,1
0.99666,0.11553,28,0
-1.0033,1.1155,28,1
-1.0033,0.11553,28,1
2.9967,-3.8845,28,1
-1.0033,-0.88447,28,1
4.9967,-3.8845,28,0
-1.0033,1.1155,28,0
3.9967,-3.8845,28,0
3.9967,5.1155,28,1
3.9967,-3.8845,28,0
0.99666,-0.88447,28,1
0.99666,-3.8845,28,0
0.99666,0.11553,28,1
3.9967,-3.8845,28,0
0.99666,1.1155,28,1
3.9967,5.1155,28,1
0.99666,5.1155,28,0
-2.0033,3.1155,28,1
-0.0033364,-3.8845,28,0
-0.0033364,-3.8845,28,1
4.9967,-1.8845,28,0
0.99666,3.1155,28,1
0.99666,-1.8845,28,0
-4.0033,-1.8845,28,1
-4.0033,-1.8845,28,1
-2.0033,-3.8845,28,0
-1.0033,1.1155,28,0
-3.0033,2.1155,28,1
-1.0033,-3.8845,28,1
0.99666,-2.8845,28,1
-1.0033,-2.8845,28,0
-3.0033,-1.8845,28,1
-1.0033,-2.8845,28,1
-3.0033,-2.8845,28,0
0.99666,-2.8845,28,1
-1.0033,-0.88447,28,1
-1.0033,2.1155,28,1
1.9967,4.1155,28,1
1.9967,2.1155,28,1
0.99666,-2.8845,28,1
-1.0033,2.1155,28,1
0.99666,3.1155,28,1
-1.0033,-2.8845,28,1
-1.0033,-3.8845,28,1
-4.0033,5.1155,28,1
-2.0033,1.1155,28,0
2.9967,-3.8845,28,0
0.99666,3.1155,28,1
1.9967,5.1155,29,0
-3.0033,-2.8845,29,0
3.9967,-4.8845,29,0
1.9967,2.1155,29,0
1.9967,-3.8845,29,0
-5.0033,-2.8845,29,0
-5.0033,2.1155,29,1
-5.0033,-0.88447,29,1
0.99666,-0.88447,29,1
3.9967,-2.8845,29,0
-0.0033364,-0.88447,29,1
-5.0033,-4.8845,29,0
-4.0033,-2.8845,29,1
-4.0033,4.1155,29,1
-5.0033,-1.8845,29,1
-0.0033364,-3.8845,29,1
-5.0033,-2.8845,29,0
-3.0033,-2.8845,29,1
-0.0033364,4.1155,29,0
-3.0033,-2.8845,29,0
-1.0033,-3.8845,29,0
-3.0033,-2.8845,29,0
-4.0033,4.1155,29,0
-4.0033,-2.8845,29,1
-3.0033,-4.8845,29,0
-2.0033,-4.8845,29,1
-4.0033,4.1155,29,0
-2.0033,-2.8845,29,1
-2.0033,0.11553,29,0
-4.0033,-4.8845,29,1
-2.0033,-2.8845,29,0
-2.0033,-3.8845,29,0
-4.0033,-3.8845,29,0
3.9967,-4.8845,29,1
-4.0033,4.1155,29,1
3.9967,-4.8845,29,0
-3.0033,5.1155,29,1
-0.0033364,-4.8845,29,1
-3.0033,5.1155,29,0
-4.0033,3.1155,29,0
-5.0033,3.1155,29,0
-5.0033,-0.88447,29,1
-3.0033,3.1155,29,1
-1.0033,2.1155,29,1
-1.0033,-0.88447,29,1
-3.0033,5.1155,29,0
-1.0033,-0.88447,29,1
2.9967,5.1155,29,0
-4.0033,2.1155,29,1
2.9967,5.1155,29,1
0.99666,5.1155,29,1
0.99666,5.1155,29,0
2.9967,5.1155,29,0
-1.0033,-3.8845,29,0
4.9967,5.1155,29,0
2.9967,5.1155,29,1
-4.0033,2.1155,29,0
2.9967,3.1155,29,0
1.9967,3.1155,29,1
0.99666,4.1155,29,1
1.9967,1.1155,29,0
2.9967,0.11553,29,1
0.99666,-2.8845,29,1
-2.0033,1.1155,29,0
-1.0033,3.1155,29,1
2.9967,1.1155,29,1
-1.0033,4.1155,29,1
-1.0033,-0.88447,29,1
2.9967,-2.8845,29,1
-3.0033,-0.88447,29,0
2.9967,1.1155,29,1
2.9967,-1.8845,29,0
-1.0033,3.1155,29,0
-1.0033,-1.8845,29,1
-4.0033,3.1155,29,1
-4.0033,5.1155,29,1
-5.0033,-1.8845,29,1
-4.0033,5.1155,29,0
4.9967,1.1155,29,0
-5.0033,-3.8845,29,1
-5.0033,-3.8845,29,0
-4.0033,4.1155,29,1
-0.0033364,4.1155,29,1
-0.0033364,1.1155,29,1
-3.0033,0.11553,29,1
-5.0033,3.1155,29,1
-4.0033,5.1155,29,1
-4.0033,5.1155,29,0
0.99666,0.11553,29,1
-0.0033364,-1.8845,29,0
1.9967,-1.8845,29,0
-0.0033364,-4.8845,29,1
-3.0033,-4.8845,29,0
-0.0033364,5.1155,29,1
-3.0033,0.11553,29,1
-5.0033,-0.88447,29,0
-0.0033364,-1.8845,29,0
1.9967,0.11553,29,0
0.99666,0.11553,29,1
-4.0033,-1.8845,29,0
-4.0033,-1.8845,29,1
-1.0033,-1.8845,29,0
-2.0033,-0.88447,29,0
0.99666,-1.8845,29,0
-5.0033,-0.88447,29,0
-4.0033,-2.8845,29,0
-2.0033,-1.8845,29,1
-0.0033364,0.11553,29,1
-2.0033,0.11553,29,1
-4.0033,-4.8845,29,0
-2.0033,3.1155,29,1
-4.0033,-4.8845,29,1
-2.0033,2.1155,29,0
0.99666,2.1155,29,1
-0.0033364,2.1155,29,1
-0.0033364,-2.8845,29,1
-0.0033364,-0.88447,29,0
-4.0033,-0.88447,29,0
-2.0033,-3.8845,29,1
-0.0033364,0.11553,29,0
-2.0033,-1.8845,29,0
-2.0033,-2.8845,29,0
-4.0033,4.1155,29,1
0.99666,2.1155,29,1
-0.0033364,-0.88447,29,1
-0.0033364,1.1155,29,1
0.99666,1.1155,29,1
-0.0033364,1.1155,29,1
-4.0033,4.1155,29,1
-4.0033,-2.8845,29,1
0.99666,4.1155,29,0
0.99666,-0.88447,29,0
-4.0033,1.1155,29,1
-3.0033,-2.8845,29,1
-3.0033,1.1155,29,0
4.9967,-0.88447,29,1
-4.0033,-1.8845,29,0
0.99666,-1.8845,29,1
3.9967,-0.88447,29,0
-4.0033,1.1155,29,0
4.9967,-0.88447,29,1
-4.0033,1.1155,29,0
-3.0033,1.1155,29,1
-2.0033,1.1155,29,0
0.99666,0.11553,29,0
4.9967,4.1155,29,1
4.9967,1.1155,29,0
3.9967,1.1155,29,0
0.99666,0.11553,29,1
3.9967,4.1155,29,1
3.9967,3.1155,29,0
3.9967,2.1155,29,0
0.99666,1.1155,29,1
0.99666,2.1155,29,1
2.9967,1.1155,29,0
0.99666,1.1155,29,1
-3.0033,1.1155,29,0
0.99666,-1.8845,29,1
0.99666,-0.88447,29,1
0.99666,-1.8845,29,1
0.99666,1.1155,29,0
-5.0033,-1.8845,30,0
-0.0033364,0.11553,30,1
-1.0033,-4.8845,30,0
-1.0033,-4.8845,30,1
-1.0033,-1.8845,30,1
-4.0033,-2.8845,30,0
-0.0033364,-2.8845,30,1
0.99666,-1.8845,30,0
-1.0033,-2.8845,30,1
-3.0033,-1.8845,30,1
-1.0033,0.11553,30,1
-1.0033,0.11553,30,1
-2.0033,-1.8845,30,0
-3.0033,-2.8845,30,0
-4.0033,0.11553,30,0
-5.0033,0.11553,30,1
-5.0033,-1.8845,30,1
-3.0033,-2.8845,30,1
-5.0033,-0.88447,30,1
-3.0033,1.1155,30,1
-5.0033,3.1155,30,1
-5.0033,5.1155,30,1
-3.0033,4.1155,30,0
-4.0033,-2.8845,30,1
0.99666,-2.8845,30,1
-0.0033364,4.1155,30,1
-4.0033,0.11553,30,0
-5.0033,2.1155,30,1
0.99666,5.1155,30,1
-5.0033,5.1155,30,1
-1.0033,5.1155,30,1
-1.0033,1.1155,30,1
-5.0033,0.11553,30,1
-0.0033364,-4.8845,30,1
-4.0033,0.11553,30,1
-4.0033,0.11553,30,1
-4.0033,-1.8845,30,0
-3.0033,-1.8845,30,0
-1.0033,-0.88447,30,0
0.99666,-0.88447,30,1
1.9967,1.1155,30,0
1.9967,1.1155,30,0
-3.0033,5.1155,30,0
1.9967,0.11553,30,0
-1.0033,-2.8845,30,0
-4.0033,-0.88447,30,0
1.9967,-3.8845,30,0
0.99666,-3.8845,30,0
-3.0033,5.1155,30,0
0.99666,-0.88447,30,0
