MFonMB_X,Subj,Choice
-0.62976,2,1
5.3702,2,0
4.3702,2,1
3.3702,2,1
-0.62976,2,0
-3.6298,2,0
1.3702,2,1
-2.6298,2,1
2.3702,2,1
-2.6298,2,0
-1.6298,2,1
-0.62976,2,1
-2.6298,2,1
0.37024,5,0
-0.62976,5,0
-1.6298,5,0
-2.6298,5,0
-4.6298,5,1
-2.6298,5,1
-4.6298,5,0
5.3702,5,1
3.3702,5,0
-1.6298,5,0
4.3702,5,1
-1.6298,5,0
-2.6298,5,0
1.3702,6,0
-1.6298,6,0
2.3702,6,1
5.3702,6,0
-2.6298,6,0
-3.6298,6,0
-3.6298,6,1
0.37024,6,0
1.3702,6,1
-1.6298,6,1
4.3702,6,0
-0.62976,6,0
4.3702,6,0
1.3702,7,0
0.37024,7,1
0.37024,7,1
-2.6298,7,0
-0.62976,7,1
0.37024,7,0
0.37024,7,0
1.3702,7,0
2.3702,7,0
-2.6298,7,0
1.3702,7,0
3.3702,7,0
-3.6298,7,0
-3.6298,8,1
-0.62976,8,0
-4.6298,8,0
-0.62976,8,1
1.3702,8,0
-3.6298,8,0
5.3702,8,0
4.3702,8,1
3.3702,8,1
0.37024,8,1
0.37024,8,1
2.3702,8,1
3.3702,8,1
-2.6298,10,0
1.3702,10,1
0.37024,10,0
-0.62976,10,1
-1.6298,10,1
-2.6298,10,1
3.3702,10,0
5.3702,10,1
5.3702,10,1
0.37024,10,1
2.3702,10,1
1.3702,10,1
1.3702,10,1
2.3702,11,0
3.3702,11,0
0.37024,11,0
2.3702,11,0
3.3702,11,0
-0.62976,11,0
-4.6298,11,0
-4.6298,11,1
-1.6298,11,1
-2.6298,11,1
4.3702,11,0
4.3702,11,1
2.3702,11,0
3.3702,12,1
1.3702,12,1
-2.6298,12,1
-3.6298,12,1
-4.6298,12,1
-2.6298,12,1
-1.6298,12,1
5.3702,12,1
-0.62976,12,0
1.3702,12,1
0.37024,12,1
4.3702,12,1
4.3702,12,1
1.3702,13,0
-2.6298,13,0
0.37024,13,0
3.3702,13,1
-1.6298,13,0
-1.6298,13,0
-3.6298,13,0
-4.6298,13,0
-3.6298,13,0
2.3702,13,0
-1.6298,13,0
-2.6298,13,0
2.3702,13,1
-4.6298,15,0
1.3702,15,1
0.37024,15,1
1.3702,15,0
-0.62976,15,0
-3.6298,15,0
-2.6298,15,1
-2.6298,15,0
0.37024,15,0
-0.62976,15,1
4.3702,15,1
-4.6298,15,0
-2.6298,15,0
4.3702,16,0
-3.6298,16,1
-2.6298,16,1
0.37024,16,1
-3.6298,16,0
-0.62976,16,0
4.3702,16,0
3.3702,16,0
-3.6298,16,0
3.3702,16,0
0.37024,16,0
0.37024,16,0
3.3702,16,0
-2.6298,24,1
-0.62976,24,0
-1.6298,24,1
-0.62976,24,0
1.3702,24,1
-2.6298,24,0
-2.6298,24,0
0.37024,24,0
2.3702,24,1
4.3702,24,1
1.3702,24,1
1.3702,24,0
2.3702,24,1
2.3702,28,0
-3.6298,28,1
-1.6298,28,0
-3.6298,28,1
-1.6298,28,1
3.3702,28,1
-2.6298,28,1
0.37024,28,1
-3.6298,28,1
-1.6298,28,1
-0.62976,28,1
3.3702,28,1
-3.6298,28,1
-2.6298,33,0
4.3702,33,1
4.3702,33,0
-0.62976,33,0
-1.6298,33,1
4.3702,33,0
1.3702,33,1
0.37024,33,1
-2.6298,33,0
4.3702,33,1
-2.6298,33,0
-2.6298,33,0
2.3702,33,1
0.37024,33,1
-0.62976,35,0
-3.6298,35,1
-0.62976,35,0
-3.6298,35,0
2.3702,35,0
-2.6298,35,1
1.3702,35,0
