subject,datestamp,timestamp,version,Type,Goal,OptNum,Action,S2,Re,rt1,rt2,score,round,Crit,id
A3MUWBUFV8TC9K_dg_v15,5/11/2015,22:32:05,numberSum_v1,1,1,12,1,1,-3,1271,559,122,115,0,1270
A28KJPWD4OIG9E_dg_v15,5/11/2015,22:32:08,numberSum_v1,1,1,7,1,1,3,2151,407,79,182,0,1271
A2CXMPHFJ18SUX_dg_v15,5/11/2015,22:32:08,numberSum_v1,1,1,4,1,1,0,2973,1009,0,7,0,1272
A3MUWBUFV8TC9K_dg_v15,5/11/2015,22:32:09,numberSum_v1,1,1,1,1,1,-3,1348,577,119,116,0,1273
A1KFP5MDIL0QN1_dg_v15,5/11/2015,22:32:09,numberSum_v1,1,1,9,1,1,0,2471,509,128,199,0,1274
A1HH2KZIFLXRJL_dg_v15,5/11/2015,22:32:10,numberSum_v1,1,0,6,0,0,4,2491,737,44,76,0,1275
A28KJPWD4OIG9E_dg_v15,5/11/2015,22:32:12,numberSum_v1,1,1,15,1,2,-4,2536,815,75,183,0,1276
A1KFP5MDIL0QN1_dg_v15,5/11/2015,22:32:13,numberSum_v1,1,1,6,0,2,-3,1671,1243,125,200,0,1277
A3MUWBUFV8TC9K_dg_v15,5/11/2015,22:32:13,numberSum_v1,1,1,4,1,2,4,1778,1059,123,117,0,1278
A1HH2KZIFLXRJL_dg_v15,5/11/2015,22:32:13,numberSum_v1,1,0,4,0,0,4,1268,675,48,77,0,1279
A3MUWBUFV8TC9K_dg_v15,5/11/2015,22:32:16,numberSum_v1,1,1,8,1,1,-2,1456,892,121,118,1,1280
A28KJPWD4OIG9E_dg_v15,5/11/2015,22:32:16,numberSum_v1,1,1,13,1,1,-4,2337,542,71,184,1,1281
A1HH2KZIFLXRJL_dg_v15,5/11/2015,22:32:16,numberSum_v1,1,0,7,0,0,3,1367,635,51,78,0,1282
A1KFP5MDIL0QN1_dg_v15,5/11/2015,22:32:16,numberSum_v1,1,1,13,0,0,-3,1788,966,122,201,1,1283
A2CXMPHFJ18SUX_dg_v15,5/11/2015,22:32:17,numberSum_v1,1,0,9,1,1,0,4299,674,0,8,0,1284
A28KJPWD4OIG9E_dg_v15,5/11/2015,22:32:19,numberSum_v1,1,1,4,0,0,2,1116,794,73,185,0,1285
A3MUWBUFV8TC9K_dg_v15,5/11/2015,22:32:19,numberSum_v1,1,1,6,1,1,-2,1216,792,119,119,0,1286
A1KFP5MDIL0QN1_dg_v15,5/11/2015,22:32:19,numberSum_v1,1,1,15,1,1,4,1461,475,126,202,0,1287
A1HH2KZIFLXRJL_dg_v15,5/11/2015,22:32:21,numberSum_v1,1,0,9,1,1,4,2665,537,55,79,0,1288
A28KJPWD4OIG9E_dg_v15,5/11/2015,22:32:22,numberSum_v1,1,1,1,0,0,5,1386,1490,78,186,0,1289
A3MUWBUFV8TC9K_dg_v15,5/11/2015,22:32:23,numberSum_v1,1,1,4,1,1,0,1526,1008,119,120,0,1290
A1HH2KZIFLXRJL_dg_v15,5/11/2015,22:32:23,numberSum_v1,1,0,1,1,1,4,1149,556,59,80,0,1291
A1KFP5MDIL0QN1_dg_v15,5/11/2015,22:32:23,numberSum_v1,1,1,9,1,1,3,2810,435,129,203,0,1292
A28KJPWD4OIG9E_dg_v15,5/11/2015,22:32:25,numberSum_v1,1,1,1,1,1,-3,1386,566,75,187,0,1293
A3MUWBUFV8TC9K_dg_v15,5/11/2015,22:32:26,numberSum_v1,1,1,7,0,0,-2,1199,874,117,121,0,1294
A2CXMPHFJ18SUX_dg_v15,5/11/2015,22:32:26,numberSum_v1,1,1,10,1,1,0,1565,1230,0,9,0,1295
A1HH2KZIFLXRJL_dg_v15,5/11/2015,22:32:26,numberSum_v1,1,0,9,1,1,3,1903,463,62,81,0,1296
A28KJPWD4OIG9E_dg_v15,5/11/2015,22:32:28,numberSum_v1,1,1,4,0,2,-3,1171,939,72,188,0,1297
A1KFP5MDIL0QN1_dg_v15,5/11/2015,22:32:28,numberSum_v1,1,1,12,0,2,-4,2905,1118,125,204,0,1298
A1HH2KZIFLXRJL_dg_v15,5/11/2015,22:32:29,numberSum_v1,1,0,15,0,0,0,1208,896,62,82,0,1299
A3MUWBUFV8TC9K_dg_v15,5/11/2015,22:32:30,numberSum_v1,1,1,1,1,1,0,2425,670,117,122,0,1300
A28KJPWD4OIG9E_dg_v15,5/11/2015,22:32:30,numberSum_v1,1,1,3,1,1,-1,1588,451,71,189,1,1301
A1KFP5MDIL0QN1_dg_v15,5/11/2015,22:32:31,numberSum_v1,1,1,8,1,1,3,1631,791,128,205,1,1302
A2CXMPHFJ18SUX_dg_v15,5/11/2015,22:32:32,numberSum_v1,1,0,10,0,0,0,1955,1190,0,10,0,1303
A1HH2KZIFLXRJL_dg_v15,5/11/2015,22:32:33,numberSum_v1,1,0,1,0,0,0,1747,976,62,83,0,1304
A3MUWBUFV8TC9K_dg_v15,5/11/2015,22:32:33,numberSum_v1,1,1,7,1,2,-4,2045,989,113,123,0,1305
A28KJPWD4OIG9E_dg_v15,5/11/2015,22:32:34,numberSum_v1,1,1,9,0,0,3,2044,672,74,190,0,1306
A1HH2KZIFLXRJL_dg_v15,5/11/2015,22:32:36,numberSum_v1,1,0,12,1,1,3,1449,574,65,84,0,1307
A28KJPWD4OIG9E_dg_v15,5/11/2015,22:32:37,numberSum_v1,1,1,10,0,0,5,1310,666,79,191,0,1308
A3MUWBUFV8TC9K_dg_v15,5/11/2015,22:32:37,numberSum_v1,1,1,2,1,1,5,1975,661,118,124,1,1309
A28KJPWD4OIG9E_dg_v15,5/11/2015,22:32:41,numberSum_v1,1,1,6,0,0,2,2117,674,81,192,0,1310
A2CXMPHFJ18SUX_dg_v15,5/11/2015,22:32:41,numberSum_v1,1,0,7,0,0,0,2671,1039,0,11,0,1311
A3MUWBUFV8TC9K_dg_v15,5/11/2015,22:32:41,numberSum_v1,1,1,15,1,1,4,2147,676,122,125,0,1312
A1HH2KZIFLXRJL_dg_v15,5/11/2015,22:32:41,numberSum_v1,1,0,4,1,1,1,3758,576,66,85,0,1313
A28KJPWD4OIG9E_dg_v15,5/11/2015,22:32:43,numberSum_v1,1,1,9,0,0,0,1065,652,81,193,0,1314
A1HH2KZIFLXRJL_dg_v15,5/11/2015,22:32:44,numberSum_v1,1,0,1,0,2,4,1168,896,70,86,0,1315
A28KJPWD4OIG9E_dg_v15,5/11/2015,22:32:47,numberSum_v1,1,1,4,1,1,0,2697,545,81,194,0,1316
AJ5BWL80V0HW3_dg_v15,5/11/2015,22:32:47,numberSum_v1,1,1,10,1,1,0,1566,671,0,26,0,1317
A2CXMPHFJ18SUX_dg_v15,5/11/2015,22:32:47,numberSum_v1,1,1,6,1,1,0,2548,734,0,12,0,1318
A1HH2KZIFLXRJL_dg_v15,5/11/2015,22:32:48,numberSum_v1,1,0,5,1,1,0,3088,518,70,87,1,1319
A28KJPWD4OIG9E_dg_v15,5/11/2015,22:32:50,numberSum_v1,1,1,1,1,1,0,1386,545,81,195,0,1320
A3MUWBUFV8TC9K_dg_v15,5/11/2015,22:32:52,numberSum_v1,1,1,9,1,1,3,1770,736,125,127,0,1321
A1HH2KZIFLXRJL_dg_v15,5/11/2015,22:32:52,numberSum_v1,1,0,12,1,1,0,2530,515,70,88,0,1322
A28KJPWD4OIG9E_dg_v15,5/11/2015,22:32:53,numberSum_v1,1,1,10,1,2,-4,1375,908,77,196,0,1323
A2CXMPHFJ18SUX_dg_v15,5/11/2015,22:32:53,numberSum_v1,1,0,1,0,0,0,1660,932,0,13,0,1324
A1HH2KZIFLXRJL_dg_v15,5/11/2015,22:32:55,numberSum_v1,1,0,12,0,0,-1,1367,696,69,89,0,1325
A28KJPWD4OIG9E_dg_v15,5/11/2015,22:32:55,numberSum_v1,1,1,11,1,1,-3,1402,564,74,197,1,1326
AJ5BWL80V0HW3_dg_v15,5/11/2015,22:32:56,numberSum_v1,1,0,12,0,0,0,3477,944,0,27,0,1327
A3MUWBUFV8TC9K_dg_v15,5/11/2015,22:32:56,numberSum_v1,1,1,10,0,0,-3,1630,1200,122,128,0,1328
A28KJPWD4OIG9E_dg_v15,5/11/2015,22:32:59,numberSum_v1,1,1,15,0,0,0,1865,538,74,198,0,1329
A1HH2KZIFLXRJL_dg_v15,5/11/2015,22:32:59,numberSum_v1,1,0,10,0,0,-3,1347,956,66,90,0,1330
A2CXMPHFJ18SUX_dg_v15,5/11/2015,22:32:59,numberSum_v1,1,1,6,1,1,0,1916,616,0,14,0,1331
A3MUWBUFV8TC9K_dg_v15,5/11/2015,22:33:00,numberSum_v1,1,1,12,1,1,4,1772,722,126,129,0,1332
A28KJPWD4OIG9E_dg_v15,5/11/2015,22:33:00,numberSum_v1,1,1,12,0,0,-1,1092,446,73,199,0,1333
AJ5BWL80V0HW3_dg_v15,5/11/2015,22:33:01,numberSum_v1,1,1,1,1,1,0,1292,847,0,28,0,1334
A1HH2KZIFLXRJL_dg_v15,5/11/2015,22:33:01,numberSum_v1,1,0,9,1,1,0,1686,482,66,91,0,1335
A28KJPWD4OIG9E_dg_v15,5/11/2015,22:33:03,numberSum_v1,1,1,1,1,2,-4,894,909,69,200,0,1336
A3MUWBUFV8TC9K_dg_v15,5/11/2015,22:33:05,numberSum_v1,1,1,12,1,2,3,1882,1783,129,130,0,1337
A1HH2KZIFLXRJL_dg_v15,5/11/2015,22:33:05,numberSum_v1,1,0,9,1,2,5,1687,915,71,92,0,1338
A2CXMPHFJ18SUX_dg_v15,5/11/2015,22:33:05,numberSum_v1,1,0,6,0,0,0,1300,969,0,15,0,1339
A28KJPWD4OIG9E_dg_v15,5/11/2015,22:33:07,numberSum_v1,1,1,2,1,1,-4,2604,529,65,201,1,1340
A3MUWBUFV8TC9K_dg_v15,5/11/2015,22:33:07,numberSum_v1,1,1,8,1,1,3,1451,601,132,131,1,1341
A1HH2KZIFLXRJL_dg_v15,5/11/2015,22:33:07,numberSum_v1,1,0,2,1,1,-1,1489,553,70,93,1,1342
AJ5BWL80V0HW3_dg_v15,5/11/2015,22:33:09,numberSum_v1,1,0,4,0,0,0,1909,991,0,29,0,1343
A1HH2KZIFLXRJL_dg_v15,5/11/2015,22:33:10,numberSum_v1,1,0,6,0,0,4,1028,795,74,94,0,1344
A28KJPWD4OIG9E_dg_v15,5/11/2015,22:33:10,numberSum_v1,1,1,12,0,0,-3,2298,601,62,202,0,1345
A3MUWBUFV8TC9K_dg_v15,5/11/2015,22:33:11,numberSum_v1,1,1,12,1,1,4,1408,742,136,132,0,1346
A2CXMPHFJ18SUX_dg_v15,5/11/2015,22:33:13,numberSum_v1,1,1,7,1,1,0,3543,499,0,16,0,1347
A1HH2KZIFLXRJL_dg_v15,5/11/2015,22:33:13,numberSum_v1,1,0,15,0,0,3,1384,736,77,95,0,1348
A28KJPWD4OIG9E_dg_v15,5/11/2015,22:33:14,numberSum_v1,1,1,9,1,1,0,1783,677,62,203,0,1349
A3MUWBUFV8TC9K_dg_v15,5/11/2015,22:33:14,numberSum_v1,1,1,10,1,1,4,1324,748,140,133,0,1350
A1HH2KZIFLXRJL_dg_v15,5/11/2015,22:33:16,numberSum_v1,1,0,15,0,0,4,1330,955,81,96,0,1351
A28KJPWD4OIG9E_dg_v15,5/11/2015,22:33:17,numberSum_v1,1,1,12,1,2,3,1555,652,65,204,0,1352
A3MUWBUFV8TC9K_dg_v15,5/11/2015,22:33:17,numberSum_v1,1,1,12,1,1,5,1516,1039,145,134,0,1353
A2CXMPHFJ18SUX_dg_v15,5/11/2015,22:33:18,numberSum_v1,1,1,12,1,1,0,2040,499,0,17,0,1354
A1HH2KZIFLXRJL_dg_v15,5/11/2015,22:33:20,numberSum_v1,1,0,9,1,2,5,1520,921,86,97,0,1355
A28KJPWD4OIG9E_dg_v15,5/11/2015,22:33:20,numberSum_v1,1,1,3,1,1,4,1887,515,69,205,1,1356
A3MUWBUFV8TC9K_dg_v15,5/11/2015,22:33:21,numberSum_v1,1,1,12,1,1,2,1216,893,147,135,0,1357
A1HH2KZIFLXRJL_dg_v15,5/11/2015,22:33:23,numberSum_v1,1,0,5,0,0,3,1847,697,89,98,1,1358
A28KJPWD4OIG9E_dg_v15,5/11/2015,22:33:23,numberSum_v1,1,1,12,1,1,0,1651,659,69,206,0,1359
A1KFP5MDIL0QN1_dg_v15,5/11/2015,22:33:23,numberSum_v1,1,1,9,1,1,2,2031,597,130,206,0,1360
A2CXMPHFJ18SUX_dg_v15,5/11/2015,22:33:24,numberSum_v1,1,0,1,0,0,0,1362,954,0,18,0,1361
A3MUWBUFV8TC9K_dg_v15,5/11/2015,22:33:25,numberSum_v1,1,1,1,1,1,4,2107,658,151,136,0,1362
A1KFP5MDIL0QN1_dg_v15,5/11/2015,22:33:26,numberSum_v1,1,1,10,1,1,3,1363,452,133,207,0,1363
A1HH2KZIFLXRJL_dg_v15,5/11/2015,22:33:26,numberSum_v1,1,0,10,1,1,-2,2144,537,87,99,0,1364
AJ5BWL80V0HW3_dg_v15,5/11/2015,22:33:29,numberSum_v1,1,0,9,0,0,0,2221,14119,0,30,0,1365
A28KJPWD4OIG9E_dg_v15,5/11/2015,22:33:29,numberSum_v1,1,1,4,1,1,4,4105,478,73,207,0,1366
A2CXMPHFJ18SUX_dg_v15,5/11/2015,22:33:29,numberSum_v1,1,1,1,1,1,0,1114,715,0,19,0,1367
A1HH2KZIFLXRJL_dg_v15,5/11/2015,22:33:29,numberSum_v1,1,0,10,0,0,1,1481,562,88,100,0,1368
A1KFP5MDIL0QN1_dg_v15,5/11/2015,22:33:29,numberSum_v1,1,1,4,1,1,5,1654,692,138,208,0,1369
A3MUWBUFV8TC9K_dg_v15,5/11/2015,22:33:31,numberSum_v1,1,1,1,1,2,-3,1545,1243,148,137,0,1370
A28KJPWD4OIG9E_dg_v15,5/11/2015,22:33:32,numberSum_v1,1,1,4,1,1,1,1535,599,74,208,0,1371
A1KFP5MDIL0QN1_dg_v15,5/11/2015,22:33:32,numberSum_v1,1,1,4,1,1,5,1480,524,143,209,0,1372
A1HH2KZIFLXRJL_dg_v15,5/11/2015,22:33:32,numberSum_v1,1,0,10,0,0,1,1528,614,89,101,0,1373
A3MUWBUFV8TC9K_dg_v15,5/11/2015,22:33:33,numberSum_v1,1,1,13,1,1,5,1693,286,153,138,1,1374
A2CXMPHFJ18SUX_dg_v15,5/11/2015,22:33:34,numberSum_v1,1,1,10,1,1,0,1548,559,0,20,0,1375
A2CK0OXMPOR9LE_dg_v15,5/11/2015,22:33:34,numberSum_v1,1,1,7,1,1,0,1943,7319,0,1,0,1376
AJ5BWL80V0HW3_dg_v15,5/11/2015,22:33:35,numberSum_v1,1,0,10,0,0,0,1420,911,0,31,0,1377
A28KJPWD4OIG9E_dg_v15,5/11/2015,22:33:36,numberSum_v1,1,1,12,1,1,1,2837,736,75,209,0,1378
A1HH2KZIFLXRJL_dg_v15,5/11/2015,22:33:36,numberSum_v1,1,0,12,1,1,-3,2508,637,86,102,0,1379
A3MUWBUFV8TC9K_dg_v15,5/11/2015,22:33:37,numberSum_v1,1,1,12,1,1,3,1325,629,156,139,0,1380
A1KFP5MDIL0QN1_dg_v15,5/11/2015,22:33:37,numberSum_v1,1,1,7,1,1,2,3270,495,145,210,0,1381
A2CXMPHFJ18SUX_dg_v15,5/11/2015,22:33:39,numberSum_v1,1,1,12,1,1,0,1222,528,0,21,0,1382
A1HH2KZIFLXRJL_dg_v15,5/11/2015,22:33:40,numberSum_v1,1,0,1,1,1,-3,1849,676,83,103,0,1383
A1KFP5MDIL0QN1_dg_v15,5/11/2015,22:33:40,numberSum_v1,1,1,7,1,1,5,1783,492,150,211,0,1384
A28KJPWD4OIG9E_dg_v15,5/11/2015,22:33:41,numberSum_v1,1,1,15,0,0,2,1616,1428,77,210,0,1385
AJ5BWL80V0HW3_dg_v15,5/11/2015,22:33:41,numberSum_v1,1,1,10,1,1,0,1821,719,0,32,0,1386
A2CK0OXMPOR9LE_dg_v15,5/11/2015,22:33:41,numberSum_v1,1,1,15,1,1,0,1814,744,0,2,0,1387
A1HH2KZIFLXRJL_dg_v15,5/11/2015,22:33:43,numberSum_v1,1,0,7,0,2,5,1387,896,88,104,0,1388
A3MUWBUFV8TC9K_dg_v15,5/11/2015,22:33:43,numberSum_v1,1,1,1,1,1,3,1404,3490,159,140,0,1389
A1KFP5MDIL0QN1_dg_v15,5/11/2015,22:33:44,numberSum_v1,1,1,1,0,2,-4,1968,1118,146,212,0,1390
A2CXMPHFJ18SUX_dg_v15,5/11/2015,22:33:45,numberSum_v1,1,1,15,1,1,0,1527,622,0,22,0,1391
A1HH2KZIFLXRJL_dg_v15,5/11/2015,22:33:45,numberSum_v1,1,0,11,0,0,4,989,576,92,105,1,1392
A28KJPWD4OIG9E_dg_v15,5/11/2015,22:33:45,numberSum_v1,1,1,6,0,0,3,2505,631,80,211,0,1393
A3MUWBUFV8TC9K_dg_v15,5/11/2015,22:33:46,numberSum_v1,1,1,7,1,1,-1,1520,741,158,141,0,1394
A1HH2KZIFLXRJL_dg_v15,5/11/2015,22:33:47,numberSum_v1,1,0,15,0,0,3,999,594,95,106,0,1395
A1KFP5MDIL0QN1_dg_v15,5/11/2015,22:33:47,numberSum_v1,1,1,2,1,1,3,2183,522,149,213,1,1396
A2CK0OXMPOR9LE_dg_v15,5/11/2015,22:33:49,numberSum_v1,1,1,15,1,1,0,1664,1219,0,3,0,1397
A28KJPWD4OIG9E_dg_v15,5/11/2015,22:33:49,numberSum_v1,1,1,7,-1,-1,0,2038,999,80,212,0,1398
AJ5BWL80V0HW3_dg_v15,5/11/2015,22:33:49,numberSum_v1,1,0,7,0,0,0,3907,911,0,33,0,1399
A1HH2KZIFLXRJL_dg_v15,5/11/2015,22:33:50,numberSum_v1,1,0,1,1,1,-1,1486,555,94,107,0,1400
A2CXMPHFJ18SUX_dg_v15,5/11/2015,22:33:50,numberSum_v1,1,1,12,1,1,0,1571,765,0,23,0,1401
A3MUWBUFV8TC9K_dg_v15,5/11/2015,22:33:51,numberSum_v1,1,1,15,0,0,4,2878,982,162,142,0,1402
A28KJPWD4OIG9E_dg_v15,5/11/2015,22:33:52,numberSum_v1,1,1,3,0,0,2,2095,629,82,213,0,1403
A1KFP5MDIL0QN1_dg_v15,5/11/2015,22:33:53,numberSum_v1,1,1,1,1,1,4,3681,789,153,214,0,1404
A1HH2KZIFLXRJL_dg_v15,5/11/2015,22:33:53,numberSum_v1,1,0,12,1,1,-4,1383,496,90,108,0,1405
A3MUWBUFV8TC9K_dg_v15,5/11/2015,22:33:54,numberSum_v1,1,1,1,0,2,3,1245,979,165,143,0,1406
A1KFP5MDIL0QN1_dg_v15,5/11/2015,22:33:55,numberSum_v1,1,1,4,1,1,3,1647,462,156,215,0,1407
A28KJPWD4OIG9E_dg_v15,5/11/2015,22:33:56,numberSum_v1,1,1,9,1,1,-1,2196,571,81,214,0,1408
A1HH2KZIFLXRJL_dg_v15,5/11/2015,22:33:56,numberSum_v1,1,0,6,0,0,4,1203,578,94,109,0,1409
A2CXMPHFJ18SUX_dg_v15,5/11/2015,22:33:56,numberSum_v1,1,0,15,0,0,0,1523,813,0,24,0,1410
AJ5BWL80V0HW3_dg_v15,5/11/2015,22:33:57,numberSum_v1,1,0,1,0,0,0,3380,959,0,34,0,1411
A3MUWBUFV8TC9K_dg_v15,5/11/2015,22:33:58,numberSum_v1,1,1,11,0,0,4,1464,996,169,144,1,1412
A28KJPWD4OIG9E_dg_v15,5/11/2015,22:33:58,numberSum_v1,1,1,1,1,1,0,1292,630,81,215,0,1413
A1HH2KZIFLXRJL_dg_v15,5/11/2015,22:33:59,numberSum_v1,1,0,6,0,0,4,1587,615,98,110,0,1414
A1KFP5MDIL0QN1_dg_v15,5/11/2015,22:33:59,numberSum_v1,1,1,15,0,0,2,1742,1130,158,216,0,1415
A28KJPWD4OIG9E_dg_v15,5/11/2015,22:34:01,numberSum_v1,1,1,9,1,1,2,1404,611,83,216,0,1416
A3MUWBUFV8TC9K_dg_v15,5/11/2015,22:34:01,numberSum_v1,1,1,1,1,1,-2,2212,608,167,145,0,1417
A1KFP5MDIL0QN1_dg_v15,5/11/2015,22:34:02,numberSum_v1,1,1,4,0,2,-4,1265,1022,154,217,0,1418
A2CXMPHFJ18SUX_dg_v15,5/11/2015,22:34:02,numberSum_v1,1,0,9,0,0,0,1715,975,0,25,0,1419
A1HH2KZIFLXRJL_dg_v15,5/11/2015,22:34:03,numberSum_v1,1,0,4,0,0,5,1908,1016,103,111,0,1420
AJ5BWL80V0HW3_dg_v15,5/11/2015,22:34:04,numberSum_v1,1,1,12,0,0,0,1842,1055,0,35,0,1421
A3MUWBUFV8TC9K_dg_v15,5/11/2015,22:34:05,numberSum_v1,1,1,15,0,0,3,1510,1308,170,146,0,1422
A1KFP5MDIL0QN1_dg_v15,5/11/2015,22:34:06,numberSum_v1,1,1,14,1,1,5,2097,647,159,218,1,1423
A1HH2KZIFLXRJL_dg_v15,5/11/2015,22:34:06,numberSum_v1,1,0,6,0,0,4,1130,556,107,112,0,1424
A28KJPWD4OIG9E_dg_v15,5/11/2015,22:34:06,numberSum_v1,1,1,7,1,2,3,4019,813,86,217,0,1425
A1HH2KZIFLXRJL_dg_v15,5/11/2015,22:34:09,numberSum_v1,1,0,10,0,2,-3,1948,834,104,113,0,1426
A28KJPWD4OIG9E_dg_v15,5/11/2015,22:34:09,numberSum_v1,1,1,14,1,1,0,1673,593,86,218,1,1427
A1KFP5MDIL0QN1_dg_v15,5/11/2015,22:34:10,numberSum_v1,1,1,12,1,1,2,2666,468,161,219,0,1428
A3MUWBUFV8TC9K_dg_v15,5/11/2015,22:34:10,numberSum_v1,1,1,10,0,0,2,2496,830,172,147,0,1429
A1HH2KZIFLXRJL_dg_v15,5/11/2015,22:34:11,numberSum_v1,1,0,11,0,0,3,1187,496,107,114,1,1430
A1KFP5MDIL0QN1_dg_v15,5/11/2015,22:34:12,numberSum_v1,1,1,15,1,1,0,1691,438,161,220,0,1431
AJ5BWL80V0HW3_dg_v15,5/11/2015,22:34:13,numberSum_v1,1,0,1,0,2,0,1676,3439,0,36,0,1432
A3MUWBUFV8TC9K_dg_v15,5/11/2015,22:34:13,numberSum_v1,1,1,12,0,2,4,1311,977,176,148,0,1433
A28KJPWD4OIG9E_dg_v15,5/11/2015,22:34:13,numberSum_v1,1,1,4,0,0,-3,2308,734,83,219,0,1434
A1HH2KZIFLXRJL_dg_v15,5/11/2015,22:34:15,numberSum_v1,1,0,9,0,0,3,1771,552,110,115,0,1435
A1KFP5MDIL0QN1_dg_v15,5/11/2015,22:34:15,numberSum_v1,1,1,4,0,2,3,1157,908,164,221,0,1436
A28KJPWD4OIG9E_dg_v15,5/11/2015,22:34:17,numberSum_v1,1,1,6,1,1,4,2796,386,87,220,0,1437
A1KFP5MDIL0QN1_dg_v15,5/11/2015,22:34:18,numberSum_v1,1,1,11,1,1,-2,1520,666,162,222,1,1438
A1HH2KZIFLXRJL_dg_v15,5/11/2015,22:34:18,numberSum_v1,1,0,12,0,0,1,2146,597,111,116,0,1439
A3MUWBUFV8TC9K_dg_v15,5/11/2015,22:34:19,numberSum_v1,1,1,13,0,0,4,3481,865,180,149,1,1440
A28KJPWD4OIG9E_dg_v15,5/11/2015,22:34:20,numberSum_v1,1,1,4,1,2,5,1536,922,92,221,0,1441
A1KFP5MDIL0QN1_dg_v15,5/11/2015,22:34:21,numberSum_v1,1,1,1,1,1,-2,1241,711,160,223,0,1442
A1HH2KZIFLXRJL_dg_v15,5/11/2015,22:34:21,numberSum_v1,1,0,1,1,2,-4,1267,796,107,117,0,1443
A3MUWBUFV8TC9K_dg_v15,5/11/2015,22:34:22,numberSum_v1,1,1,6,0,0,3,1671,902,183,150,0,1444
A28KJPWD4OIG9E_dg_v15,5/11/2015,22:34:23,numberSum_v1,1,1,8,1,1,3,1716,590,95,222,1,1445
AJ5BWL80V0HW3_dg_v15,5/11/2015,22:34:23,numberSum_v1,1,0,6,0,0,0,1581,847,0,37,0,1446
A1HH2KZIFLXRJL_dg_v15,5/11/2015,22:34:23,numberSum_v1,1,0,2,1,1,-1,1451,435,106,118,1,1447
A1KFP5MDIL0QN1_dg_v15,5/11/2015,22:34:24,numberSum_v1,1,1,6,0,0,1,1070,986,161,224,0,1448
A28KJPWD4OIG9E_dg_v15,5/11/2015,22:34:26,numberSum_v1,1,1,10,1,1,3,1853,601,98,223,0,1449
A1HH2KZIFLXRJL_dg_v15,5/11/2015,22:34:27,numberSum_v1,1,0,15,0,0,3,1604,576,109,119,0,1450
A3MUWBUFV8TC9K_dg_v15,5/11/2015,22:34:27,numberSum_v1,1,1,12,0,0,2,1315,1683,185,151,0,1451
A1KFP5MDIL0QN1_dg_v15,5/11/2015,22:34:27,numberSum_v1,1,1,15,0,0,1,1898,824,162,225,0,1452
AJ5BWL80V0HW3_dg_v15,5/11/2015,22:34:29,numberSum_v1,1,0,6,0,0,0,1226,855,0,38,0,1453
A28KJPWD4OIG9E_dg_v15,5/11/2015,22:34:29,numberSum_v1,1,1,15,1,1,4,1376,530,102,224,0,1454
A1HH2KZIFLXRJL_dg_v15,5/11/2015,22:34:30,numberSum_v1,1,0,9,0,0,3,2045,636,112,120,0,1455
A1KFP5MDIL0QN1_dg_v15,5/11/2015,22:34:30,numberSum_v1,1,1,4,0,0,-1,1362,1064,161,226,0,1456
A3MUWBUFV8TC9K_dg_v15,5/11/2015,22:34:30,numberSum_v1,1,1,9,0,0,4,1381,834,189,152,0,1457
A1HH2KZIFLXRJL_dg_v15,5/11/2015,22:34:32,numberSum_v1,1,0,10,0,0,-1,1210,477,111,121,0,1458
A1KFP5MDIL0QN1_dg_v15,5/11/2015,22:34:33,numberSum_v1,1,1,1,0,0,-3,1156,836,158,227,0,1459
A28KJPWD4OIG9E_dg_v15,5/11/2015,22:34:34,numberSum_v1,1,1,6,1,1,3,3372,446,105,225,0,1460
A3MUWBUFV8TC9K_dg_v15,5/11/2015,22:34:35,numberSum_v1,1,1,1,0,0,3,2416,1005,192,153,0,1461
AJ5BWL80V0HW3_dg_v15,5/11/2015,22:34:35,numberSum_v1,1,1,6,1,1,0,1770,760,0,39,0,1462
A2CXMPHFJ18SUX_dg_v15,5/11/2015,22:34:36,numberSum_v1,1,1,4,1,1,0,3274,918,0,26,0,1463
A1HH2KZIFLXRJL_dg_v15,5/11/2015,22:34:36,numberSum_v1,1,0,6,0,0,0,2148,1058,111,122,0,1464
A1KFP5MDIL0QN1_dg_v15,5/11/2015,22:34:36,numberSum_v1,1,1,4,1,2,-4,1480,1264,154,228,0,1465
A28KJPWD4OIG9E_dg_v15,5/11/2015,22:34:37,numberSum_v1,1,1,12,1,1,4,2082,486,109,226,0,1466
A3MUWBUFV8TC9K_dg_v15,5/11/2015,22:34:39,numberSum_v1,1,1,4,0,2,-3,2011,1316,189,154,0,1467
A1KFP5MDIL0QN1_dg_v15,5/11/2015,22:34:39,numberSum_v1,1,1,11,1,1,-3,1529,474,151,229,1,1468
A1HH2KZIFLXRJL_dg_v15,5/11/2015,22:34:40,numberSum_v1,1,0,15,0,2,-3,1267,1276,108,123,0,1469
A28KJPWD4OIG9E_dg_v15,5/11/2015,22:34:40,numberSum_v1,1,1,12,1,1,4,1509,511,113,227,0,1470
AJ5BWL80V0HW3_dg_v15,5/11/2015,22:34:41,numberSum_v1,1,1,4,1,2,0,1643,1360,0,40,0,1471
A1HH2KZIFLXRJL_dg_v15,5/11/2015,22:34:42,numberSum_v1,1,0,5,1,1,5,1981,582,113,124,1,1472
A3MUWBUFV8TC9K_dg_v15,5/11/2015,22:34:43,numberSum_v1,1,1,14,0,0,1,2180,795,190,155,1,1473
