MFonMB_X,Subj,Choice
0.39128,5,0
-0.60872,5,0
-1.6087,5,0
-2.6087,5,0
-4.6087,5,1
-2.6087,5,1
-4.6087,5,0
5.3913,5,1
3.3913,5,0
-1.6087,5,0
4.3913,5,1
-1.6087,5,0
-2.6087,5,0
1.3913,6,0
-1.6087,6,0
2.3913,6,1
5.3913,6,0
-2.6087,6,0
-3.6087,6,0
-3.6087,6,1
0.39128,6,0
1.3913,6,1
-1.6087,6,1
4.3913,6,0
-0.60872,6,0
4.3913,6,0
2.3913,11,0
3.3913,11,0
0.39128,11,0
2.3913,11,0
3.3913,11,0
-0.60872,11,0
-4.6087,11,0
-4.6087,11,1
-1.6087,11,1
-2.6087,11,1
4.3913,11,0
4.3913,11,1
2.3913,11,0
3.3913,12,1
1.3913,12,1
-2.6087,12,1
-3.6087,12,1
-4.6087,12,1
-2.6087,12,1
-1.6087,12,1
5.3913,12,1
-0.60872,12,0
1.3913,12,1
0.39128,12,1
4.3913,12,1
4.3913,12,1
4.3913,16,0
-3.6087,16,1
-2.6087,16,1
0.39128,16,1
-3.6087,16,0
-0.60872,16,0
4.3913,16,0
3.3913,16,0
-3.6087,16,0
3.3913,16,0
0.39128,16,0
0.39128,16,0
3.3913,16,0
-2.6087,24,1
-0.60872,24,0
-1.6087,24,1
-0.60872,24,0
1.3913,24,1
-2.6087,24,0
-2.6087,24,0
0.39128,24,0
2.3913,24,1
4.3913,24,1
1.3913,24,1
1.3913,24,0
2.3913,24,1
2.3913,28,0
-3.6087,28,1
-1.6087,28,0
-3.6087,28,1
-1.6087,28,1
3.3913,28,1
-2.6087,28,1
0.39128,28,1
-3.6087,28,1
-1.6087,28,1
-0.60872,28,1
3.3913,28,1
-3.6087,28,1
-2.6087,33,0
4.3913,33,1
4.3913,33,0
-0.60872,33,0
-1.6087,33,1
4.3913,33,0
1.3913,33,1
0.39128,33,1
-2.6087,33,0
4.3913,33,1
-2.6087,33,0
-2.6087,33,0
2.3913,33,1
0.39128,33,1
1.3913,37,0
0.39128,37,1
-1.6087,37,1
-1.6087,37,1
-1.6087,37,1
-1.6087,37,0
-1.6087,37,1
0.39128,37,1
-0.60872,37,1
-2.6087,37,0
2.3913,37,1
-0.60872,37,0
2.3913,37,1
-3.6087,42,0
2.3913,42,0
-2.6087,42,0
-1.6087,42,1
-2.6087,42,0
-2.6087,42,1
-1.6087,42,0
4.3913,42,0
-4.6087,42,0
-4.6087,42,1
-0.60872,42,0
3.3913,42,1
2.3913,42,0
1.3913,44,0
-3.6087,44,0
0.39128,44,1
-2.6087,44,0
-0.60872,44,0
1.3913,44,0
-4.6087,44,0
0.39128,44,0
0.39128,44,0
-4.6087,44,0
-3.6087,44,0
-3.6087,44,0
-0.60872,44,0
-3.6087,46,1
4.3913,46,0
3.3913,46,0
4.3913,46,0
-2.6087,46,0
-4.6087,46,1
1.3913,46,0
-1.6087,46,1
1.3913,46,0
-4.6087,46,1
3.3913,46,0
-0.60872,46,0
-1.6087,49,1
-0.60872,49,0
-1.6087,49,1
0.39128,49,1
-0.60872,49,0
-2.6087,49,0
3.3913,49,1
-2.6087,49,0
-0.60872,49,0
4.3913,49,0
0.39128,49,0
-3.6087,49,0
0.39128,49,0
1.3913,50,1
-0.60872,50,1
-4.6087,50,0
0.39128,50,1
1.3913,50,1
-3.6087,50,0
-4.6087,50,0
-1.6087,50,0
-3.6087,50,0
2.3913,50,1
-2.6087,50,0
5.3913,50,1
4.3913,50,1
0.39128,51,1
1.3913,51,0
-1.6087,51,0
1.3913,51,0
-2.6087,51,0
2.3913,51,1
-0.60872,51,1
1.3913,51,0
0.39128,51,1
-3.6087,51,0
-3.6087,51,0
-0.60872,51,1
-1.6087,51,1
-0.60872,51,0
-1.6087,54,0
-2.6087,54,1
-3.6087,54,1
-0.60872,54,1
3.3913,54,0
2.3913,54,0
0.39128,54,1
4.3913,54,0
-2.6087,54,1
0.39128,54,1
-3.6087,54,1
-1.6087,54,0
-3.6087,54,0
-4.6087,55,1
-4.6087,55,1
4.3913,55,1
3.3913,55,1
5.3913,55,1
0.39128,55,1
1.3913,55,1
-0.60872,55,1
-3.6087,55,1
-0.60872,55,0
-0.60872,55,1
-2.6087,55,1
-3.6087,55,1
5.3913,57,1
-2.6087,57,0
-3.6087,57,1
0.39128,57,1
2.3913,57,0
4.3913,57,0
5.3913,57,0
-2.6087,57,1
-4.6087,57,1
3.3913,57,1
-3.6087,57,1
0.39128,57,0
0.39128,57,0
4.3913,57,1
2.3913,63,1
-4.6087,63,1
2.3913,63,1
-3.6087,63,0
3.3913,63,1
-4.6087,63,1
2.3913,63,1
-1.6087,63,0
5.3913,63,1
4.3913,63,0
5.3913,63,0
-2.6087,63,1
-3.6087,63,1
-4.6087,64,1
5.3913,64,1
3.3913,64,1
2.3913,64,1
-0.60872,64,1
2.3913,64,1
-4.6087,64,1
5.3913,64,0
-3.6087,64,1
-3.6087,64,1
-3.6087,64,1
-3.6087,64,0
5.3913,64,1
1.3913,65,0
-0.60872,65,1
-4.6087,65,1
0.39128,65,1
1.3913,65,1
-1.6087,65,0
2.3913,65,0
-1.6087,65,0
-1.6087,65,1
5.3913,65,0
1.3913,65,1
-2.6087,65,1
-1.6087,65,1
-2.6087,77,0
5.3913,77,0
2.3913,77,0
2.3913,77,1
1.3913,77,0
-4.6087,77,0
3.3913,77,1
3.3913,77,0
-0.60872,77,0
-2.6087,77,1
-2.6087,77,1
2.3913,77,1
-0.60872,77,1
-3.6087,78,0
0.39128,78,1
2.3913,78,0
2.3913,78,1
2.3913,78,1
5.3913,78,1
0.39128,78,0
2.3913,78,0
1.3913,78,0
3.3913,78,0
3.3913,78,1
2.3913,78,0
-0.60872,78,1
-4.6087,79,0
0.39128,79,0
-0.60872,79,0
1.3913,79,1
5.3913,79,1
