MFonMB_X,Subj,Choice
1,5,0
0,5,0
0,5,0
0,5,0
0,5,0
0,5,1
1,5,0
1,5,1
0,5,0
1,5,0
0,5,1
0,5,1
1,6,1
0,6,0
1,6,1
1,6,0
0,6,0
0,6,0
0,6,0
1,6,0
1,6,1
0,6,0
1,6,1
1,6,1
1,6,0
1,11,0
1,11,1
1,11,1
1,11,0
0,11,0
0,11,0
0,11,0
0,11,0
1,11,1
1,11,1
1,11,0
1,11,1
1,11,1
0,11,0
0,12,0
0,12,1
0,12,1
0,12,1
1,12,1
1,12,1
1,12,1
1,12,0
1,12,1
1,12,1
0,12,1
0,12,1
1,12,1
0,16,1
1,16,1
1,16,1
0,16,0
1,16,0
1,16,0
1,16,0
1,16,0
0,16,0
0,16,0
1,16,0
0,24,0
0,24,1
1,24,1
1,24,0
1,24,1
1,24,0
1,24,0
1,24,0
1,24,0
0,24,0
0,24,1
0,24,1
0,24,1
1,24,1
0,24,0
1,28,1
0,28,0
0,28,0
1,28,0
0,28,1
0,28,1
1,28,1
1,28,1
0,28,1
1,28,1
1,28,1
1,28,1
0,28,1
1,28,1
0,33,0
0,33,0
1,33,1
1,33,0
1,33,0
1,33,1
0,33,1
0,33,1
0,33,1
0,33,0
0,33,0
1,33,1
0,33,0
1,33,1
1,33,1
0,37,0
1,37,1
0,37,1
0,37,1
0,37,1
0,37,1
0,37,0
1,37,0
0,37,1
0,37,1
1,37,0
1,37,1
1,42,1
0,42,0
1,42,0
0,42,0
1,42,1
0,42,0
1,42,1
1,42,1
0,42,0
0,42,0
0,42,0
0,42,0
1,44,1
1,44,1
1,44,0
0,44,0
0,44,0
1,44,0
0,44,0
1,44,0
0,44,0
1,44,0
0,44,1
0,46,0
1,46,1
0,46,1
1,46,1
0,46,0
1,46,0
1,46,1
0,46,1
1,46,1
1,46,0
0,46,1
1,46,0
1,46,1
0,46,0
0,49,0
0,49,1
0,49,0
1,49,1
0,49,0
1,49,1
1,49,1
1,49,1
1,49,0
0,49,0
1,49,1
0,49,1
1,49,0
1,50,0
1,50,1
0,50,1
0,50,1
0,50,1
0,50,0
0,50,1
0,50,1
1,50,0
1,50,1
1,50,0
1,50,1
0,51,1
1,51,1
0,51,1
0,51,0
0,51,0
0,51,0
0,51,1
1,51,1
1,51,1
1,51,0
1,51,0
1,51,0
0,51,0
0,54,0
0,54,1
1,54,0
0,54,1
0,54,1
1,54,0
1,54,1
1,54,1
1,54,1
0,54,0
0,54,1
1,54,1
0,54,1
1,54,0
1,54,0
1,55,1
1,55,1
0,55,1
1,55,1
0,55,1
1,55,1
0,55,1
1,55,1
0,55,1
1,55,1
1,55,0
1,55,1
0,55,1
0,55,1
0,57,1
1,57,0
1,57,0
1,57,1
1,57,0
0,57,0
1,57,0
0,57,0
0,57,1
0,57,1
0,57,1
1,57,0
1,57,1
0,57,1
1,63,1
1,63,1
0,63,1
1,63,1
0,63,1
0,63,0
1,63,1
1,63,1
0,63,1
0,63,0
0,63,1
1,63,0
1,63,1
1,63,1
1,64,1
0,64,1
1,64,1
1,64,1
0,64,1
0,64,1
1,64,1
0,64,0
1,64,1
1,64,0
1,64,1
1,64,1
1,64,1
1,65,1
1,65,1
1,65,1
1,65,1
1,65,1
1,65,1
0,65,0
1,65,0
1,65,1
1,65,1
1,65,1
1,65,1
1,77,0
1,77,0
0,77,0
1,77,0
0,77,0
0,77,0
0,77,1
0,77,1
0,77,0
1,77,0
0,77,0
1,77,1
0,77,1
0,77,1
1,78,1
1,78,1
0,78,0
0,78,1
0,78,0
0,78,1
0,78,1
1,78,0
0,78,1
1,78,0
0,78,0
1,78,1
1,78,0
1,79,1
1,79,0
0,79,1
1,79,0
0,79,1
0,79,0
1,79,1
1,79,1
0,79,0
1,79,1
0,79,1
1,79,0
1,79,0
1,83,1
0,83,0
0,83,1
1,83,1
1,83,1
0,83,1
0,83,1
0,83,1
1,83,0
1,83,0
1,83,1
1,83,1
0,83,0
1,85,1
0,85,1
0,85,1
0,85,1
1,85,1
1,85,1
1,85,1
0,85,1
0,85,1
1,85,1
0,85,1
1,85,1
1,85,1
0,86,0
0,86,1
1,86,0
1,86,0
0,86,0
1,86,1
1,86,1
1,86,0
1,86,0
1,86,0
1,86,0
1,86,1
1,86,0
1,87,1
1,87,1
1,87,0
1,87,0
1,87,0
1,87,1
0,87,1
1,87,0
1,87,0
1,87,1
0,87,0
0,87,1
0,91,1
0,91,1
1,91,0
1,91,0
0,91,1
0,91,0
0,91,1
1,91,1
1,91,1
1,91,0
0,91,0
0,91,0
1,91,1
1,91,0
0,92,1
1,92,0
1,92,0
0,92,1
0,92,0
1,92,1
0,92,0
1,92,0
1,92,0
0,92,1
0,92,0
0,93,0
0,93,0
1,93,0
0,93,1
0,93,1
0,93,0
0,93,1
0,93,0
0,93,0
1,93,0
1,93,1
1,93,0
1,93,0
0,93,0
1,94,1
1,94,1
0,94,1
1,94,1
0,94,1
1,94,1
0,94,0
1,94,1
0,94,0
0,94,0
0,94,1
0,94,0
0,94,1
1,95,1
1,95,0
1,95,1
1,95,0
1,95,1
0,95,1
1,95,1
1,95,0
1,95,0
1,95,1
1,95,0
1,95,1
0,95,0
1,96,1
1,96,1
1,96,1
