"subject","datestamp","timestamp","version","Type","Goal","OptNum","Action","S2","Action2","Re","rt1","rt2","score","round","Crit","id"
"test_dg_v15","2015-06-12","02:14:42","dayan_v1","1","1","7","-1","-1","0","0","2351","3467","0","1","0","71444"
"test_dg_v15","2015-06-12","02:47:06","dayan_v1","1","1","2","1","1","0","0","1675","2422","0","1","0","71445"
"test_dg_v15","2015-06-12","02:47:10","dayan_v1","1","1","7","1","1","0","0","1866","680","0","2","0","71446"
"test_dg_v15","2015-06-12","02:47:15","dayan_v1","1","1","14","1","1","0","0","1481","1113","0","3","0","71447"
"test_dg_v15","2015-06-12","02:47:19","dayan_v1","1","0","2","0","0","0","0","1702","661","0","4","0","71448"
"test_dg_v15","2015-06-12","02:47:23","dayan_v1","1","1","11","1","1","0","0","2322","543","0","5","0","71449"
"test_dg_v15","2015-06-12","02:47:28","dayan_v1","1","1","12","1","1","0","0","1566","584","0","6","0","71450"
"test_dg_v15","2015-06-12","02:47:33","dayan_v1","1","1","8","0","0","0","0","2505","574","0","7","0","71451"
"test_dg_v15","2015-06-12","02:47:37","dayan_v1","1","0","7","1","1","0","0","1452","565","0","8","0","71452"
"test_dg_v15","2015-06-12","02:47:42","dayan_v1","1","0","13","0","0","0","0","3107","992","0","9","0","71453"
"test_dg_v15","2015-06-12","02:47:47","dayan_v1","1","1","15","1","1","0","0","2152","527","0","10","0","71454"
"test_dg_v15","2015-06-12","03:25:22","dayan_v1","1","0","5","0","0","0","0","2180","1645","0","1","0","71455"
"test_dg_v15","2015-06-12","03:25:49","dayan_v1","1","0","14","0","0","0","0","1231","741","0","1","0","71456"
"test_dg_v15","2015-06-12","03:25:52","dayan_v1","1","1","14","1","1","0","0","1204","414","0","2","0","71457"
"test_dg_v15","2015-06-12","03:25:57","dayan_v1","1","1","9","1","1","0","0","1547","510","0","3","0","71458"
"test_dg_v15","2015-06-12","03:26:02","dayan_v1","1","1","4","1","1","0","0","1856","519","0","4","0","71459"
"test_dg_v15","2015-06-12","03:26:06","dayan_v1","1","0","3","0","0","0","0","2169","526","0","5","0","71460"
"test_dg_v15","2015-06-12","03:26:10","dayan_v1","1","1","12","1","1","0","0","1497","542","0","6","0","71461"
"test_dg_v15","2015-06-12","03:26:15","dayan_v1","1","1","4","1","1","0","0","2744","726","0","7","0","71462"
"test_dg_v15","2015-06-12","03:26:20","dayan_v1","1","1","9","1","1","0","0","1267","825","0","8","0","71463"
"test_dg_v15","2015-06-12","03:26:25","dayan_v1","1","1","2","-1","-1","0","0","1837","1272","0","9","0","71464"
"test_dg_v15","2015-06-12","03:26:29","dayan_v1","1","0","1","0","0","0","0","1766","649","0","10","0","71465"
"test_dg_v15","2015-06-12","03:27:20","dayan_v1","1","2","3","0","0","0","0","11695","1541","0","11","0","71466"
"test_dg_v15","2015-06-12","03:32:33","dayan_v1","1","1","5","0","0","0","0","1937","525","0","1","0","71467"
"test_dg_v15","2015-06-12","03:32:56","dayan_v1","1","1","12","1","1","0","0","2086","556","0","1","0","71468"
"test_dg_v15","2015-06-12","03:34:11","dayan_v1","1","0","14","1","1","2","0","3041","1780","0","2","0","71469"
"test_dg_v15","2015-06-12","03:34:15","dayan_v1","1","1","6","0","0","1","0","1190","847","0","3","0","71470"
"test_dg_v15","2015-06-12","03:34:19","dayan_v1","1","1","5","0","0","1","0","1280","734","0","4","0","71471"
"test_dg_v15","2015-06-12","03:34:24","dayan_v1","1","0","13","0","0","0","0","2338","863","0","5","0","71472"
"test_dg_v15","2015-06-12","03:34:32","dayan_v1","1","2","4","1","1","2","0","4068","2268","0","6","0","71473"
"test_dg_v15","2015-06-12","03:34:37","dayan_v1","1","2","11","1","1","2","0","1685","1154","0","7","0","71474"
"test_dg_v15","2015-06-12","03:34:42","dayan_v1","1","2","7","-1","-1","2","0","2346","1162","0","8","0","71475"
"test_dg_v15","2015-06-12","03:34:47","dayan_v1","1","1","12","0","0","1","0","2214","1344","0","9","0","71476"
"test_dg_v15","2015-06-12","03:34:52","dayan_v1","1","1","15","0","0","1","0","1737","1208","0","10","0","71477"
"test_dg_v15","2015-06-12","03:34:56","dayan_v1","1","0","15","0","0","1","0","1463","849","0","11","0","71478"
"test_dg_v15","2015-06-12","03:35:09","dayan_v1","1","0","11","1","1","1","3","1652","816","0","12","0","71479"
"test_dg_v15","2015-06-12","03:37:59","dayan_v1","1","0","4","0","0","0","0","1160","560","0","1","0","71480"
"test_dg_v15","2015-06-12","03:38:08","dayan_v1","1","2","5","1","1","2","0","2962","1176","0","2","0","71481"
"test_dg_v15","2015-06-12","03:38:15","dayan_v1","1","2","3","0","0","0","-2","2393","599","0","3","0","71482"
"test_dg_v15","2015-06-12","03:39:25","dayan_v1","1","0","13","0","0","0","0","1349","567","0","1","0","71483"
"test_dg_v15","2015-06-12","03:39:30","dayan_v1","1","0","10","0","0","0","0","1494","520","0","2","0","71484"
"test_dg_v15","2015-06-12","03:39:35","dayan_v1","1","0","11","1","1","2","1","1377","822","0","3","0","71485"
"test_dg_v15","2015-06-12","03:39:38","dayan_v1","1","0","12","0","0","0","5","1348","464","0","4","0","71486"
"test_dg_v15","2015-06-12","03:39:40","dayan_v1","1","0","3","0","0","0","5","1181","479","0","5","0","71487"
"test_dg_v15","2015-06-12","03:39:43","dayan_v1","1","0","14","0","0","1","-4","1758","559","0","6","0","71488"
"test_dg_v15","2015-06-12","03:39:47","dayan_v1","1","0","1","1","1","1","-4","2550","736","0","7","0","71489"
