MB,MF,MFonMB,Unlikely,Crits,Choice,Subj
0.38165,1.9218,-3.5248,-0.038361,1,1,1
1.5759,-1.7257,-1.5248,-0.038361,1,0,1
-2.9057,-1.2326,4.4752,-0.038361,1,1,1
-1.1016,-0.89259,4.4752,-0.038361,1,1,1
-4.284,-1.525,4.4752,-0.038361,1,0,1
3.1946,2.8886,4.4752,-0.038361,1,1,1
3.1675,3.3765,4.4752,-0.038361,1,1,1
3.724,3.933,3.4752,-0.038361,1,1,1
1.4675,1.6765,2.4752,-0.038361,1,1,1
0.27589,0.48491,4.4752,-0.038361,1,1,1
-3.2544,-3.1874,3.4752,-0.038361,1,1,1
1.7422,0.49114,4.4752,-0.038361,1,1,1
-0.85557,-0.64656,4.4752,-0.038361,1,0,1
0.0034029,0.21241,4.4752,-0.038361,1,1,1
-1.2529,-1.0439,4.4752,-0.038361,1,0,1
0.8534,0.80741,2.4752,-0.038361,1,1,1
-3.8641,-3.33,2.4752,-0.038361,1,1,1
-1.3141,-1.1051,4.4752,-0.038361,1,0,1
-0.7191,-0.31607,-2.5248,-0.038361,1,0,1
4.7345,-0.90159,2.4752,-0.038361,1,1,1
1.2767,1.409,4.4752,-0.038361,1,1,1
-0.1241,0.32415,2.4752,-0.038361,1,1,1
2.0806,2.2896,4.4752,-0.038361,1,1,1
1.8707,2.0798,-4.5248,-0.038361,1,1,1
0.91652,-2.0831,4.4752,-0.038361,1,1,1
-0.8466,-0.63759,-0.52485,3.9616,-1,1,1
2.5772,1.5537,-3.5248,-0.038361,1,1,1
4.6414,2.3853,-4.5248,-0.038361,1,1,2
4.5934,3.3424,-3.5248,-0.038361,1,1,2
1.3345,-0.028969,4.4752,-0.038361,1,1,2
-0.8466,-0.63759,-0.52485,3.9616,-1,1,2
-1.9325,-0.19388,3.4752,-0.038361,1,1,2
-3.4714,-0.58016,-3.5248,-0.038361,1,1,2
0.0034029,0.49855,3.4752,-0.038361,1,1,2
0.8534,1.0624,4.4752,-0.038361,1,1,2
-0.8466,-0.63759,-0.52485,2.9616,-1,0,2
