MB,MF,MFonMB,Unlikely,Crits,Choice,Subj
-0.72749,0.85318,-3.5191,-0.044115,1,1,1
-0.72749,-0.47793,-0.51909,-1.0441,-1,0,1
1.3316,0.98619,4.4809,-0.044115,1,0,1
-1.1992,-0.94968,4.4809,-0.044115,1,1,1
-4.1649,-3.1087,4.4809,-0.044115,1,0,1
2.7987,2.2109,4.4809,-0.044115,1,1,1
3.2866,3.5362,4.4809,-0.044115,1,1,1
3.8431,4.0926,3.4809,-0.044115,1,1,1
1.5866,2.1838,2.4809,-0.044115,1,1,1
0.395,0.79879,4.4809,-0.044115,1,1,1
-3.1352,-2.8857,3.4809,-0.044115,1,1,1
1.2084,1.0754,4.4809,-0.044115,1,1,1
-0.58524,-0.49199,4.4809,-0.044115,1,0,1
-0.49161,-1.2004,4.4809,-0.044115,1,0,1
-4.4481,0.6871,4.4809,-0.044115,1,0,1
-2.4275,-1.4623,2.4809,-0.044115,1,0,1
1.8225,0.50605,2.4809,-0.044115,1,1,1
-0.25999,-0.010435,4.4809,-0.044115,1,1,1
-0.85499,-0.60543,-2.5191,-0.044115,1,1,1
4.8536,-0.26351,2.4809,-0.044115,1,1,1
-0.34499,-1.3484,4.4809,-0.044115,1,0,1
-1.45,-1.5219,2.4809,-0.044115,1,0,1
2.1997,-0.031791,4.4809,-0.044115,1,1,1
1.9899,2.3139,-4.5191,-0.044115,1,1,1
1.0356,-1.8953,4.4809,-0.044115,1,1,1
-0.72749,-0.47793,-0.51909,3.9559,-1,1,1
2.6963,1.5907,-3.5191,-0.044115,1,1,1
4.7605,5.0101,-4.5191,-0.044115,1,1,2
3.7625,2.2152,-3.5191,-0.044115,1,1,2
0.69148,-1.475,4.4809,-0.044115,1,1,2
-0.49161,-0.36956,3.4809,-0.044115,1,1,2
-1.9838,-1.7342,3.4809,-0.044115,1,0,2
1.1665,1.8807,-3.5191,-0.044115,1,1,2
0.58575,0.7078,3.4809,-0.044115,1,0,2
2.8149,1.5715,4.4809,-0.044115,1,1,2
-0.72749,-0.47793,-0.51909,2.9559,-1,1,2
2.7842,2.0836,-4.5191,-0.044115,1,1,2
2.5892,3.9661,-4.5191,-0.044115,1,1,2
-0.72749,-0.47793,-0.51909,0.95588,-1,1,2
0.34527,-0.79114,4.4809,-0.044115,1,1,2
-0.72749,-0.47793,-0.51909,2.9559,-1,0,2
0.91182,1.1265,2.4809,-0.044115,1,0,2
1.9342,-0.18247,4.4809,-0.044115,1,1,2
-0.72749,-0.47793,-0.51909,-0.044115,-1,1,2
1.7358,1.5518,-2.5191,-0.044115,1,0,2
2.4366,3.5807,2.4809,-0.044115,1,1,2
2.2954,1.9956,0.48091,-0.044115,1,0,2
-2.1725,-0.18093,4.4809,-0.044115,1,0,2
1.44,1.6896,4.4809,-0.044115,1,1,2
0.12251,1.6896,3.4809,-0.044115,1,0,2
0.37751,2.0721,2.4809,-0.044115,1,1,2
-1.1907,-0.47793,-4.5191,-0.044115,1,1,2
-3.2775,-3.0279,-4.5191,-0.044115,1,0,2
-0.21749,4.6969,-4.5191,-0.044115,1,1,2
0.83014,-3.2468,-4.5191,-0.044115,1,0,2
2.0584,0.47396,-4.5191,-0.044115,1,1,2
1.5909,2.2271,4.4809,-0.044115,1,1,2
2.5852,2.3247,-3.5191,-0.044115,1,1,2
-2.759,-1.1494,-4.5191,-0.044115,1,1,3
3.2675,2.4757,-4.5191,-0.044115,1,1,3
0.33501,-1.8117,-4.5191,-0.044115,1,1,3
5.69,1.5633,-4.5191,-0.044115,1,0,3
-0.96336,0.11824,-4.5191,-0.044115,1,0,3
-5.3546,-4.7359,-3.5191,-0.044115,1,0,3
-0.72749,-0.47793,-0.51909,-0.044115,-1,0,3
1.6369,1.6937,4.4809,-0.044115,1,1,3
-1.7326,-1.2281,4.4809,-0.044115,1,1,3
-1.7715,1.7406,-2.5191,-0.044115,1,1,3
-0.72749,-0.47793,-0.51909,-1.0441,-1,0,3
-5.3515,-1.7954,-3.5191,-0.044115,1,0,3
-4.595,-1.3605,-2.5191,-0.044115,1,1,3
-0.72749,-0.47793,-0.51909,1.9559,-1,0,3
-4.2316,-3.8899,3.4809,-0.044115,1,0,3
0.71751,2.0326,3.4809,-0.044115,1,0,3
2.6725,1.6101,4.4809,-0.044115,1,1,3
-5.0375,-3.8105,2.4809,-0.044115,1,0,3
-0.13249,0.41255,-3.5191,-0.044115,1,1,3
-0.34499,2.6956,-4.5191,-0.044115,1,1,3
-3.2775,-3.0279,-4.5191,-0.044115,1,1,3
-0.34499,-0.095435,-4.5191,-0.044115,1,0,3
-0.53347,-0.28392,-4.5191,-0.044115,1,0,3
-0.59999,-0.67269,-4.5191,-0.044115,1,1,3
-0.32119,0.27685,-4.5191,-0.044115,1,1,3
-0.0049865,-0.85508,-4.5191,-0.044115,1,1,3
-4.9775,-4.7279,-3.5191,-0.044115,1,1,3
2.4175,2.2661,2.4809,-0.044115,1,0,3
-0.72749,-0.47793,-0.51909,-3.0441,-1,0,3
-0.59999,-0.35043,-4.5191,-0.044115,1,1,4
0.35839,-0.71491,-4.5191,-0.044115,1,0,4
0.9351,3.7776,2.4809,-0.044115,1,0,4
-1.79,0.29724,-4.5191,-0.044115,1,0,4
-3.49,-0.67195,4.4809,-0.044115,1,1,4
-2.4275,-2.0808,-3.5191,-0.044115,1,0,4
-1.45,-1.2004,-3.5191,-0.044115,1,0,4
-2.8155,-5.456,3.4809,-0.044115,1,1,4
1.049,0.11,-2.5191,-0.044115,1,1,4
1.695,-1.8991,-2.5191,-0.044115,1,1,4
-2.6215,-1.3653,2.4809,-0.044115,1,1,4
-3.0225,-2.7729,4.4809,-0.044115,1,0,4
-1.11,-2.483,-2.5191,-0.044115,1,0,4
-3.49,-2.7502,-4.5191,-0.044115,1,0,4
2.1625,0.50737,4.4809,-0.044115,1,1,4
-0.21749,-0.91143,4.4809,-0.044115,1,1,4
2.035,0.76009,3.4809,-0.044115,1,1,4
4.1366,2.3547,4.4809,-0.044115,1,1,4
2.4366,1.3752,4.4809,-0.044115,1,1,4
2.8149,1.6488,3.4809,-0.044115,1,1,4
-0.72749,-0.47793,-0.51909,-0.044115,-1,1,4
1.79,2.0395,-2.5191,-0.044115,1,0,4
1.8599,2.1095,-2.5191,-0.044115,1,1,4
3.0508,-0.1371,-4.5191,-0.044115,1,0,4
3.9008,4.1503,-4.5191,-0.044115,1,1,4
-3.8725,-2.6465,2.4809,-0.044115,1,0,4
4.5149,2.5718,4.4809,-0.044115,1,1,5
1.9342,1.7241,3.4809,-0.044115,1,1,5
4.0245,2.2406,4.4809,-0.044115,1,1,5
1.0565,1.0109,3.4809,-0.044115,1,1,5
2.4366,1.134,4.4809,-0.044115,1,1,5
3.0508,3.3003,-4.5191,-0.044115,1,1,5
-0.72749,-0.47793,-0.51909,-2.0441,-1,1,5
3.3137,2.231,-4.5191,-0.044115,1,1,5
-1.195,-0.94543,-4.5191,-0.044115,1,1,5
-0.86147,-0.14811,4.4809,-0.044115,1,0,5
1.1149,0.14959,4.4809,-0.044115,1,0,5
2.3036,0.63144,3.4809,-0.044115,1,1,5
-2.1916,-1.9421,2.4809,-0.044115,1,0,5
-0.72749,-0.47793,-0.51909,1.9559,-1,1,5
