MFonMB_X,Subj,Choice
4.4673,35,0
5.0539,35,0
-0.10192,35,0
-4.1096,35,0
-0.64923,35,0
7.3558,35,0
-0.82417,35,0
-0.15945,35,0
-2.381,35,0
2.7223,35,0
4.7111,35,1
2.6497,35,0
1.9632,36,0
-1.113,36,0
-2.0886,36,0
-0.59268,36,0
-2.4353,36,1
-1.307,36,1
10.418,36,0
-1.8601,36,0
-0.76733,36,1
-3.9032,36,1
-7.4162,36,1
-12.036,36,1
2.0781,36,0
-3.3573,36,1
-0.55283,36,0
8.3154,37,0
-10.217,37,1
-4.3366,37,0
-8.7559,37,0
0.8624,37,0
-10.355,37,0
0.94038,37,0
2.3935,37,0
-21.733,37,0
8.5696,37,0
7.7989,37,0
-18.769,37,0
-19.372,37,0
-25.299,37,0
-0.16558,37,0
21.274,37,0
7.817,38,0
-8.5999,38,0
-15.665,38,0
2.2886,38,0
1.7278,38,1
-6.2455,38,1
2.8644,38,0
6.2917,38,0
-1.7759,38,0
-4.9804,38,0
-7.8523,38,0
-12.113,38,1
0.070306,38,0
-2.1951,38,1
-10.362,38,1
5.3464,38,1
6.2108,38,0
8.8986,39,1
-4.9709,39,0
-2.4868,39,0
-3.4587,39,1
-7.1718,39,1
-4.3364,39,0
-4.0515,39,0
8.5101,39,0
7.022,39,0
13.869,39,0
13.028,39,0
-1.08,39,1
-1.3779,39,1
-1.2899,39,0
0.53958,39,1
-6.7741,39,1
-4.1188,40,1
-6.8462,40,0
-7.6336,40,0
-8.7926,40,1
-1.9929,40,0
4.6151,40,0
-1.5108,40,1
-0.42322,40,1
2.0637,40,1
12.145,40,0
3.8442,40,0
17.412,40,0
17.874,40,0
-6.252,40,0
-15.641,40,0
1.8033,41,1
-0.073218,41,1
-1.6925,41,0
-8.2296,41,0
0.70922,41,1
-0.93393,41,0
2.6656,41,0
1.8917,41,0
2.2826,41,0
13.842,41,1
-19.644,41,1
4.4362,41,0
-23.334,41,0
7.9325,41,0
1.1178,41,0
14.39,41,0
-0.31509,42,0
0.28773,42,1
0.52254,42,0
-3.4537,42,0
-1.9685,42,0
9.3553,42,0
2.0036,42,0
-5.9269,42,0
7.946,42,1
2.1837,42,0
1.4086,42,0
0.13116,42,0
5.1396,42,0
1.8291,42,0
5.1214,42,0
5.6722,42,1
-1.1949,42,0
8.6745,42,0
-8.6119,43,1
-2.854,43,0
-5.1058,43,0
-4.3466,43,0
-21.236,43,1
-24.785,43,1
0.82005,43,0
1.0377,43,1
1.7471,43,0
4.3235,43,1
5.1102,43,1
3.232,43,1
9.5546,43,1
7.9962,43,0
11.906,43,1
8.9489,43,0
1.3161,44,0
1.9544,44,1
-3.4049,44,0
-1.5429,44,1
-2.0978,44,1
-0.63709,44,0
10.149,44,1
15.128,44,1
13.39,44,1
4.396,44,0
1.2188,44,0
-0.60737,44,0
7.2332,44,1
-1.6995,44,0
-4.8126,44,1
1.7471,44,1
4.589,44,1
-5.1735,45,1
-0.67931,45,1
-9.9905,45,0
-11.937,45,1
-11.623,45,1
-17.213,45,1
-23.426,45,1
7.6046,45,1
1.0575,45,1
-1.0571,45,1
3.3046,45,0
1.874,45,1
-0.84823,45,1
3.7024,45,1
-5.7597,45,1
-9.0356,45,1
11.814,46,0
1.0074,46,0
-4.5756,46,1
-2.9241,46,1
0.49651,46,1
3.5742,46,1
-1.7859,46,1
-2.8478,46,1
-7.6374,46,1
1.7471,46,1
0.72926,46,0
-0.47045,46,1
0.8687,46,1
13.138,46,0
2.7202,46,0
-2.7775,46,0
-6.5921,47,1
-7.4619,47,0
-6.2546,47,0
-0.91681,47,1
3.5187,47,0
-1.2699,47,0
-7.952,47,1
3.0638,47,0
-10.372,47,1
2.3862,47,0
-1.9817,47,0
0.27139,47,0
3.3392,47,1
7.813,47,0
10.17,47,0
14.954,48,0
2.2574,48,0
15.953,48,0
10.768,48,0
8.4504,48,0
1.7471,48,0
8.1502,48,0
3.7724,48,0
8.2393,48,0
7.8535,48,0
2.0338,48,0
15.273,48,0
0.50232,48,0
-2.8868,48,0
9.6022,48,0
-8.0386,48,0
-8.1931,49,1
-9.4413,49,1
-0.025226,49,1
4.3604,49,0
5.5041,49,0
4.3877,49,0
-14.406,49,1
-11.844,49,1
13.595,49,0
3.8438,49,0
4.8399,49,0
3.6971,49,0
6.1875,49,0
-6.7927,49,0
-4.0809,49,0
