MFonMB_X,MFonMB_X_dummy,Choice,Subj
-2.0181,-1,0,1
-0.018072,0,1,1
4.9819,1,0,2
5.9819,1,0,2
-0.018072,0,0,3
0.98193,1,1,3
2.9819,1,1,4
2.9819,1,1,4
2.9819,1,1,4
-0.018072,0,1,5
-5.0181,-1,1,8
-0.018072,0,1,8
1.9819,1,1,9
4.9819,1,0,9
1.9819,1,1,10
-1.0181,-1,1,10
-0.018072,0,1,12
2.9819,1,1,12
-0.018072,0,0,13
-4.0181,-1,1,13
0.98193,1,0,13
-2.0181,-1,0,14
7.9819,1,1,14
-1.0181,-1,0,16
-3.0181,-1,0,16
-0.018072,0,0,17
2.9819,1,1,17
0.98193,1,1,17
3.9819,1,1,20
-2.0181,-1,1,21
5.9819,1,0,23
-0.018072,0,0,24
-0.018072,0,1,24
-6.0181,-1,0,24
-3.0181,-1,0,24
4.9819,1,0,26
0.98193,1,1,26
-5.0181,-1,1,26
-2.0181,-1,0,26
-0.018072,0,1,27
-1.0181,-1,1,27
-2.0181,-1,0,28
5.9819,1,0,28
-0.018072,0,0,29
4.9819,1,1,29
2.9819,1,0,29
-0.018072,0,1,31
-4.0181,-1,0,32
1.9819,1,1,33
2.9819,1,1,33
-4.0181,-1,1,34
-0.018072,0,1,35
1.9819,1,1,36
3.9819,1,1,36
-1.0181,-1,1,38
-2.0181,-1,1,38
-5.0181,-1,1,39
-0.018072,0,1,40
3.9819,1,0,41
-3.0181,-1,0,41
-0.018072,0,1,42
-0.018072,0,1,42
-3.0181,-1,0,42
1.9819,1,0,42
4.9819,1,1,42
-6.0181,-1,0,43
-0.018072,0,0,45
-1.0181,-1,1,46
1.9819,1,1,46
-2.0181,-1,1,47
4.9819,1,1,47
2.9819,1,0,48
2.9819,1,1,50
-3.0181,-1,0,51
2.9819,1,0,51
-2.0181,-1,1,51
1.9819,1,1,52
1.9819,1,0,54
-0.018072,0,1,55
-6.0181,-1,1,55
-3.0181,-1,1,55
-0.018072,0,0,55
-0.018072,0,1,56
2.9819,1,0,57
-4.0181,-1,0,57
-3.0181,-1,1,57
-6.0181,-1,0,57
-3.0181,-1,1,57
8.9819,1,0,57
-1.0181,-1,1,58
3.9819,1,0,58
2.9819,1,1,59
-3.0181,-1,0,59
-2.0181,-1,1,60
-0.018072,0,1,60
2.9819,1,1,60
0.98193,1,1,60
1.9819,1,1,61
2.9819,1,1,61
-1.0181,-1,1,61
-0.018072,0,1,61
3.9819,1,1,62
-2.0181,-1,1,62
-1.0181,-1,1,62
-1.0181,-1,1,65
-6.0181,-1,1,66
-1.0181,-1,1,67
-3.0181,-1,1,70
-1.0181,-1,0,71
-1.0181,-1,1,71
1.9819,1,0,72
-2.0181,-1,0,72
-7.0181,-1,0,72
-1.0181,-1,0,73
-0.018072,0,1,74
-5.0181,-1,1,74
-0.018072,0,0,74
-3.0181,-1,0,74
6.9819,1,1,75
-5.0181,-1,0,75
4.9819,1,0,75
3.9819,1,0,76
-0.018072,0,0,77
-5.0181,-1,0,77
-4.0181,-1,1,78
3.9819,1,0,78
-1.0181,-1,1,78
1.9819,1,0,79
0.98193,1,1,79
-4.0181,-1,1,79
-0.018072,0,1,81
-0.018072,0,0,81
-0.018072,0,0,82
-1.0181,-1,0,82
-0.018072,0,1,82
3.9819,1,1,82
-2.0181,-1,1,83
0.98193,1,0,84
-0.018072,0,0,84
-5.0181,-1,1,86
-3.0181,-1,1,87
0.98193,1,0,89
3.9819,1,0,89
2.9819,1,1,89
-1.0181,-1,0,89
2.9819,1,1,89
-2.0181,-1,0,89
-0.018072,0,1,90
-6.0181,-1,1,91
-3.0181,-1,0,92
-0.018072,0,0,94
1.9819,1,1,95
2.9819,1,0,95
-4.0181,-1,0,95
-0.018072,0,0,96
2.9819,1,1,97
-0.018072,0,1,98
-3.0181,-1,0,98
-1.0181,-1,1,98
2.9819,1,1,98
-2.0181,-1,1,98
-4.0181,-1,0,98
-0.018072,0,1,99
-4.0181,-1,1,99
-4.0181,-1,1,99
5.9819,1,0,99
