MFonMB_X,MFonMB_X_dummy,Choice,Subj
2.655,1,1,2
-0.34503,-1,0,2
-4.345,-1,0,3
-4.345,-1,0,4
-4.345,-1,0,5
1.655,0,0,6
2.655,1,1,6
-0.34503,-1,1,6
-4.345,-1,0,6
1.655,0,0,7
2.655,1,1,7
1.655,0,0,8
2.655,1,0,8
-0.34503,-1,1,8
2.655,1,0,9
2.655,1,1,11
1.655,0,0,12
-0.34503,-1,1,12
-4.345,-1,0,12
1.655,0,0,13
-0.34503,-1,1,13
2.655,1,1,14
-0.34503,-1,1,14
-4.345,-1,1,14
2.655,1,1,15
-4.345,-1,0,15
2.655,1,1,16
-4.345,-1,0,16
2.655,1,1,18
-0.34503,-1,1,18
-4.345,-1,0,18
1.655,0,1,19
2.655,1,0,19
-0.34503,-1,0,20
2.655,1,1,21
-0.34503,-1,0,21
1.655,0,1,22
-4.345,-1,0,22
2.655,1,1,24
2.655,1,1,25
-0.34503,-1,1,26
-4.345,-1,0,26
1.655,0,0,27
1.655,0,1,28
-4.345,-1,0,28
1.655,0,0,29
1.655,0,0,30
-4.345,-1,0,30
1.655,0,0,31
2.655,1,1,31
-0.34503,-1,0,32
-4.345,-1,0,34
1.655,0,0,35
2.655,1,1,35
-4.345,-1,0,36
2.655,1,0,37
1.655,0,1,38
-0.34503,-1,0,38
-4.345,-1,0,38
-4.345,-1,0,39
2.655,1,1,40
-4.345,-1,0,40
-0.34503,-1,0,41
1.655,0,0,42
2.655,1,1,42
2.655,1,1,43
-0.34503,-1,0,43
-4.345,-1,1,43
2.655,1,1,44
-0.34503,-1,0,44
-4.345,-1,0,44
2.655,1,1,45
-4.345,-1,0,45
2.655,1,1,46
1.655,0,1,47
-4.345,-1,0,47
2.655,1,1,48
-0.34503,-1,1,48
-4.345,-1,0,48
2.655,1,0,49
-0.34503,-1,0,49
1.655,0,0,50
-4.345,-1,0,50
1.655,0,0,51
2.655,1,1,51
-4.345,-1,0,51
2.655,1,1,53
1.655,0,1,54
-0.34503,-1,1,54
1.655,0,0,56
2.655,1,1,57
2.655,1,1,58
-4.345,-1,0,58
1.655,0,0,59
-4.345,-1,0,59
1.655,0,1,60
1.655,0,1,62
2.655,1,1,62
-0.34503,-1,0,62
-4.345,-1,0,62
1.655,0,1,63
2.655,1,1,63
-4.345,-1,0,63
1.655,0,0,64
2.655,1,1,64
-0.34503,-1,0,64
1.655,0,0,65
2.655,1,0,65
-0.34503,-1,0,65
2.655,1,1,66
-4.345,-1,0,66
1.655,0,0,67
2.655,1,1,67
1.655,0,1,68
-0.34503,-1,0,68
1.655,0,0,69
2.655,1,1,70
-4.345,-1,0,70
1.655,0,1,71
2.655,1,0,71
-0.34503,-1,0,71
1.655,0,1,72
2.655,1,1,72
-4.345,-1,0,72
-4.345,-1,1,73
2.655,1,0,74
-4.345,-1,0,74
-0.34503,-1,0,75
1.655,0,0,76
2.655,1,1,76
-4.345,-1,0,76
1.655,0,0,77
2.655,1,1,79
-4.345,-1,0,79
1.655,0,0,80
2.655,1,0,81
-4.345,-1,0,81
1.655,0,0,82
-4.345,-1,0,82
1.655,0,0,84
2.655,1,0,84
-4.345,-1,0,85
1.655,0,0,86
2.655,1,0,86
2.655,1,1,87
-4.345,-1,0,87
2.655,1,0,88
1.655,0,1,89
2.655,1,0,89
1.655,0,0,90
-4.345,-1,0,90
1.655,0,0,91
2.655,1,1,91
2.655,1,1,92
-0.34503,-1,0,93
1.655,0,0,94
-4.345,-1,0,94
1.655,0,0,95
2.655,1,0,95
-0.34503,-1,0,95
-4.345,-1,0,95
-4.345,-1,0,96
1.655,0,1,97
2.655,1,1,97
-4.345,-1,0,98
1.655,0,0,99
2.655,1,1,99
-0.34503,-1,0,99
-4.345,-1,0,99
2.655,1,1,100
-4.345,-1,0,100
