MFonMB_X,MFonMB_X_dummy,Choice,Subj
-0.68421,-1,0,1
-4.6842,-1,0,1
2.3158,1,1,2
-4.6842,-1,0,2
2.3158,1,0,3
1.3158,0,1,4
2.3158,1,1,4
-4.6842,-1,0,4
-0.68421,-1,1,6
1.3158,0,1,7
-0.68421,-1,0,7
2.3158,1,1,8
-0.68421,-1,0,8
2.3158,1,1,9
-0.68421,-1,1,9
1.3158,0,1,10
2.3158,1,1,10
-4.6842,-1,0,10
2.3158,1,1,11
2.3158,1,1,12
-0.68421,-1,0,13
2.3158,1,1,14
2.3158,1,0,15
-4.6842,-1,0,15
-4.6842,-1,0,16
1.3158,0,0,17
-4.6842,-1,0,17
1.3158,0,0,18
-0.68421,-1,0,18
-4.6842,-1,0,18
1.3158,0,0,19
2.3158,1,0,19
2.3158,1,1,20
2.3158,1,1,21
-0.68421,-1,1,21
2.3158,1,1,22
-4.6842,-1,0,23
1.3158,0,1,24
2.3158,1,1,24
1.3158,0,0,25
2.3158,1,0,25
-0.68421,-1,0,26
-4.6842,-1,0,26
1.3158,0,0,27
2.3158,1,0,27
1.3158,0,0,28
2.3158,1,0,28
-4.6842,-1,0,28
2.3158,1,1,30
-4.6842,-1,0,30
1.3158,0,1,31
2.3158,1,0,31
-0.68421,-1,1,31
2.3158,1,1,32
1.3158,0,1,33
2.3158,1,1,33
1.3158,0,0,34
-4.6842,-1,0,34
2.3158,1,1,35
-4.6842,-1,0,35
2.3158,1,1,36
-0.68421,-1,1,36
-4.6842,-1,0,37
1.3158,0,1,38
2.3158,1,1,38
2.3158,1,0,39
2.3158,1,0,40
-4.6842,-1,0,40
-0.68421,-1,1,41
1.3158,0,1,42
2.3158,1,1,42
-4.6842,-1,0,42
2.3158,1,0,43
-4.6842,-1,0,43
2.3158,1,0,44
-4.6842,-1,0,44
2.3158,1,0,45
-4.6842,-1,0,45
1.3158,0,1,46
2.3158,1,0,47
-0.68421,-1,0,47
-4.6842,-1,0,47
2.3158,1,0,48
-4.6842,-1,0,48
1.3158,0,0,49
2.3158,1,1,49
-0.68421,-1,0,49
1.3158,0,0,51
2.3158,1,1,51
-4.6842,-1,0,51
2.3158,1,1,52
-4.6842,-1,0,52
1.3158,0,0,53
-0.68421,-1,0,53
2.3158,1,0,54
-0.68421,-1,0,54
1.3158,0,0,55
2.3158,1,0,55
1.3158,0,1,56
1.3158,0,1,57
2.3158,1,1,57
-0.68421,-1,1,57
-4.6842,-1,0,57
1.3158,0,1,58
2.3158,1,1,58
-0.68421,-1,0,58
1.3158,0,0,59
2.3158,1,0,59
2.3158,1,1,61
-0.68421,-1,0,61
2.3158,1,1,63
1.3158,0,0,64
-0.68421,-1,1,64
-4.6842,-1,0,64
1.3158,0,1,67
2.3158,1,0,67
-4.6842,-1,0,68
1.3158,0,1,69
2.3158,1,1,69
2.3158,1,1,70
2.3158,1,0,71
-0.68421,-1,0,71
-4.6842,-1,0,71
1.3158,0,1,72
2.3158,1,1,72
-0.68421,-1,0,72
1.3158,0,0,73
-0.68421,-1,0,73
2.3158,1,0,74
-0.68421,-1,1,74
-4.6842,-1,0,74
1.3158,0,1,75
2.3158,1,0,75
-4.6842,-1,0,75
-0.68421,-1,1,76
1.3158,0,0,77
2.3158,1,0,77
-0.68421,-1,0,77
-4.6842,-1,0,77
1.3158,0,0,78
2.3158,1,0,78
1.3158,0,1,79
2.3158,1,0,79
-0.68421,-1,0,79
-4.6842,-1,0,79
-4.6842,-1,0,80
1.3158,0,0,81
-0.68421,-1,1,81
1.3158,0,1,82
2.3158,1,1,83
1.3158,0,1,84
2.3158,1,0,84
1.3158,0,0,85
2.3158,1,0,85
-0.68421,-1,0,85
-4.6842,-1,0,85
1.3158,0,0,86
2.3158,1,1,86
-0.68421,-1,0,86
-4.6842,-1,0,86
1.3158,0,0,87
-4.6842,-1,0,87
1.3158,0,1,88
-0.68421,-1,0,88
-4.6842,-1,0,88
1.3158,0,1,89
2.3158,1,1,89
2.3158,1,1,90
-4.6842,-1,0,90
1.3158,0,0,91
2.3158,1,1,91
-4.6842,-1,0,91
2.3158,1,0,92
-0.68421,-1,0,92
2.3158,1,1,93
1.3158,0,0,95
2.3158,1,1,95
-4.6842,-1,0,95
1.3158,0,1,96
2.3158,1,1,96
1.3158,0,1,97
2.3158,1,1,97
1.3158,0,1,98
2.3158,1,1,98
1.3158,0,1,99
2.3158,1,0,99
-0.68421,-1,0,99
-4.6842,-1,0,99
2.3158,1,1,100
-4.6842,-1,1,100
