MFonMB_X,MFonMB_X_dummy,Choice,Subj
0.94,1,0,1
0.94,1,1,2
-0.06,0,0,2
-0.06,0,0,3
0.94,1,1,3
-0.06,0,0,5
0.94,1,0,5
-2.06,-1,0,5
-0.06,0,0,5
-0.06,0,0,6
-0.06,0,0,7
0.94,1,1,7
-2.06,-1,0,7
0.94,1,0,8
-0.06,0,1,8
-0.06,0,0,9
-0.06,0,0,9
0.94,1,1,10
-0.06,0,0,10
-0.06,0,0,11
0.94,1,1,11
-0.06,0,0,11
0.94,1,1,12
-2.06,-1,0,12
-0.06,0,1,13
-0.06,0,0,13
0.94,1,1,14
0.94,1,0,15
-0.06,0,0,15
-0.06,0,0,16
-2.06,-1,0,16
-0.06,0,0,16
-0.06,0,0,17
-0.06,0,0,18
0.94,1,1,19
-0.06,0,0,19
-2.06,-1,0,20
-0.06,0,0,20
-0.06,0,0,21
0.94,1,1,21
-0.06,0,1,22
0.94,1,1,22
-0.06,0,0,22
-0.06,0,0,23
-2.06,-1,0,23
-0.06,0,0,23
-0.06,0,0,24
0.94,1,1,24
-0.06,0,0,25
-0.06,0,1,25
-0.06,0,1,26
0.94,1,0,26
-0.06,0,1,27
0.94,1,1,27
-2.06,-1,0,27
-0.06,0,1,28
-0.06,0,0,29
0.94,1,1,29
-0.06,0,0,29
-0.06,0,1,30
0.94,1,1,30
-0.06,0,0,30
-0.06,0,0,31
0.94,1,0,31
-0.06,0,0,31
0.94,1,1,32
-2.06,-1,1,32
-0.06,0,1,33
-0.06,0,0,33
0.94,1,0,34
-0.06,0,0,35
0.94,1,1,35
-0.06,0,0,35
0.94,1,1,36
-2.06,-1,0,36
-0.06,0,0,36
-0.06,0,0,37
-0.06,0,0,38
-0.06,0,0,38
-0.06,0,0,39
-0.06,0,0,39
0.94,1,1,40
-0.06,0,1,41
0.94,1,1,41
-2.06,-1,0,41
-0.06,0,0,42
0.94,1,1,42
-0.06,0,0,42
-0.06,0,0,44
0.94,1,0,45
0.94,1,1,46
-0.06,0,0,46
-0.06,0,0,47
-0.06,0,1,48
-0.06,0,0,49
0.94,1,1,49
-0.06,0,1,50
-0.06,0,1,51
-2.06,-1,1,51
-0.06,0,0,51
0.94,1,1,52
-0.06,0,0,52
-0.06,0,1,53
0.94,1,1,53
-0.06,0,0,54
0.94,1,0,54
-2.06,-1,0,54
-0.06,0,1,54
-0.06,0,1,55
-0.06,0,0,55
-0.06,0,0,56
-0.06,0,1,57
0.94,1,0,57
-0.06,0,0,57
-0.06,0,0,58
-0.06,0,1,59
0.94,1,1,59
-0.06,0,0,59
-0.06,0,0,60
-0.06,0,0,60
-0.06,0,1,61
0.94,1,1,61
-0.06,0,0,61
-0.06,0,0,62
-0.06,0,0,62
0.94,1,1,63
-0.06,0,1,64
-0.06,0,1,65
0.94,1,1,65
-2.06,-1,0,65
-0.06,0,0,66
0.94,1,1,66
-2.06,-1,0,66
-0.06,0,0,66
-0.06,0,0,67
-0.06,0,0,67
-0.06,0,0,68
0.94,1,1,68
-0.06,0,0,68
-0.06,0,0,69
-2.06,-1,1,69
-0.06,0,0,69
0.94,1,0,70
-0.06,0,0,70
0.94,1,1,71
0.94,1,1,72
-0.06,0,0,72
-0.06,0,0,73
-0.06,0,0,73
-2.06,-1,0,74
-0.06,0,0,74
-0.06,0,0,75
-0.06,0,0,75
-0.06,0,1,76
-0.06,0,0,76
-0.06,0,1,77
0.94,1,1,77
-0.06,0,0,77
-0.06,0,0,78
0.94,1,1,78
-2.06,-1,0,78
-0.06,0,0,79
-2.06,-1,0,80
0.94,1,0,81
-0.06,0,0,81
0.94,1,0,82
-0.06,0,1,82
0.94,1,1,83
-0.06,0,0,83
0.94,1,1,84
0.94,1,1,85
-0.06,0,0,85
-0.06,0,0,86
-2.06,-1,1,86
-0.06,0,0,86
-0.06,0,0,87
0.94,1,1,88
-2.06,-1,0,88
-0.06,0,0,88
-0.06,0,0,89
-0.06,0,0,89
0.94,1,1,90
-0.06,0,0,90
-0.06,0,0,91
-0.06,0,0,92
0.94,1,1,92
-2.06,-1,1,92
-0.06,0,0,92
0.94,1,1,93
-2.06,-1,0,94
-0.06,0,0,94
0.94,1,1,95
-0.06,0,0,96
-0.06,0,0,96
-0.06,0,0,97
-0.06,0,1,98
0.94,1,1,99
-0.06,0,0,99
-0.06,0,0,100
-0.06,0,0,100
