MFonMB_X,MFonMB_X_dummy,Choice,Subj
2.3858,1,1,2
-0.61421,-1,1,2
2.3858,1,1,3
1.3858,0,0,4
2.3858,1,1,4
1.3858,0,1,5
-0.61421,-1,1,5
1.3858,0,0,6
2.3858,1,1,6
-0.61421,-1,0,7
-4.6142,-1,0,7
1.3858,0,0,8
2.3858,1,1,8
-4.6142,-1,0,8
1.3858,0,1,9
2.3858,1,0,9
1.3858,0,1,11
2.3858,1,0,11
-4.6142,-1,0,11
2.3858,1,0,12
-0.61421,-1,0,13
-4.6142,-1,0,13
1.3858,0,1,14
2.3858,1,0,14
-0.61421,-1,0,15
2.3858,1,1,16
1.3858,0,1,17
2.3858,1,0,17
-0.61421,-1,1,17
-4.6142,-1,0,17
2.3858,1,0,18
1.3858,0,0,19
-4.6142,-1,0,19
1.3858,0,1,20
2.3858,1,1,20
1.3858,0,0,21
-4.6142,-1,0,21
-0.61421,-1,0,22
-4.6142,-1,0,22
2.3858,1,1,23
-0.61421,-1,1,23
1.3858,0,1,24
-4.6142,-1,0,24
1.3858,0,0,25
2.3858,1,0,25
-4.6142,-1,0,25
2.3858,1,1,26
-0.61421,-1,0,27
1.3858,0,1,28
2.3858,1,1,28
-0.61421,-1,0,28
-4.6142,-1,0,28
1.3858,0,0,29
2.3858,1,1,29
-4.6142,-1,0,29
1.3858,0,1,30
-4.6142,-1,0,30
1.3858,0,1,31
-0.61421,-1,0,31
2.3858,1,0,32
-0.61421,-1,0,32
-4.6142,-1,0,32
2.3858,1,1,33
-4.6142,-1,0,33
2.3858,1,0,34
1.3858,0,0,35
1.3858,0,0,36
2.3858,1,0,36
-4.6142,-1,0,36
1.3858,0,0,37
2.3858,1,1,37
-4.6142,-1,0,37
1.3858,0,0,38
2.3858,1,1,38
2.3858,1,0,39
1.3858,0,0,40
2.3858,1,1,40
-0.61421,-1,0,40
-4.6142,-1,0,41
2.3858,1,1,42
-4.6142,-1,0,42
1.3858,0,0,43
-4.6142,-1,0,43
1.3858,0,1,44
-0.61421,-1,1,44
-4.6142,-1,0,44
1.3858,0,1,47
2.3858,1,1,47
-0.61421,-1,0,47
1.3858,0,0,48
2.3858,1,1,48
-4.6142,-1,0,48
-4.6142,-1,0,49
1.3858,0,0,50
2.3858,1,1,50
-4.6142,-1,0,50
1.3858,0,0,51
2.3858,1,0,51
-0.61421,-1,0,51
-4.6142,-1,0,52
2.3858,1,1,53
-0.61421,-1,1,53
1.3858,0,1,54
-4.6142,-1,0,54
1.3858,0,0,55
-4.6142,-1,0,55
-0.61421,-1,1,56
2.3858,1,1,58
2.3858,1,1,59
-4.6142,-1,0,60
2.3858,1,1,61
-0.61421,-1,1,61
1.3858,0,0,62
2.3858,1,0,62
-0.61421,-1,0,62
1.3858,0,1,63
2.3858,1,1,63
-4.6142,-1,0,63
2.3858,1,1,64
-0.61421,-1,1,64
-4.6142,-1,0,64
1.3858,0,1,65
1.3858,0,0,66
-0.61421,-1,0,66
1.3858,0,1,67
2.3858,1,1,67
1.3858,0,0,68
2.3858,1,1,68
2.3858,1,1,69
2.3858,1,0,71
-0.61421,-1,0,71
-4.6142,-1,0,71
1.3858,0,1,72
2.3858,1,1,72
-4.6142,-1,0,72
-0.61421,-1,0,73
-4.6142,-1,0,73
1.3858,0,0,74
1.3858,0,0,75
1.3858,0,0,76
2.3858,1,0,76
-0.61421,-1,0,76
-4.6142,-1,0,76
1.3858,0,1,77
1.3858,0,1,78
2.3858,1,1,78
-4.6142,-1,0,78
1.3858,0,0,80
-0.61421,-1,0,80
1.3858,0,0,81
-0.61421,-1,0,81
-4.6142,-1,0,81
1.3858,0,1,82
2.3858,1,1,82
-4.6142,-1,0,82
1.3858,0,1,83
2.3858,1,1,83
1.3858,0,0,84
2.3858,1,1,84
1.3858,0,0,85
2.3858,1,1,85
2.3858,1,1,86
-0.61421,-1,0,86
1.3858,0,1,87
-0.61421,-1,0,87
1.3858,0,1,88
2.3858,1,1,88
-4.6142,-1,0,88
1.3858,0,0,89
-4.6142,-1,0,89
-0.61421,-1,0,90
-4.6142,-1,0,90
1.3858,0,0,91
2.3858,1,0,91
-0.61421,-1,1,91
1.3858,0,1,92
2.3858,1,0,92
1.3858,0,0,93
2.3858,1,1,93
-0.61421,-1,0,93
1.3858,0,0,94
-4.6142,-1,0,94
1.3858,0,0,95
2.3858,1,0,95
-4.6142,-1,0,95
2.3858,1,1,96
-0.61421,-1,0,96
1.3858,0,1,97
2.3858,1,0,97
-4.6142,-1,0,97
1.3858,0,1,98
2.3858,1,1,98
-4.6142,-1,0,98
1.3858,0,1,99
2.3858,1,0,99
-0.61421,-1,1,99
1.3858,0,0,100
