MB_X,MB_Y,MF_X,MF_Y,MFonMB,Crits,Crits_incog,Choice,Subj,Round
-4.0551,-3.9909,-4.178,-4.147,0.0097195,0,0,0,1,76
-4.0551,-3.9909,-4.178,-4.147,0.0097195,0,0,1,1,77
-4.0551,-0.99092,-1.178,-4.147,0.0097195,0,0,0,1,79
-3.0551,-0.99092,-4.178,-1.147,0.0097195,0,0,0,1,80
-2.0551,-0.99092,-2.178,-1.147,0.0097195,0,0,1,1,81
-4.0551,-1.9909,-4.178,-3.147,0.0097195,0,0,0,1,82
-2.0551,-1.9909,-2.178,-3.147,0.0097195,0,0,1,1,83
-2.0551,-1.9909,-2.178,-2.147,0.0097195,0,0,1,1,84
-2.0551,-1.9909,-2.178,-2.147,0.0097195,0,0,1,1,85
-4.0551,-1.9909,-2.178,-2.147,0.0097195,0,0,0,1,86
-2.0551,-2.9909,-2.178,-4.147,0.0097195,0,0,0,1,87
-3.0551,-1.9909,-3.178,-4.147,3.0097,1,0,0,1,89
-0.055101,-1.9909,-4.178,-4.147,0.0097195,0,0,1,1,90
-0.055101,1.0091,-0.17798,0.85295,0.0097195,0,0,1,1,91
-0.055101,1.0091,-4.178,0.85295,0.0097195,0,0,1,1,92
-0.055101,0.009081,2.822,-4.147,0.0097195,0,0,1,1,93
-0.055101,0.009081,-0.17798,2.853,4.0097,1,0,0,1,95
-1.0551,0.009081,-1.178,-0.14705,0.0097195,0,0,1,1,96
-1.0551,2.0091,-1.178,2.853,0.0097195,0,0,1,1,97
-1.0551,1.0091,-1.178,1.853,0.0097195,0,0,1,1,98
0.9449,-0.99092,0.82202,-4.147,4.0097,1,0,0,1,99
-1.0551,3.0091,-1.178,-4.147,0.0097195,0,0,1,1,100
2.9449,-0.99092,2.822,-4.147,0.0097195,0,0,0,1,101
-1.0551,3.0091,-1.178,2.853,1.0097,1,0,1,1,102
3.9449,-0.99092,0.82202,-4.147,0.0097195,0,0,0,1,103
-1.0551,1.0091,-4.178,3.853,0.0097195,0,0,1,1,104
-1.0551,1.0091,-1.178,0.85295,0.0097195,0,0,1,1,105
-1.0551,1.0091,-1.178,0.85295,4.0097,1,0,1,1,106
-1.0551,-0.99092,-4.178,3.853,0.0097195,0,0,0,1,107
-1.0551,5.0091,-1.178,4.853,0.0097195,0,0,1,1,108
-1.0551,1.0091,-1.178,0.85295,0.0097195,0,0,1,1,109
0.9449,-0.99092,0.82202,3.853,0.0097195,0,0,0,1,110
0.9449,-0.99092,-1.178,-1.147,0.0097195,0,0,0,1,111
-1.0551,5.0091,-1.178,0.85295,0.0097195,0,0,1,1,112
4.9449,-0.99092,4.822,3.853,0.0097195,0,0,0,1,113
3.9449,-0.99092,4.822,-1.147,0.0097195,0,0,0,1,114
3.9449,-0.99092,3.822,3.853,-4.9903,1,0,0,1,115
3.9449,-0.99092,4.822,-1.147,-1.9903,1,0,0,1,116
-0.055101,-0.99092,1.822,3.853,0.0097195,0,0,1,1,117
-0.055101,2.0091,-0.17798,-1.147,0.0097195,0,0,1,1,118
-0.055101,2.0091,-0.17798,1.853,-2.9903,1,0,0,1,119
1.9449,2.0091,1.822,1.853,0.0097195,0,0,0,1,120
1.9449,3.0091,-3.178,2.853,0.0097195,0,0,1,1,121
-1.0551,2.0091,-1.178,1.853,0.0097195,0,0,1,1,122
-1.0551,-2.9909,1.822,-3.147,0.0097195,0,0,0,1,123
-3.0551,-3.9909,-3.178,-1.147,0.0097195,0,0,0,1,124
-4.0551,-2.9909,-1.178,-3.147,3.0097,1,0,1,1,125
-4.0551,1.0091,-4.178,0.85295,0.0097195,0,0,1,1,126
-4.0551,1.0091,-4.178,2.853,0.0097195,0,0,1,1,127
-4.0551,2.0091,-1.178,0.85295,0.0097195,0,0,1,1,128
0.9449,-3.9909,1.822,-1.147,0.0097195,0,0,0,1,129
-3.0551,-3.9909,-3.178,-1.147,0.0097195,0,0,1,1,130
-0.055101,-2.9909,-0.17798,0.85295,0.0097195,0,0,0,1,131
-0.055101,-2.9909,-4.178,0.85295,-4.9903,1,0,0,1,132
2.9449,-2.9909,2.822,-3.147,0.0097195,0,0,0,1,133
-0.055101,-2.9909,-0.17798,-3.147,0.0097195,0,0,1,1,134
-0.055101,-0.99092,4.822,0.85295,0.0097195,0,0,0,1,135
-1.0551,-0.99092,-0.17798,-1.147,0.0097195,0,0,1,1,136
-1.0551,0.009081,-1.178,0.85295,0.0097195,0,0,1,1,137
-1.0551,1.0091,-0.17798,0.85295,0.0097195,0,0,1,1,138
-1.0551,1.0091,-0.17798,-0.14705,5.0097,1,0,1,1,139
3.9449,-0.99092,3.822,-1.147,0.0097195,0,0,0,1,140
3.9449,-0.99092,3.822,-1.147,0.0097195,0,0,0,1,141
4.9449,-0.99092,4.822,-1.147,0.0097195,0,0,0,1,142
-1.0551,4.0091,-0.17798,3.853,0.0097195,0,0,1,1,143
-1.0551,4.0091,-0.17798,3.853,0.0097195,0,0,1,1,144
-1.0551,4.0091,-1.178,4.853,5.0097,1,0,1,1,145
-1.0551,3.0091,-1.178,2.853,0.0097195,0,0,1,1,146
-1.0551,5.0091,-0.17798,4.853,0.0097195,0,0,1,1,147
-1.0551,5.0091,-0.17798,4.853,0.0097195,0,0,1,1,148
-1.0551,5.0091,-0.17798,4.853,0.0097195,0,0,1,1,149
-1.0551,5.0091,-0.17798,4.853,4.0097,1,0,1,1,150
-1.0551,3.0091,-0.17798,3.853,0.0097195,0,0,1,1,151
-1.0551,3.0091,-0.17798,2.853,0.0097195,0,0,1,1,152
-1.0551,3.0091,-1.178,2.853,0.0097195,0,0,1,1,153
-1.0551,3.0091,-1.178,2.853,0.0097195,0,0,1,1,154
-1.0551,2.0091,-1.178,1.853,0.0097195,0,0,1,1,155
-1.0551,2.0091,-0.17798,2.853,-2.9903,1,0,1,1,156
-1.0551,1.0091,-1.178,-3.147,0.0097195,0,0,1,1,157
-1.0551,2.0091,-0.17798,1.853,0.0097195,0,0,1,1,158
-1.0551,5.0091,-1.178,4.853,0.0097195,0,0,1,1,159
-1.0551,4.0091,-0.17798,0.85295,0.0097195,0,0,1,1,160
0.9449,-0.99092,0.82202,-1.147,0.0097195,0,0,0,1,161
-0.055101,-0.99092,-0.17798,-1.147,0.0097195,0,0,1,1,162
-1.0551,0.009081,-0.17798,-0.14705,-4.9903,1,0,0,1,163
-2.0551,0.009081,-2.178,3.853,0.0097195,0,0,0,1,164
-0.055101,0.009081,-0.17798,-0.14705,0.0097195,0,0,0,1,165
-0.055101,0.009081,2.822,3.853,0.0097195,0,0,0,1,166
-0.055101,0.009081,4.822,3.853,0.0097195,0,0,0,1,167
-0.055101,0.009081,-0.17798,3.853,-2.9903,1,0,0,1,168
-3.0551,0.009081,-3.178,3.853,0.0097195,0,0,0,1,169
-2.0551,0.009081,-2.178,-0.14705,0.0097195,0,0,1,1,170
-2.0551,4.0091,-2.178,3.853,0.0097195,0,0,1,1,171
3.9449,-1.9909,3.822,2.853,-2.9903,1,0,0,1,172
-2.0551,3.0091,2.822,2.853,0.0097195,0,0,0,1,173
2.9449,3.0091,-2.178,2.853,0.0097195,0,0,0,1,174
2.9449,3.0091,2.822,2.853,0.0097195,0,0,0,1,175
2.9449,3.0091,2.822,2.853,0.0097195,0,0,1,1,176
3.9449,3.0091,2.822,2.853,0.0097195,0,0,0,1,177
2.9449,4.0091,2.822,3.853,0.0097195,0,0,1,1,178
3.9449,3.0091,3.822,2.853,-4.9903,1,0,0,1,179
-4.0551,3.0091,4.822,2.853,0.0097195,0,0,1,1,180
-4.0551,-1.9909,-4.178,-2.147,0.0097195,0,0,1,1,181
-1.0551,-3.9909,2.822,4.853,0.0097195,0,0,1,1,182
-1.0551,2.0091,2.822,1.853,0.0097195,0,0,1,1,183
-1.0551,4.0091,2.822,3.853,0.0097195,0,0,1,1,184
3.9449,-0.99092,-4.178,-1.147,-4.9903,1,0,0,1,185
3.9449,-0.99092,4.822,-1.147,0.0097195,0,0,0,1,186
2.9449,-0.99092,2.822,-1.147,0.0097195,0,0,0,1,187
3.9449,-0.99092,3.822,2.853,0.0097195,0,0,0,1,188
-1.0551,5.0091,2.822,3.853,0.0097195,0,0,1,1,189
4.9449,-0.99092,4.822,-1.147,-3.9903,1,0,0,1,190
-1.0551,2.0091,2.822,3.853,0.0097195,0,0,1,1,191
3.9449,-0.99092,1.822,2.853,0.0097195,0,0,0,1,192
-1.0551,3.0091,2.822,3.853,0.0097195,0,0,1,1,193
-1.0551,0.009081,2.822,-0.14705,0.0097195,0,0,0,1,194
-0.055101,5.0091,2.822,4.853,0.0097195,0,0,1,1,195
-0.055101,5.0091,-0.17798,-1.147,0.0097195,0,0,1,1,196
-0.055101,1.0091,2.822,4.853,0.0097195,0,0,1,1,197
-0.055101,1.0091,2.822,0.85295,-1.9903,1,0,1,1,198
-0.055101,2.0091,2.822,1.853,0.0097195,0,0,1,1,199
-0.055101,2.0091,2.822,-2.147,0.0097195,0,0,1,1,200
-0.055101,2.0091,2.822,1.853,0.0097195,0,0,1,1,201
-0.055101,2.0091,2.822,1.853,3.0097,1,0,1,1,202
2.9449,0.009081,2.822,-0.14705,0.0097195,0,0,0,1,203
1.9449,0.009081,1.822,-0.14705,0.0097195,0,0,0,1,204
-0.055101,4.0091,2.822,3.853,0.0097195,0,0,1,1,205
-0.055101,4.0091,-0.17798,2.853,-3.9903,1,0,0,1,206
-0.055101,4.0091,2.822,-4.147,3.0097,1,0,0,1,207
3.9449,2.0091,-4.178,-3.147,0.0097195,0,0,1,1,208
1.9449,4.0091,0.82202,2.853,0.0097195,0,0,0,1,209
3.9449,4.0091,3.822,2.853,0.0097195,0,0,0,1,210
4.9449,4.0091,4.822,2.853,0.0097195,0,0,0,1,211
3.9449,4.0091,-4.178,3.853,0.0097195,0,0,1,1,212
3.9449,3.0091,-4.178,2.853,0.0097195,0,0,1,1,213
2.9449,4.0091,1.822,2.853,-2.9903,1,0,0,1,214
2.9449,4.0091,2.822,2.853,0.0097195,0,0,0,1,215
3.9449,5.0091,-4.178,4.853,0.0097195,0,0,1,1,216
3.9449,4.0091,-4.178,3.853,0.0097195,0,0,1,1,217
3.9449,3.0091,-4.178,2.853,0.0097195,0,0,1,1,218
2.9449,4.0091,2.822,2.853,-2.9903,1,0,0,1,219
-2.0551,4.0091,2.822,2.853,0.0097195,0,0,1,1,220
-2.0551,-1.9909,2.822,-2.147,0.0097195,0,0,1,1,221
-2.0551,-2.9909,2.822,-3.147,0.0097195,0,0,0,1,222
-2.0551,-2.9909,-2.178,-3.147,-4.9903,1,0,0,1,223
-3.0551,-0.99092,-4.178,4.853,0.0097195,0,0,1,1,224
-3.0551,-2.9909,-1.178,-4.147,0.0097195,0,0,0,1,225
-4.0551,-2.9909,-4.178,-4.147,0.0097195,0,0,1,1,226
-4.0551,-3.9909,-4.178,-3.147,0.0097195,0,0,0,1,227
-3.0551,-3.9909,-3.178,-3.147,0.0097195,0,0,0,1,228
1.9449,-3.9909,-3.178,-4.147,0.0097195,0,0,0,1,229
1.9449,-3.9909,1.822,-3.147,3.0097,1,0,0,1,230
1.9449,-3.9909,-3.178,-3.147,0.0097195,0,0,0,1,231
2.9449,-3.9909,2.822,-3.147,0.0097195,0,0,0,1,232
-4.0551,3.0091,-4.178,1.853,0.0097195,0,0,1,1,233
-4.0551,2.0091,-4.178,1.853,0.0097195,0,0,1,1,234
-4.0551,4.0091,-4.178,3.853,0.0097195,0,0,1,1,235
-0.055101,-3.9909,2.822,-3.147,0.0097195,0,0,1,1,236
-0.055101,3.0091,2.822,-4.147,0.0097195,0,0,1,1,237
-0.055101,-0.99092,2.822,2.853,0.0097195,0,0,1,1,238
0.9449,0.009081,-1.178,-0.14705,0.0097195,0,0,0,1,239
-0.055101,-0.99092,2.822,-1.147,0.0097195,0,0,1,1,240
-0.055101,1.0091,-0.17798,0.85295,0.0097195,0,0,1,1,241
1.9449,0.009081,0.82202,-0.14705,0.0097195,0,0,0,1,242
-0.055101,3.0091,2.822,2.853,0.0097195,0,0,1,1,243
-0.055101,5.0091,2.822,4.853,0.0097195,0,0,1,1,244
-0.055101,5.0091,-0.17798,1.853,5.0097,1,0,1,1,245
3.9449,0.009081,4.822,-0.14705,0.0097195,0,0,0,1,246
-0.055101,4.0091,2.822,3.853,2.0097,1,0,1,1,247
-0.055101,3.0091,2.822,2.853,0.0097195,0,0,1,1,248
-0.055101,0.009081,1.822,-0.14705,0.0097195,0,0,0,1,249
-0.055101,-2.9909,-0.17798,-0.14705,0.0097195,0,0,0,1,250
3.9449,-0.99092,3.822,1.853,0.0097195,0,0,0,2,76
-2.0551,-0.99092,1.822,-1.147,0.0097195,0,0,1,2,77
-2.0551,1.0091,-2.178,0.85295,0.0097195,0,0,1,2,78
-0.055101,-1.9909,1.822,1.853,0.0097195,0,0,0,2,79
-1.0551,-1.9909,-1.178,1.853,0.0097195,0,0,1,2,80
-0.055101,-0.99092,-2.178,-1.147,0.0097195,0,0,0,2,81
-1.0551,1.0091,-1.178,-0.14705,0.0097195,0,0,0,2,82
0.9449,0.009081,-0.17798,-0.14705,0.0097195,0,0,1,2,83
0.9449,1.0091,-0.17798,-0.14705,0.0097195,0,0,0,2,84
0.9449,-1.9909,0.82202,-2.147,0.0097195,0,0,1,2,85
0.9449,-1.9909,-0.17798,0.85295,0.0097195,0,0,1,2,86
0.9449,-1.9909,-0.17798,-2.147,0.0097195,0,0,1,2,87
0.9449,-1.9909,0.82202,-2.147,-1.9903,1,0,1,2,88
0.9449,-1.9909,0.82202,-2.147,0.0097195,0,0,0,2,89
4.9449,-1.9909,-0.17798,-2.147,0.0097195,0,0,0,2,90
-2.0551,5.0091,-2.178,4.853,0.0097195,0,0,1,2,91
3.9449,-1.9909,3.822,-2.147,0.0097195,0,0,0,2,92
-2.0551,4.0091,-2.178,3.853,0.0097195,0,0,1,2,93
3.9449,-1.9909,4.822,-2.147,3.0097,1,0,1,2,94
3.9449,-2.9909,4.822,-3.147,0.0097195,0,0,0,2,95
-3.0551,-0.99092,-3.178,-3.147,0.0097195,0,0,0,2,96
-3.0551,-0.99092,-3.178,-3.147,0.0097195,0,0,1,2,97
-3.0551,2.0091,-3.178,1.853,0.0097195,0,0,1,2,98
1.9449,-2.9909,-1.178,-3.147,-3.9903,1,0,0,2,99
-3.0551,2.0091,-3.178,3.853,0.0097195,0,0,1,2,100
3.9449,-2.9909,1.822,-2.147,0.0097195,0,0,0,2,101
-3.0551,4.0091,-3.178,3.853,0.0097195,0,0,1,2,102
4.9449,-2.9909,4.822,-2.147,0.0097195,0,0,0,2,103
-3.0551,4.0091,-3.178,3.853,0.0097195,0,0,0,2,104
3.9449,3.0091,3.822,-2.147,0.0097195,0,0,1,2,105
2.9449,4.0091,2.822,3.853,-4.9903,1,0,0,2,106
3.9449,4.0091,3.822,4.853,0.0097195,0,0,1,2,107
3.9449,4.0091,3.822,3.853,0.0097195,0,0,1,2,108
3.9449,3.0091,3.822,2.853,0.0097195,0,0,0,2,109
-0.055101,3.0091,3.822,3.853,0.0097195,0,0,1,2,110
-0.055101,1.0091,3.822,2.853,0.0097195,0,0,1,2,111
-0.055101,2.0091,3.822,0.85295,0.0097195,0,0,1,2,112
2.9449,0.009081,2.822,-0.14705,0.0097195,0,0,1,2,113
-1.0551,3.0091,-1.178,1.853,0.0097195,0,0,0,2,114
-1.0551,3.0091,3.822,1.853,-4.9903,1,0,1,2,115
-1.0551,2.0091,3.822,2.853,0.0097195,0,0,0,2,116
-0.055101,2.0091,4.822,1.853,0.0097195,0,0,1,2,117
-0.055101,1.0091,-0.17798,2.853,0.0097195,0,0,0,2,118
-0.055101,1.0091,4.822,0.85295,-2.9903,1,0,0,2,119
3.9449,1.0091,3.822,0.85295,0.0097195,0,0,1,2,120
0.9449,4.0091,2.822,3.853,0.0097195,0,0,0,2,121
1.9449,4.0091,1.822,3.853,0.0097195,0,0,1,2,122
1.9449,3.0091,1.822,2.853,0.0097195,0,0,1,2,123
3.9449,2.0091,2.822,0.85295,0.0097195,0,0,0,2,124
3.9449,2.0091,3.822,0.85295,2.0097,1,0,0,2,125
1.9449,3.0091,1.822,2.853,0.0097195,0,0,1,2,126
2.9449,2.0091,2.822,0.85295,0.0097195,0,0,1,2,127
2.9449,-2.9909,-2.178,1.853,0.0097195,0,0,0,2,128
3.9449,-2.9909,2.822,-3.147,0.0097195,0,0,0,2,129
2.9449,-2.9909,3.822,1.853,0.0097195,0,0,1,2,130
-3.0551,3.0091,-3.178,2.853,0.0097195,0,0,1,2,131
2.9449,-2.9909,3.822,-3.147,-4.9903,1,0,1,2,132
-1.0551,3.0091,-3.178,4.853,0.0097195,0,0,0,2,133
2.9449,-1.9909,4.822,-1.147,0.0097195,0,0,0,2,134
2.9449,-1.9909,3.822,-1.147,0.0097195,0,0,0,2,135
2.9449,-1.9909,2.822,-1.147,0.0097195,0,0,1,2,136
-2.0551,3.0091,-2.178,2.853,0.0097195,0,0,1,2,137
2.9449,-1.9909,2.822,-2.147,0.0097195,0,0,1,2,138
2.9449,-1.9909,2.822,-2.147,5.0097,1,0,0,2,139
-2.0551,5.0091,-2.178,2.853,0.0097195,0,0,1,2,140
-2.0551,5.0091,-2.178,4.853,0.0097195,0,0,1,2,141
2.9449,-1.9909,4.822,-2.147,0.0097195,0,0,1,2,142
2.9449,5.0091,2.822,4.853,0.0097195,0,0,0,2,143
4.9449,5.0091,4.822,4.853,0.0097195,0,0,1,2,144
4.9449,5.0091,4.822,4.853,-4.9903,1,0,1,2,145
1.9449,5.0091,1.822,4.853,0.0097195,0,0,1,2,146
0.9449,2.0091,0.82202,4.853,0.0097195,0,0,0,2,147
1.9449,2.0091,1.822,4.853,0.0097195,0,0,0,2,148
0.9449,2.0091,4.822,1.853,0.0097195,0,0,0,2,149
0.9449,2.0091,0.82202,4.853,-4.9903,1,0,0,2,150
0.9449,2.0091,0.82202,4.853,0.0097195,0,0,1,2,151
0.9449,2.0091,4.822,1.853,0.0097195,0,0,0,2,152
1.9449,2.0091,1.822,1.853,0.0097195,0,0,0,2,153
1.9449,0.009081,1.822,0.85295,0.0097195,0,0,0,2,154
-0.055101,3.0091,0.82202,1.853,0.0097195,0,0,0,2,155
-0.055101,3.0091,-0.17798,1.853,-4.9903,1,0,0,2,156
-1.0551,3.0091,4.822,1.853,0.0097195,0,0,0,2,157
2.9449,0.009081,2.822,-0.14705,0.0097195,0,0,1,2,158
2.9449,0.009081,2.822,-0.14705,0.0097195,0,0,1,2,159
2.9449,-3.9909,2.822,-4.147,0.0097195,0,0,1,2,160
-3.0551,3.0091,-3.178,1.853,0.0097195,0,0,1,2,161
-3.0551,2.0091,-1.178,2.853,0.0097195,0,0,1,2,162
-3.0551,2.0091,-1.178,1.853,4.0097,1,0,1,2,163
-3.0551,5.0091,-3.178,4.853,0.0097195,0,0,0,2,164
4.9449,-1.9909,3.822,-2.147,0.0097195,0,0,0,2,165
4.9449,-1.9909,4.822,-2.147,0.0097195,0,0,0,2,166
-2.0551,5.0091,-1.178,4.853,0.0097195,0,0,1,2,167
4.9449,-1.9909,4.822,-2.147,-3.9903,1,0,0,2,168
-2.0551,-2.9909,-1.178,-3.147,0.0097195,0,0,1,2,169
-2.0551,-3.9909,-1.178,-4.147,0.0097195,0,0,0,2,170
-4.0551,-2.9909,-4.178,-2.147,0.0097195,0,0,1,2,171
-3.0551,-3.9909,-3.178,-4.147,-3.9903,1,0,1,2,172
-3.0551,-3.9909,-3.178,-4.147,0.0097195,0,0,1,2,173
-4.0551,-2.9909,-4.178,3.853,0.0097195,0,0,1,2,174
-4.0551,-1.9909,-4.178,-2.147,0.0097195,0,0,0,2,175
-4.0551,-1.9909,-4.178,-2.147,0.0097195,0,0,1,2,176
-1.0551,-3.9909,-1.178,3.853,0.0097195,0,0,1,2,177
-1.0551,-1.9909,-1.178,-2.147,0.0097195,0,0,1,2,178
-1.0551,-1.9909,-3.178,-4.147,4.0097,1,0,0,2,179
-0.055101,-1.9909,-1.178,3.853,0.0097195,0,0,1,2,180
-0.055101,-1.9909,-1.178,-2.147,0.0097195,0,0,0,2,181
-2.0551,5.0091,-4.178,4.853,0.0097195,0,0,1,2,182
-2.0551,3.0091,-4.178,2.853,0.0097195,0,0,1,2,183
2.9449,-1.9909,2.822,-2.147,0.0097195,0,0,0,2,184
2.9449,-1.9909,-0.17798,-2.147,4.0097,1,0,1,2,185
-2.0551,3.0091,-4.178,-4.147,0.0097195,0,0,0,2,186
-2.0551,3.0091,-2.178,-4.147,0.0097195,0,0,0,2,187
-3.0551,3.0091,-3.178,-4.147,0.0097195,0,0,0,2,188
-3.0551,3.0091,-3.178,-4.147,0.0097195,0,0,0,2,189
2.9449,-2.9909,-0.17798,-2.147,-3.9903,1,0,0,2,190
-3.0551,-2.9909,-4.178,-2.147,0.0097195,0,0,0,2,191
-3.0551,-2.9909,-3.178,-2.147,0.0097195,0,0,0,2,192
-0.055101,-2.9909,-0.17798,-4.147,0.0097195,0,0,0,2,193
-1.0551,-2.9909,-3.178,-2.147,0.0097195,0,0,1,2,194
4.9449,-0.99092,-4.178,-3.147,0.0097195,0,0,0,2,195
-1.0551,4.0091,-3.178,4.853,0.0097195,0,0,0,2,196
-3.0551,4.0091,-3.178,4.853,0.0097195,0,0,0,2,197
-3.0551,4.0091,-1.178,3.853,-4.9903,1,0,1,2,198
-0.055101,-2.9909,-0.17798,4.853,0.0097195,0,0,0,2,199
-2.0551,-2.9909,-2.178,4.853,0.0097195,0,0,0,2,200
-3.0551,2.0091,-1.178,1.853,0.0097195,0,0,1,2,201
-3.0551,2.0091,4.822,4.853,-2.9903,1,0,0,2,202
1.9449,-1.9909,-3.178,-2.147,0.0097195,0,0,1,2,203
-2.0551,2.0091,-2.178,4.853,0.0097195,0,0,0,2,204
1.9449,-0.99092,-3.178,-1.147,0.0097195,0,0,0,2,205
-1.0551,2.0091,-1.178,4.853,3.0097,1,0,1,2,206
3.9449,-0.99092,2.822,-1.147,0.0097195,0,0,1,2,207
-1.0551,4.0091,-1.178,2.853,0.0097195,0,0,1,2,208
-1.0551,2.0091,-1.178,3.853,0.0097195,0,0,0,2,209
1.9449,-3.9909,1.822,-4.147,0.0097195,0,0,0,2,210
-4.0551,5.0091,-1.178,4.853,0.0097195,0,0,1,2,211
-4.0551,4.0091,-1.178,3.853,0.0097195,0,0,1,2,212
2.9449,-3.9909,3.822,-4.147,0.0097195,0,0,1,2,213
-4.0551,3.0091,-1.178,2.853,4.0097,1,0,1,2,214
-4.0551,2.0091,-4.178,1.853,0.0097195,0,0,0,2,215
-3.0551,2.0091,-1.178,3.853,0.0097195,0,0,1,2,216
