MB_X,MB_Y,MF_X,MF_Y,MFonMB,Crits,Crits_incog,Choice,Subj,Round
2.9449,-2.9909,2.822,-3.147,0.0097195,0,0,0,2,217
-3.0551,-0.99092,-1.178,-1.147,0.0097195,0,0,1,2,218
-3.0551,-0.99092,-3.178,1.853,-3.9903,1,0,1,2,219
-2.0551,-2.9909,-4.178,-3.147,0.0097195,0,0,0,2,220
-3.0551,-2.9909,-1.178,-2.147,0.0097195,0,0,1,2,221
-3.0551,-2.9909,-1.178,-3.147,0.0097195,0,0,0,2,222
-3.0551,-2.9909,-3.178,-3.147,4.0097,1,0,1,2,223
-2.0551,-2.9909,-3.178,-3.147,0.0097195,0,0,0,2,224
-3.0551,-1.9909,-4.178,-2.147,0.0097195,0,0,1,2,225
-3.0551,-3.9909,-3.178,-2.147,0.0097195,0,0,0,2,226
2.9449,-3.9909,2.822,-2.147,0.0097195,0,0,0,2,227
-4.0551,1.0091,-4.178,0.85295,0.0097195,0,0,1,2,228
0.9449,-3.9909,0.82202,-2.147,0.0097195,0,0,0,2,229
0.9449,-3.9909,-4.178,-4.147,-4.9903,1,0,1,2,230
0.9449,-2.9909,-4.178,-2.147,0.0097195,0,0,0,2,231
-3.0551,2.0091,-3.178,4.853,0.0097195,0,0,1,2,232
2.9449,-2.9909,2.822,-2.147,0.0097195,0,0,0,2,233
0.9449,-2.9909,1.822,-2.147,0.0097195,0,0,0,2,234
-3.0551,2.0091,-3.178,0.85295,0.0097195,0,0,1,2,235
4.9449,-2.9909,4.822,-2.147,0.0097195,0,0,0,2,236
3.9449,-2.9909,3.822,-2.147,0.0097195,0,0,0,2,237
3.9449,-2.9909,1.822,-3.147,-4.9903,1,0,0,2,238
4.9449,-2.9909,4.822,-2.147,0.0097195,0,0,0,2,239
-3.0551,5.0091,-3.178,4.853,0.0097195,0,0,1,2,240
-3.0551,5.0091,-3.178,1.853,0.0097195,0,0,1,2,241
2.9449,-2.9909,4.822,-2.147,0.0097195,0,0,0,2,242
3.9449,-2.9909,2.822,-2.147,0.0097195,0,0,0,2,243
-3.0551,4.0091,-3.178,3.853,0.0097195,0,0,1,2,244
3.9449,-2.9909,3.822,-3.147,4.0097,1,0,0,2,245
0.9449,-2.9909,-4.178,-2.147,0.0097195,0,0,0,2,246
1.9449,-2.9909,0.82202,-2.147,0.0097195,0,0,0,2,247
-2.0551,-2.9909,-2.178,-3.147,0.0097195,0,0,0,2,248
-2.0551,-2.9909,1.822,-2.147,0.0097195,0,0,0,2,249
-4.0551,-2.9909,-4.178,-2.147,0.0097195,0,0,0,2,250
2.9449,3.0091,1.822,2.853,0.0097195,0,0,0,3,76
2.9449,4.0091,4.822,2.853,0.0097195,0,0,1,3,77
2.9449,3.0091,3.822,2.853,0.0097195,0,0,0,3,78
2.9449,5.0091,4.822,2.853,0.0097195,0,0,1,3,79
-0.055101,3.0091,4.822,2.853,0.0097195,0,0,1,3,80
-0.055101,5.0091,4.822,4.853,0.0097195,0,0,1,3,81
-0.055101,4.0091,4.822,4.853,0.0097195,0,0,1,3,82
-0.055101,4.0091,4.822,3.853,0.0097195,0,0,1,3,83
-0.055101,-0.99092,4.822,-1.147,0.0097195,0,0,0,3,84
4.9449,-0.99092,4.822,3.853,0.0097195,0,0,0,3,85
-1.0551,3.0091,-1.178,-0.14705,0.0097195,0,0,1,3,86
4.9449,-0.99092,4.822,3.853,0.0097195,0,0,0,3,87
4.9449,-0.99092,2.822,-1.147,-3.9903,1,0,0,3,88
3.9449,-0.99092,3.822,3.853,0.0097195,0,0,0,3,89
0.9449,-0.99092,3.822,-1.147,0.0097195,0,0,0,3,90
1.9449,-0.99092,0.82202,3.853,0.0097195,0,0,0,3,91
-1.0551,4.0091,-1.178,3.853,0.0097195,0,0,1,3,92
-1.0551,3.0091,-1.178,2.853,0.0097195,0,0,1,3,93
2.9449,-0.99092,1.822,3.853,-4.9903,1,0,0,3,94
-1.0551,0.009081,-1.178,4.853,0.0097195,0,0,0,3,95
-3.0551,0.009081,-3.178,4.853,0.0097195,0,0,0,3,96
-0.055101,-2.9909,-0.17798,-3.147,0.0097195,0,0,1,3,97
-0.055101,-1.9909,-0.17798,-2.147,0.0097195,0,0,0,3,98
-0.055101,-1.9909,4.822,3.853,2.0097,1,0,1,3,99
-1.0551,0.009081,-2.178,4.853,0.0097195,0,0,1,3,100
0.9449,-0.99092,0.82202,-1.147,0.0097195,0,0,0,3,101
-0.055101,-0.99092,-2.178,-1.147,0.0097195,0,0,0,3,102
-0.055101,-0.99092,-0.17798,-1.147,0.0097195,0,0,0,3,103
-0.055101,-0.99092,-0.17798,-2.147,0.0097195,0,0,1,3,104
2.9449,0.009081,2.822,-0.14705,0.0097195,0,0,0,3,105
-0.055101,3.0091,-0.17798,-1.147,5.0097,1,0,1,3,106
-0.055101,1.0091,-0.17798,0.85295,0.0097195,0,0,1,3,107
2.9449,0.009081,4.822,-0.14705,0.0097195,0,0,0,3,108
-0.055101,4.0091,-0.17798,2.853,0.0097195,0,0,0,3,109
0.9449,4.0091,0.82202,3.853,0.0097195,0,0,1,3,110
0.9449,3.0091,-0.17798,2.853,0.0097195,0,0,1,3,111
