MB,MF,MFonMB,Unlikely,Crits,Choice,Subj
0.031244,0.011172,-0.012,-0.0004,-2,1,1
3.0312,3.0112,-0.012,-0.0004,-2,0,1
3.5812,3.5612,-0.012,-0.0004,-2,1,1
-3.8188,-0.83883,-0.012,-0.0004,-2,0,1
-3.6913,-3.7113,-0.012,-0.0004,-2,0,1
-3.5829,-3.603,-0.012,-0.0004,-2,1,1
-4.5188,-4.5388,-0.012,-0.0004,-2,0,1
1.7312,0.011172,-0.012,-0.0004,-2,0,1
1.4762,2.7873,2.988,-0.0004,1,1,1
2.2595,2.5612,-0.012,-0.0004,-2,1,1
-0.92474,1.9052,-0.012,-0.0004,-2,1,1
0.84383,0.82376,0.988,-0.0004,1,0,1
-0.65946,-0.084529,4.988,-0.0004,1,1,1
1.3901,-4.88,-0.012,-0.0004,-2,1,1
0.33124,4.7551,-0.012,-0.0004,-2,0,1
0.58624,0.26617,-0.012,-0.0004,-2,0,1
0.50299,4.3212,-5.012,-0.0004,1,1,1
0.031244,5.7062,-0.012,-0.0004,-2,1,1
1.1438,1.1238,-0.012,-0.0004,-2,1,1
0.73124,4.6677,-0.012,-0.0004,-2,1,1
-0.41376,-0.43383,-0.012,-0.0004,-2,0,1
-1.7405,0.042971,-0.012,-0.0004,-2,1,1
2.0753,-1.8977,-0.012,-0.0004,-2,1,1
1.9187,1.5562,-0.012,-0.0004,-2,1,1
0.031244,0.73367,-0.012,-0.0004,-2,0,1
0.031244,-2.3747,-0.012,-0.0004,-2,1,1
0.031244,-0.19912,-0.012,-0.0004,-2,1,1
3.0445,2.8457,-5.012,-0.0004,1,1,1
-3.3625,2.4188,-0.012,-0.0004,-2,0,1
3.3659,3.2167,-0.012,-0.0004,-2,1,1
0.31573,0.18588,-0.012,-0.0004,-2,1,1
-0.21057,2.6212,-0.012,-0.0004,-2,0,1
4.2368,-0.64134,-0.012,-0.0004,-2,0,1
0.43124,3.5185,-0.012,-0.0004,-2,1,1
-0.41876,-0.43883,-0.012,-0.0004,-2,0,1
0.031244,-4.0271,-0.012,-0.0004,-2,0,1
