MB,MF,SMF,MFonMB,Choice,Subj
-5.0485,-4.9621,-4.8077,-4.9091,0,13
0.9515,5.0379,1.1923,1.0909,0,13
2.9515,-4.9621,3.1923,3.0909,1,13
0.9515,-5.9621,-2.8077,1.0909,1,13
0.9515,-0.9621,-0.80771,-0.90907,1,13
-0.048504,0.037897,0.19229,0.090934,1,13
-1.0485,-5.9621,-0.80771,-0.90907,0,13
1.9515,2.0379,2.1923,2.0909,1,13
-6.0485,2.0379,-5.8077,-5.9091,0,13
2.9515,3.0379,3.1923,3.0909,1,13
-2.0485,-2.9621,5.1923,5.0909,1,13
-2.0485,7.0379,7.1923,7.0909,0,13
-2.0485,-1.9621,-1.8077,-1.9091,0,13
-3.0485,-6.9621,-2.8077,-2.9091,1,13
2.9515,-6.9621,-2.8077,3.0909,0,13
-7.0485,-1.9621,-6.8077,-6.9091,0,13
1.9515,-3.9621,2.1923,2.0909,0,13
-4.0485,-5.9621,-5.8077,-3.9091,0,13
-4.0485,-4.9621,-1.8077,-1.9091,0,13
4.9515,3.0379,5.1923,5.0909,1,13
-5.0485,4.0379,-4.8077,-4.9091,0,13
3.9515,4.0379,4.1923,4.0909,1,13
-2.0485,-4.9621,1.1923,1.0909,1,13
-1.0485,-0.9621,-0.80771,-0.90907,0,13
-2.0485,-1.9621,-1.8077,-1.9091,0,13
3.9515,5.0379,5.1923,4.0909,1,13
3.9515,6.0379,4.1923,4.0909,0,13
3.9515,4.0379,4.1923,4.0909,1,13
1.9515,2.0379,2.1923,2.0909,1,13
-2.0485,4.0379,6.1923,-1.9091,0,13
-3.0485,-2.9621,-2.8077,-2.9091,0,13
3.9515,-2.9621,4.1923,4.0909,1,13
5.9515,2.0379,6.1923,6.0909,0,13
-2.0485,2.0379,2.1923,2.0909,0,13
5.9515,-1.9621,-1.8077,-1.9091,0,13
-1.0485,-0.9621,-0.80771,-0.90907,1,13
-1.0485,-1.9621,-1.8077,-0.90907,0,13
0.9515,1.0379,1.1923,1.0909,1,13
1.9515,6.0379,4.1923,2.0909,1,13
-0.048504,0.037897,0.19229,0.090934,1,13
-5.0485,-4.9621,-4.8077,-4.9091,1,13
0.9515,0.037897,0.19229,1.0909,1,13
-4.0485,0.037897,-3.8077,-3.9091,0,13
2.9515,3.0379,3.1923,3.0909,1,13
-0.048504,0.037897,0.19229,0.090934,0,13
-0.048504,0.037897,0.19229,0.090934,0,13
-3.0485,-3.9621,-3.8077,0.090934,0,13
-0.048504,0.037897,0.19229,0.090934,0,13
0.9515,2.0379,-0.80771,1.0909,0,13
0.9515,2.0379,0.19229,1.0909,1,13
0.9515,0.037897,0.19229,1.0909,1,13
-1.0485,1.0379,-0.80771,-0.90907,0,13
-4.0485,4.0379,-3.8077,4.0909,0,13
1.9515,2.0379,2.1923,2.0909,0,13
-2.0485,2.0379,0.19229,-1.9091,0,13
1.9515,-2.9621,2.1923,2.0909,1,13
2.9515,3.0379,3.1923,3.0909,1,13
-4.0485,2.0379,-1.8077,-1.9091,1,13
1.9515,-2.9621,2.1923,2.0909,1,13
-3.0485,-2.9621,-2.8077,-2.9091,0,13
0.9515,1.0379,1.1923,1.0909,0,13
1.9515,-2.9621,4.1923,2.0909,0,13
-3.0485,1.0379,1.1923,1.0909,1,13
0.9515,-0.9621,-0.80771,-0.90907,1,13
0.9515,-0.9621,1.1923,1.0909,1,13
0.9515,1.0379,1.1923,1.0909,0,13
0.9515,0.037897,-2.8077,-2.9091,1,13
-0.048504,-0.9621,-0.80771,0.090934,1,13
-3.0485,-2.9621,-2.8077,-2.9091,0,13
-0.048504,0.037897,0.19229,0.090934,1,13
0.9515,-0.9621,0.19229,0.090934,0,13
1.9515,0.037897,-2.8077,2.0909,1,13
-0.048504,3.0379,0.19229,0.090934,0,13
-1.0485,-0.9621,-0.80771,-0.90907,0,13
2.9515,2.0379,2.1923,3.0909,0,13
-1.0485,-2.9621,-2.8077,-0.90907,0,13
-3.0485,3.0379,-0.80771,-2.9091,0,13
2.9515,-1.9621,3.1923,3.0909,1,13
-4.0485,-2.9621,-2.8077,-3.9091,0,13
-3.0485,-3.9621,-3.8077,-2.9091,0,13
-5.0485,3.0379,-4.8077,-4.9091,0,13
5.9515,3.0379,0.19229,6.0909,1,13
6.9515,7.0379,7.1923,7.0909,1,13
3.9515,-2.9621,3.1923,3.0909,1,13
2.9515,-3.9621,3.1923,3.0909,1,13
3.9515,6.0379,6.1923,-3.9091,1,13
-3.0485,-2.9621,-2.8077,-2.9091,1,13
0.9515,1.0379,1.1923,1.0909,0,13
-7.0485,-0.9621,-6.8077,-6.9091,0,13
-1.0485,1.0379,1.1923,1.0909,1,13
-2.0485,2.0379,2.1923,2.0909,1,13
-2.0485,-7.9621,-0.80771,-0.90907,0,13
7.9515,3.0379,-3.8077,8.0909,1,13
-1.0485,0.037897,3.1923,-2.9091,1,13
7.9515,-0.9621,0.19229,0.090934,1,13
7.9515,1.0379,1.1923,1.0909,1,13
-1.0485,-5.9621,-0.80771,-0.90907,0,13
5.9515,-1.9621,-5.8077,-5.9091,1,13
6.9515,-1.9621,1.1923,1.0909,0,13
5.9515,-6.9621,-6.8077,6.0909,1,13
-9.0485,-0.9621,-7.8077,-8.9091,0,13
0.9515,3.0379,3.1923,1.0909,1,13
-2.0485,-8.9621,-0.80771,-1.9091,1,13
5.9515,-1.9621,1.1923,6.0909,1,13
-2.0485,9.0379,-1.8077,-1.9091,0,13
-9.0485,-8.9621,-8.8077,-8.9091,0,13
2.9515,1.0379,-2.8077,-2.9091,1,13
-1.0485,1.0379,1.1923,1.0909,0,13
-2.0485,-2.9621,5.1923,-1.9091,0,13
-2.0485,-1.9621,-1.8077,-1.9091,0,13
-3.0485,-1.9621,-2.8077,-2.9091,0,13
3.9515,4.0379,4.1923,4.0909,1,13
-3.0485,-2.9621,-2.8077,-2.9091,0,13
-2.0485,7.0379,-1.8077,-1.9091,0,13
-2.0485,4.0379,-1.8077,2.0909,0,13
-2.0485,-1.9621,-1.8077,-1.9091,1,13
0.9515,1.0379,1.1923,1.0909,0,13
6.9515,-1.9621,7.1923,7.0909,1,13
4.9515,1.0379,5.1923,5.0909,1,13
-3.0485,6.0379,-1.8077,-2.9091,1,13
-6.0485,4.0379,-4.8077,-4.9091,0,13
4.9515,-4.9621,-4.8077,-4.9091,1,13
-5.0485,-2.9621,-4.8077,-4.9091,0,13
3.9515,4.0379,4.1923,4.0909,1,13
4.9515,-1.9621,-4.8077,5.0909,0,13
-4.0485,-2.9621,-2.8077,-3.9091,0,13
3.9515,4.0379,4.1923,4.0909,0,13
1.9515,-5.9621,-5.8077,2.0909,0,13
3.9515,2.0379,-3.8077,4.0909,1,13
-3.0485,-1.9621,-1.8077,-2.9091,0,13
-1.0485,-2.9621,-2.8077,-0.90907,0,13
1.9515,2.0379,2.1923,2.0909,1,13
-2.0485,3.0379,-5.8077,1.0909,0,13
-2.0485,1.0379,-0.80771,-1.9091,0,13
0.9515,2.0379,2.1923,2.0909,1,13
-2.0485,-1.9621,-1.8077,-1.9091,0,13
0.9515,-0.9621,1.1923,1.0909,1,13
-6.0485,-5.9621,-5.8077,-5.9091,0,13
-1.0485,1.0379,1.1923,-0.90907,0,13
2.9515,-0.9621,1.1923,3.0909,1,13
-1.0485,3.0379,-5.8077,-0.90907,0,13
-1.0485,0.037897,-1.8077,-0.90907,0,13
-0.048504,3.0379,0.19229,0.090934,0,13
-1.0485,-0.9621,-0.80771,-0.90907,0,13
-2.0485,-1.9621,-1.8077,-1.9091,0,13
-1.0485,-0.9621,-0.80771,-0.90907,1,13
2.9515,0.037897,3.1923,3.0909,1,13
-0.048504,2.0379,0.19229,0.090934,0,13
-2.0485,-2.9621,2.1923,-1.9091,0,13
1.9515,2.0379,2.1923,2.0909,1,13
2.9515,3.0379,3.1923,3.0909,0,13
2.9515,-0.9621,-2.8077,3.0909,0,13
1.9515,2.0379,2.1923,2.0909,0,13
3.9515,2.0379,0.19229,4.0909,1,13
-2.0485,-3.9621,-3.8077,-1.9091,0,13
-3.0485,3.0379,3.1923,-2.9091,1,13
-3.0485,3.0379,3.1923,-2.9091,0,13
-3.0485,-2.9621,-2.8077,-2.9091,0,13
0.9515,-2.9621,1.1923,1.0909,1,13
-6.0485,-5.9621,-5.8077,-5.9091,0,15
-4.0485,-3.9621,-3.8077,-3.9091,0,15
0.9515,5.0379,5.1923,1.0909,1,15
-3.0485,3.0379,-2.8077,-2.9091,0,15
-1.0485,-1.9621,-0.80771,-0.90907,1,15
2.9515,3.0379,3.1923,3.0909,1,15
1.9515,-2.9621,0.19229,2.0909,1,15
-3.0485,-1.9621,1.1923,-2.9091,0,15
-0.048504,0.037897,0.19229,0.090934,1,15
-0.048504,0.037897,0.19229,0.090934,0,15
-0.048504,2.0379,-2.8077,1.0909,1,15
1.9515,0.037897,0.19229,2.0909,0,15
-0.048504,1.0379,1.1923,1.0909,1,15
-1.0485,1.0379,-1.8077,-1.9091,0,15
-1.0485,6.0379,6.1923,-0.90907,1,15
4.9515,-0.9621,-0.80771,-0.90907,1,15
-5.0485,2.0379,2.1923,-4.9091,0,15
0.9515,5.0379,1.1923,1.0909,0,15
3.9515,-4.9621,4.1923,4.0909,1,15
0.9515,-5.9621,2.1923,1.0909,1,15
0.9515,-0.9621,-0.80771,-0.90907,1,15
-0.048504,0.037897,0.19229,0.090934,1,15
-1.0485,-5.9621,2.1923,-0.90907,0,15
1.9515,2.0379,2.1923,2.0909,1,15
-6.0485,2.0379,-5.8077,-5.9091,0,15
2.9515,3.0379,3.1923,3.0909,1,15
-1.0485,-2.9621,5.1923,5.0909,1,15
-1.0485,7.0379,7.1923,7.0909,1,15
-7.0485,-5.9621,-5.8077,-5.9091,0,15
-3.0485,-6.9621,-2.8077,-2.9091,1,15
2.9515,-6.9621,-2.8077,3.0909,0,15
-7.0485,-1.9621,-6.8077,-6.9091,0,15
5.9515,-3.9621,6.1923,6.0909,1,15
-6.0485,-5.9621,-5.8077,-5.9091,0,15
-4.0485,-4.9621,-1.8077,-1.9091,0,15
4.9515,3.0379,5.1923,5.0909,1,15
-5.0485,4.0379,-4.8077,-4.9091,0,15
7.9515,8.0379,8.1923,8.0909,1,15
-2.0485,-4.9621,1.1923,1.0909,0,15
-1.0485,6.0379,-3.8077,-0.90907,0,15
-2.0485,-1.9621,-1.8077,-1.9091,0,15
3.9515,1.0379,5.1923,4.0909,1,15
3.9515,6.0379,4.1923,4.0909,1,15
2.9515,3.0379,3.1923,3.0909,1,15
1.9515,2.0379,2.1923,2.0909,1,15
-2.0485,-5.9621,6.1923,-1.9091,1,15
-3.0485,-3.9621,-3.8077,-1.9091,0,15
3.9515,-2.9621,4.1923,4.0909,0,15
5.9515,3.0379,3.1923,3.0909,1,15
-2.0485,2.0379,-2.8077,-2.9091,0,15
5.9515,2.0379,2.1923,2.0909,1,15
-1.0485,-0.9621,-0.80771,-0.90907,0,15
-1.0485,1.0379,1.1923,-0.90907,1,15
0.9515,-0.9621,-0.80771,-0.90907,1,15
1.9515,6.0379,2.1923,2.0909,1,15
-1.0485,-1.9621,-1.8077,-0.90907,0,15
-5.0485,-4.9621,-4.8077,-4.9091,0,15
-0.048504,0.037897,0.19229,0.090934,1,15
-5.0485,0.037897,-4.8077,-4.9091,0,15
2.9515,3.0379,3.1923,3.0909,1,15
-0.048504,0.037897,0.19229,0.090934,1,15
-0.048504,-2.9621,0.19229,0.090934,1,15
-3.0485,-3.9621,-4.8077,-2.9091,0,15
-0.048504,3.0379,0.19229,0.090934,0,15
0.9515,2.0379,4.1923,-3.9091,0,15
0.9515,2.0379,4.1923,1.0909,1,15
0.9515,-2.9621,0.19229,1.0909,1,15
-0.048504,1.0379,1.1923,1.0909,1,15
-0.048504,0.037897,0.19229,0.090934,0,15
1.9515,2.0379,2.1923,2.0909,1,15
-2.0485,4.0379,-2.8077,-1.9091,0,15
3.9515,-2.9621,4.1923,4.0909,1,15
2.9515,3.0379,3.1923,3.0909,1,15
-0.048504,2.0379,-1.8077,-1.9091,0,15
1.9515,2.0379,2.1923,2.0909,1,15
-3.0485,-2.9621,-2.8077,-2.9091,1,15
0.9515,1.0379,1.1923,1.0909,0,15
1.9515,-2.9621,2.1923,2.0909,1,15
-3.0485,-1.9621,1.1923,1.0909,0,15
0.9515,-2.9621,-2.8077,-2.9091,1,15
0.9515,-0.9621,1.1923,1.0909,0,15
0.9515,1.0379,1.1923,1.0909,1,15
0.9515,1.0379,3.1923,3.0909,1,15
-0.048504,0.037897,0.19229,0.090934,1,15
-3.0485,-2.9621,-2.8077,-2.9091,0,15
-0.048504,0.037897,0.19229,0.090934,1,15
0.9515,-0.9621,0.19229,0.090934,1,15
1.9515,0.037897,-2.8077,-1.9091,1,15
-0.048504,3.0379,0.19229,0.090934,1,15
-1.0485,1.0379,1.1923,-0.90907,1,15
2.9515,-1.9621,-1.8077,3.0909,1,15
-2.0485,0.037897,-2.8077,-1.9091,0,15
-3.0485,-1.9621,-1.8077,-2.9091,0,15
2.9515,1.0379,3.1923,0.090934,1,15
-4.0485,-2.9621,-2.8077,-3.9091,0,15
-3.0485,-3.9621,-3.8077,-2.9091,0,15
-5.0485,3.0379,-4.8077,-4.9091,0,15
5.9515,3.0379,0.19229,6.0909,1,15
6.9515,7.0379,7.1923,7.0909,1,15
3.9515,-2.9621,-0.80771,-0.90907,1,15
2.9515,-3.9621,3.1923,3.0909,1,15
-3.0485,-2.9621,-2.8077,-2.9091,0,15
-2.0485,1.0379,-0.80771,-0.90907,0,15
0.9515,-0.9621,1.1923,1.0909,0,15
-1.0485,1.0379,-2.8077,-1.9091,0,15
-2.0485,-7.9621,-0.80771,-0.90907,0,15
-2.0485,-1.9621,-1.8077,-1.9091,1,15
7.9515,2.0379,-3.8077,8.0909,1,15
-0.048504,0.037897,0.19229,0.090934,1,15
7.9515,-0.9621,0.19229,0.090934,1,15
7.9515,1.0379,1.1923,1.0909,1,15
-1.0485,-5.9621,-0.80771,-0.90907,0,15
5.9515,-1.9621,-5.8077,-5.9091,1,15
6.9515,-1.9621,1.1923,1.0909,1,15
6.9515,-6.9621,-6.8077,-6.9091,1,15
-9.0485,0.037897,0.19229,-8.9091,0,15
0.9515,0.037897,0.19229,1.0909,1,15
-2.0485,-8.9621,0.19229,-1.9091,0,15
-0.048504,5.0379,0.19229,0.090934,0,15
-2.0485,2.0379,2.1923,-1.9091,0,15
-9.0485,-1.9621,-8.8077,-8.9091,1,15
3.9515,1.0379,0.19229,4.0909,1,15
-1.0485,9.0379,1.1923,1.0909,0,15
-2.0485,-2.9621,-1.8077,-1.9091,0,15
-2.0485,-1.9621,-1.8077,-1.9091,0,15
-3.0485,-1.9621,-2.8077,-2.9091,1,15
3.9515,-1.9621,-3.8077,4.0909,0,15
-8.0485,8.0379,8.1923,8.0909,0,15
-2.0485,7.0379,-1.8077,-1.9091,0,15
-2.0485,5.0379,-1.8077,2.0909,0,15
-2.0485,-1.9621,-1.8077,-1.9091,0,15
-3.0485,2.0379,2.1923,-2.9091,0,15
6.9515,-2.9621,7.1923,7.0909,1,15
4.9515,8.0379,8.1923,5.0909,1,15
-3.0485,6.0379,-2.8077,-2.9091,0,15
-6.0485,-4.9621,-4.8077,-4.9091,0,15
4.9515,-2.9621,-4.8077,-4.9091,1,15
-5.0485,-2.9621,-3.8077,-4.9091,0,15
3.9515,4.0379,4.1923,4.0909,1,15
4.9515,-2.9621,5.1923,5.0909,1,15
-4.0485,-3.9621,-3.8077,-3.9091,0,15
3.9515,-5.9621,-5.8077,4.0909,0,15
1.9515,4.0379,4.1923,2.0909,1,15
1.9515,4.0379,-0.80771,1.0909,0,15
-3.0485,-2.9621,-2.8077,-2.9091,0,15
-1.0485,-1.9621,-2.8077,-0.90907,0,15
1.9515,2.0379,2.1923,2.0909,1,15
-7.0485,-6.9621,-6.8077,1.0909,0,15
-2.0485,1.0379,-0.80771,-1.9091,0,15
0.9515,3.0379,-6.8077,-6.9091,1,15
-2.0485,-1.9621,-1.8077,-1.9091,0,15
0.9515,-0.9621,1.1923,1.0909,1,15
-6.0485,-5.9621,-5.8077,-5.9091,0,15
-1.0485,1.0379,1.1923,-0.90907,1,15
2.9515,-0.9621,3.1923,3.0909,0,15
-1.0485,-5.9621,-5.8077,-0.90907,0,15
-4.0485,0.037897,-3.8077,-3.9091,0,15
-1.0485,-0.9621,-5.8077,-0.90907,0,15
-1.0485,-0.9621,-0.80771,-0.90907,0,15
-2.0485,-1.9621,-1.8077,-1.9091,0,15
-1.0485,-0.9621,-0.80771,-0.90907,0,15
3.9515,4.0379,4.1923,4.0909,0,15
-0.048504,-1.9621,0.19229,0.090934,0,15
-2.0485,-2.9621,2.1923,-1.9091,0,15
4.9515,-0.9621,5.1923,5.0909,1,15
2.9515,3.0379,3.1923,3.0909,0,15
4.9515,5.0379,5.1923,5.0909,0,15
1.9515,2.0379,2.1923,2.0909,0,15
3.9515,2.0379,-0.80771,4.0909,1,15
-2.0485,-3.9621,-3.8077,-1.9091,0,15
-3.0485,3.0379,3.1923,-2.9091,0,15
-3.0485,-2.9621,-2.8077,-2.9091,0,15
-3.0485,-2.9621,-2.8077,-2.9091,0,15
0.9515,-2.9621,1.1923,1.0909,1,15
1.9515,2.0379,2.1923,2.0909,1,16
-3.0485,6.0379,3.1923,-2.9091,0,16
1.9515,-2.9621,2.1923,2.0909,0,16
-3.0485,-2.9621,-2.8077,-2.9091,1,16
-2.0485,-2.9621,6.1923,2.0909,1,16
-2.0485,5.0379,6.1923,6.0909,0,16
2.9515,-0.9621,3.1923,3.0909,1,16
-1.0485,2.0379,2.1923,-0.90907,0,16
-0.048504,0.037897,0.19229,0.090934,0,16
0.9515,-0.9621,-0.80771,1.0909,1,16
4.9515,-0.9621,5.1923,5.0909,0,16
1.9515,2.0379,2.1923,2.0909,1,16
-5.0485,2.0379,5.1923,-4.9091,1,16
4.9515,-1.9621,-2.8077,5.0909,0,16
-1.0485,6.0379,6.1923,-0.90907,1,16
4.9515,-0.9621,-0.80771,-0.90907,0,16
-0.048504,-4.9621,-4.8077,0.090934,0,16
-2.0485,0.037897,-1.8077,-1.9091,0,16
1.9515,5.0379,2.1923,2.0909,1,16
0.9515,-5.9621,-1.8077,1.0909,0,16
-0.048504,0.037897,0.19229,0.090934,0,16
0.9515,1.0379,1.1923,1.0909,1,16
-1.0485,1.0379,1.1923,1.0909,0,16
1.9515,2.0379,2.1923,2.0909,0,16
-6.0485,2.0379,-5.8077,-5.9091,1,16
-2.0485,-0.9621,-0.80771,2.0909,1,16
-0.048504,-2.9621,5.1923,0.090934,1,16
-0.048504,7.0379,7.1923,7.0909,1,16
-7.0485,2.0379,-5.8077,-5.9091,0,16
-3.0485,-6.9621,-2.8077,-2.9091,1,16
1.9515,-6.9621,2.1923,2.0909,0,16
-7.0485,-1.9621,-6.8077,-6.9091,0,16
5.9515,-3.9621,6.1923,6.0909,1,16
-6.0485,-5.9621,-5.8077,-5.9091,0,16
-4.0485,-4.9621,-1.8077,-1.9091,1,16
4.9515,6.0379,6.1923,5.0909,1,16
-5.0485,-4.9621,-4.8077,-4.9091,0,16
7.9515,-4.9621,8.1923,8.0909,1,16
-2.0485,-4.9621,2.1923,2.0909,1,16
-1.0485,-0.9621,-0.80771,-0.90907,1,16
-6.0485,-5.9621,-5.8077,-5.9091,1,16
3.9515,5.0379,5.1923,4.0909,1,16
-6.0485,-5.9621,-5.8077,-5.9091,1,16
0.9515,1.0379,1.1923,1.0909,0,16
1.9515,2.0379,2.1923,2.0909,1,16
-2.0485,-1.9621,6.1923,-1.9091,1,16
-3.0485,-1.9621,-3.8077,-1.9091,0,16
1.9515,-2.9621,-1.8077,-1.9091,0,16
5.9515,3.0379,3.1923,3.0909,1,16
-2.0485,2.0379,-2.8077,-2.9091,1,16
0.9515,1.0379,1.1923,1.0909,1,16
-1.0485,2.0379,-2.8077,-0.90907,1,16
-1.0485,1.0379,1.1923,1.0909,1,16
0.9515,-0.9621,-0.80771,-0.90907,1,16
1.9515,6.0379,2.1923,2.0909,1,16
-1.0485,-0.9621,-0.80771,-0.90907,0,16
-5.0485,-4.9621,-4.8077,-4.9091,1,16
-0.048504,0.037897,0.19229,0.090934,1,16
-4.0485,0.037897,-3.8077,-3.9091,0,16
2.9515,3.0379,3.1923,3.0909,1,16
-0.048504,0.037897,0.19229,0.090934,1,16
-0.048504,-2.9621,0.19229,0.090934,0,16
-3.0485,-3.9621,-3.8077,-2.9091,0,16
-0.048504,0.037897,0.19229,0.090934,1,16
0.9515,2.0379,-0.80771,1.0909,0,16
0.9515,1.0379,1.1923,1.0909,1,16
0.9515,1.0379,1.1923,1.0909,1,16
-0.048504,1.0379,2.1923,2.0909,0,16
-4.0485,4.0379,-3.8077,4.0909,1,16
1.9515,2.0379,2.1923,2.0909,0,16
-4.0485,2.0379,-3.8077,-3.9091,0,16
1.9515,-2.9621,2.1923,2.0909,1,16
2.9515,3.0379,3.1923,3.0909,1,16
-4.0485,2.0379,-3.8077,-3.9091,0,16
1.9515,2.0379,2.1923,2.0909,1,16
-3.0485,-2.9621,-2.8077,-2.9091,0,16
0.9515,1.0379,1.1923,1.0909,1,16
1.9515,4.0379,4.1923,2.0909,1,16
0.9515,-1.9621,1.1923,1.0909,1,16
0.9515,-0.9621,-0.80771,-0.90907,1,16
0.9515,-0.9621,-3.8077,1.0909,1,16
0.9515,-0.9621,-0.80771,1.0909,0,16
0.9515,0.037897,2.1923,2.0909,1,16
-0.048504,-0.9621,-0.80771,0.090934,0,16
-2.0485,-0.9621,-0.80771,-0.90907,0,16
-0.048504,0.037897,0.19229,0.090934,1,16
0.9515,-0.9621,0.19229,0.090934,0,16
1.9515,1.0379,1.1923,2.0909,0,16
-0.048504,2.0379,1.1923,-0.90907,0,16
-1.0485,-0.9621,-0.80771,-0.90907,1,16
1.9515,-1.9621,2.1923,2.0909,0,16
-2.0485,0.037897,-0.80771,-1.9091,1,16
-1.0485,-0.9621,-0.80771,-0.90907,0,16
2.9515,-0.9621,2.1923,3.0909,0,16
-4.0485,-0.9621,-0.80771,-3.9091,0,16
-3.0485,-3.9621,-3.8077,-2.9091,0,16
-4.0485,3.0379,-2.8077,-3.9091,1,16
3.9515,3.0379,4.1923,4.0909,1,16
6.9515,7.0379,7.1923,7.0909,1,16
3.9515,4.0379,4.1923,4.0909,1,16
2.9515,-3.9621,3.1923,3.0909,0,16
3.9515,3.0379,4.1923,-3.9091,1,16
-3.0485,1.0379,-2.8077,-2.9091,1,16
0.9515,1.0379,1.1923,1.0909,0,16
-7.0485,-0.9621,-6.8077,-6.9091,0,16
-1.0485,1.0379,1.1923,1.0909,0,16
0.9515,-7.9621,-0.80771,-0.90907,0,16
-2.0485,-1.9621,-1.8077,-1.9091,1,16
7.9515,-3.9621,-3.8077,8.0909,1,16
-0.048504,0.037897,0.19229,0.090934,1,16
7.9515,-0.9621,0.19229,0.090934,1,16
7.9515,1.0379,1.1923,1.0909,1,16
-1.0485,-5.9621,-0.80771,-0.90907,1,16
5.9515,-0.9621,-5.8077,-5.9091,1,16
6.9515,1.0379,1.1923,1.0909,1,16
6.9515,-6.9621,-6.8077,-6.9091,1,16
-9.0485,0.037897,0.19229,-8.9091,0,16
0.9515,0.037897,0.19229,1.0909,0,16
-1.0485,-0.9621,-0.80771,-0.90907,0,16
-0.048504,1.0379,0.19229,0.090934,0,16
-2.0485,2.0379,2.1923,-1.9091,1,16
-9.0485,1.0379,-8.8077,-8.9091,1,16
3.9515,0.037897,0.19229,4.0909,1,16
-1.0485,9.0379,-0.80771,1.0909,1,16
-2.0485,-2.9621,1.1923,1.0909,1,16
-0.048504,-0.9621,-0.80771,-0.90907,1,16
-3.0485,0.037897,-2.8077,-2.9091,1,16
3.9515,-3.9621,-3.8077,4.0909,0,16
-8.0485,8.0379,8.1923,8.0909,0,16
-1.0485,7.0379,-0.80771,-0.90907,1,16
-2.0485,5.0379,0.19229,0.090934,1,16
-2.0485,-1.9621,-1.8077,-1.9091,0,16
-3.0485,-1.9621,-1.8077,-2.9091,1,16
6.9515,-2.9621,7.1923,7.0909,1,16
4.9515,3.0379,8.1923,5.0909,1,16
-3.0485,6.0379,-2.8077,-2.9091,0,16
-6.0485,-4.9621,-4.8077,-4.9091,0,16
4.9515,-2.9621,-4.8077,-4.9091,1,16
-5.0485,1.0379,-3.8077,-4.9091,0,16
3.9515,4.0379,4.1923,4.0909,1,16
4.9515,-2.9621,5.1923,5.0909,1,16
-4.0485,-3.9621,-3.8077,-3.9091,0,16
3.9515,-5.9621,-5.8077,4.0909,1,16
-7.0485,-6.9621,-6.8077,-6.9091,1,16
1.9515,4.0379,-1.8077,2.0909,1,16
-3.0485,-3.9621,-2.8077,-2.9091,1,16
-4.0485,-2.9621,-2.8077,-3.9091,1,16
1.9515,2.0379,2.1923,2.0909,1,16
-7.0485,3.0379,-6.8077,1.0909,0,16
-3.0485,1.0379,-2.8077,-2.9091,1,16
0.9515,4.0379,-6.8077,-6.9091,0,16
-3.0485,4.0379,4.1923,4.0909,0,16
0.9515,-0.9621,1.1923,1.0909,1,16
0.9515,1.0379,1.1923,1.0909,1,16
0.9515,1.0379,1.1923,1.0909,1,16
3.9515,-3.9621,4.1923,-3.9091,1,16
-1.0485,3.0379,-3.8077,-0.90907,0,16
-1.0485,0.037897,-3.8077,-0.90907,1,16
-4.0485,3.0379,-3.8077,-3.9091,0,16
-1.0485,-0.9621,-0.80771,-0.90907,1,16
-1.0485,-0.9621,-0.80771,-0.90907,1,16
-1.0485,-0.9621,-0.80771,-0.90907,1,16
3.9515,0.037897,4.1923,4.0909,1,16
-0.048504,2.0379,0.19229,0.090934,0,16
-1.0485,-2.9621,-0.80771,-0.90907,0,16
1.9515,2.0379,2.1923,2.0909,1,16
2.9515,3.0379,3.1923,3.0909,0,16
3.9515,-0.9621,4.1923,4.0909,0,16
1.9515,2.0379,2.1923,2.0909,1,16
3.9515,1.0379,0.19229,4.0909,1,16
-4.0485,-3.9621,-3.8077,-3.9091,1,16
-2.0485,-3.9621,-1.8077,-1.9091,1,16
-3.0485,3.0379,3.1923,-2.9091,0,16
-3.0485,-2.9621,-2.8077,-2.9091,0,16
0.9515,-2.9621,1.1923,1.0909,1,16
-2.0485,-1.9621,-1.8077,-1.9091,0,17
6.9515,4.0379,5.1923,3.0909,0,17
-6.0485,-0.9621,4.1923,-5.9091,1,17
-1.0485,3.0379,3.1923,-0.90907,1,17
-1.0485,3.0379,3.1923,-0.90907,1,17
-1.0485,-0.9621,-0.80771,-0.90907,0,17
-6.0485,2.0379,4.1923,-5.9091,1,17
1.9515,-2.9621,-2.8077,2.0909,0,17
-6.0485,1.0379,1.1923,1.0909,1,17
-1.0485,1.0379,6.1923,-1.9091,1,17
5.9515,6.0379,6.1923,6.0909,1,17
4.9515,4.0379,4.1923,4.0909,1,17
-5.0485,2.0379,2.1923,-4.9091,0,17
0.9515,5.0379,1.1923,1.0909,1,17
0.9515,1.0379,1.1923,1.0909,1,17
0.9515,-0.9621,-0.80771,-0.90907,0,17
-0.048504,0.037897,0.19229,0.090934,1,17
-0.048504,0.037897,0.19229,0.090934,0,17
1.9515,2.0379,2.1923,2.0909,1,17
1.9515,2.0379,2.1923,2.0909,1,17
-6.0485,2.0379,-5.8077,-5.9091,1,17
2.9515,3.0379,3.1923,3.0909,1,17
5.9515,-2.9621,5.1923,5.0909,1,17
5.9515,7.0379,7.1923,7.0909,1,17
-7.0485,-1.9621,-5.8077,-5.9091,1,17
-3.0485,6.0379,-2.8077,-2.9091,1,17
2.9515,-2.9621,-2.8077,3.0909,1,17
-3.0485,-2.9621,-2.8077,-2.9091,0,17
2.9515,-3.9621,3.1923,3.0909,1,17
-6.0485,-5.9621,-5.8077,-5.9091,0,17
