-4.0188,-2.2039,-4.4248,-3.4413,0.014136,0.011542,6,0
3.9812,3.7961,-1.4248,3.5587,0.014136,0.011542,6,1
-3.0188,-3.2039,-3.4248,-3.4413,0.014136,0.011542,6,0
-1.0188,2.7961,-3.4248,2.5587,0.014136,0.011542,6,1
1.9812,-3.2039,1.5752,-1.4413,0.014136,0.011542,6,1
-3.0188,1.7961,-3.4248,-4.4413,0.014136,0.011542,6,1
-2.0188,1.7961,0.57515,-3.4413,0.014136,0.011542,6,1
-3.0188,0.79614,1.5752,1.5587,0.014136,0.011542,6,1
-0.018804,-3.2039,-0.42485,-3.4413,0.014136,0.011542,6,1
-0.018804,-0.20386,-0.42485,0.55868,0.014136,0.011542,6,1
-2.0188,-1.2039,-2.4248,3.5587,0.014136,0.011542,6,0
-3.0188,-2.2039,1.5752,-0.44132,0.014136,0.011542,6,1
4.9812,-1.2039,1.5752,3.5587,0.014136,0.011542,6,1
4.9812,1.7961,1.5752,-1.4413,0.014136,0.011542,6,1
0.9812,5.7961,1.5752,5.5587,0.014136,0.011542,6,1
4.9812,0.79614,1.5752,0.55868,0.014136,0.011542,6,0
4.9812,0.79614,4.5752,1.5587,0.014136,0.011542,6,0
-3.0188,-1.2039,4.5752,0.55868,0.014136,0.011542,6,1
-3.0188,3.7961,4.5752,4.5587,0.014136,0.011542,6,0
-3.0188,-1.2039,-1.4248,5.5587,0.014136,0.011542,6,0
-1.0188,3.7961,5.5752,4.5587,0.014136,0.011542,6,1
-0.018804,-1.2039,-0.42485,5.5587,0.014136,0.011542,6,0
-1.0188,-1.2039,5.5752,1.5587,0.014136,0.011542,6,1
-2.0188,-2.2039,-1.4248,5.5587,0.014136,0.011542,6,1
5.9812,5.7961,-2.4248,-1.4413,0.014136,0.011542,6,1
-2.0188,-2.2039,-1.4248,-1.4413,0.014136,0.011542,6,0
0.9812,5.7961,-2.4248,-3.4413,0.014136,0.011542,6,0
5.9812,-2.2039,-3.4248,-2.4413,0.014136,0.011542,6,0
5.9812,-2.2039,-2.4248,-2.4413,0.014136,0.011542,6,0
-3.0188,-2.2039,5.5752,6.5587,0.014136,0.011542,6,0
-2.0188,-2.2039,6.5752,-1.4413,0.014136,0.011542,6,1
-2.0188,6.7961,-2.4248,6.5587,0.014136,0.011542,6,0
