-1.1895,0.6451,0,1
-0.18946,-1.3549,0,1
-0.18946,0.6451,0,1
-5.1895,-3.3549,0,1
-5.1895,1.6451,0,1
3.8105,5.6451,0,1
-0.18946,4.6451,0,1
-3.1895,-0.3549,1,1
-4.1895,-1.3549,1,1
2.8105,-1.3549,1,1
0.81054,-1.3549,1,1
-0.18946,-1.3549,1,1
3.8105,-1.3549,1,1
3.8105,-1.3549,1,1
3.8105,-1.3549,0,1
-3.1895,3.6451,1,1
1.8105,2.6451,0,1
3.8105,-1.3549,1,1
3.8105,-1.3549,1,1
2.8105,-1.3549,1,1
2.8105,-1.3549,0,1
2.8105,1.6451,1,1
3.8105,1.6451,1,1
2.8105,1.6451,1,1
1.8105,1.6451,1,1
1.8105,1.6451,1,1
1.8105,1.6451,1,1
-1.1895,0.6451,1,3
-1.1895,0.6451,1,3
-5.1895,0.6451,1,3
-4.1895,0.6451,1,3
-1.1895,0.6451,1,3
-1.1895,0.6451,1,3
-0.18946,0.6451,1,3
-0.18946,0.6451,1,3
-0.18946,0.6451,1,3
-1.1895,0.6451,1,3
1.8105,0.6451,1,3
0.81054,0.6451,1,3
-2.1895,0.6451,1,3
-5.1895,0.6451,1,3
-5.1895,0.6451,1,3
2.8105,0.6451,1,3
2.8105,0.6451,1,3
2.8105,0.6451,1,3
-0.18946,0.6451,1,3
2.8105,0.6451,1,3
-1.1895,0.6451,1,3
-4.1895,0.6451,1,3
-4.1895,0.6451,1,3
-5.1895,0.6451,1,3
-3.1895,0.6451,0,3
-4.1895,-0.3549,1,3
0.81054,1.6451,0,4
1.8105,-1.3549,1,4
3.8105,-1.3549,1,4
1.8105,-1.3549,0,4
0.81054,1.6451,1,4
1.8105,1.6451,0,4
0.81054,4.6451,1,4
-0.18946,4.6451,0,4
-1.1895,3.6451,0,4
0.81054,4.6451,0,4
-4.1895,3.6451,0,4
-5.1895,4.6451,0,4
-2.1895,4.6451,0,4
-3.1895,4.6451,1,4
-1.1895,1.6451,0,4
0.81054,-0.3549,1,4
-0.18946,2.6451,1,4
2.8105,1.6451,0,4
1.8105,1.6451,0,4
-0.18946,2.6451,1,4
-3.1895,-3.3549,1,4
-2.1895,0.6451,0,4
-2.1895,-2.3549,0,4
-3.1895,-2.3549,1,4
-3.1895,0.6451,1,4
-4.1895,5.6451,0,4
