MB_X,MB_Y,MF_X,MF_Y,SMF_X,SMF_Y,MFonMB_X,MFonMB_Y,Subj,Choice
-0.29778,-0.33365,-0.75764,-0.73017,0.1554,0.1443,-0.057978,-0.055455,1,0
-0.29778,-0.33365,-0.75764,-0.73017,0.1554,0.1443,-0.057978,-0.055455,1,1
-0.29778,-0.33365,-0.75764,-0.73017,0.1554,0.1443,-0.057978,-0.055455,1,1
0.70222,-0.33365,-1.7576,-0.73017,-0.8446,0.1443,-0.057978,-0.055455,1,1
-0.29778,0.66635,-0.75764,-1.7302,0.1554,-0.8557,-0.057978,-0.055455,1,1
-3.2978,1.6663,3.2424,-2.7302,4.1554,-1.8557,-0.057978,-0.055455,1,0
1.7022,-0.33365,-2.7576,-0.73017,-1.8446,0.1443,-0.057978,-0.055455,1,1
-0.29778,-0.33365,1.2424,-0.73017,0.1554,0.1443,-0.057978,-0.055455,1,1
1.7022,1.6663,-0.75764,-5.7302,0.1554,-4.8557,-0.057978,-0.055455,1,1
1.7022,1.6663,-2.7576,-0.73017,-1.8446,0.1443,-0.057978,-0.055455,1,1
-2.2978,2.6663,3.2424,-0.73017,4.1554,0.1443,-0.057978,-0.055455,1,0
-0.29778,-0.33365,2.2424,-0.73017,0.1554,0.1443,-0.057978,-0.055455,1,1
2.7022,2.6663,-4.7576,-0.73017,-2.8446,0.1443,-0.057978,-0.055455,1,1
-0.29778,-1.3337,4.2424,-0.73017,0.1554,0.1443,-0.057978,-0.055455,1,1
-0.29778,-0.33365,3.2424,4.2698,0.1554,0.1443,-0.057978,-0.055455,1,0
-2.2978,-0.33365,-0.75764,-2.7302,0.1554,-1.8557,-0.057978,-2.0555,1,1
0.70222,-2.3337,-0.75764,-0.73017,0.1554,2.1443,-0.057978,-0.055455,1,1
1.7022,-0.33365,-0.75764,2.2698,0.1554,0.1443,-0.057978,-0.055455,1,0
0.70222,1.6663,-0.75764,-4.7302,0.1554,-3.8557,-0.057978,-0.055455,1,0
-0.29778,1.6663,2.2424,-4.7302,0.1554,-3.8557,-0.057978,-0.055455,1,1
-2.2978,-0.33365,6.2424,2.2698,2.1554,0.1443,-0.057978,-0.055455,1,1
