MB,MF,MFonMB,Unlikely,Crits,Choice,Subj
-1.5784,-1.1294,-0.42839,-3.0342,-1,1,1
-0.60093,0.65795,4.5716,-0.034235,1,0,1
3.4281,3.4946,0.57161,-0.034235,1,0,1
-5.834,-1.6588,-4.4284,-0.034235,1,1,1
1.6941,0.82997,-3.4284,-0.034235,1,1,1
-0.045775,-2.4376,-4.4284,-0.034235,1,0,1
0.58907,1.0381,4.5716,-0.034235,1,1,1
0.93904,0.54366,-3.4284,-0.034235,1,1,1
2.0836,-0.094027,3.5716,-0.034235,1,1,1
-0.96431,-0.51528,0.57161,-0.034235,1,1,1
-1.1347,-2.4117,4.5716,-0.034235,1,1,1
-0.072445,0.37658,3.5716,-0.034235,1,1,1
-1.7208,-2.2493,4.5716,-0.034235,1,1,1
-1.5784,-1.1294,-0.42839,-2.0342,-1,0,1
4.2781,0.82559,2.5716,-0.034235,1,1,1
0.36153,0.81056,-2.4284,-0.034235,1,1,1
0.46157,-2.5014,-2.4284,-0.034235,1,0,1
0.56527,-0.085393,-4.4284,-0.034235,1,1,1
-1.4111,-0.013157,0.57161,-0.034235,1,1,1
-1.4362,-0.13716,4.5716,-0.034235,1,1,1
0.17521,0.76662,3.5716,-0.034235,1,1,1
-1.8143,-3.7542,4.5716,-0.034235,1,1,1
-1.2579,-0.80883,2.5716,-0.034235,1,1,1
-1.5784,-1.1294,-0.42839,3.9658,-1,1,1
-1.6719,-5.2454,2.5716,-0.034235,1,1,1
1.4391,1.5304,4.5716,-0.034235,1,1,1
3.803,3.4448,4.5716,-0.034235,1,1,1
2.9799,2.0227,3.5716,-0.034235,1,1,1
1.1084,1.5369,4.5716,-0.034235,1,1,1
0.19298,1.3985,4.5716,-0.034235,1,1,1
-1.6013,-1.1489,4.5716,-0.034235,1,1,1
0.60268,1.0699,-4.4284,-0.034235,1,1,1
3.1348,1.1762,4.5716,-0.034235,1,0,2
1.8216,-0.17267,-0.42839,-0.034235,1,1,2
-1.5784,-1.1294,3.5716,-0.034235,1,1,2
0.97157,1.4206,-2.4284,-0.034235,1,0,2
1.8541,2.3031,4.5716,-0.034235,1,1,2
0.31091,0.75993,-4.4284,-0.034235,1,1,2
0.15898,-1.0969,3.5716,-0.034235,1,1,2
0.45625,0.26229,-4.4284,-0.034235,1,1,2
3.5964,4.2579,4.5716,-0.034235,1,1,2
1.5405,3.0521,3.5716,-0.034235,1,0,2
1.0833,2.0792,3.5716,-0.034235,1,1,2
0.025867,0.47489,3.5716,-0.034235,1,1,2
-0.87081,-1.9278,-4.4284,-0.034235,1,1,2
3.489,3.9381,-4.4284,-0.034235,1,1,2
1.3343,1.1866,-2.4284,-0.034235,1,1,2
1.5857,2.4646,2.5716,-0.034235,1,1,2
0.31844,2.2759,4.5716,-0.034235,1,1,2
