MB,MF,MFonMB,Unlikely,Crits,Choice,Subj
-0.0007889,-0.0024174,0.00071429,0.00048571,-2,1,1
2.9992,2.9976,0.00071429,0.00048571,-2,0,1
3.5492,3.5476,0.00071429,0.00048571,-2,1,1
-0.0007889,-0.85242,0.00071429,0.00048571,-2,1,1
1.9992,1.9976,0.00071429,0.00048571,-2,0,1
-2.7824,0.69758,0.00071429,0.00048571,-2,1,1
-3.8432,-2.8524,0.00071429,0.00048571,-2,1,1
3.5652,0.72008,0.00071429,0.00048571,-2,1,1
0.4291,4.3287,0.00071429,0.00048571,-2,1,1
2.5757,-2.5524,0.00071429,0.00048571,-2,1,1
-0.77254,4.6258,0.00071429,0.00048571,-2,0,1
0.6552,0.69758,0.00071429,-0.99951,-1,1,1
2.1351,2.4541,-4.9993,0.00048571,0,1,1
3.7267,5.4758,0.00071429,0.00048571,-2,1,1
-0.40365,-1.0464,0.00071429,0.00048571,-2,1,1
-1.4558,-1.3624,0.00071429,0.00048571,-2,0,1
-1.2376,2.4541,-4.9993,0.00048571,1,1,1
2.9276,4.2476,0.00071429,0.00048571,-2,1,1
-0.89435,1.2476,0.00071429,0.00048571,-2,0,1
0.9552,-1.0464,0.00071429,0.00048571,-2,1,1
-0.70079,-0.70242,0.00071429,0.00048571,-2,0,1
-1.5558,2.6076,0.00071429,0.00048571,-2,1,1
2.2275,-2.5524,0.00071429,0.00048571,-2,0,1
3.8492,0.83008,0.00071429,0.00048571,-2,0,1
1.0851,2.5625,0.00071429,0.00048571,-2,1,1
4.9605,6.5636,0.00071429,0.00048571,-2,1,1
0.96627,-0.64357,0.00071429,0.00048571,-2,0,1
0.82121,1.979,2.0007,0.00048571,1,1,1
-0.37794,0.49608,0.00071429,0.00048571,-2,1,1
-1.6802,0.62511,0.00071429,0.00048571,-2,0,1
-0.7283,-1.6973,0.00071429,0.00048571,-2,1,1
0.84921,1.4426,0.00071429,0.00048571,-2,0,1
3.2767,-0.70866,0.00071429,0.00048571,-2,0,1
0.39921,2.7835,0.00071429,0.00048571,-2,0,1
-2.8908,-0.34242,0.00071429,0.00048571,-2,0,1
0.31216,-4.6818,0.00071429,0.00048571,-2,1,1
0.99272,-3.2524,0.00071429,0.00048571,-2,0,1
3.6117,-3.0024,0.00071429,0.00048571,-2,0,1
3.2717,0.72008,0.00071429,0.00048571,-2,1,1
-2.6108,3.2965,-3.9993,0.00048571,0,1,1
2.3636,-1.0024,0.00071429,0.00048571,-2,0,1
2.735,-3.8924,0.00071429,0.00048571,-2,0,1
2.6021,-0.33353,0.00071429,0.00048571,-2,0,1
1.3617,-2.0904,0.00071429,0.00048571,-2,0,1
-0.34242,0.43731,5.0007,0.00048571,0,0,1
-0.98516,-0.44612,0.00071429,0.00048571,-2,1,1
3.8359,-4.8972,0.00071429,0.00048571,-2,1,1
7.5492,-3.073,0.00071429,0.00048571,-2,1,1
0.14145,0.24758,0.00071429,0.00048571,-2,0,1
5.4541,-2.2209,0.00071429,0.00048571,-2,0,1
-3.0714,-1.5684,0.00071429,0.00048571,-2,1,1
-0.39076,2.6076,0.00071429,0.00048571,-2,1,1
-1.4508,2.5476,0.00071429,0.00048571,-2,1,1
-0.60079,-0.0024174,0.00071429,0.00048571,-2,0,1
0.052858,3.3976,0.00071429,0.00048571,-2,0,1
3.0448,1.1876,0.00071429,0.00048571,-2,0,1
1.038,3.4541,0.00071429,0.00048571,-2,1,1
2.8492,4.1651,0.00071429,0.00048571,-2,1,1
0.72171,1.84,0.00071429,0.00048571,-2,1,1
-0.39569,3.5636,0.00071429,0.00048571,-2,1,1
2.2212,1.6096,0.00071429,0.00048571,-2,0,1
4.4442,2.9976,0.00071429,0.00048571,-2,0,1
4.2275,0.95931,0.00071429,0.00048571,-2,0,1
4.0432,3.217,0.00071429,0.00048571,-2,1,1
-0.56976,2.5476,0.00071429,0.00048571,-2,1,1
2.1667,-1.16,0.00071429,0.00048571,-2,0,1
1.9992,-0.71004,0.00071429,0.00048571,-2,0,1
0.99921,0.99758,0.00071429,0.00048571,-2,1,1
2.8492,-0.99479,0.00071429,0.00048571,-2,1,1
2.4217,2.9258,4.0007,0.00048571,1,0,1
1.5449,0.44258,0.00071429,0.00048571,-2,1,1
0.37746,3.4096,0.00071429,0.00048571,-2,1,1
-1.7233,-0.55871,0.00071429,0.00048571,-2,1,1
-1.6149,2.996,0.00071429,0.00048571,-2,1,1
3.7647,3.8476,0.00071429,0.00048571,-2,1,1
-1.5914,-0.45243,0.00071429,0.00048571,-2,0,1
1.5012,0.62043,0.00071429,0.00048571,-2,1,1
-0.84337,3.7201,0.00071429,0.00048571,-2,1,1
-0.71698,-0.71861,3.0007,0.00048571,1,0,1
1.8584,1.7879,0.00071429,0.00048571,-2,0,1
1.7371,1.677,0.00071429,0.00048571,-2,1,1
-0.70079,-5.3149,0.00071429,0.00048571,-2,1,1
1.8492,-2.073,0.00071429,0.00048571,-2,1,1
-2.8077,-2.6713,0.00071429,0.00048571,-2,0,1
-4.0149,-5.6165,0.00071429,0.00048571,-2,1,1
-4.8908,-6.2524,0.00071429,0.00048571,-2,0,1
-3.7342,-0.78783,5.0007,0.00048571,0,0,1
3.5322,1.2476,0.00071429,0.00048571,-2,0,1
0.22439,-4.8432,0.00071429,0.00048571,-2,0,1
-1.7008,-1.2004,0.00071429,0.00048571,-2,1,1
-0.55579,-0.88983,0.00071429,0.00048571,-2,0,1
0.77096,0.46933,0.00071429,0.00048571,-2,1,1
0.9552,0.65357,0.00071429,0.00048571,-2,0,1
0.69921,0.69758,0.00071429,0.00048571,-2,1,1
-0.99547,-1.3157,0.00071429,0.00048571,-2,1,1
-0.84626,-0.72492,-2.9993,0.00048571,1,1,1
0.61334,-3.4398,0.00071429,0.00048571,-2,0,1
-1.5228,3.0151,0.00071429,0.00048571,-2,1,1
-2.4445,-1.2961,0.00071429,0.00048571,-2,0,1
0.69921,-0.84594,0.00071429,0.00048571,-2,1,1
0.1585,5.8476,0.00071429,0.00048571,-2,0,1
-0.50654,-5.4807,0.00071429,0.00048571,-2,0,1
-2.1736,-3.5964,0.00071429,0.00048571,-2,0,1
-4.6802,-0.51268,0.00071429,0.00048571,-2,1,1
-3.9783,1.7632,-3.9993,0.00048571,1,0,1
-0.76917,-7.0149,0.00071429,0.00048571,-2,0,1
-1.5898,-3.9364,0.00071429,0.00048571,-2,0,1
-0.68345,3.1476,0.00071429,0.00048571,-2,1,1
-3.7945,-2.8129,0.00071429,0.00048571,-2,0,1
2.7851,2.8756,0.00071429,0.00048571,-2,0,1
3.8892,-0.51102,0.00071429,0.00048571,-2,1,1
-1.1508,-4.8924,0.00071429,0.00048571,-2,1,1
-2.6628,-3.1814,0.00071429,0.00048571,-2,0,1
0.17392,2.3865,0.00071429,0.00048571,-2,0,1
-1.6463,-2.1699,3.0007,0.00048571,0,1,1
-3.5571,-1.2701,0.00071429,0.00048571,-2,1,1
0.1065,-6.1699,0.00071429,0.00048571,-2,1,1
0.90801,-2.8924,0.00071429,0.00048571,-2,0,1
-2.6183,-2.4184,3.0007,0.00048571,0,0,1
-0.45729,1.2751,0.00071429,0.00048571,-2,1,1
-1.3008,-3.9447,0.00071429,0.00048571,-2,0,1
-0.55079,-0.55242,0.00071429,0.00048571,-2,0,1
-0.40403,-0.94167,0.00071429,0.00048571,-2,1,1
0.70684,1.4576,-4.9993,0.00048571,0,1,1
-1.8333,-1.8349,0.00071429,0.00048571,-2,1,1
-0.24843,4.3644,0.00071429,0.00048571,-2,0,1
-1.8348,5.0682,0.00071429,0.00048571,-2,1,1
-2.6697,-1.1924,0.00071429,0.00048571,-2,1,1
-2.8693,-2.871,0.00071429,0.00048571,-2,1,1
-2.4391,-1.9307,-3.9993,0.00048571,1,0,1
-2.8908,-1.4149,0.00071429,0.00048571,-2,0,1
-0.78543,-0.80439,0.00071429,0.00048571,-2,0,1
-2.0888,1.9976,0.00071429,0.00048571,-2,0,1
-2.3419,-3.7904,0.00071429,0.00048571,-2,1,1
-4.9094,1.4426,0.00071429,0.00048571,-2,1,1
4.6275,-0.89242,0.00071429,0.00048571,-2,1,1
-3.9348,-2.8924,-2.9993,0.00048571,1,1,1
-0.64381,-4.0024,0.00071429,0.00048571,-2,0,1
4.1535,0.39026,0.00071429,0.00048571,-2,1,1
0.19322,-0.51102,0.00071429,0.00048571,-2,0,1
-3.3073,-3.1814,0.00071429,0.00048571,-2,0,1
0.91119,-2.8129,0.00071429,0.00048571,-2,1,1
2.8079,1.1651,0.00071429,0.00048571,-2,1,1
2.3866,2.362,-1.9993,0.00048571,1,0,1
3.4624,3.4413,0.00071429,0.00048571,-2,1,1
0.9511,-6.4474,0.00071429,0.00048571,-2,1,1
1.3303,1.3287,0.00071429,0.00048571,-2,0,1
-0.0007889,-3.6149,0.00071429,0.00048571,-2,0,1
-0.0007889,-1.5684,-2.9993,0.00048571,1,0,1
3.9404,1.3287,0.00071429,0.00048571,-2,1,1
-0.0007889,1.8301,0.00071429,0.00048571,-2,0,1
4.3609,4.3593,0.00071429,0.00048571,-2,0,1
3.7067,-0.0024174,3.0007,0.00048571,1,0,1
5.4557,2.5476,0.00071429,0.00048571,-2,0,1
-0.0007889,4.6356,0.00071429,0.00048571,-2,0,1
4.324,2.5476,0.00071429,0.00048571,-2,1,1
-3.4008,0.50618,0.00071429,0.00048571,-2,0,1
-2.8908,-1.6101,4.0007,0.00048571,1,0,1
-3.0008,-4.5684,0.00071429,0.00048571,-2,1,1
-2.4508,-7.8924,0.00071429,0.00048571,-2,0,1
1.6527,-7.4589,0.00071429,0.00048571,-2,0,1
-2.4084,-1.0904,0.00071429,0.00048571,-2,0,1
1.2264,-1.4335,0.00071429,0.00048571,-2,0,1
0.3681,-5.3335,0.00071429,0.00048571,-2,1,1
-2.8693,-5.2847,0.00071429,0.00048571,-2,0,1
-2.0391,-4.0924,0.00071429,0.00048571,-2,1,1
1.7317,1.7301,-3.9993,0.00048571,1,0,1
0.16671,-1.75,0.00071429,0.00048571,-2,1,1
0.46203,2.2976,0.00071429,0.00048571,-2,0,1
0.39261,0.88806,4.0007,0.00048571,1,0,1
-1.6625,2.0856,0.00071429,0.00048571,-2,1,1
-0.54429,-0.54592,0.00071429,0.00048571,-2,0,1
0.087236,2.4541,0.00071429,0.00048571,-2,1,1
0.062325,3.8604,0.00071429,0.00048571,-2,1,1
-0.59579,2.6224,0.00071429,0.00048571,-2,0,1
-0.0007889,-0.0024174,0.00071429,0.00048571,-2,1,2
-3.0008,-0.0024174,0.00071429,0.00048571,-2,0,2
-0.0007889,2.5476,0.00071429,0.00048571,-2,1,2
4.9992,-0.0024174,0.00071429,0.00048571,-2,1,2
3.9992,4.2476,0.00071429,0.00048571,-2,1,2
0.61334,0.61171,0.00071429,0.00048571,-2,1,2
1.6992,-0.11242,0.00071429,0.00048571,-2,1,2
-0.0007889,1.4426,0.00071429,0.00048571,-2,1,2
-2.1683,-2.1699,5.0007,0.00048571,0,0,2
-0.0007889,-4.0024,0.00071429,0.00048571,-2,0,2
3.3992,3.6101,0.00071429,0.00048571,-2,1,2
3.9992,3.9976,0.00071429,0.00048571,-2,1,2
-0.72329,-0.72492,3.0007,0.00048571,0,1,2
-0.0007889,-3.1665,0.00071429,0.00048571,-2,0,2
-1.0008,-1.0024,0.00071429,0.00048571,-2,0,2
2.4455,3.7376,0.00071429,0.00048571,-2,1,2
2.0786,-0.84594,-3.9993,0.00048571,1,1,2
2.6786,-2.7883,0.00071429,0.00048571,-2,0,2
0.70545,-1.7742,0.00071429,0.00048571,-2,1,2
-0.0007889,1.0416,0.00071429,0.00048571,-2,0,2
2.8416,2.84,0.00071429,0.00048571,-2,1,2
-0.75509,-1.7772,0.00071429,0.00048571,-2,0,2
-0.0007889,4.9062,0.00071429,0.00048571,-2,0,2
3.5033,3.5017,-0.99929,0.00048571,1,1,2
-0.0007889,-0.33041,0.00071429,0.00048571,-2,1,2
-0.0007889,0.44129,0.00071429,0.00048571,-2,0,2
1.8214,1.9976,0.00071429,0.00048571,-2,1,2
1.548,1.6695,-2.9993,0.00048571,1,1,2
0.2717,-2.1753,0.00071429,0.00048571,-2,1,2
0.90688,0.90526,0.00071429,0.00048571,-2,1,2
-0.0007889,0.041595,0.00071429,0.00048571,-2,0,2
0.036622,-1.8524,0.00071429,0.00048571,-2,1,2
-0.85079,1.9976,0.00071429,0.00048571,-2,1,2
-1.0596,-0.0024174,0.00071429,0.00048571,-2,1,2
-3.4558,-4.6165,0.00071429,0.00048571,-2,0,2
-0.5228,2.9976,0.00071429,0.00048571,-2,0,2
-0.0007889,-0.0024174,0.00071429,0.00048571,-2,0,2
-0.0007889,0.88499,0.00071429,0.00048571,-2,1,2
-2.0008,-3.7904,0.00071429,0.00048571,-2,0,2
-3.2206,3.3564,0.00071429,0.00048571,-2,0,2
2.5078,-0.90244,0.00071429,0.00048571,-2,1,2
-2.2831,-2.2847,0.00071429,0.00048571,-2,0,2
-1.0448,-1.8149,0.00071429,0.00048571,-2,0,2
-0.0007889,-2.3371,0.00071429,0.00048571,-2,0,2
-1.5108,1.7131,0.00071429,0.00048571,-2,0,2
1.6686,0.85352,0.00071429,0.00048571,-2,1,2
-1.5698,-1.058,0.00071429,0.00048571,-2,0,2
-1.508,1.0223,0.00071429,0.00048571,-2,0,2
-2.1119,-2.1135,4.0007,0.00048571,0,0,2
-1.0898,4.0117,0.00071429,0.00048571,-2,0,2
-0.29779,-0.29942,0.00071429,0.00048571,-2,0,2
-0.25324,-0.69858,0.00071429,0.00048571,-2,0,2
1.2387,1.4426,0.00071429,0.00048571,-2,1,2
1.0528,0.22583,0.00071429,-0.99951,-1,1,2
-1.9568,-3.0024,0.00071429,0.00048571,-2,1,2
-0.0007889,-3.0024,0.00071429,0.00048571,-2,1,2
-1.7965,0.63987,0.00071429,0.00048571,-2,0,2
0.094424,1.9976,0.00071429,0.00048571,-2,1,2
-0.0007889,1.6167,0.00071429,0.00048571,-2,1,2
-0.12181,0.99758,0.00071429,0.00048571,-2,0,2
-0.0007889,6.1651,0.00071429,0.00048571,-2,0,2
2.2678,1.7641,0.00071429,0.00048571,-2,0,2
-1.9367,-1.9383,0.00071429,0.00048571,-2,1,2
-5.1683,-5.1699,0.00071429,0.00048571,-2,0,2
6.5492,2.574,0.00071429,0.00048571,-2,1,2
-0.0007889,-3.4024,0.00071429,0.00048571,-2,0,2
4.8416,1.0416,0.00071429,0.00048571,-2,1,2
0.4599,-4.1184,0.00071429,0.00048571,-2,0,2
3.8803,3.3019,0.00071429,0.00048571,-2,1,2
-3.2997,-1.1339,4.0007,0.00048571,1,0,2
2.9609,-2.8574,0.00071429,0.00048571,-2,1,2
-0.22354,5.4608,0.00071429,0.00048571,-2,0,2
1.8099,1.3027,0.00071429,0.00048571,-2,0,2
-0.0007889,2.3818,2.0007,0.00048571,0,1,2
1.3074,-1.5485,4.0007,0.00048571,0,0,2
-3.0375,2.5709,0.00071429,0.00048571,-2,0,2
-2.582,-2.2307,0.00071429,-0.99951,-1,0,2
-0.0007889,-3.4589,0.00071429,0.00048571,-2,0,2
1.1113,-1.203,5.0007,0.00048571,1,1,2
-2.2235,-5.0067,0.00071429,0.00048571,-2,0,2
-1.1901,-1.1918,0.00071429,0.00048571,-2,0,2
0.83827,0.4526,0.00071429,0.00048571,-2,0,2
3.8624,3.5343,0.00071429,0.00048571,-2,1,2
-3.2845,-1.9584,0.00071429,-2.9995,-1,0,2
4.8892,-0.98866,0.00071429,0.00048571,-2,1,2
