MB,MF,MFonMB,Unlikely,Crits,Choice,Subj
4.4677,4.0179,-0.0065185,0.00047122,-2,1,1
0.39822,0.41164,-0.0065185,0.00047122,-2,1,1
-0.66084,-0.64742,-0.0065185,0.00047122,-2,0,1
-4.8455,2.6279,-0.0065185,0.00047122,-2,0,1
-3.718,-4.1046,-0.0065185,0.00047122,-2,0,1
-3.6097,-3.1462,-0.0065185,0.00047122,-2,0,1
3.5265,0.965,-0.0065185,0.00047122,-2,1,1
-4.4392,-4.4258,-0.0065185,0.00047122,-2,0,1
-2.3727,-2.3593,-0.0065185,0.00047122,-2,0,1
3.3251,2.0335,-0.0065185,0.00047122,-2,1,1
-1.268,-1.2546,-0.0065185,0.00047122,-2,0,1
-1.7639,-2.6933,-0.0065185,0.00047122,-2,0,1
1.5076,-4.1136,-0.0065185,-2.9995,-1,1,1
-5.4405,-5.4271,-0.0065185,0.00047122,-2,0,1
3.2327,1.2004,-0.0065185,0.00047122,-2,1,1
2.0485,0.32304,-0.0065185,0.00047122,-2,0,1
1.1545,-1.7195,-0.0065185,0.00047122,-2,1,1
-0.97303,-1.7695,-5.0065,0.00047122,1,1,1
-5.4405,-5.4271,-0.0065185,0.00047122,-2,0,1
-6.3955,-6.9946,-0.0065185,0.00047122,-2,0,1
-5.8855,-5.8721,-0.0065185,0.00047122,-2,0,1
-5.002,-4.6061,-1.0065,0.00047122,1,1,1
4.26,0.54731,3.9935,0.00047122,1,0,1
-5.8379,-4.1046,-0.0065185,0.00047122,-2,0,1
-7.3955,-6.8721,-0.0065185,0.00047122,-2,0,1
6.8945,6.9079,-0.0065185,0.00047122,-2,1,1
-6.452,-6.0701,-0.0065185,0.00047122,-2,0,1
-1.0836,-0.75693,-0.0065185,0.00047122,-2,1,1
-3.8455,0.94271,-0.0065185,0.00047122,-2,0,1
3.277,1.9773,-3.0065,0.00047122,1,1,1
3.6186,2.5159,-0.0065185,0.00047122,-2,1,1
5.5265,4.5912,-0.0065185,0.00047122,-2,1,1
1.4482,1.4616,-0.0065185,0.00047122,-2,1,1
-1.3727,1.2068,-0.0065185,0.00047122,-2,0,1
-1.3161,-1.3027,-0.0065185,0.00047122,-2,0,1
2.277,0.51764,-0.0065185,0.00047122,-2,1,1
-2.2271,-1.9137,-0.0065185,0.00047122,-2,0,1
1.8076,1.821,-0.0065185,0.00047122,-2,1,1
-1.5282,1.3261,3.9935,0.00047122,1,1,1
