1.4071,-0.38929,1,2
-0.59286,-0.38929,1,2
3.4071,-0.38929,1,2
3.4071,-0.38929,1,2
2.4071,1.6107,0,2
2.4071,-0.38929,1,2
1.4071,-0.38929,1,2
0.40714,-2.3893,1,2
-2.5929,-0.38929,1,2
-3.5929,-0.38929,1,2
-2.5929,-0.38929,0,2
-0.59286,-2.3893,1,2
-2.5929,-0.38929,1,2
0.40714,-0.38929,1,2
3.4071,-0.38929,1,2
4.4071,-0.38929,1,2
0.40714,1.6107,1,2
1.4071,1.6107,0,2
0.40714,-0.38929,0,2
3.4071,1.6107,0,2
2.4071,1.6107,1,2
-1.5929,1.6107,1,2
-0.59286,1.6107,0,2
1.4071,-1.3893,0,2
3.4071,2.6107,1,2
2.4071,2.6107,1,2
4.4071,2.6107,0,2
1.4071,3.6107,1,2
4.4071,-0.38929,0,2
1.4071,-2.3893,1,2
1.4071,-2.3893,1,2
2.4071,-2.3893,1,2
-0.59286,-0.38929,1,2
1.4071,-0.38929,1,2
2.4071,-1.3893,1,2
1.4071,-0.38929,0,2
2.4071,-0.38929,0,2
-3.5929,3.6107,0,2
0.40714,-1.3893,0,2
-0.59286,-1.3893,0,2
-2.5929,-1.3893,1,2
-1.5929,-1.3893,0,2
-2.5929,-1.3893,1,2
-2.5929,2.6107,1,2
-2.5929,2.6107,0,2
-1.5929,-2.3893,1,3
-3.5929,-2.3893,1,3
0.40714,0.61071,0,3
4.4071,-2.3893,1,3
1.4071,-2.3893,1,3
4.4071,-2.3893,1,3
2.4071,-2.3893,1,3
3.4071,-2.3893,1,3
3.4071,-2.3893,1,3
1.4071,-2.3893,1,3
2.4071,-2.3893,1,3
4.4071,-2.3893,0,3
1.4071,-2.3893,1,3
1.4071,-2.3893,1,3
2.4071,-2.3893,1,3
3.4071,-2.3893,1,3
-0.59286,-3.3893,0,3
0.40714,1.6107,0,3
4.4071,4.6107,1,3
-1.5929,1.6107,0,3
-1.5929,-2.3893,0,3
-3.5929,-0.38929,0,3
-3.5929,0.61071,1,3
-3.5929,0.61071,0,3
-3.5929,-1.3893,1,3
-1.5929,-2.3893,0,3
-2.5929,-1.3893,1,3
-3.5929,-1.3893,1,3
1.4071,0.61071,1,3
1.4071,0.61071,1,3
2.4071,0.61071,1,3
3.4071,0.61071,1,3
1.4071,-3.3893,1,3
-4.5929,-3.3893,1,3
-1.5929,-1.3893,1,3
2.4071,-1.3893,1,3
3.4071,1.6107,1,4
2.4071,1.6107,0,4
2.4071,1.6107,1,4
3.4071,1.6107,1,4
1.4071,1.6107,0,4
-1.5929,1.6107,0,4
-0.59286,3.6107,1,4
-0.59286,-0.38929,0,4
-3.5929,-3.3893,0,4
-1.5929,-1.3893,1,4
-4.5929,-1.3893,1,4
-2.5929,-1.3893,1,4
-0.59286,-1.3893,1,4
3.4071,-1.3893,0,4
2.4071,-1.3893,0,4
2.4071,-1.3893,1,4
4.4071,1.6107,0,4
-3.5929,0.61071,0,4
-0.59286,2.6107,0,4
-4.5929,0.61071,1,4
-0.59286,-1.3893,1,4
3.4071,2.6107,1,4
-1.5929,2.6107,1,4
1.4071,2.6107,1,4
2.4071,2.6107,0,4
1.4071,3.6107,0,4
-3.5929,-0.38929,1,4
-2.5929,-0.38929,1,4
