"subject","datestamp","timestamp","version","Type","Goal","OptNum","Action","S2","Action2","Re","rt1","rt2","score","round","Crit","id"
"test_dg_v15","2015-06-12","22:12:07","dayanSto_v1","1","0","11","-1","-1","1","0","3144","493","54","40","1","92073"
"test_dg_v15","2015-06-12","22:12:10","dayanSto_v1","1","0","6","0","0","1","5","1964","819","59","41","0","92080"
"test_dg_v15","2015-06-12","22:12:12","dayanSto_v1","1","0","1","1","2","1","4","984","733","63","42","0","92085"
"test_dg_v15","2015-06-12","22:12:17","dayanSto_v1","1","0","7","0","0","1","4","2928","636","67","43","0","92091"
"test_dg_v15","2015-06-12","22:12:19","dayanSto_v1","1","0","9","0","0","1","3","952","435","70","44","0","92095"
"test_dg_v15","2015-06-12","22:12:22","dayanSto_v1","1","0","15","0","0","1","0","2590","509","70","45","0","92102"
"test_dg_v15","2015-06-12","22:12:31","dayanSto_v1","1","0","9","1","1","2","3","3718","581","73","46","0","92114"
"test_dg_v15","2015-06-12","22:12:32","dayanSto_v1","1","0","7","-1","-1","2","0","872","485","73","47","0","92118"
"test_dg_v15","2015-06-12","22:12:34","dayanSto_v1","1","0","4","0","0","1","2","1159","579","75","48","0","92120"
"test_dg_v15","2015-06-12","22:12:37","dayanSto_v1","1","0","12","0","0","1","3","1878","397","78","49","0","92127"
"test_dg_v15","2015-06-12","22:12:39","dayanSto_v1","1","0","6","0","0","1","2","1087","438","80","50","0","92132"
"test_dg_v15","2015-06-12","22:12:41","dayanSto_v1","1","0","1","1","1","1","2","903","797","82","51","0","92135"
"test_dg_v15","2015-06-12","22:12:43","dayanSto_v1","1","0","12","0","0","1","1","885","565","83","52","0","92140"
"test_dg_v15","2015-06-12","22:12:44","dayanSto_v1","1","0","7","0","0","1","4","1121","492","87","53","0","92142"
"test_dg_v15","2015-06-12","22:12:46","dayanSto_v1","1","0","9","0","0","1","5","904","469","92","54","0","92146"
"test_dg_v15","2015-06-12","22:12:48","dayanSto_v1","1","0","4","0","0","1","4","1280","453","96","55","0","92149"
"test_dg_v15","2015-06-12","22:12:51","dayanSto_v1","1","0","7","1","1","1","1","1696","1133","97","56","0","92156"
"test_dg_v15","2015-06-12","22:12:53","dayanSto_v1","1","0","12","-1","-1","1","0","1151","509","97","57","0","92160"
"test_dg_v15","2015-06-12","22:12:55","dayanSto_v1","1","0","12","0","0","1","4","759","612","101","58","0","92164"
"test_dg_v15","2015-06-12","22:12:57","dayanSto_v1","1","0","10","1","2","1","3","878","1381","104","59","0","92169"
"test_dg_v15","2015-06-12","22:13:01","dayanSto_v1","1","0","13","0","0","1","4","1535","508","108","60","1","92177"
"test_dg_v15","2015-06-12","22:13:02","dayanSto_v1","1","0","4","0","2","1","4","900","421","112","61","0","92181"
"test_dg_v15","2015-06-12","22:13:04","dayanSto_v1","1","0","4","0","0","1","5","1056","485","117","62","0","92185"
"test_dg_v15","2015-06-12","22:13:06","dayanSto_v1","1","0","7","1","1","1","3","1345","541","120","63","0","92189"
"test_dg_v15","2015-06-12","22:13:09","dayanSto_v1","1","0","6","0","0","1","3","1007","1083","123","64","0","92194"
"A28JD7KES2CTTS_dg_v15","2015-06-13","14:57:47","dayanSto_v1","1","1","4","1","1","0","0","18070","2260","0","1","0","96500"
"A28JD7KES2CTTS_dg_v15","2015-06-13","14:57:55","dayanSto_v1","1","1","10","1","1","0","0","1776","1284","0","2","0","96501"
"A28JD7KES2CTTS_dg_v15","2015-06-13","14:58:02","dayanSto_v1","1","1","6","1","1","0","0","3309","843","0","3","0","96502"
"A28JD7KES2CTTS_dg_v15","2015-06-13","14:58:08","dayanSto_v1","1","0","10","0","0","0","0","1688","693","0","4","0","96503"
"A81ZUEOCPROKC_dg_v15","2015-06-13","14:58:10","dayanSto_v1","1","1","1","1","1","0","0","1710","3854","0","1","0","96504"
"A81ZUEOCPROKC_dg_v15","2015-06-13","14:58:19","dayanSto_v1","1","1","9","1","1","0","0","2595","945","0","2","0","96505"
"A28JD7KES2CTTS_dg_v15","2015-06-13","14:58:21","dayanSto_v1","1","1","1","1","1","0","0","8216","1067","0","5","0","96506"
"A28JD7KES2CTTS_dg_v15","2015-06-13","14:58:27","dayanSto_v1","1","1","10","1","1","0","0","1159","771","0","6","0","96507"
"A81ZUEOCPROKC_dg_v15","2015-06-13","14:58:27","dayanSto_v1","1","0","4","0","0","0","0","1834","1987","0","3","0","96508"
"A28JD7KES2CTTS_dg_v15","2015-06-13","14:58:33","dayanSto_v1","1","0","15","0","0","0","0","2800","619","0","7","0","96509"
"A81ZUEOCPROKC_dg_v15","2015-06-13","14:58:35","dayanSto_v1","1","0","7","0","0","0","0","2206","757","0","4","0","96510"
"A81ZUEOCPROKC_dg_v15","2015-06-13","14:58:41","dayanSto_v1","1","1","7","1","1","0","0","1455","1059","0","5","0","96511"
"A1MOYDCCNO1KP4_dg_v15","2015-06-13","14:58:45","dayanSto_v1","1","1","15","1","1","0","0","2867","1019","0","1","0","96512"
"A28JD7KES2CTTS_dg_v15","2015-06-13","14:58:46","dayanSto_v1","1","0","4","0","0","0","0","7316","891","0","8","0","96513"
"A81ZUEOCPROKC_dg_v15","2015-06-13","14:58:49","dayanSto_v1","1","0","9","0","0","0","0","3134","808","0","6","0","96514"
"A1MOYDCCNO1KP4_dg_v15","2015-06-13","14:58:52","dayanSto_v1","1","1","15","1","1","0","0","2268","769","0","2","0","96515"
"A28JD7KES2CTTS_dg_v15","2015-06-13","14:58:53","dayanSto_v1","1","1","4","1","1","0","0","2620","1195","0","9","0","96516"
"A1MOYDCCNO1KP4_dg_v15","2015-06-13","14:58:59","dayanSto_v1","1","1","6","1","1","0","0","1814","604","0","3","0","96517"
"A81ZUEOCPROKC_dg_v15","2015-06-13","14:58:59","dayanSto_v1","1","0","15","0","0","0","0","1829","4991","0","7","0","96518"
"A28JD7KES2CTTS_dg_v15","2015-06-13","14:59:00","dayanSto_v1","1","0","9","0","0","0","0","2705","723","0","10","0","96519"
"A81ZUEOCPROKC_dg_v15","2015-06-13","14:59:06","dayanSto_v1","1","1","15","1","1","0","0","1677","1051","0","8","0","96520"
"A28JD7KES2CTTS_dg_v15","2015-06-13","14:59:07","dayanSto_v1","1","0","15","0","0","0","0","2262","898","0","11","0","96521"
"A1MOYDCCNO1KP4_dg_v15","2015-06-13","14:59:10","dayanSto_v1","1","1","10","-1","-1","0","0","4811","2463","0","4","0","96522"
"A23UJOHJXK1LJW_dg_v15","2015-06-13","14:59:11","dayanSto_v1","1","1","12","1","1","0","0","4476","15656","0","1","0","96523"
"A1MOYDCCNO1KP4_dg_v15","2015-06-13","14:59:15","dayanSto_v1","1","0","10","0","0","0","0","1863","807","0","5","0","96524"
"A81ZUEOCPROKC_dg_v15","2015-06-13","14:59:15","dayanSto_v1","1","0","7","0","0","0","0","3149","1360","0","9","0","96525"
"A28JD7KES2CTTS_dg_v15","2015-06-13","14:59:16","dayanSto_v1","1","1","4","0","0","0","0","4686","778","0","12","0","96526"
"A81ZUEOCPROKC_dg_v15","2015-06-13","14:59:22","dayanSto_v1","1","0","4","0","0","0","0","1356","1633","0","10","0","96527"
"A1MOYDCCNO1KP4_dg_v15","2015-06-13","14:59:23","dayanSto_v1","1","0","12","0","0","0","0","4221","659","0","6","0","96528"
"A28JD7KES2CTTS_dg_v15","2015-06-13","14:59:23","dayanSto_v1","1","1","7","1","2","0","0","2894","1219","0","13","0","96529"
"AHXDN2WOV85X6_dg_v15","2015-06-13","14:59:24","dayanSto_v1","1","0","4","0","0","0","0","2988","1914","0","1","0","96530"
"A81ZUEOCPROKC_dg_v15","2015-06-13","14:59:28","dayanSto_v1","1","1","9","1","1","0","0","2547","866","0","11","0","96531"
"A1MOYDCCNO1KP4_dg_v15","2015-06-13","14:59:30","dayanSto_v1","1","0","12","0","0","0","0","1783","1456","0","7","0","96532"
"A28JD7KES2CTTS_dg_v15","2015-06-13","14:59:33","dayanSto_v1","1","0","12","0","0","0","0","2846","892","0","14","0","96533"
"AHXDN2WOV85X6_dg_v15","2015-06-13","14:59:34","dayanSto_v1","1","1","12","1","1","0","0","2319","1660","0","2","0","96534"
"A23UJOHJXK1LJW_dg_v15","2015-06-13","14:59:34","dayanSto_v1","1","1","4","-1","-1","0","0","13578","4295","0","2","0","96535"
"A81ZUEOCPROKC_dg_v15","2015-06-13","14:59:35","dayanSto_v1","1","1","6","1","2","0","0","2001","1362","0","12","0","96536"
"  AFLO6QJ7SDRDQ_dg_v15","2015-06-13","14:59:36","dayanSto_v1","1","1","12","1","1","0","0","4563","5797","0","1","0","96537"
"A1MOYDCCNO1KP4_dg_v15","2015-06-13","14:59:38","dayanSto_v1","1","1","6","1","1","0","0","4236","736","0","8","0","96538"
"AHXDN2WOV85X6_dg_v15","2015-06-13","14:59:41","dayanSto_v1","1","0","15","0","0","0","0","2068","1131","0","3","0","96539"
"A28JD7KES2CTTS_dg_v15","2015-06-13","14:59:43","dayanSto_v1","1","0","6","1","1","0","0","6000","579","0","15","0","96540"
"A1MOYDCCNO1KP4_dg_v15","2015-06-13","14:59:45","dayanSto_v1","1","0","12","0","0","0","0","2109","630","0","9","0","96541"
"A81ZUEOCPROKC_dg_v15","2015-06-13","14:59:45","dayanSto_v1","1","0","9","0","0","0","0","2243","801","0","13","0","96542"
"A23UJOHJXK1LJW_dg_v15","2015-06-13","14:59:46","dayanSto_v1","1","1","6","1","1","0","0","5377","3423","0","3","0","96543"
"AHXDN2WOV85X6_dg_v15","2015-06-13","14:59:48","dayanSto_v1","1","1","15","1","1","0","0","1539","1171","0","4","0","96544"
"  AFLO6QJ7SDRDQ_dg_v15","2015-06-13","14:59:48","dayanSto_v1","1","1","1","1","1","0","0","2672","2187","0","2","0","96545"
"A81ZUEOCPROKC_dg_v15","2015-06-13","14:59:51","dayanSto_v1","1","0","15","1","1","0","0","1282","1439","0","14","0","96546"
"A3PDTUA1YLJTMC_dg_v15","2015-06-13","14:59:52","dayanSto_v1","1","0","12","0","0","0","0","2122","26580","0","1","0","96547"
"AHXDN2WOV85X6_dg_v15","2015-06-13","14:59:54","dayanSto_v1","1","0","10","0","0","0","0","1576","835","0","5","0","96548"
"A1MOYDCCNO1KP4_dg_v15","2015-06-13","14:59:54","dayanSto_v1","1","0","12","0","0","0","0","5687","613","0","10","0","96549"
"A28JD7KES2CTTS_dg_v15","2015-06-13","14:59:55","dayanSto_v1","1","1","4","1","2","0","0","2009","6339","0","16","0","96550"
"  AFLO6QJ7SDRDQ_dg_v15","2015-06-13","14:59:57","dayanSto_v1","1","0","6","0","0","0","0","3359","1172","0","3","0","96551"
"A23UJOHJXK1LJW_dg_v15","2015-06-13","14:59:59","dayanSto_v1","1","0","4","0","0","0","0","5648","2200","0","4","0","96552"
"A1MOYDCCNO1KP4_dg_v15","2015-06-13","15:00:00","dayanSto_v1","1","1","1","1","1","0","0","1414","644","0","11","0","96553"
"AHXDN2WOV85X6_dg_v15","2015-06-13","15:00:00","dayanSto_v1","1","0","1","0","0","0","0","1874","899","0","6","0","96554"
"A28JD7KES2CTTS_dg_v15","2015-06-13","15:00:01","dayanSto_v1","1","0","1","1","2","0","0","2279","1236","0","17","0","96555"
"A81ZUEOCPROKC_dg_v15","2015-06-13","15:00:02","dayanSto_v1","1","0","4","0","0","0","0","1269","2573","0","15","0","96556"
"  AFLO6QJ7SDRDQ_dg_v15","2015-06-13","15:00:05","dayanSto_v1","1","1","15","1","1","0","0","2563","1390","0","4","0","96557"
"A3PDTUA1YLJTMC_dg_v15","2015-06-13","15:00:06","dayanSto_v1","1","1","7","1","1","0","0","2835","3348","0","2","0","96558"
"A23UJOHJXK1LJW_dg_v15","2015-06-13","15:00:06","dayanSto_v1","1","1","10","1","1","0","0","2056","1000","0","5","0","96559"
"AHXDN2WOV85X6_dg_v15","2015-06-13","15:00:06","dayanSto_v1","1","0","10","0","0","0","0","1453","1076","0","7","0","96560"
"A28JD7KES2CTTS_dg_v15","2015-06-13","15:00:07","dayanSto_v1","1","1","4","1","1","0","0","1550","1026","0","18","0","96561"
"A1MOYDCCNO1KP4_dg_v15","2015-06-13","15:00:09","dayanSto_v1","1","1","9","1","1","0","0","5469","767","0","12","0","96562"
"A81ZUEOCPROKC_dg_v15","2015-06-13","15:00:11","dayanSto_v1","1","0","9","-1","-1","0","0","3873","1100","0","16","0","96563"
"A23UJOHJXK1LJW_dg_v15","2015-06-13","15:00:13","dayanSto_v1","1","1","10","1","1","0","0","1997","1167","0","6","0","96564"
"A3PDTUA1YLJTMC_dg_v15","2015-06-13","15:00:14","dayanSto_v1","1","0","4","0","0","0","0","1990","1093","0","3","0","96565"
"AHXDN2WOV85X6_dg_v15","2015-06-13","15:00:14","dayanSto_v1","1","0","7","0","0","0","0","3583","809","0","8","0","96566"
"A28JD7KES2CTTS_dg_v15","2015-06-13","15:00:14","dayanSto_v1","1","1","7","1","2","0","0","2817","795","0","19","0","96567"
"  AFLO6QJ7SDRDQ_dg_v15","2015-06-13","15:00:15","dayanSto_v1","1","0","1","1","1","0","0","3484","1282","0","5","0","96568"
"A81ZUEOCPROKC_dg_v15","2015-06-13","15:00:17","dayanSto_v1","1","0","12","1","2","0","0","2135","1180","0","17","0","96569"
"A1MOYDCCNO1KP4_dg_v15","2015-06-13","15:00:17","dayanSto_v1","1","1","4","1","1","0","0","3938","602","0","13","0","96570"
"A28JD7KES2CTTS_dg_v15","2015-06-13","15:00:20","dayanSto_v1","1","0","12","0","0","0","0","1598","722","0","20","0","96571"
"A23UJOHJXK1LJW_dg_v15","2015-06-13","15:00:21","dayanSto_v1","1","0","6","0","0","0","0","3624","807","0","7","0","96572"
"A3PDTUA1YLJTMC_dg_v15","2015-06-13","15:00:21","dayanSto_v1","1","0","4","0","0","0","0","1607","1013","0","4","0","96573"
"A81ZUEOCPROKC_dg_v15","2015-06-13","15:00:23","dayanSto_v1","1","0","4","0","2","0","0","1347","1006","0","18","0","96574"
"  AFLO6QJ7SDRDQ_dg_v15","2015-06-13","15:00:24","dayanSto_v1","1","0","12","0","0","0","0","3672","968","0","6","0","96575"
"AHXDN2WOV85X6_dg_v15","2015-06-13","15:00:24","dayanSto_v1","1","1","10","1","1","0","0","5597","1131","0","9","0","96576"
"A1MOYDCCNO1KP4_dg_v15","2015-06-13","15:00:25","dayanSto_v1","1","0","9","-1","-1","0","0","2832","1092","0","14","0","96577"
"A28JD7KES2CTTS_dg_v15","2015-06-13","15:00:27","dayanSto_v1","1","0","10","0","0","0","0","2283","711","0","21","0","96578"
"A3PDTUA1YLJTMC_dg_v15","2015-06-13","15:00:30","dayanSto_v1","1","0","10","0","0","0","0","3782","781","0","5","0","96579"
"A23UJOHJXK1LJW_dg_v15","2015-06-13","15:00:30","dayanSto_v1","1","1","9","1","1","0","0","4185","1167","0","8","0","96580"
"A81ZUEOCPROKC_dg_v15","2015-06-13","15:00:30","dayanSto_v1","1","0","4","0","0","0","0","2485","1052","0","19","0","96581"
"A1MOYDCCNO1KP4_dg_v15","2015-06-13","15:00:31","dayanSto_v1","1","0","4","0","2","0","0","2778","1000","0","15","0","96582"
"AHXDN2WOV85X6_dg_v15","2015-06-13","15:00:31","dayanSto_v1","1","0","4","0","0","0","0","1849","1545","0","10","0","96583"
"A28JD7KES2CTTS_dg_v15","2015-06-13","15:00:33","dayanSto_v1","1","0","7","1","1","0","0","2424","765","0","22","0","96584"
"  AFLO6QJ7SDRDQ_dg_v15","2015-06-13","15:00:34","dayanSto_v1","1","1","12","1","1","0","0","3188","2109","0","7","0","96585"
"A81ZUEOCPROKC_dg_v15","2015-06-13","15:00:36","dayanSto_v1","1","1","6","1","1","0","0","1059","724","0","20","0","96586"
"AHXDN2WOV85X6_dg_v15","2015-06-13","15:00:38","dayanSto_v1","1","1","9","1","1","0","0","2624","761","0","11","0","96587"
"A23UJOHJXK1LJW_dg_v15","2015-06-13","15:00:38","dayanSto_v1","1","0","15","0","0","0","0","4261","950","0","9","0","96588"
"A28JD7KES2CTTS_dg_v15","2015-06-13","15:00:40","dayanSto_v1","1","1","15","1","1","0","0","2345","819","0","23","0","96589"
"A3PDTUA1YLJTMC_dg_v15","2015-06-13","15:00:40","dayanSto_v1","1","1","7","1","1","0","0","4731","1052","0","6","0","96590"
"A1MOYDCCNO1KP4_dg_v15","2015-06-13","15:00:40","dayanSto_v1","1","1","10","1","2","0","0","3325","684","0","16","0","96591"
"  AFLO6QJ7SDRDQ_dg_v15","2015-06-13","15:00:42","dayanSto_v1","1","1","9","1","1","0","0","2641","1484","0","8","0","96592"
"A81ZUEOCPROKC_dg_v15","2015-06-13","15:00:42","dayanSto_v1","1","0","4","0","2","0","0","1623","910","0","21","0","96593"
"AHXDN2WOV85X6_dg_v15","2015-06-13","15:00:44","dayanSto_v1","1","1","1","1","1","0","0","1711","1048","0","12","0","96594"
"A3PDTUA1YLJTMC_dg_v15","2015-06-13","15:00:46","dayanSto_v1","1","1","12","1","1","0","0","1746","989","0","7","0","96595"
"A1MOYDCCNO1KP4_dg_v15","2015-06-13","15:00:46","dayanSto_v1","1","1","15","1","1","0","0","2279","630","0","17","0","96596"
"AR4DJB62YRYF3_dg_v15","2015-06-13","15:00:47","dayanSto_v1","1","0","12","0","0","0","0","2627","7581","0","1","0","96597"
"A81ZUEOCPROKC_dg_v15","2015-06-13","15:00:49","dayanSto_v1","1","0","6","0","0","0","0","2443","1235","0","22","0","96598"
"A28JD7KES2CTTS_dg_v15","2015-06-13","15:00:49","dayanSto_v1","1","0","15","0","0","0","0","2085","3803","0","24","0","96599"
"A23UJOHJXK1LJW_dg_v15","2015-06-13","15:00:50","dayanSto_v1","1","0","12","1","1","0","0","7517","1112","0","10","0","96600"
"  AFLO6QJ7SDRDQ_dg_v15","2015-06-13","15:00:50","dayanSto_v1","1","0","6","1","1","0","0","3531","984","0","9","0","96601"
"AHXDN2WOV85X6_dg_v15","2015-06-13","15:00:51","dayanSto_v1","1","0","15","0","0","0","0","1951","875","0","13","0","96602"
"A1MOYDCCNO1KP4_dg_v15","2015-06-13","15:00:52","dayanSto_v1","1","0","4","0","0","0","0","1808","609","0","18","0","96603"
"A3PDTUA1YLJTMC_dg_v15","2015-06-13","15:00:53","dayanSto_v1","1","0","15","0","0","0","0","2379","780","0","8","0","96604"
"A81ZUEOCPROKC_dg_v15","2015-06-13","15:00:55","dayanSto_v1","1","1","12","1","2","0","0","1334","1007","0","23","0","96605"
"AHXDN2WOV85X6_dg_v15","2015-06-13","15:00:56","dayanSto_v1","1","1","1","1","1","0","0","1670","827","0","14","0","96606"
"AR4DJB62YRYF3_dg_v15","2015-06-13","15:00:57","dayanSto_v1","1","1","7","1","1","0","0","2660","708","0","2","0","96607"
"A28JD7KES2CTTS_dg_v15","2015-06-13","15:00:58","dayanSto_v1","1","0","9","0","0","0","0","3055","3025","0","25","0","96608"
"A23UJOHJXK1LJW_dg_v15","2015-06-13","15:00:59","dayanSto_v1","1","1","15","1","2","0","0","2110","2511","0","11","0","96609"
"A1MOYDCCNO1KP4_dg_v15","2015-06-13","15:01:01","dayanSto_v1","1","1","12","1","1","0","0","3742","1234","0","19","0","96610"
"  AFLO6QJ7SDRDQ_dg_v15","2015-06-13","15:01:01","dayanSto_v1","1","1","1","1","1","0","0","2953","1562","0","10","0","96611"
"AHXDN2WOV85X6_dg_v15","2015-06-13","15:01:03","dayanSto_v1","1","1","6","1","1","0","0","1998","725","0","15","0","96612"
"AR4DJB62YRYF3_dg_v15","2015-06-13","15:01:03","dayanSto_v1","1","0","4","0","0","0","0","1581","723","0","3","0","96613"
"A81ZUEOCPROKC_dg_v15","2015-06-13","15:01:03","dayanSto_v1","1","0","15","0","0","0","0","4035","976","0","24","0","96614"
"A1MOYDCCNO1KP4_dg_v15","2015-06-13","15:01:06","dayanSto_v1","1","0","15","0","0","0","0","1297","694","0","20","0","96615"
"AHXDN2WOV85X6_dg_v15","2015-06-13","15:01:08","dayanSto_v1","1","1","10","0","0","0","0","1532","711","0","16","0","96616"
"A23UJOHJXK1LJW_dg_v15","2015-06-13","15:01:08","dayanSto_v1","1","1","9","1","1","0","0","3548","943","0","12","0","96617"
"A81ZUEOCPROKC_dg_v15","2015-06-13","15:01:09","dayanSto_v1","1","0","12","0","0","0","0","1544","805","0","25","0","96618"
"AR4DJB62YRYF3_dg_v15","2015-06-13","15:01:09","dayanSto_v1","1","0","4","0","0","0","0","1551","1612","0","4","0","96619"
"A3PDTUA1YLJTMC_dg_v15","2015-06-13","15:01:09","dayanSto_v1","1","0","7","1","1","0","0","11702","940","0","9","0","96620"
"A1MOYDCCNO1KP4_dg_v15","2015-06-13","15:01:12","dayanSto_v1","1","1","12","1","1","0","0","2322","657","0","21","0","96621"
"  AFLO6QJ7SDRDQ_dg_v15","2015-06-13","15:01:13","dayanSto_v1","1","1","6","1","1","0","0","5766","1172","0","11","0","96622"
"A23UJOHJXK1LJW_dg_v15","2015-06-13","15:01:14","dayanSto_v1","1","0","12","0","0","0","0","1753","836","0","13","0","96623"
"AR4DJB62YRYF3_dg_v15","2015-06-13","15:01:14","dayanSto_v1","1","0","6","0","0","0","0","1280","567","0","5","0","96624"
"AHXDN2WOV85X6_dg_v15","2015-06-13","15:01:18","dayanSto_v1","1","1","7","1","1","0","0","3167","715","0","17","0","96625"
"A1MOYDCCNO1KP4_dg_v15","2015-06-13","15:01:18","dayanSto_v1","1","1","12","1","2","0","0","1832","711","0","22","0","96626"
"A23UJOHJXK1LJW_dg_v15","2015-06-13","15:01:21","dayanSto_v1","1","1","15","1","1","0","0","2056","655","0","14","0","96627"
"  AFLO6QJ7SDRDQ_dg_v15","2015-06-13","15:01:21","dayanSto_v1","1","1","15","1","1","0","0","2578","1219","0","12","0","96628"
"A3PDTUA1YLJTMC_dg_v15","2015-06-13","15:01:21","dayanSto_v1","1","1","6","1","1","0","0","2183","772","0","10","0","96629"
"A1MOYDCCNO1KP4_dg_v15","2015-06-13","15:01:25","dayanSto_v1","1","0","6","0","0","0","0","2834","657","0","23","0","96630"
"AK0Y6OITL7VGX_dg_v15","2015-06-13","15:01:25","dayanSto_v1","1","1","15","1","1","0","0","4180","8799","0","1","0","96631"
"AHXDN2WOV85X6_dg_v15","2015-06-13","15:01:27","dayanSto_v1","1","1","10","1","2","0","0","1631","3751","0","18","0","96632"
"A3PDTUA1YLJTMC_dg_v15","2015-06-13","15:01:29","dayanSto_v1","1","0","6","0","2","0","0","1290","1822","0","11","0","96633"
"A23UJOHJXK1LJW_dg_v15","2015-06-13","15:01:29","dayanSto_v1","1","1","12","1","1","0","0","4176","767","0","15","0","96634"
"A622MVSK40IGL_dg_v15","2015-06-13","15:01:32","dayanSto_v1","1","0","4","0","0","0","0","3814","10458","0","1","0","96635"
