MB,MF,MFonMB,Unlikely,Crits,Choice,Subj
-0.20832,1.1179,-3.5356,-0.033771,0,0,1
1.3074,-2.8099,-1.5356,-0.033771,1,1,1
2.091,0.3818,4.4644,-0.033771,0,1,1
-1.3383,-1.1589,4.4644,-0.033771,1,1,1
0.61838,0.6368,-2.5356,-0.033771,1,1,1
-4.4337,-4.2544,-4.5356,-0.033771,0,0,1
-1.631,1.9585,4.4644,-0.033771,0,0,1
1.3076,0.44278,3.4644,-0.033771,1,1,1
-0.83622,1.8931,2.4644,-0.033771,1,1,1
-4.0051,0.60433,4.4644,-0.033771,0,0,1
0.42492,1.2318,-3.5356,-0.033771,1,1,1
-1.9586,1.1179,4.4644,-0.033771,0,0,1
-1.1002,-0.92083,-4.5356,-0.033771,1,1,1
1.8833,0.22572,2.4644,-0.033771,0,1,1
-0.73256,-0.5532,-4.5356,-0.033771,1,0,1
2.8912,-2.6697,2.4644,-0.033771,1,1,1
-1.9379,0.1693,-2.5356,-0.033771,1,1,1
0.73889,0.46541,2.4644,-0.033771,1,1,1
3.3149,2.2072,-3.5356,-0.033771,1,1,1
1.3145,-0.24573,-4.5356,-0.033771,1,1,1
-0.39256,-0.2132,-0.53565,3.9662,-1,1,1
-0.068472,-2.1082,-4.5356,-0.033771,1,1,1
-4.0051,-3.6288,-3.5356,-0.033771,0,0,2
2.0639,-0.99172,-4.5356,-0.033771,1,1,2
-0.39256,-0.2132,-0.53565,-1.0338,-1,1,2
1.1563,1.4588,-3.5356,-0.033771,1,1,2
-1.7292,-1.5498,-2.5356,-0.033771,0,0,2
-0.39256,-0.2132,-0.53565,-1.0338,-1,1,2
2.9064,0.91825,-4.5356,-0.033771,1,1,2
-0.39256,2.8085,-2.5356,-0.033771,0,1,2
-0.39256,-0.2132,-0.53565,0.96623,-1,1,2
0.71951,-2.2353,4.4644,-0.033771,1,1,2
-0.39256,-0.2132,-0.53565,2.9662,-1,1,2
1.8295,2.0088,4.4644,-0.033771,1,1,2
1.2841,1.2318,-3.5356,-0.033771,0,1,2
-1.4108,2.3368,-2.5356,-0.033771,1,1,2
-0.39256,-0.2132,-0.53565,0.96623,-1,1,2
-0.41636,1.015,4.4644,-0.033771,0,1,2
0.45744,-1.4415,3.4644,-0.033771,0,1,2
0.32994,2.0162,4.4644,-0.033771,1,0,2
-0.39256,2.6768,-4.5356,-0.033771,1,1,2
-2.9426,-3.663,-4.5356,-0.033771,1,0,2
1.6955,4.1116,-4.5356,-0.033771,1,1,2
-1.6114,-1.2608,4.4644,-0.033771,1,1,2
